geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00046353,27.2,22.8,43.4,5.1,1.5
E00046413,24.5,23.6,27.4,17,7.5
E00046414,20.5,16.9,43.4,10.8,8.4
E00046416,10.4,37.4,34.8,9.6,7.8
E00046417,23.7,18.3,27.5,16.8,13.7
E00046418,16.1,18.9,53.8,9.1,2.1
E00046419,27.9,20.5,41,7.4,3.3
E00046420,28.1,30.5,18,16.4,7
E00046421,12.2,14.3,63.3,8.2,2
E00046422,17.5,23.7,41.2,16.7,0.9
E00046424,13.2,27.2,30.9,17.6,11
E00046427,17.2,14.7,54.6,8,5.5
E00046429,29.2,22.5,30.3,10.1,7.9
E00046430,15.3,32.1,29.2,16.8,6.6
E00046973,16.5,29.1,39.8,12.6,1.9
E00046974,13.3,31.3,45.8,8.4,1.2
E00046975,21.7,28.3,36.8,11.2,2
E00046976,11.2,12.8,62.4,5.6,8
E00046977,27.3,26.5,30.3,11.4,4.5
E00046978,43.9,28,16.8,6.5,4.7
E00046980,20.6,26.2,32.6,13.5,7.1
E00046981,20.6,27,35.7,11.9,4.8
E00046982,11.8,29.1,46.5,11.8,0.8
E00046983,5.7,13.1,65.6,10.7,4.9
E00046984,18.3,18.3,39.1,15.7,8.7
E00046985,19.5,27.8,29.3,15,8.3
E00046986,32.5,17.5,23,19,7.9
E00046987,34.1,37.4,23.1,3.3,2.2
E00046988,44.2,33.3,15,4.2,3.3
E00046989,38.2,28.2,21.8,10.9,0.9
E00046991,36.2,37.9,17.2,6.9,1.7
E00046994,36,31.5,18.9,9.9,3.6
E00046995,42.1,43,13.1,0.9,0.9
E00046996,47.7,24.2,18.8,4.7,4.7
E00046997,14.5,18.4,46.1,21.1,0
E00046999,48.3,28.3,15.8,5,2.5
E00047000,49.6,26.4,15.5,6.2,2.3
E00047004,37.1,34.7,16.1,7.3,4.8
E00047006,27.8,23.7,44.3,4.1,0
E00047009,40.3,29.5,20.9,8.5,0.8
E00047013,41.9,23.1,27.4,6,1.7
E00047015,37.6,22.4,28,9.6,2.4
E00047020,33.1,35.6,21.2,4.2,5.9
E00047022,9.5,45.3,29.9,13.1,2.2
E00047024,26.8,34,27.8,9.3,2.1
E00047027,30.1,33.8,25.6,7.5,3
E00047028,17.6,38.4,33.6,8.8,1.6
E00047030,29.8,33.3,27.4,9.5,0
E00047031,42.5,28.3,22.6,4.7,1.9
E00047032,24.8,36.2,28.4,7.1,3.5
E00047033,15,24.1,39.8,18,3
E00047034,22.1,25,33.7,6.7,12.5
E00047036,19.1,27,34.8,15.7,3.5
E00047037,31.8,35.5,23.4,4.7,4.7
E00047038,12.9,37.6,35.5,12.9,1.1
E00047039,15.4,32.3,39.2,10.8,2.3
E00047040,31.4,28.4,33.3,2.9,3.9
E00047042,10.4,33.3,30.2,19.8,6.3
E00047043,24.6,34.1,31.7,7.8,1.8
E00047044,22,27.5,30.8,15.4,4.4
E00047045,26,25,40,7,2
E00047047,24.5,19.8,34.9,16,4.7
E00047048,35.8,34.1,22.8,4.9,2.4
E00047049,32,23.7,26.8,14.4,3.1
E00047050,21.4,38.9,26.2,11.9,1.6
E00047052,29.8,28.9,26.3,12.3,2.6
E00047053,25,24.3,28.9,15.8,5.9
E00047054,16.2,24.6,36.2,17.7,5.4
E00047374,12.6,31.5,34.6,15.7,5.5
E00047375,19.4,22.6,37.1,17.7,3.2
E00047377,22.3,24.3,34,14.6,4.9
E00047378,18.3,36.7,28.3,12.5,4.2
E00047379,14.3,30.4,42.3,11.9,1.2
E00047383,19.2,18,46.1,11.4,5.4
E00047384,7.9,24.5,43,19.2,5.3
E00047385,12.1,31.8,35.6,17.4,3
E00047387,12.9,29.4,42.9,12.3,2.5
E00047388,11.1,25.7,43.1,16,4.2
E00047394,16.4,32.8,38.3,9.4,3.1
E00047397,21.5,29.2,36.1,11.8,1.4
E00047398,12.5,18.3,40.8,25,3.3
E00047400,6.3,28.9,31.7,24.6,8.5
E00047401,5.1,25.5,33.6,24.1,11.7
E00047402,9.8,20.1,41.8,21.2,7.1
E00047405,15.3,27.3,34.7,18.7,4
E00047406,8.8,41.2,34.2,13.2,2.6
E00047407,15,27.9,39.3,14.3,3.6
E00047409,27.5,20.8,30.8,15,5.8
E00047412,23.1,26.9,36.1,8.3,5.6
E00047413,22.3,21.5,36.2,15.4,4.6
E00047416,15.4,28.8,39.1,15.4,1.3
E00047418,7.6,22.9,44.9,20.3,4.2
E00047419,10.9,23.2,47.8,12.3,5.8
E00047420,13.4,33.5,40.2,9.8,3
E00047426,21.8,35.5,28.2,12.1,2.4
E00047427,14.2,41.7,28.3,14.2,1.6
E00047428,25.4,23.8,31.1,13.1,6.6
E00047429,15.7,27.5,37.3,15.7,3.9
E00047430,9.9,19.7,57,8.5,4.9
E00047433,14.8,26.1,39.8,12.5,6.8
E00047434,16.1,30.4,25.9,18.8,8.9
E00047437,27.3,32,27.3,9.4,3.9
E00047438,18.2,24.5,32.7,16.4,8.2
E00047439,18.2,32.1,31.4,17.5,0.7
E00047441,19.8,29.6,34.6,11.1,4.9
E00047442,13.6,33,37.5,11.9,4
E00047445,5.6,32.3,43.9,15.2,3
E00050267,31.8,34.1,30.2,2.3,1.6
E00050268,36.9,34.6,25.4,2.3,0.8
E00050269,33.6,22.4,32.8,4.8,6.4
E00050270,20.9,28.7,41.7,7.8,0.9
E00050271,16.4,58.2,23.6,1.8,0
E00050272,27.2,32.4,25,11,4.4
E00050273,35.2,48.1,13,3.7,0
E00050274,34.8,33.3,25,6.1,0.8
E00050275,38.3,22.4,29.9,8.4,0.9
E00050276,36.6,26,28.2,7.6,1.5
E00050277,30.2,33.3,22.5,10.1,3.9
E00050278,42.1,28.1,22.3,7.4,0
E00050279,37,23.6,29.1,6.3,3.9
