geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00046353,36.5,22.6,17.5,23.4
E00046413,22.7,21.8,15.5,40
E00046414,25,11.4,11.4,52.3
E00046416,23.3,16.4,18.1,42.2
E00046417,16,11.5,14.5,58
E00046418,46.8,20.6,16.3,16.3
E00046419,50,14.8,5.7,29.5
E00046420,26.6,18,12.5,43
E00046421,56.9,17.4,8.3,17.4
E00046422,40,17.4,15.7,27
E00046424,18.4,18.4,10.3,52.9
E00046427,50,14.6,7.9,27.4
E00046429,23.6,13.5,9,53.9
E00046430,20.4,23.4,14.6,41.6
E00046973,35.6,19.2,20.2,25
E00046974,23.8,22.6,17.9,35.7
E00046975,27.6,25,11.2,36.2
E00046976,46,8.7,8.7,36.5
E00046977,19.7,28.8,12.9,38.6
E00046978,18,24.3,15.3,42.3
E00046980,22.5,12.7,13.4,51.4
E00046981,22.2,23,8.7,46
E00046982,31.5,26.8,16.5,25.2
E00046983,46.4,26.4,10.4,16.8
E00046984,17.4,14.8,18.3,49.6
E00046985,28,19.7,13.6,38.6
E00046986,15,22,11,52
E00046987,21.8,17.2,28.7,32.2
E00046988,26.2,27,16.4,30.3
E00046989,14.5,21.8,20,43.6
E00046991,15.7,22.6,21.7,40
E00046994,6.4,23.6,19.1,50.9
E00046995,15,22.4,18.7,43.9
E00046996,13.8,25.2,17.9,43.1
E00046997,30,20,10,40
E00046999,19.3,17.6,18.5,44.5
E00047000,15.3,21.4,16.8,46.6
E00047004,16.8,24,13.6,45.6
E00047006,44.9,16.3,6.1,32.7
E00047009,9.3,21.7,17.1,51.9
E00047013,18.5,18.5,15.1,47.9
E00047015,27.6,23.6,17.9,30.9
E00047020,33.6,19.3,16,31.1
E00047022,22.8,11.8,28.7,36.8
E00047024,18.2,20.2,21.2,40.4
E00047027,11,21.3,25.7,41.9
E00047028,21.4,24.6,18.3,35.7
E00047030,19.8,17.4,19.8,43
E00047031,15.6,15.6,21.1,47.7
