geography_code,sex-001,sex-002
E00095622,53.8,46.3
E00095623,55.8,44.2
E00095624,56.8,43.2
E00095625,49.4,50.6
E00095626,51.2,48.8
E00095627,56.9,43.1
E00095628,54.7,45.3
E00095629,51,49
E00095630,50.6,49.4
E00095631,47.2,52.8
E00095632,49.8,50.2
E00095633,48.3,51.7
E00095634,57,43
E00095635,48.6,51.4
E00095636,51.7,48.3
E00095637,50.2,49.8
E00095661,49.3,50.7
E00095662,51.8,48.2
E00095663,50.3,49.7
E00095664,51,49
E00095665,48.1,51.9
E00095666,51.6,48.4
E00095667,50.6,49.4
E00095700,50.6,49.4
E00095701,54.1,45.9
E00095702,53.1,46.9
E00095703,52.1,47.9
E00095704,49.4,50.6
E00095705,55.4,44.6
E00095706,48.6,51.4
E00095707,50.2,49.8
E00095741,52.6,47.4
E00095742,54,46
E00095743,51.8,48.2
E00095745,50.5,49.5
E00095746,53.6,46.4
E00095747,53.1,46.9
E00095748,52.7,47.3
E00095749,57.8,42.2
E00095750,47.4,52.6
E00095751,52.5,47.5
E00095752,48.9,51.1
E00095753,52.9,47.1
E00095754,52.2,47.8
E00095755,52.9,47.1
E00095756,54.5,45.5
E00095757,53.1,46.9
E00095836,50.7,49.3
E00095837,50.5,49.5
E00095838,49.3,50.7
E00095839,50.4,49.6
E00095840,53.8,46.2
E00101825,48.8,51.2
E00101826,49.6,50.4
E00101827,55.4,44.6
E00102721,50.3,49.7
E00102726,52.7,47.3
E00102741,50.7,49.3
E00102742,50.5,49.5
E00102743,50.2,49.8
E00102748,50.6,49.4
E00102751,55.4,44.6
E00102753,48.7,51.3
E00102754,53.5,46.5
E00102758,50.8,49.2
E00102761,48.8,51.2
E00102768,50.6,49.4
E00102769,47,53
E00102770,51.3,48.7
E00102771,48,52
E00102772,50.9,49.1
E00102773,48.9,51.1
E00102776,47,53
E00102777,49.3,50.7
E00102779,50.2,49.8
E00102781,51.3,48.7
E00102784,55.5,44.5
E00102786,49.8,50.2
E00102787,48,52
E00102788,52.2,47.8
E00102789,48,52
E00102790,52.4,47.6
E00102791,47.4,52.6
E00102792,50.6,49.4
E00102793,50.2,49.8
E00102794,47,53
E00102795,49.3,50.7
E00102796,52.8,47.2
E00102797,51.9,48.1
E00102798,57.3,42.7
E00102800,48.3,51.7
E00102801,53.1,46.9
E00102802,46.4,53.6
E00102804,56.3,43.7
E00102805,50.9,49.1
E00102806,51.6,48.4
E00102807,50.5,49.5
E00102808,50.3,49.7
E00102809,53.3,46.7
E00102810,49.5,50.5
E00102811,50.1,49.9
E00102812,51.6,48.4
E00102815,50.8,49.2
E00102823,49.1,50.9
E00102824,51.9,48.1
E00102827,54.5,45.5
E00102830,46.5,53.5
E00102831,52.8,47.2
E00102833,50.9,49.1
E00102834,54.6,45.4
E00102841,52.1,47.9
E00102843,48.9,51.1
E00102845,50.5,49.5
E00102848,47.5,52.5
E00102849,50.6,49.4
E00102850,48.3,51.7
E00102851,49.5,50.5
E00102852,50.4,49.6
E00102881,52.3,47.7
E00102882,49.8,50.2
E00102883,45.8,54.2
E00102884,49.4,50.6
E00102885,49.9,50.1
E00102886,48.5,51.5
E00102887,51.4,48.6
E00102888,52.4,47.6
E00102889,52.4,47.6
E00102890,51.7,48.3
E00102891,55,45
E00102892,50,50
E00165929,48.3,51.7
E00165938,49.2,50.8
E00165940,49.2,50.8
E00172766,48.8,51.2
E00172767,54.5,45.5
E00172768,57.7,42.3
E00180153,50.8,49.2
E00180155,55.8,44.2
E00180192,51.3,48.7
E00180209,54.7,45.3
E00180221,52,48
E00180233,51.1,48.9
E00180266,48.3,51.7
E00180273,48.7,51.3
E00180277,52.7,47.3
E00180280,54.4,45.6
E00182795,57.6,42.4
E00182816,52.5,47.5
E00182861,54.5,45.5
W00004162,49.7,50.3
W00004163,53.6,46.4
W00004170,53,47
