geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00095622,34.4,36.9,21.7,7
E00095623,18.9,49.2,26.2,5.7
E00095624,37.3,38.1,16.1,8.5
E00095625,6.1,46.6,27,20.3
E00095626,12.8,43.9,33.9,9.4
E00095627,36.6,42.5,18.3,2.6
E00095628,29,47.3,19.1,4.6
E00095629,18,50.4,24.1,7.5
E00095630,13.3,47.7,28.1,10.9
E00095631,29.3,39,24.4,7.3
E00095632,28.2,47.3,19.1,5.5
E00095633,31.5,50,15.3,3.2
E00095634,10.1,46.4,28,15.5
E00095635,12,43,36.1,8.9
E00095636,26.8,44.4,21.1,7.7
E00095637,23.7,50.4,18.5,7.4
E00095661,3.5,30,43,23.5
E00095662,9.5,44.4,32.5,13.5
E00095663,12.8,39.2,33.1,14.9
E00095664,11.6,38,37.2,13.2
E00095665,7.5,35.1,39.6,17.9
E00095666,4.3,31.6,37.6,26.5
E00095667,3.8,33,45.3,17.9
E00095700,6,30.8,40.2,23.1
E00095701,6.2,31.9,40.7,21.2
E00095702,9,40.7,42.1,8.3
E00095703,3.8,45.2,38.2,12.7
E00095704,4.9,31.1,36.1,27.9
E00095705,7.8,43.7,35.9,12.6
E00095706,2.6,37.7,34.2,25.4
E00095707,5.4,44.3,32.9,17.4
E00095741,9.7,49.6,25.7,15
E00095742,25.6,49.6,21.6,3.2
E00095743,8.1,43.5,31.7,16.8
E00095745,10.2,42.5,38.6,8.7
E00095746,21.5,44.4,23.7,10.4
E00095747,5.6,45.1,29.9,19.4
E00095748,7.7,37.8,35.9,18.6
E00095749,15.2,43.2,28.8,12.8
E00095750,23,48.7,25.7,2.7
E00095751,15.2,50.9,24.1,9.8
E00095752,25,41.7,25,8.3
E00095753,14.7,35.3,38.2,11.8
E00095754,12.1,57.8,26.7,3.4
E00095755,17.7,42.5,31,8.8
E00095756,11,53,22,14
E00095757,15,44.9,31.5,8.7
E00095836,5.6,37.3,34.1,23
