geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00095622,19.7,45.5,5.4,26.5,2.9
E00095623,17.2,53.7,6.4,20.2,2.5
E00095624,26.3,39.5,6.8,23.2,4.2
E00095625,18.7,39.3,5.7,33.3,3
E00095626,18.2,48.7,5.2,25.6,2.3
E00095627,31.4,37.7,7.2,19.7,4
E00095628,20.3,47.7,10.8,19.8,1.4
E00095629,22.4,54.5,7.5,13.3,2.4
E00095630,15.5,44.1,12.2,25.6,2.5
E00095631,10.6,47.1,6.7,31.7,3.8
E00095632,18.5,48.9,5.6,23,3.9
E00095633,17.5,41.2,4,35,2.3
E00095634,17.6,42.8,7.5,28.6,3.5
E00095635,16,52.4,6.3,21.9,3.5
E00095636,16.9,46.7,7,26.4,2.9
E00095637,11.1,41.2,4,41.6,2.2
E00095661,17.5,41.9,6.4,31.8,2.4
E00095662,20.8,45.5,9.1,17.7,6.9
E00095663,22.2,53.4,9.3,14.3,0.7
E00095664,17.1,50,8.3,20.6,4
E00095665,16,50.5,4.3,26.3,2.8
E00095666,16.8,44,6.4,32.4,0.4
E00095667,15.4,40.3,6.3,35.7,2.3
E00095700,19.5,43.1,5.6,25.5,6.4
E00095701,20.1,46.6,6.4,24.4,2.6
E00095702,16.5,45.5,6.8,31.2,0
E00095703,15.4,43.3,6,31.9,3.4
E00095704,13.4,40.3,6.7,38.1,1.5
E00095705,26.9,40.5,5.4,26.3,0.9
E00095706,17.5,42.8,8.7,27.9,3.1
E00095707,14.9,34.4,7.6,39.6,3.5
E00095741,18.2,47.8,6.9,24.6,2.5
E00095742,17.2,41.7,2.5,36.3,2.5
E00095743,14,44.6,2.9,38.2,0.3
E00095745,13.4,51.4,8.1,25.5,1.6
E00095746,19.2,59.2,5,16.3,0.4
E00095747,18.3,43.5,4.3,28.3,5.6
E00095748,12.9,41.7,11.9,32.5,1
E00095749,13,42.8,7.4,35.3,1.4
E00095750,12.7,45.9,6.6,31.5,3.3
E00095751,19.1,41.7,8,27.1,4
E00095752,11.9,44.3,5.7,33.3,4.8
E00095753,16.2,40.2,7.4,35.8,0.5
E00095754,23.3,38.6,10.6,24.9,2.6
E00095755,20.5,50.2,5,22.8,1.4
E00095756,12.2,48.7,8.5,27,3.7
E00095757,16.1,36,9.1,36,2.9
E00095836,20.9,46,5.7,24.7,2.7
E00095837,15.6,48.8,6.9,25.1,3.6
E00095838,18.8,42.6,7.8,28.9,2
E00095839,16.7,44.3,4.5,32.1,2.3
E00095840,29.2,46,4.8,17.2,2.7
E00101825,4.3,41.4,9.3,42.9,2.1
E00101826,11.4,42.7,5.7,37,3.3
E00101827,6.9,36.4,6.9,48,1.7
E00102721,16.7,49.8,10.4,18.3,4.8
E00102726,22.4,46.4,8.4,20.4,2.4
E00102741,14.5,53.1,11.2,19.5,1.7
E00102742,18.1,50.8,6.1,20.8,4.2
E00102743,21.5,46.6,9.4,18.4,4
E00102748,29.8,50.2,7.8,10.6,1.6
E00102751,31.7,43.8,6.7,16.5,1.3
E00102753,30.9,43.8,9.8,13.4,2.1
E00102754,32.8,36.9,5.6,21.2,3.5
E00102758,17.8,42.8,7.2,27.2,5
E00102761,20,52.9,7.1,17.9,2.1
E00102768,16.7,44.9,4.5,31.3,2.5
E00102769,23.1,46.8,5.9,23.1,1.1
E00102770,12.2,50.8,6.1,26.3,4.6
