areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00049317,9.1,20.9,61.8,8.2
E00049318,8.2,25.2,60.5,6.1
E00049319,6.9,18.2,65.4,9.4
E00049320,9.2,16.7,59.2,15
E00049321,3.8,34,52.8,9.4
E00049322,8.9,25,56.5,9.7
E00049323,8.9,20,65.9,5.2
E00049324,9.2,19.7,64.8,6.3
E00049325,5.2,17.2,69.8,7.8
E00049326,9.9,13.5,66.1,10.4
E00049327,2.3,22,68.9,6.8
E00049328,10.2,17.2,66.1,6.5
E00049329,14,21.5,55.4,9.1
E00049330,7.7,23.1,59.2,10
E00049331,7.3,18.5,69.5,4.6
E00049332,9.1,18.2,67.1,5.6
E00049333,6.4,23.4,66,4.3
E00049334,5.5,24.2,63.7,6.6
E00049335,4.5,25.2,62.2,8.1
E00049336,10.5,19.1,61.2,9.2
E00049337,8.6,17.1,70.5,3.8
E00049338,6,24,59,11
E00049339,9.3,36,47.7,7
E00049340,11.8,32.3,52,3.9
E00049341,8.1,21.6,61.3,9
E00049342,11.6,23.1,55.8,9.5
E00049343,9.4,25,58.6,7
E00049344,10,20.8,60.8,8.5
E00049345,10.9,19,62.1,8
E00049346,8.8,23.7,57,10.5
E00049347,9.9,18.2,65.3,6.6
E00049348,13.5,26.2,53.2,7.1
E00049349,5.9,31.9,56.3,5.9
E00049350,8.6,20.4,64.2,6.8
E00049351,11.3,17.3,60.9,10.5
E00049352,21.3,15.7,56.7,6.2
E00049353,8.7,26.1,56.5,8.7
E00049354,15.6,23.4,53.9,7
E00049355,9.8,17.1,63.4,9.8
E00049356,13.6,25.2,56.5,4.8
E00049357,11.1,16,66,6.9
E00049358,9.2,23.5,58.8,8.4
E00049359,17.4,18.8,54.2,9.7
E00049362,10.1,16.8,57.1,16
E00049438,7.9,15.9,68.9,7.3
E00049441,15.4,15.4,59.3,9.9
E00049442,7.1,17.3,66.1,9.5
E00049443,8.5,19.2,63.8,8.5
E00049445,7.5,21.1,65.3,6.1
E00049450,7.1,20,63.5,9.4
E00049451,6.5,28.3,58.7,6.5
E00049452,6.8,18.5,65.4,9.3
E00049453,7.1,24.3,51.4,17.1
E00049454,9.2,23.1,61.3,6.4
E00049455,11.7,20,57.5,10.8
E00049456,8.3,23.7,59.6,8.3
E00049457,10,17,67,6
E00049458,10.1,23,57.6,9.4
E00049459,5.9,16.1,68.8,9.1
E00049462,11.9,15.9,66.5,5.7
E00049464,13.7,22.6,58.9,4.8
E00049465,9.4,14.7,67.1,8.8
E00049472,9.1,19.7,65.2,6.1
E00049478,8.9,21.4,58.3,11.3
E00049479,8.1,12.6,67.6,11.7
E00049480,12.8,22.2,57.3,7.7
E00049481,6.4,19.1,68.2,6.4
E00049483,7.2,13.2,67.1,12.5
E00049484,6.5,18.2,67.5,7.8
E00049485,10.5,21.7,51.3,16.4
E00049486,8,15.9,65.5,10.6
E00049487,13.8,20.2,59.6,6.4
E00049488,8.1,19.5,65.1,7.4
E00049489,7.3,19.8,63.5,9.4
E00049490,14,26.5,54.4,5.1
