areacd,sex-001,sex-002
E00049317,52.1,47.9
E00049318,60.2,39.8
E00049319,48.5,51.5
E00049320,49.8,50.2
E00049321,52.6,47.4
E00049322,52.9,47.1
E00049323,50.8,49.2
E00049324,51.4,48.6
E00049325,50,50
E00049326,48.5,51.5
E00049327,50.5,49.5
E00049328,47,53
E00049329,55.9,44.1
E00049330,50.1,49.9
E00049331,47.3,52.7
E00049332,52.6,47.4
E00049333,53.6,46.4
E00049334,51.1,48.9
E00049335,48.9,51.1
E00049336,47.7,52.3
E00049337,50,50
E00049338,50.4,49.6
E00049339,56.3,43.7
E00049340,52,48
E00049341,50.3,49.7
E00049342,53.7,46.3
E00049343,51.8,48.2
E00049344,47.4,52.6
E00049345,44.8,55.2
E00049346,52.9,47.1
E00049347,50,50
E00049348,50.3,49.7
E00049349,53.2,46.8
E00049350,51,49
E00049351,51.4,48.6
E00049352,53,47
E00049353,48.9,51.1
E00049354,52.6,47.4
E00049355,57.5,42.5
E00049356,51.6,48.4
E00049357,46.3,53.7
E00049358,46,54
E00049359,53.3,46.7
E00049362,50.7,49.3
E00049438,49,51
E00049441,57.8,42.2
E00049442,54.3,45.7
E00049443,52.9,47.1
E00049445,46.5,53.5
E00049450,48.7,51.3
E00049451,50.2,49.8
E00049452,53.9,46.1
E00049453,48.6,51.4
E00049454,46.6,53.4
E00049455,51.1,48.9
E00049456,49,51
E00049457,52.7,47.3
E00049458,50.9,49.1
E00049459,50.6,49.4
E00049462,52.6,47.4
E00049464,49.6,50.4
E00049465,48.9,51.1
E00049472,56.3,43.7
E00049478,48,52
E00049479,48.7,51.3
E00049480,52.9,47.1
E00049481,55.3,44.7
E00049483,49.8,50.2
E00049484,50,50
E00049485,52.2,47.8
E00049486,52.3,47.7
E00049487,48.3,51.7
E00049488,50.7,49.3
E00049489,50.2,49.8
E00049490,53.5,46.5
E00049492,47.4,52.6
E00049493,51.7,48.3
E00049494,48.3,51.7
E00049495,55,45
E00049496,48.3,51.7
E00049497,51.3,48.7
E00049498,52,48
E00049499,55.8,44.2
E00049500,50.7,49.3
E00049501,49.2,50.8
E00049502,49,51
E00049503,51.2,48.8
