geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00082142,88.8,11.2
E00082143,87,13
E00082145,89.6,10.4
E00082146,79.3,20.7
E00082147,86.9,13.1
E00082148,88.9,11.1
E00082149,87.4,12.6
E00082150,82.1,17.9
E00082152,92.4,7.6
E00082153,92.2,7.8
E00082154,88.2,11.8
E00082155,90.8,9.2
E00082156,92.5,7.5
E00082157,93,7
E00082159,94.2,5.8
E00082160,88.1,11.9
E00082161,90.3,9.7
E00082162,92.1,7.9
E00082164,88.5,11.5
E00082193,83.7,16.3
E00082194,87,13
E00082195,90.7,9.3
E00082199,90.4,9.6
E00082201,86.6,13.4
E00082202,89.8,10.2
E00082203,85,15
E00082204,79.5,20.5
E00082205,92.4,7.6
E00082206,83.2,16.8
E00082207,74.9,25.1
E00082208,78.8,21.2
E00082209,85.5,14.5
E00082211,85.4,14.6
E00082212,84,16
E00082213,89.9,10.1
E00082214,79.6,20.4
E00082215,80.2,19.8
E00082216,75.6,24.4
E00082217,77.9,22.1
E00082218,80.7,19.3
E00082219,83.2,16.8
E00082220,80.5,19.5
E00082221,84.7,15.3
E00082222,88.2,11.8
E00082223,85,15
E00082224,87.1,12.9
E00082225,81.5,18.5
E00082226,88.8,11.2
E00082227,78.2,21.8
E00082416,83,17
E00082417,87.1,12.9
E00082419,87,13
E00082420,87.7,12.3
E00082421,87.5,12.5
E00082422,92.6,7.4
E00082423,89.2,10.8
E00082424,83.2,16.8
E00082425,88.7,11.3
E00082426,89.1,10.9
E00082430,91.1,8.9
E00082431,87.9,12.1
E00082432,93.7,6.3
E00082433,89.3,10.7
E00082434,87,13
E00082581,92.5,7.5
E00082582,91.4,8.6
E00082583,92.1,7.9
E00082584,92.7,7.3
E00082585,91.7,8.3
E00082586,96.7,3.3
E00082587,87.2,12.8
E00082588,90.4,9.6
E00082589,93.7,6.3
E00082590,37.6,62.4
E00082592,53.8,46.2
E00082593,61.7,38.3
E00082594,50.2,49.8
E00082595,47.4,52.6
E00082596,42.2,57.8
E00082597,34.3,65.7
E00082598,52.1,47.9
E00082599,64.1,35.9
E00082600,60.3,39.7
E00082601,48.8,51.2
E00082602,56.3,43.7
E00082603,56.4,43.6
E00082604,67.1,32.9
E00082605,50.6,49.4
E00082606,58.1,41.9
E00082608,38.9,61.1
E00082610,62.8,37.2
E00082612,37.7,62.3
E00082613,39.2,60.8
E00082615,38.2,61.8
E00082616,47,53
E00082617,46.4,53.6
E00082619,31.9,68.1
E00082620,44.5,55.5
E00082621,49,51
E00082623,48.4,51.6
E00082624,51.4,48.6
E00082625,49.3,50.7
E00082626,49.6,50.4
E00082627,49.1,50.9
E00082628,56.7,43.3
E00082629,59,41
E00082630,52,48
E00082631,59.5,40.5
E00082632,44.7,55.3
E00082634,41,59
E00082635,36.4,63.6
E00082636,38.8,61.2
E00082637,57.6,42.4
E00082638,52.5,47.5
E00082639,43.9,56.1
E00082640,56.6,43.4
E00082641,55.9,44.1
E00082642,53.8,46.2
E00082643,40.3,59.7
E00082644,56.8,43.2
E00082645,43.8,56.2
E00082646,52.7,47.3
E00082647,60,40
E00082648,61.1,38.9
E00082649,60.9,39.1
E00082650,63.6,36.4
E00082651,61,39
E00082652,50.3,49.7
E00082654,46.7,53.3
E00082655,47.4,52.6
E00082656,70.3,29.7
E00082657,85.1,14.9
E00082658,75,25
E00082659,80.9,19.1
E00082661,77.7,22.3
E00082662,88.3,11.7
E00082663,86.4,13.6
E00082664,82.7,17.3
E00082665,79.7,20.3
E00082666,79.2,20.8
E00082667,78.4,21.6
E00082668,74.7,25.3
E00082669,86.4,13.6
E00082670,84.3,15.7
E00082671,68.3,31.7
E00082672,78.1,21.9
E00082673,81.4,18.6
E00082674,75.5,24.5
E00082675,60.9,39.1
E00082676,78,22
E00082677,67.1,32.9
E00082678,84.5,15.5
E00082679,83.5,16.5
E00082680,70.9,29.1
E00082681,60.5,39.5
E00082682,75.5,24.5
E00082683,50,50
E00082684,73.2,26.8
E00082685,60.3,39.7
E00082686,85.6,14.4
E00082687,67.8,32.2
E00082689,70.9,29.1
E00082690,70.2,29.8
E00082691,83.8,16.2
E00082692,74,26
E00082693,78.3,21.7
E00082694,72.8,27.2
E00082695,75.5,24.5
E00082696,70.9,29.1
E00082697,73.8,26.2
E00082698,72.9,27.1
E00082699,71.9,28.1
E00082700,67.9,32.1
E00082702,60.7,39.3
E00082703,70.5,29.5
E00082704,60.5,39.5
E00082705,67.9,32.1
E00082706,67.1,32.9
E00082707,77.7,22.3
E00082708,70.6,29.4
E00082709,71,29
E00082710,69,31
E00082711,70.5,29.5
E00082712,69.9,30.1
E00082713,67.5,32.5
E00082714,55,45
E00082715,51.7,48.3
E00082717,51.4,48.6
E00082718,63.3,36.7
E00082719,39.1,60.9
E00082721,44.9,55.1
E00082722,55.3,44.7
E00082724,38.6,61.4
E00082726,46.5,53.5
E00082727,44.7,55.3
E00082728,36.7,63.3
E00082729,48,52
E00082730,42.3,57.7
E00082731,61.3,38.7
E00082732,36.6,63.4
E00082733,41.5,58.5
E00082734,57.7,42.3
E00082735,54.6,45.4
E00082736,59.7,40.3
E00082737,71.1,28.9
E00082738,46.4,53.6
E00082739,52.8,47.2
E00082740,48.6,51.4
E00082741,45.9,54.1
E00082742,55.2,44.8
E00082743,83.6,16.4
E00082744,83.8,16.2
E00082745,82.1,17.9
E00082746,84.4,15.6
E00082747,88.8,11.2
E00082748,93,7
E00082749,81,19
E00082750,82.2,17.8
E00082751,70.1,29.9
E00082752,78.6,21.4
E00082753,81,19
E00082754,81.7,18.3
E00082755,69.4,30.6
E00082756,80.1,19.9
E00082757,92.3,7.7
E00082758,66.2,33.8
E00082759,87.6,12.4
E00082760,81.8,18.2
E00082761,89.3,10.7
E00082762,82.5,17.5
E00082763,68.8,31.2
E00082764,67.4,32.6
E00082765,70.8,29.2
E00082766,60.3,39.7
E00082767,85,15
E00082768,78.4,21.6
E00082769,86.9,13.1
E00082770,88.9,11.1
E00082771,85.9,14.1
E00082772,86.4,13.6
E00082773,89.3,10.7
E00082774,80.5,19.5
E00082775,86.9,13.1
E00082776,82.8,17.2
E00082777,81,19
E00082778,91.3,8.7
E00082779,85.1,14.9
E00082780,85.3,14.7
E00082781,83.8,16.2
E00082782,70.9,29.1
E00082783,73.7,26.3
E00082784,52.7,47.3
E00082785,55.6,44.4
E00082786,61.5,38.5
E00082787,54.5,45.5
E00082788,57.6,42.4
E00082789,51.3,48.7
E00082790,59.7,40.3
E00082791,53.9,46.1
E00082792,64.4,35.6
E00082793,59.2,40.8
E00082794,46.6,53.4
E00082795,57.3,42.7
E00082796,60.4,39.6
E00082797,64.6,35.4
E00082798,51.6,48.4
E00082799,56.8,43.2
E00082800,68.6,31.4
E00082801,61.9,38.1
E00082802,65.4,34.6
E00082803,65.8,34.2
E00082804,56.7,43.3
E00082805,73,27
E00082806,75,25
E00082807,57.9,42.1
E00082808,56.9,43.1
E00082809,65.1,34.9
E00082810,67.1,32.9
E00082811,49.3,50.7
E00082812,54.2,45.8
E00082813,65.1,34.9
E00082814,60.9,39.1
E00082815,57.4,42.6
E00082816,64.7,35.3
E00082818,67,33
E00082819,71.5,28.5
E00082820,77.4,22.6
E00082821,72.6,27.4
E00082823,87.6,12.4
E00082824,77.8,22.2
E00082825,83.9,16.1
E00082826,88.5,11.5
E00082827,77.2,22.8
E00082828,75.9,24.1
E00082830,72,28
E00082831,74.6,25.4
E00082832,70.9,29.1
E00082833,75.9,24.1
E00082834,76,24
E00082835,59.7,40.3
E00082836,48.2,51.8
E00082837,74.4,25.6
E00082838,59.7,40.3
E00082839,72.2,27.8
E00082840,57.8,42.2
E00082841,73.6,26.4
E00082842,63.3,36.7
E00082843,71,29
E00082844,64.4,35.6
E00082845,77.1,22.9
E00082846,61.4,38.6
E00082847,72.3,27.7
E00082848,76.7,23.3
E00082849,76.9,23.1
E00082850,68.8,31.3
E00082851,63.6,36.4
E00082853,59.8,40.2
E00082854,73.2,26.8
E00082855,66.1,33.9
E00082856,63.9,36.1
E00082857,49.5,50.5
E00082858,57,43
E00082859,68.9,31.1
E00082860,59.6,40.4
E00082862,52.5,47.5
E00082863,62.8,37.2
E00082864,74.3,25.7
E00082865,64.2,35.8
E00082866,71.1,28.9
E00082867,49.4,50.6
E00082868,56.9,43.1
E00082869,43.8,56.2
E00082870,38.5,61.5
E00082871,43.6,56.4
E00082872,55,45
E00082873,48.8,51.2
E00082874,34.2,65.8
E00082875,58.2,41.8
E00082876,48,52
E00082877,77.1,22.9
E00082878,85.5,14.5
E00082879,82,18
E00082880,79.4,20.6
E00082881,78.8,21.2
E00082882,82,18
E00082883,83.3,16.7
E00082884,79,21
E00082885,83.4,16.6
E00082886,75.7,24.3
E00082888,85.4,14.6
E00082889,85,15
E00082890,90.7,9.3
E00082891,93.2,6.8
E00082892,84,16
E00082893,88.3,11.7
E00082894,86.2,13.8
E00082895,82.8,17.2
E00082896,80.8,19.2
E00082897,77.1,22.9
E00082898,75.4,24.6
E00082899,76.7,23.3
E00082900,76.5,23.5
E00082901,81.2,18.8
E00082902,81.2,18.8
E00082903,89.6,10.4
E00082904,79,21
E00082905,87.9,12.1
E00082906,69.9,30.1
E00082907,53.4,46.6
