geography_code,in_full_time_education-001,in_full_time_education-002
E00082142,18,82
E00082143,18,82
E00082145,17.9,82.1
E00082146,18.4,81.6
E00082147,12.3,87.7
E00082148,18.4,81.6
E00082149,13.3,86.7
E00082150,25.6,74.4
E00082152,18.6,81.4
E00082153,17.3,82.7
E00082154,25.1,74.9
E00082155,17,83
E00082156,14.4,85.6
E00082157,17.7,82.3
E00082159,15.4,84.6
E00082160,18.1,81.9
E00082161,18.8,81.3
E00082162,20.3,79.7
E00082164,20.9,79.1
E00082193,10.2,89.8
E00082194,12.4,87.6
E00082195,23.3,76.7
E00082199,24.1,75.9
E00082201,23.3,76.7
E00082202,13.9,86.1
E00082203,16.1,83.9
E00082204,18,82
E00082205,23.4,76.6
E00082206,25.1,74.9
E00082207,16.6,83.4
E00082208,17.3,82.7
E00082209,15.2,84.8
E00082211,19.6,80.4
E00082212,20.2,79.8
E00082213,21.6,78.4
E00082214,19.9,80.1
E00082215,19.2,80.8
E00082216,19,81
E00082217,1.5,98.5
E00082218,10.6,89.4
E00082219,17.6,82.4
E00082220,20.8,79.2
E00082221,11.9,88.1
E00082222,14.1,85.9
E00082223,13.1,86.9
E00082224,13.6,86.4
E00082225,19.9,80.1
E00082226,16.1,83.9
E00082227,19.1,80.9
E00082416,19.6,80.4
E00082417,15.5,84.5
E00082419,20.2,79.8
E00082420,13,87
E00082421,26.8,73.2
E00082422,12.9,87.1
E00082423,15.9,84.1
E00082424,16.6,83.4
E00082425,20.6,79.4
E00082426,15.8,84.2
E00082430,6.5,93.5
E00082431,17.2,82.8
E00082432,16.8,83.2
E00082433,14.5,85.5
E00082434,12.1,87.9
E00082581,17.3,82.7
E00082582,19.1,80.9
E00082583,17.2,82.8
E00082584,19,81
E00082585,20.4,79.6
E00082586,19.3,80.7
E00082587,10.8,89.2
E00082588,19.8,80.2
E00082589,17.3,82.7
E00082590,14.7,85.3
E00082592,10.5,89.5
E00082593,10.4,89.6
E00082594,7.5,92.5
E00082595,7.9,92.1
E00082596,11.1,88.9
E00082597,12.7,87.3
E00082598,12.4,87.6
E00082599,14.8,85.2
E00082600,15.8,84.2
E00082601,13.2,86.8
E00082602,15.1,84.9
E00082603,12.5,87.5
E00082604,13.1,86.9
E00082605,8.8,91.2
E00082606,15,85
E00082608,16.5,83.5
E00082610,25,75
E00082612,16,84
E00082613,13.7,86.3
E00082615,11.2,88.8
E00082616,12.4,87.6
E00082617,22.9,77.1
E00082619,10.8,89.2
E00082620,16.8,83.2
E00082621,16.1,83.9
E00082623,14.2,85.8
E00082624,19.2,80.8
E00082625,15.5,84.5
E00082626,16.7,83.3
E00082627,17.1,82.9
E00082628,20.4,79.6
E00082629,13,87
E00082630,12.8,87.2
E00082631,17.1,82.9
E00082632,19.2,80.8
E00082634,20.7,79.3
E00082635,16.4,83.6
E00082636,20,80
E00082637,26.7,73.3
E00082638,17.4,82.6
E00082639,22.4,77.6
E00082640,17.7,82.3
E00082641,19.2,80.8
E00082642,17.4,82.6
E00082643,7.1,92.9
E00082644,23.6,76.4
E00082645,21.8,78.2
E00082646,20.2,79.8
E00082647,12.7,87.3
E00082648,15.2,84.8
E00082649,21.4,78.6
E00082650,18.1,81.9
E00082651,23.4,76.6
E00082652,23.5,76.5
E00082654,24.3,75.7
E00082655,23.1,76.9
E00082656,14.7,85.3
E00082657,28.2,71.8
E00082658,20.6,79.4
E00082659,18.6,81.4
E00082661,11.3,88.7
E00082662,22.3,77.7
E00082663,15.7,84.3
E00082664,17.1,82.9
E00082665,23.7,76.3
E00082666,18.4,81.6
E00082667,19.9,80.1
E00082668,17.8,82.2
E00082669,19.6,80.4
E00082670,29.3,70.7
E00082671,11.6,88.4
E00082672,13.2,86.8
E00082673,15.9,84.1
E00082674,11.3,88.7
E00082675,21.6,78.4
E00082676,9.4,90.6
E00082677,16.8,83.2
E00082678,23.4,76.6
E00082679,15,85
E00082680,12.5,87.5
E00082681,13.5,86.5
E00082682,20,80
E00082683,11.5,88.5
E00082684,14.5,85.5
E00082685,8.2,91.8
E00082686,24.4,75.6
E00082687,11.7,88.3
E00082689,28.1,71.9
E00082690,18.3,81.7
E00082691,29.7,70.3
E00082692,24,76
E00082693,28.2,71.8
E00082694,24.6,75.4
E00082695,25.3,74.7
E00082696,21.6,78.4
E00082697,24.5,75.5
E00082698,15.7,84.3
E00082699,19.1,80.9
E00082700,24.6,75.4
E00082702,22.1,77.9
E00082703,33.9,66.1
E00082704,27.2,72.8
E00082705,17.8,82.2
E00082706,24.7,75.3
E00082707,30.9,69.1
E00082708,35.3,64.7
E00082709,26.5,73.5
E00082710,23.7,76.3
E00082711,24,76
E00082712,30,70
E00082713,12.4,87.6
E00082714,21.9,78.1
E00082715,22.3,77.7
E00082717,19.3,80.7
E00082718,15.8,84.2
E00082719,23.7,76.3
E00082721,13.4,86.6
E00082722,12.7,87.3
E00082724,19.6,80.4
E00082726,23.4,76.6
E00082727,13.5,86.5
