areacd,in_full_time_education-001,in_full_time_education-002
E00042043,12.3,87.7
E00042048,15.7,84.3
E00042049,18.6,81.4
E00042050,15.8,84.2
E00042051,17.7,82.3
E00042055,21.3,78.7
E00042067,19.1,80.9
E00042068,17.6,82.4
E00042069,18.5,81.5
E00042070,14.8,85.2
E00042071,13,87
E00042072,21.1,78.9
E00042073,31.9,68.1
E00042074,28.8,71.2
E00042075,32.1,67.9
E00042076,30.9,69.1
E00042077,13,87
E00042078,14.5,85.5
E00042079,10.7,89.3
E00042080,16.3,83.7
E00042082,13.9,86.1
E00042083,19.1,80.9
E00042084,13.2,86.8
E00042085,16.2,83.8
E00042086,23.2,76.8
E00042087,29.7,70.3
E00042088,24.8,75.2
E00042089,19.8,80.2
E00042090,22.7,77.3
E00042091,25.5,74.5
E00042092,10.6,89.4
E00042093,14,86
E00042094,11.5,88.5
E00042095,19,81
E00042096,12.3,87.7
E00042097,8.9,91.1
E00042099,14.9,85.1
E00042100,16.6,83.4
E00042102,31.1,68.9
E00042103,17.4,82.6
E00042106,30.6,69.4
E00042125,14.6,85.4
E00042128,12.4,87.6
E00042140,18.2,81.8
E00042141,24.1,75.9
E00042142,25.2,74.8
E00042143,15.9,84.1
E00042144,20,80
E00042145,12.6,87.4
E00042146,19.9,80.1
E00042148,15.6,84.4
E00042149,21.2,78.8
E00042150,16.4,83.6
E00042151,21.4,78.6
E00042152,18,82
E00042153,13.7,86.3
E00042154,13.7,86.3
E00042155,14.9,85.1
E00042156,9.8,90.2
E00042157,11.6,88.4
E00042158,12.3,87.7
E00042159,19.9,80.1
E00042160,14.9,85.1
E00042161,15.9,84.1
E00042164,16,84
E00042165,20.7,79.3
E00042166,15.9,84.1
E00042168,13.1,86.9
E00042169,20.7,79.3
E00042170,20.1,79.9
E00042171,19.7,80.3
E00042172,19.8,80.2
E00042173,19.9,80.1
E00042174,16.3,83.7
E00042175,16,84
E00042176,16.9,83.1
E00042177,13.3,86.7
E00042178,19,81
E00042182,18.7,81.3
E00042185,16.8,83.2
E00042189,10,90
E00042191,22.9,77.1
E00042193,27.3,72.7
E00042194,21.3,78.7
E00042196,14.9,85.1
E00042198,18.7,81.3
E00042199,20.1,79.9
E00042201,21,79
E00042202,19.6,80.4
E00042205,24.5,75.5
E00042207,20,80
E00042209,23.8,76.2
E00042210,24,76
E00042211,15.4,84.6
E00042212,23.3,76.7
E00042215,14.6,85.4
E00042217,21.4,78.6
E00042218,23.6,76.4
E00042219,22.4,77.6
E00042222,18.7,81.3
E00042223,23.5,76.5
E00042226,3.4,96.6
E00042228,16.3,83.7
E00042229,12.7,87.3
E00042230,33.7,66.3
E00042232,25.1,74.9
E00042233,23,77
E00042234,17.9,82.1
E00042235,17.6,82.4
E00042236,7.6,92.4
E00042237,24.9,75.1
E00042238,35.6,64.4
E00042240,22.8,77.2
E00042241,18.2,81.8
E00042242,17.4,82.6
E00042243,20.2,79.8
E00042244,17.6,82.4
E00042245,16.8,83.3
E00042246,24,76
E00042247,2.8,97.2
E00042248,14,86
E00042249,16.1,83.9
E00042250,11.5,88.5
E00042251,35.5,64.5
E00042252,5.1,94.9
E00042253,15.4,84.6
E00042254,12.7,87.3
E00042255,21.5,78.5
E00042256,32.1,67.9
E00042257,12.2,87.8
E00042258,14.8,85.2
E00042259,16.3,83.7
E00042260,31.6,68.4
E00042261,24.9,75.1
E00042288,28.3,71.7
E00042289,15.9,84.1
E00042290,21,79
E00042291,22.5,77.5
E00042292,13,87
E00042293,9.9,90.1
E00042294,20.8,79.2
E00042295,26,74
E00042296,23.6,76.4
E00042297,13.8,86.2
E00042298,13.7,86.3
E00042299,25.5,74.5
E00042300,27.9,72.1
E00042301,32.3,67.7
E00042302,21.6,78.4
E00042303,24.5,75.5
E00042304,23.9,76.1
E00042305,21.4,78.6
E00042306,18.5,81.5
E00042307,14.8,85.2
E00042308,32,68
E00042309,13.6,86.4
E00042310,10.5,89.5
E00042311,17,83
E00042312,11.1,88.9
E00042313,25.1,74.9
E00042314,15.2,84.8
E00042315,13.1,86.9
E00042316,26.1,73.9
E00042317,36.7,63.3
E00042318,26.7,73.3
E00042319,17.5,82.5
E00042320,28.2,71.8
E00042321,13.7,86.3
E00042322,8.4,91.6
E00042323,22.1,77.9
E00042324,10.8,89.2
E00042325,20,80
E00042326,25.8,74.2
E00042327,14.7,85.3
E00042328,28,72
E00042329,22.4,77.6
E00042330,13,87
E00042331,14.8,85.2
E00042332,20.9,79.1
E00042333,26.8,73.2
E00042334,26.2,73.8
