areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00042043,36.4,37.1,15,11.4
E00042048,25.7,42.4,17.4,14.6
E00042049,25.5,43.8,11.7,19
E00042050,26.3,33.6,19.7,20.4
E00042051,30.9,34.1,21.1,13.8
E00042055,21.9,43.8,14.6,19.7
E00042067,16.5,49.6,18.1,15.7
E00042068,31.3,31.3,19.1,18.3
E00042069,24.6,44.8,10.4,20.1
E00042070,24.1,44.6,17.9,13.4
E00042071,28.1,44.6,15.7,11.6
E00042072,30.7,32.9,16.4,20
E00042073,24.4,20.3,19.5,35.8
E00042074,23.1,25.6,22.2,29.1
E00042075,16.5,26.6,25.2,31.7
E00042076,22.5,27.9,23.3,26.4
E00042077,38.2,38.2,11.8,11.8
E00042078,49.6,25.2,13,12.2
E00042079,42.7,35.9,10.3,11.1
E00042080,43,39.7,9.9,7.4
E00042082,44.2,35.8,9.2,10.8
E00042083,22.6,37.9,19.4,20.2
E00042084,55,26.7,10,8.3
E00042085,50.4,29.9,8.7,11
E00042086,20.2,34.9,20.9,24
E00042087,15.4,29.9,26.5,28.2
E00042088,23.7,30.4,15.6,30.4
E00042089,64.8,15.6,5.7,13.9
E00042090,30.2,31,17.5,21.4
E00042091,26.2,22.2,21.4,30.2
E00042092,50.3,25.2,13.9,10.6
E00042093,36.1,41.2,10.9,11.8
E00042094,45.1,37.7,8.2,9
E00042095,40.8,30.8,15.8,12.5
E00042096,40.7,38.9,13.3,7.1
E00042097,38,30,27.5,4.5
E00042099,37.9,30.2,15.5,16.4
E00042100,28.1,32.5,22.8,16.7
E00042102,30.3,22.9,17.1,29.7
E00042103,28.8,35.6,18.1,17.5
E00042106,24,19,23.1,33.9
E00042125,59.2,29.6,4,7.2
E00042128,76,18.4,4.8,0.8
E00042140,24.8,36.4,15.7,23.1
E00042141,23.4,37.5,15.6,23.4
E00042142,21.1,36.6,22,20.3
E00042143,32.8,40,12,15.2
E00042144,36.7,37.5,15,10.8
E00042145,31.8,40.9,16.4,10.9
E00042146,28.8,33.6,16,21.6
E00042148,19.3,47.9,16,16.8
E00042149,23.4,37.9,20.2,18.5
E00042150,22.6,40,19.1,18.3
E00042151,23.5,37.8,20.2,18.5
E00042152,13.3,40.7,23,23
E00042153,42.7,33.6,14.5,9.2
E00042154,39.7,38.2,14.5,7.6
E00042155,27.6,38,18.8,15.6
E00042156,59,25.9,9.4,5.8
E00042157,29.5,36,16.5,18
E00042158,25.4,39.9,18.5,16.2
E00042159,27.7,37.2,17.5,17.5
E00042160,32.3,36.2,16.2,15.4
E00042161,30.7,35.8,16.1,17.5
E00042164,44.4,33.8,9.8,12
E00042165,34.2,26,15.8,24
E00042166,45.5,25.9,20.5,8
E00042168,34.2,35,10.8,20
E00042169,21.8,42,14.3,21.8
E00042170,25.2,35,18.7,21.1
E00042171,17.6,41.6,17.6,23.2
E00042172,35,39.8,9.7,15.5
E00042173,15.4,40.2,18.8,25.6
E00042174,33.3,36.7,9.2,20.8
E00042175,15,44.2,20,20.8
E00042176,26,34.4,16,23.7
E00042177,22.9,45.8,14.4,16.9
E00042178,23.1,41,14.2,21.6
E00042182,17.1,36.4,20.7,25.7
E00042185,20,40.8,17.6,21.6
E00042189,37.4,40.7,10.6,11.4
E00042191,24,37.5,17.3,21.2
E00042193,26.9,30.3,16,26.9
E00042194,29.9,36.6,18.7,14.9
E00042196,30.2,41.7,11.5,16.5
E00042198,38.3,34.2,13.3,14.2
E00042199,25.9,37.1,17.1,20
E00042201,24.8,36.8,17.1,21.4
E00042202,27.9,36.4,14.7,20.9
E00042205,20,33,23.5,23.5
E00042207,25.9,37.8,19.6,16.8
E00042209,26.2,29.5,19.7,24.6
E00042210,20,30,19.1,30.9
E00042211,28.6,41,19,11.4
E00042212,17.4,35.7,18.3,28.7
E00042215,19.5,35.4,20.4,24.8
E00042217,21.8,26.9,29.4,21.8
E00042218,21.7,33.3,30,15
E00042219,16.7,31,20.6,31.7
E00042222,27.6,35.8,22,14.6
E00042223,20.2,32.8,16.8,30.3
E00042226,81,17,2,0
E00042228,42.3,32,15.5,10.3
E00042229,40.7,34.1,13,12.2
E00042230,29.4,24.6,20.6,25.4
E00042232,15,40.7,16.8,27.4
E00042233,21.3,29.1,27.6,22
E00042234,24.1,32.8,20.7,22.4
E00042235,22.4,32.8,19.8,25
E00042236,29.4,42.2,14.7,13.8
E00042237,24.7,28.9,19.6,26.8
E00042238,17.6,31.1,13.4,37.8
E00042240,33.8,32.3,17.7,16.2
E00042241,46.4,30.4,9.6,13.6
E00042242,41.2,30.7,18.4,9.6
E00042243,37.3,35.5,9.1,18.2
E00042244,16.9,43.4,17.6,22.1
E00042245,26,38,22.9,13
E00042246,34,30.1,18.4,17.5
E00042247,75.2,22.9,0,1.8
E00042248,27.6,44,13.8,14.7
E00042249,35,36.8,9.4,18.8
E00042250,36,40.5,12.6,10.8
E00042251,21.2,26.3,20.3,32.2
E00042252,67.5,25.4,4,3.2
E00042253,29.9,39.3,13.1,17.8
E00042254,35.9,42.7,13.7,7.6
E00042255,32.6,25.8,23.5,18.2
E00042256,30.4,20.3,20.3,29
E00042257,30.2,37.1,23.3,9.5
E00042258,31,34.9,22.5,11.6
E00042259,25.7,32.1,18.3,23.9
E00042260,21.9,24.2,21.1,32.8
E00042261,47.7,22,19.7,10.6
E00042288,46.9,26.2,11,15.9
E00042289,48.9,27.4,14.1,9.6
E00042290,50,25,12.9,12.1
E00042291,35.1,37.4,13,14.5
E00042292,53.8,33.3,9.4,3.4
E00042293,39.1,36.7,18,6.3
E00042294,38.5,28.5,17.7,15.4
E00042295,29.5,24.3,25.4,20.8
E00042296,50.6,27.8,9.7,11.9
E00042297,37.7,33.8,17.7,10.8
E00042298,41,39.3,10.3,9.4
E00042299,23.4,33.3,19.8,23.4
E00042300,19.3,30.3,31.2,19.3
E00042301,21.3,22,22.7,34
E00042302,33.1,24.6,21.2,21.2
E00042303,52.1,27.1,9.3,11.4
E00042304,39.8,27.1,16.5,16.5
E00042305,48.8,21.3,12.5,17.5
E00042306,43.4,27.2,19.1,10.3
E00042307,34.9,30.1,17.1,17.8
E00042308,26.9,15.1,23.5,34.5
E00042309,30.9,44.5,13.6,10.9
E00042310,67.5,24.6,6.1,1.8
E00042311,46.2,31.1,9.2,13.4
E00042312,31.1,43.4,13.1,12.3
E00042313,28.1,33.3,21.9,16.7
E00042314,27.7,40.3,15.1,16.8
E00042315,29.4,49.6,11.8,9.2
E00042316,30.5,32,16.4,21.1
E00042317,19.7,30.3,22,28
E00042318,21.1,35.9,13.3,29.7
E00042319,27.7,32.8,21,18.5
E00042320,40.5,33.1,9.1,17.4
E00042321,60.3,30.2,4.8,4.8
E00042322,40.3,38.7,11.8,9.2
E00042323,31.9,34.1,13,21
E00042324,29,42.6,16.1,12.3
E00042325,26.1,41.7,20,12.2
E00042326,21.4,26,22.1,30.5
E00042327,36.9,37.7,14.6,10.8
E00042328,27.3,24.2,16.7,31.8
E00042329,56.3,27.3,8.6,7.8
E00042330,53.8,24.8,16.2,5.1
E00042331,36,41.2,12.3,10.5
E00042332,21,36,22.9,20.1
E00042333,33.3,23.9,12.8,29.9
E00042334,43.1,29.9,9,18.1
E00042335,39.4,28.5,24.1,8
E00042336,63,21.9,8.9,6.2
E00042337,40.8,33.1,17.6,8.5
E00042338,35.6,30.2,19.5,14.8
E00042339,36.6,33.1,12.4,17.9
E00042340,31.9,29.3,21.6,17.2
E00042341,25.9,29.6,19.4,25
E00042342,24.8,29.1,22,24.1
E00042343,32.9,34.3,14.7,18.2
E00042344,63.7,21.6,6.9,7.8
E00042345,24.3,26.2,18.7,30.8
E00042347,51.4,26,8.2,14.4
E00042348,18.8,22.9,19.8,38.5
E00042349,13.5,26.3,19.5,40.6
E00042350,18.9,28.3,15.7,37
E00042351,12.7,30.4,22.5,34.3
E00042352,31.8,23.4,15,29.9
E00042353,30.5,37.3,17.8,14.4
E00042354,25.4,13.2,21.9,39.5
E00042355,18.3,19.1,16.5,46.1
E00042356,10,19.2,17.5,53.3
E00042358,28.7,39.3,15.6,16.4
