areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00042043,39.3,40.7,1.4,18.6
E00042048,52.5,38.3,0.7,8.5
E00042049,52.9,34.3,3.6,9.3
E00042050,37.5,25,25.7,11.8
E00042051,46.5,43.3,0,10.2
E00042055,49.3,37.7,2.2,10.9
E00042067,46.9,35.2,0.8,17.2
E00042068,48.2,24.6,1.8,25.4
E00042069,55.2,26.9,2.2,15.7
E00042070,48.6,33.3,9.9,8.1
E00042071,43.5,28.2,4,24.2
E00042072,15.4,18.4,58.8,7.4
E00042073,13.7,13.7,61.3,11.3
E00042074,14.7,18.1,56,11.2
E00042075,11.3,19.1,60.3,9.2
E00042076,21.7,24.8,45.7,7.8
E00042077,33.6,32.7,12.7,20.9
E00042078,27.6,40.7,13,18.7
E00042079,29.6,25.2,31.3,13.9
E00042080,27,18.9,36.9,17.2
E00042082,51.7,27.5,0,20.8
E00042083,53.2,28.2,0,18.5
E00042084,40.8,25.8,4.2,29.2
E00042085,22,22.8,46.5,8.7
E00042086,16.3,24.8,50.4,8.5
E00042087,8.5,16.9,63.6,11
E00042088,29.9,47.8,5.2,17.2
E00042089,1.6,4.1,88.5,5.7
E00042090,22.2,24.6,31.7,21.4
E00042091,26,25.2,33.1,15.7
E00042092,38.4,23.2,3.3,35.1
E00042093,38.3,17.5,29.2,15
E00042094,30.8,23.3,26.7,19.2
E00042095,33.3,22.5,27.5,16.7
E00042096,33.9,16.1,42,8
E00042097,27.9,23.4,20.4,28.4
E00042099,25.4,27.2,34.2,13.2
E00042100,41.6,32.7,0.9,24.8
E00042102,12.6,35.4,41.1,10.9
E00042103,19.2,17.9,51.9,10.9
E00042106,20,19.2,44.2,16.7
E00042125,4,8.7,73.8,13.5
E00042128,4.8,2.4,84,8.8
E00042140,43.8,31.4,13.2,11.6
E00042141,38.8,29.5,9.3,22.5
E00042142,37.7,28.7,0.8,32.8
E00042143,47.2,35.2,1.6,16
E00042144,40.8,30.8,0.8,27.5
E00042145,46.4,32.1,0.9,20.5
E00042146,41.6,38.4,0,20
E00042148,59.7,28.6,1.7,10.1
E00042149,45.6,35.2,3.2,16
E00042150,46.6,36.4,0,16.9
E00042151,34.7,31.4,15.3,18.6
E00042152,46.9,38.9,0.9,13.3
E00042153,24,17.1,48.8,10.1
E00042154,29.5,40.3,3.9,26.4
E00042155,12.4,60.4,22.4,4.8
E00042156,15.2,10.9,57.2,16.7
E00042157,58,34.1,2.2,5.8
E00042158,41.9,43.6,11,3.5
E00042159,27,24.1,38.7,10.2
E00042160,31.5,19.2,42.3,6.9
E00042161,50,22.8,23.5,3.7
E00042164,26.7,24.4,6.1,42.7
E00042165,27.4,36.3,30.1,6.2
E00042166,16.7,20.2,55.3,7.9
E00042168,65.3,27.3,1.7,5.8
E00042169,50.4,41.2,0,8.4
E00042170,51.6,40.5,3.2,4.8
E00042171,51.2,46.4,1.6,0.8
E00042172,41.7,38.8,4.9,14.6
E00042173,56.4,36.8,2.6,4.3
