areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00087735,20.6,37.3,33.3,8.7
E00087736,5.1,30.5,38.1,26.3
E00087737,4.4,31.2,43.9,20.5
E00087738,20.7,40.9,29.8,8.7
E00087739,13.8,26.6,47.9,11.7
E00087740,14.4,42.4,31.8,11.4
E00087741,10.3,32.4,44.1,13.2
E00087742,3.8,42,42,12.2
E00087745,11.9,42.5,29.9,15.7
E00087746,11.8,38.2,36.8,13.2
E00087748,7.3,39,38.5,15.1
E00087749,11,48.8,29.1,11
E00087750,7.1,32.1,42.1,18.6
E00087751,24.3,40.5,20.3,14.9
E00087752,14.9,41.8,34,9.2
E00087753,2.9,25.7,50,21.3
E00087754,3.6,37.2,38.7,20.4
E00087755,14.8,35.9,34.4,14.8
E00087756,20,48,21,11
E00087757,12.9,37.1,33.9,16.1
E00087865,6.1,28,43.9,22
E00087866,0.6,26.6,46.7,26
E00087867,5.5,34.4,35.2,25
E00087868,3.8,24.5,48.4,23.3
E00087869,7.1,28.3,33.1,31.5
E00087870,1.9,23.6,47.1,27.4
E00087871,6.3,24.1,49.1,20.5
E00087872,11.1,45.3,35,8.5
E00087873,8.1,33.8,41.4,16.7
E00087874,16.7,44,30,9.3
E00087875,14.2,42.5,29.2,14.2
E00087876,16.3,45.9,25.5,12.2
E00087877,15.5,43.4,27.1,14
E00087878,36.8,34.6,22.6,6
E00087879,26.3,41.6,21.2,10.9
E00087880,9.7,38.8,33.6,17.9
E00087881,9.8,37.9,35.3,17
E00087882,15.3,46,25.8,12.9
E00087883,10.3,40.5,28.6,20.6
E00087884,4.2,32.2,44.1,19.6
E00087885,6.1,39.7,37.4,16.8
E00087886,7.1,34,42.6,16.3
E00087887,30.9,47.3,13.6,8.2
E00087888,13.5,45.5,30,11
E00087889,7.3,35.8,39.8,17.1
E00087890,5.9,31.4,47.5,15.3
E00087891,15,49.5,25.2,10.3
E00087892,14.1,50.4,24.4,11.1
E00087893,21.1,41.4,30.8,6.8
E00087894,3.3,45.1,36.1,15.6
E00087895,5,26.9,45.4,22.7
E00087896,9.8,39.4,34.8,15.9
E00087897,2.6,37.4,40.9,19.1
E00087898,5.6,39.7,32.5,22.2
E00087899,5.9,33.1,45.8,15.3
E00087900,9.4,42.2,36.7,11.7
E00087901,10.4,49.6,32.8,7.2
E00087902,5,27.3,47.5,20.1
E00087903,22.6,53.9,20,3.5
E00087904,5.3,38.6,41.7,14.4
E00087905,6.8,50,32.9,10.3
E00087906,4.8,52,28,15.2
