areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00097332,13.5,69.2,17.3
E00097337,5.4,78.3,16.3
E00097338,12.2,68.3,19.5
E00097339,10.2,79.6,10.2
E00097340,6.3,66.7,27
E00097341,11.6,54.7,33.7
E00097342,10.4,71.9,17.7
E00097348,12.4,61.9,25.7
E00097349,8.2,76.5,15.3
E00097350,5.7,80.5,13.8
E00097351,19.8,72.8,7.4
E00097352,11.7,63.8,24.5
E00097353,9,74,17
E00097354,5.5,58.3,36.2
E00097355,11.2,67.1,21.7
E00097356,13.3,61.1,25.6
E00097357,18.1,52.8,29.2
E00097358,8,69.3,22.7
E00097359,14.8,67.2,18
E00097360,18.2,66.4,15.5
E00097361,15,48,37
E00097362,4.1,77.3,18.6
E00097363,14.5,64.1,21.4
E00097364,12.2,62.2,25.6
E00097365,9.6,66.7,23.7
E00097370,12.9,60.3,26.7
E00097371,13.3,58.1,28.6
E00097373,5.7,70.5,23.8
E00097374,6.1,72,22
E00097375,7.2,68.5,24.3
E00097378,9.9,61.3,28.8
E00097379,6.9,67.3,25.7
E00097384,10.3,58.1,31.6
E00097385,12.1,60.6,27.3
E00097386,8,70.1,21.8
E00097397,16.8,55.8,27.4
E00097398,4.9,78.9,16.3
E00097399,10.1,43.1,46.8
E00097400,4.7,82.2,13.2
E00097401,10.4,62.7,26.9
E00097402,2.6,50.9,46.5
E00097403,1.2,53.7,45.1
E00097404,12,54,34
E00097405,13.1,63.9,23
E00097406,12.4,56.7,30.9
E00097407,9,65.8,25.2
E00097408,7.9,63.2,28.9
E00097409,16.1,64.5,19.4
E00097410,6.7,71.1,22.1
E00097411,12.2,62.2,25.6
E00097412,4.3,72.6,23.2
E00097413,10.9,71.7,17.4
E00097414,4.8,78.6,16.7
E00097415,3.5,67.5,28.9
E00097416,6.5,69.4,24.1
E00097417,3.6,66.7,29.7
E00097418,13.5,65.2,21.3
E00097419,10.1,55.7,34.2
E00097420,10.1,68.1,21.7
E00097421,10.5,57,32.6
E00097422,7.6,68.8,23.6
E00097423,5.8,73.8,20.4
E00097424,5.7,69.5,24.8
E00097425,7.2,47.4,45.4
E00097426,4.4,77.8,17.8
E00097427,11,75.3,13.7
E00097446,5.6,74.2,20.2
E00097447,9.3,69,21.7
E00097448,12,64.8,23.1
E00097449,6,57.8,36.1
E00097450,9.6,61.7,28.7
E00097451,6.6,68.9,24.5
E00097452,5.7,71.6,22.7
E00097453,6.5,75,18.5
E00097454,8.7,60.9,30.4
E00097455,8.4,61.7,29.9
E00097456,9,67.9,23.1
E00097457,11.9,61.9,26.2
E00097458,12.9,53.2,33.9
E00097459,4.3,57,38.7
E00097460,13.1,51.5,35.4
E00097461,8.8,53.5,37.7
E00097467,9.4,61.5,29.2
E00097468,10.6,63.6,25.8
E00097469,5.7,64.3,30
E00097470,3.4,70.7,25.9
E00097471,7.9,74.1,18
E00097472,14.5,53.9,31.6
E00097473,7.1,67.1,25.9
E00097474,3.8,63.8,32.4
E00097475,5.7,76.2,18.1
E00097476,5.8,69.2,25
E00097477,10,53.8,36.3
E00097478,2.5,61.3,36.1
E00097479,8.9,64.4,26.7
E00097480,7.1,56.3,36.6
E00097481,16.3,56.5,27.2
E00097482,10.3,75.9,13.8
E00097483,9.3,71.2,19.5
E00097484,4.5,82.9,12.6
E00097485,9.9,73.6,16.5
E00097486,13,62.3,24.6
E00097487,4.5,82.6,12.9
E00097488,9,68.5,22.5
E00097489,5,75,20
E00097499,12.6,70.1,17.2
E00097500,7,74.2,18.8
E00097501,19,51.2,29.8
E00097502,10.6,68.1,21.2
E00097503,11,57.1,31.9
E00097504,11.8,57.8,30.4
E00097505,9,66,25
E00097506,7.1,69.4,23.5
E00097507,7.5,64.2,28.3
E00097513,7.4,69.5,23.2
E00097514,11.8,72,16.1
E00097515,4.5,57.7,37.8
E00097516,11.8,54.5,33.6
E00097517,19,42,39
E00097518,7.6,62,30.4
E00097519,7.8,65.5,26.7
E00097520,7.1,53.5,39.4
E00097521,10.6,58.5,30.9
E00097522,12.9,55.2,31.9
E00097523,7.1,61.7,31.2
E00097524,6.7,60.7,32.6
E00097525,2.4,78.6,19
E00097526,9.1,60,30.9
E00097527,11.2,58.2,30.6
E00097528,10.2,56.1,33.7
E00097529,7.6,73.5,18.9
E00097531,2.1,74.8,23.1
E00097544,7,75.4,17.5
E00097545,11,68.1,20.9
E00097546,2,78.2,19.8
E00097547,9.2,79.4,11.5
E00097548,8.8,76.3,14.9
E00097549,11.4,65.9,22.7
E00097550,17.5,47.5,35
E00097551,8.2,50.9,40.9
E00097553,6,46.4,47.7
E00097554,6,52.7,41.3
E00097555,10.9,62,27.2
E00097556,10.1,50.5,39.4
E00097557,6,65.5,28.6
E00097558,7.5,50,42.5
E00097559,9,56.7,34.3
E00171125,6.7,83.5,9.8
E00171126,10.9,72.3,16.8
E00179294,7.1,81,11.9
E00179304,34.1,53.7,12.2
