areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00097332,25.3,74.7
E00097337,23.3,76.7
E00097338,19.6,80.4
E00097339,25.3,74.7
E00097340,22,78
E00097341,23.3,76.7
E00097342,21.7,78.3
E00097348,23.6,76.4
E00097349,23.5,76.5
E00097350,28.5,71.5
E00097351,22.8,77.2
E00097352,21.3,78.7
E00097353,28.3,71.7
E00097354,33.1,66.9
E00097355,21.3,78.7
E00097356,23.7,76.3
E00097357,24.2,75.8
E00097358,25.2,74.8
E00097359,17.9,82.1
E00097360,16,84
E00097361,29.8,70.2
E00097362,21.9,78.1
E00097363,18.5,81.5
E00097364,28.4,71.6
E00097365,23.2,76.8
E00097370,20.3,79.7
E00097371,30.7,69.3
E00097373,26,74
E00097374,26.5,73.5
E00097375,24.7,75.3
E00097378,26.4,73.6
E00097379,29,71
E00097384,32.6,67.4
E00097385,21.8,78.2
E00097386,24.7,75.3
E00097397,34.1,65.9
E00097398,31.4,68.6
E00097399,30.4,69.6
E00097400,25.1,74.9
E00097401,30.5,69.5
E00097402,40.6,59.4
E00097403,28.4,71.6
E00097404,33.1,66.9
E00097405,29.4,70.6
E00097406,29.3,70.7
E00097407,35.1,64.9
E00097408,32.4,67.6
E00097409,21.2,78.8
E00097410,24.1,75.9
E00097411,26.3,73.7
E00097412,31.3,68.7
E00097413,23.8,76.2
E00097414,27.2,72.8
E00097415,25.7,74.3
E00097416,24.2,75.8
E00097417,19.7,80.3
E00097418,24.6,75.4
E00097419,30.4,69.6
E00097420,20.5,79.5
E00097421,25.2,74.8
E00097422,27,73
E00097423,20.5,79.5
E00097424,30,70
E00097425,29,71
E00097426,37.6,62.4
E00097427,15.1,84.9
E00097446,20.1,79.9
E00097447,37.9,62.1
E00097448,23.7,76.3
E00097449,21.1,78.9
E00097450,31,69
E00097451,21.6,78.4
E00097452,28.4,71.6
E00097453,20.4,79.6
E00097454,31.4,68.6
E00097455,32.7,67.3
E00097456,21.1,78.9
E00097457,17.8,82.2
E00097458,36.2,63.8
E00097459,37.5,62.5
E00097460,29.3,70.7
E00097461,35,65
E00097467,27.8,72.2
E00097468,31.1,68.9
E00097469,25.4,74.6
E00097470,30.1,69.9
E00097471,24.3,75.7
E00097472,23.5,76.5
E00097473,28.3,71.7
E00097474,29.1,70.9
E00097475,25.8,74.2
E00097476,15.7,84.3
E00097477,24.8,75.2
E00097478,30.7,69.3
E00097479,30,70
E00097480,36.8,63.2
E00097481,22.8,77.2
E00097482,18.5,81.5
E00097483,26.7,73.3
E00097484,22.4,77.6
E00097485,25.2,74.8
E00097486,25.3,74.7
E00097487,30,70
E00097488,25.4,74.6
E00097489,16.2,83.8
E00097499,26.3,73.7
E00097500,16.5,83.5
E00097501,25.3,74.7
E00097502,24.4,75.6
E00097503,33.8,66.2
E00097504,27.6,72.4
E00097505,29.9,70.1
E00097506,27.4,72.6
E00097507,21.7,78.3
E00097513,25.5,74.5
E00097514,28,72
E00097515,34,66
E00097516,46.5,53.5
E00097517,34.5,65.5
E00097518,25.7,74.3
E00097519,28.2,71.8
E00097520,22.3,77.7
E00097521,37.2,62.8
E00097522,27.2,72.8
E00097523,30,70
E00097524,30.2,69.8
E00097525,32.8,67.2
E00097526,32.8,67.2
E00097527,33.3,66.7
E00097528,30.4,69.6
E00097529,25.7,74.3
E00097531,22.8,77.2
E00097544,23.5,76.5
E00097545,27.8,72.2
E00097546,27.5,72.5
E00097547,20.9,79.1
E00097548,23.1,76.9
E00097549,29.5,70.5
E00097550,31.6,68.4
E00097551,23.9,76.1
E00097553,41.2,58.8
E00097554,36.6,63.4
E00097555,18,82
E00097556,39.4,60.6
E00097557,23.3,76.7
E00097558,39,61
E00097559,42.7,57.3
E00171125,28.9,71.1
E00171126,23.4,76.6
E00179294,24.7,75.3
E00179304,10.5,89.5
