areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00096409,54.8,45.2
E00096410,63.6,36.4
E00096411,44.8,55.2
E00096413,62.3,37.7
E00096414,49.4,50.6
E00096415,51.1,48.9
E00096416,66.4,33.6
E00096417,62.9,37.1
E00096418,58.6,41.4
E00096419,62.4,37.6
E00096420,31.8,68.2
E00096421,34.6,65.4
E00096422,33.3,66.7
E00096423,42.7,57.3
E00096424,48.1,51.9
E00096425,55.6,44.4
E00096426,37.3,62.7
E00096427,46.6,53.4
E00096428,42.9,57.1
E00096429,39.6,60.4
E00096430,52.6,47.4
E00096431,42.2,57.8
E00096432,34.6,65.4
E00096433,50.8,49.2
E00096434,47,53
E00096435,54.3,45.7
E00096436,57.4,42.6
E00096437,50.8,49.2
E00096438,66.7,33.3
E00096439,59.4,40.6
E00096440,50.7,49.3
E00096441,58.8,41.2
E00096442,66.2,33.8
E00096443,68.1,31.9
E00096444,54,46
E00096446,52.5,47.5
E00096447,49.2,50.8
E00096448,47.9,52.1
E00096449,58.7,41.3
E00096450,46.3,53.7
E00096451,41.1,58.9
E00096452,61.7,38.3
E00096453,67.3,32.7
E00096454,33,67
E00096455,36.9,63.1
E00096456,52.4,47.6
E00096457,54.8,45.2
E00096458,62.1,37.9
E00096459,59.9,40.1
E00096460,60.9,39.1
E00096461,28.5,71.5
E00096462,41.6,58.4
E00096463,26.7,73.3
E00096464,51.1,48.9
E00096465,35.5,64.5
E00096466,52.2,47.8
E00096467,36.9,63.1
E00096468,42.5,57.5
E00096469,29.3,70.7
E00096470,45.4,54.6
E00096472,57.2,42.8
E00096474,66.3,33.7
E00096475,64.8,35.2
E00096477,60.3,39.7
E00096478,59.5,40.5
E00096479,63.7,36.3
E00096480,67.5,32.5
E00096481,54.6,45.4
E00096482,55.9,44.1
E00096484,61.7,38.3
E00096485,52.3,47.7
E00096486,61.8,38.2
E00096488,58.8,41.2
E00096490,44.7,55.3
E00096491,54.7,45.3
E00096492,61.7,38.3
E00096493,57.6,42.4
E00096494,46.5,53.5
E00096495,56.4,43.6
E00096497,58,42
E00096498,60.4,39.6
E00096499,46.8,53.2
E00096500,40.9,59.1
E00096501,48.9,51.1
E00096502,73.6,26.4
E00096503,61.5,38.5
E00096504,45.5,54.5
E00096505,62.9,37.1
E00096506,57.7,42.3
E00096507,43.5,56.5
E00096508,42.5,57.5
E00096509,32.7,67.3
