geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00110701,96,4,0,0
E00110702,95.4,3.1,0.8,0.8
E00110706,93.6,3.5,0,2.8
E00118325,93.3,3,0.7,3
E00118326,92.2,5.5,0.8,1.6
E00118327,95,3.6,0,1.4
E00118328,92.5,1.5,2.2,3.7
E00118329,97.6,0.8,0.8,0.8
E00118330,94.8,3,0,2.2
E00118331,95.2,4.1,0,0.7
E00118332,96.6,3.4,0,0
E00118333,98.3,0.9,0,0.9
E00118334,96.2,2.3,0,1.5
E00118335,95.8,3.5,0,0.7
E00118336,97.7,0.8,0,1.6
E00118337,94.1,5,0,0.8
E00118338,99.1,0.9,0,0
E00118339,92.8,4.2,0.6,2.4
E00118340,94.1,5.9,0,0
E00118341,90.8,4.6,2.3,2.3
E00118342,96.6,1.7,0.9,0.9
E00118343,93.3,2.5,0,4.2
E00118453,97.7,1.6,0,0.8
E00118454,94.4,3.5,0,2.1
E00118455,93.7,3.9,0,2.4
E00118456,95.5,0,1.8,2.7
E00118457,95.2,2.4,0,2.4
E00118458,93.8,1.6,0,4.7
E00118459,100,0,0,0
E00118460,96.5,2.6,0,0.9
E00118461,98.5,0.8,0,0.8
E00118462,93.9,2.3,0.8,3
E00118463,99.2,0.8,0,0
E00118465,91,1.5,3.7,3.7
E00118466,90.7,4.2,0,5.1
E00118467,91.7,1.7,1.7,5
E00118468,90.7,3.9,1.6,3.9
E00118469,97.4,1.8,0,0.9
E00118470,92.2,4.7,1.6,1.6
E00118471,93.7,3.2,2.4,0.8
E00118472,95.3,3.1,0.8,0.8
E00118473,92.4,3.4,1.3,2.9
E00118474,87.1,1.4,0.7,10.7
E00118476,96.5,0,1.8,1.8
E00118477,96,1.6,0.8,1.6
E00118478,90.8,2.6,1,5.6
E00118479,88.7,3.2,1.6,6.5
E00118480,94.5,0.8,0.8,3.9
E00118481,94,2.6,0,3.4
E00118482,95.1,4.1,0.8,0
E00118483,87.4,2.3,2.3,8
E00118484,86.8,5.9,0.7,6.6
E00118485,84.2,4.5,6,5.3
E00118486,96.7,2.4,0,0.8
E00118488,81.2,6.7,0.7,11.4
E00118489,93.7,0.9,0,5.4
E00118490,91.9,4.7,1.4,2
E00118491,85.9,2.8,2.1,9.2
E00118492,89.5,2.3,0.8,7.5
E00118493,98.2,0.9,0,0.9
E00118494,91.5,2.8,2.1,3.5
E00118509,89.7,6.9,0.9,2.6
E00118510,92.4,3.8,0,3.8
E00118512,91.5,5.1,0,3.4
E00118513,91.1,4.8,0.8,3.2
E00118515,95.1,1.6,1.6,1.6
E00118516,94.8,3.7,0.7,0.7
E00118517,94.8,2,1.3,2
E00118518,83.7,3.9,1.6,10.9
E00118519,91,5.7,0,3.3
E00118521,79.5,4.7,1.6,14.2
E00118522,92.6,3.3,2.5,1.6
E00118523,93,3.1,0,3.9
E00118524,86.3,5.3,3.1,5.3
E00118525,77.4,8.3,1.5,12.8
E00118526,72.1,8.1,5.1,14.7
E00118528,92.8,2.4,0.8,4
E00118529,79.5,7.5,2.1,11
E00118530,88.7,6.1,0.9,4.3
E00118576,92.9,3.2,1.9,1.9
E00118578,95,0.8,0.8,3.3
E00118579,99.2,0,0.8,0
E00118580,94.5,2.4,1.6,1.6
E00118581,97.4,2.6,0,0
E00118582,99.2,0.8,0,0
E00118583,93,3.5,1.4,2.1
E00118584,91.1,5.6,0.8,2.4
E00118585,87.2,1.8,2.8,8.3
E00118586,93.7,2.4,0.8,3.2
E00118587,93.7,3.9,1.6,0.8
E00118588,95.5,3,0.8,0.8
E00118589,91.5,6.9,0.8,0.8
E00118590,87.8,3.8,4.6,3.8
E00118591,96.6,1.4,0.7,1.4
E00118592,84.4,7,3.1,5.5
E00118593,86.5,2,2.7,8.8
E00119199,97.7,2.3,0,0
E00119200,100,0,0,0
E00119201,94.2,3.2,0,2.6
E00119202,99.3,0.7,0,0
E00119203,96.2,3.1,0,0.8
E00119204,99.2,0.8,0,0
E00119206,99.2,0.8,0,0
E00119207,97.3,1.6,0,1.1
E00119208,96.6,3.4,0,0
E00119209,96.4,2.9,0,0.7
E00119210,92.6,5.9,0,1.5
E00119211,96,2.8,0,1.1
E00119212,96.4,2.1,0,1.4
E00119213,93.1,2,0,4.9
E00119214,93.8,4.2,0,2.1
E00119215,97.1,0.7,1.4,0.7
E00119216,94.6,4.2,0.6,0.6
E00119217,98.1,1.3,0.6,0
E00119218,96.7,1.7,0.8,0.8
E00119219,97.7,2.3,0,0
E00119220,96,4,0,0
E00119221,98.2,0.9,0,0.9
E00119222,96.5,1.7,0.9,0.9
E00119223,97.3,2.7,0,0
E00119224,95,2.5,0,2.5
E00119225,97.8,2.2,0,0
E00119226,95.2,4,0,0.8
E00119227,96.4,0.9,0,2.7
E00119228,96.8,3.2,0,0
E00119229,96.7,2.5,0.8,0
E00119230,99.1,0.9,0,0
E00119231,95.6,1.5,2.2,0.7
E00119232,94.5,3.1,0.8,1.6
E00119233,95.5,3,0,1.5
E00119234,94.9,2.9,0,2.2
E00119236,98.4,0.8,0,0.8
E00119237,98,0,0,2
E00119238,89.9,6.2,3.1,0.8
E00119239,96.9,2.3,0,0.8
E00119240,99.2,0.8,0,0
E00119241,98.5,0,0.7,0.7
E00119242,97.3,1.8,0,0.9
E00119244,93.8,2.3,0.8,3.1
E00119246,95.1,2.1,0,2.8
E00119248,92.6,0.7,1.5,5.1
E00119249,94,2,0,4
E00119250,96.1,3.2,0,0.6
E00119252,95.4,0,1.5,3.1
E00119253,93.5,4.5,0.6,1.3
E00119254,89.9,5.1,0,5.1
E00119255,94.4,2.1,0,3.5
E00119256,94.9,1.4,2.2,1.4
E00119257,96.3,2.8,0,0.9
E00119259,97.8,1.5,0.7,0
E00119260,100,0,0,0
E00119261,96.5,2.1,0,1.4
E00119263,96.9,2.4,0,0.8
E00119264,98.7,0.6,0,0.6
E00119265,97.2,1.4,0.7,0.7
E00119266,98.3,0.6,0.6,0.6
E00119267,87.8,5.1,0,7.1
E00119268,93.3,3.4,1.3,2.1
E00119269,92.8,2.7,0,4.5
E00119270,95.7,1.4,1.4,1.4
E00119271,96.7,1.6,0,1.6
E00119272,99.1,0.9,0,0
E00119273,96.4,3.6,0,0
E00119274,95.6,4.4,0,0
E00119275,99.3,0,0,0.7
E00119276,95.1,2.4,0.8,1.6
E00119277,97.5,2,0,0.5
E00119278,94.2,2.2,1.4,2.2
E00119279,89.3,1.8,2.7,6.3
E00119281,97.6,0,0,2.4
E00119283,97.3,2.1,0,0.7
E00119284,99.1,0.9,0,0
E00119287,99.1,0.9,0,0
E00119288,94,4.3,0,1.7
E00119289,96.3,3,0,0.7
E00119290,97.3,2.7,0,0
E00119291,97,1.5,0,1.5
E00119292,95.6,2.9,0,1.5
E00119293,91.8,4.1,0,4.1
E00119294,99.1,0,0,0.9
E00119295,98,2,0,0
E00119296,96.2,1.9,1,1
E00119297,97,1.5,1.5,0
E00119298,97.8,1.5,0.7,0
E00119299,94.7,1.3,2,2
E00119300,93.3,3.7,0.7,2.2
E00119301,94,3.7,0.7,1.5
E00119302,87.8,5.2,2.6,4.3
E00119303,95.8,2.8,0,1.4
E00119304,95.8,3.5,0.7,0
E00119305,96.5,0.7,2.1,0.7
E00119306,97.1,0,0.7,2.2
E00119307,98.3,1.7,0,0
E00119308,95.4,3.1,0,1.5
E00119309,95.9,0.8,0.8,2.4
E00119310,93.1,6.2,0,0.8
E00119311,95.7,2.6,0,1.7
E00119312,94.6,2.3,1.6,1.6
E00119313,94,4.3,1.7,0
E00119314,93.3,1,0,5.8
E00119315,93.2,2.9,1,2.9
E00119316,92.3,2.6,0,5.1
E00119400,97.3,2,0,0.7
E00119412,96.7,2.2,0.5,0.5
E00119413,89.2,2.8,0.9,7
E00119415,96,1.6,0,2.4
E00119416,97.8,2.2,0,0
E00119417,97.6,2.4,0,0
E00119418,95.4,3.8,0.8,0
E00119419,95.9,1.4,0.7,2
E00119420,93,1.7,0,5.2
E00119421,98.2,0,0,1.8
E00119422,99.3,0.7,0,0
E00119423,95.2,3.1,0.4,1.3
E00119424,95.7,3.4,0,0.9
E00119425,90.9,0.8,3,5.3
E00119426,97.3,2.7,0,0
E00119427,98.4,1,0.5,0
E00119428,88.7,2,1.6,7.7
E00119429,96.7,0.5,0,2.8
E00119430,95.9,0.7,0,3.4
E00119431,92.7,1.5,2.2,3.6
E00119432,98.3,0.9,0.9,0
E00119433,94,2.2,1.5,2.2
E00119434,98.5,0.8,0.8,0
E00119435,95.9,1.2,0,3
E00119436,97.4,2.6,0,0
E00119437,100,0,0,0
E00119438,92.9,1.6,0.8,4.8
E00119439,95.2,0.8,0,4
E00119440,96.7,0,0,3.3
E00119441,94.7,0,1.5,3.8
E00119442,98.3,1.7,0,0
E00119443,94.1,3.4,0,2.5
E00119444,98.4,0.8,0.8,0
E00119445,98.4,0,0,1.6
E00119446,97.3,2.7,0,0
E00119447,99.2,0.8,0,0
E00119448,94.2,2.5,0,3.3
E00119449,99.2,0.8,0,0
E00119450,98,1.5,0,0.5
E00119451,91.3,3.9,3.1,1.6
E00119452,91.3,2.4,1.6,4.7
E00119453,95.8,0,0.5,3.6
E00119454,96.1,2.6,0,1.3
E00119455,100,0,0,0
E00119456,96.1,1.6,0.8,1.6
E00119457,97.8,2.2,0,0
E00119459,90.9,2.3,3.8,3
E00119460,92.2,3.1,1.6,3.1
E00119461,96.6,1.7,0.9,0.9
E00119462,94.9,3.7,0,1.5
E00119463,97.5,2.5,0,0
E00119464,93.8,2.3,2.3,1.6
E00119465,93.5,2.6,1.3,2.6
E00119466,92.6,4.1,0.8,2.5
E00119467,95.7,3.4,0.9,0
E00119468,96.1,3.9,0,0
E00121396,97.2,1.7,0.6,0.6
E00121423,96.6,2.5,0.8,0
E00121426,93.7,2.1,1.1,3.2
E00121427,91.1,3.3,3.3,2.4
E00121430,89.2,3.9,3.9,2.9
E00121480,96.8,3.2,0,0
E00121481,97.4,2.6,0,0
E00121583,95.3,3.8,0,0.9
E00121585,95.3,2.3,0.8,1.6
E00121587,87.3,7.6,3.4,1.7
E00121588,91.8,3,1.5,3.7
E00121589,94.2,1.7,0,4.1
E00121610,95.8,2.5,0,1.7
E00121611,93.2,0.7,0,6.2
E00121612,93.8,2.8,0.7,2.8
E00121613,90.7,3.9,2.3,3.1
E00121614,95.6,2.2,0.7,1.5
E00121615,90,6.4,0,3.6
E00121616,92.9,2.4,0,4.7
E00121617,95,0,0,5
E00121618,93.2,1.7,0.9,4.3
E00121619,94.5,3.9,1.6,0
E00121620,92.9,0.9,0,6.3
E00121622,90.9,2.5,0,6.6
E00121623,96.8,0,2.4,0.8
E00121624,89.5,1.6,1.6,7.3
