areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00068657,80.6,13.1,6.3
E00068658,84.8,10.7,4.5
E00068659,80.2,15.7,4.1
E00068661,85.5,11.7,2.9
E00068664,72.2,15.7,12.1
E00068669,75.1,19,5.9
E00068670,81.7,14.3,3.9
E00068671,71.8,17.7,10.5
E00068673,74.3,15.8,9.9
E00068674,83.2,13.5,3.4
E00068676,76.5,10.2,13.3
E00068677,77.3,13.7,9
E00068679,72.6,14.3,13.2
E00068681,82.9,12.7,4.4
E00068683,83.6,11.9,4.6
E00068685,66.8,18.3,14.9
E00068686,81.5,12.7,5.8
E00068690,80.3,15.7,4.1
E00068692,81.3,16.5,2.2
E00068698,78.8,15.3,5.9
E00068784,80.2,15.3,4.6
E00068785,77.1,14.8,8.1
E00068786,83,13.6,3.4
E00068787,79.9,15,5.1
E00068788,80.3,11.9,7.8
E00068789,85.6,10.4,4.1
E00068790,81.8,14.1,4.1
E00068792,74.7,15.8,9.5
E00068793,80.8,11.9,7.3
E00068794,83.3,10.2,6.6
E00068795,87.3,9.7,3
E00068796,81.8,14.3,3.9
E00068797,85.5,11.1,3.4
E00068798,71.6,18.1,10.3
E00068799,88.4,9.2,2.4
E00068800,81.8,14.6,3.6
E00068801,79.6,15.6,4.7
E00068802,84.2,11.2,4.6
E00068803,83.7,11.5,4.8
E00068804,69.2,21.8,9
E00068805,85.3,11.3,3.4
E00068806,57.1,29.5,13.3
E00068807,69.4,20.7,9.9
E00068808,83.9,10,6.1
E00068809,85.9,10.2,3.9
E00068810,79.3,15.5,5.2
E00068811,85.1,11.8,3.1
E00068812,73.7,19.7,6.7
E00068914,84.9,10.8,4.2
E00068915,77.4,15.4,7.2
E00068921,82.6,11.9,5.4
E00068922,84.5,9.5,6.1
E00068929,84,11.4,4.7
E00068930,81.5,14.7,3.8
E00068931,80.8,13.3,5.9
E00068932,87.1,9.7,3.2
E00068933,82.6,13.1,4.2
