areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00068657,78.7,5.9,5.9,9.6
E00068658,70.9,5.1,4.4,19.6
E00068659,75.9,6.2,3.4,14.5
E00068661,74.8,6.1,4.1,15
E00068664,75.2,8.8,2.2,13.9
E00068669,65.8,7.9,12.3,14
E00068670,80,2.9,3.6,13.6
E00068671,79.3,6.9,5.2,8.6
E00068673,81.1,2.5,5.7,10.7
E00068674,75.4,7.1,3.2,14.3
E00068676,74.7,6,8.4,10.8
E00068677,79.5,6.3,7.1,7.1
E00068679,75.6,10.1,3.4,10.9
E00068681,66.4,8.8,6.2,18.6
E00068683,75.6,3.1,6.3,15
E00068685,88.6,2.6,3.5,5.3
E00068686,55.6,17.9,6.8,19.7
E00068690,52.6,18,7.5,21.8
E00068692,62.4,14.3,4.5,18.8
E00068698,74.1,5,7.2,13.7
E00068784,26.1,20.9,8.5,44.4
E00068785,30,15.3,4.1,50.6
E00068786,26.4,24.3,2.9,46.4
E00068787,32.3,35.4,6.3,26
E00068788,31.1,23.6,9.5,35.8
E00068789,40.8,13.1,10,36.2
E00068790,28.9,24.8,5.4,40.9
E00068792,39.3,36.9,2.4,21.4
E00068793,30.8,20.8,6.9,41.5
E00068794,65.4,7.1,7.1,20.5
E00068795,26.5,30.3,6.8,36.4
E00068796,24.3,28.8,6.3,40.5
E00068797,25.7,22.8,8.1,43.4
E00068798,31.5,12.6,4.9,51
E00068799,27.9,23.8,6.8,41.5
E00068800,45,13.7,5.3,35.9
E00068801,37.9,25,5.2,31.9
E00068802,18.5,28.9,10.4,42.2
E00068803,31.4,21.4,8.8,38.4
E00068804,39.2,7.2,5.6,48
E00068805,34,22.7,2.7,40.7
E00068806,50.5,17.1,2.7,29.7
E00068807,80,7.5,1.3,11.3
E00068808,25.2,19.2,7.3,48.3
E00068809,28.6,25.6,8.3,37.6
E00068810,74,19.1,0.8,6.1
E00068811,37.8,22.8,3.9,35.4
E00068812,47.6,11.9,6.3,34.3
E00068914,51.1,26.2,5,17.7
E00068915,62.8,13.5,6.1,17.6
E00068921,42.8,21.7,7.9,27.6
E00068922,61.2,16.3,4.7,17.8
E00068929,57.6,19.9,11.3,11.3
E00068930,52.1,19.4,6.7,21.8
E00068931,62,17.8,7,13.2
E00068932,56.6,8.4,4.9,30.1
E00068933,36.8,18.8,12.8,31.6
E00068934,60.9,7,7.8,24.2
E00068935,59.2,12.1,10.3,18.4
E00068939,59,14.8,5.7,20.5
E00068940,59.3,8.1,6.7,25.9
E00068941,32.3,15.4,4.6,47.7
E00068942,25.4,14.5,13,47.1
E00068944,25.7,19.1,9.6,45.6
E00069125,79.7,8,3.6,8.7
E00069126,69.1,16.4,3.3,11.2
E00069127,83.7,6.1,1.4,8.8
E00069128,71,15.2,2.1,11.7
E00069131,75.2,14.5,0.9,9.4
E00069133,88.8,3.6,3.6,4.1
E00069134,78.7,5.7,6.6,9
E00069136,47.8,19.1,0.9,32.2
E00069137,53.9,21.7,5.2,19.1
E00069138,69,13.3,4.4,13.3
E00069140,74.4,6.6,4.1,14.9
E00069141,86,6.6,2.2,5.1
E00069142,68,13.8,1.1,17.1
E00069144,82.4,7.6,3.1,6.9
E00069147,72.9,5.9,5.1,16.1
E00069148,75,5.4,8.9,10.7
E00069149,77.4,4.3,4.3,14
E00069150,82.4,7,2.8,7.7
E00069152,69.4,13.7,6.5,10.5
E00069153,78,14,0,8
E00069154,92.7,0.9,0,6.4
E00069155,71.2,15.9,0.8,12.1
E00069156,69.9,16.8,2.8,10.5
E00069158,83.8,10.8,1.5,3.8
E00069159,78.6,11.2,2,8.2
E00069215,19,26.2,7.9,46.8
E00069218,32.8,17.9,3,46.3
E00069220,53.1,16.7,4.9,25.3
E00069221,32.7,17,7.9,42.4
E00069222,20.5,28.8,9.1,41.7
E00069223,14.6,24.6,6.9,53.8
E00069224,24.7,24.7,14.3,36.4
E00069225,23.2,29.5,5.3,42.1
E00069226,27,24.1,6.4,42.6
E00069227,19.4,20.9,5.4,54.3
E00069228,36.1,13.4,3.4,47.1
E00069230,18.9,30.3,10.7,40.2
E00069231,32.2,11.2,4.2,52.4
E00069233,45.7,18.6,2.9,32.9
E00069234,29.4,17.6,5.9,47.1
E00069235,28.6,6.8,3.8,60.9
E00069236,21.6,24.1,4.3,50
E00069237,28.4,29.9,7.5,34.3
E00069238,35,26.5,5.1,33.3
E00069239,23.1,16.8,7.7,52.4
E00069240,32.9,19.5,9.8,37.8
E00069241,14.7,20.6,1.5,63.2
E00069242,24.5,34.7,3.1,37.8
E00069243,29.8,33.3,7,29.8
E00069244,46.5,19.7,5.6,28.2
E00069300,39.2,23.4,4.7,32.7
E00069303,45.1,19.7,3.9,31.3
E00069304,38.1,23.3,3.1,35.4
E00069305,45.6,19.5,6.5,28.4
E00069306,74.5,10.2,5.7,9.6
E00069307,46.4,25.5,1.8,26.4
E00069308,39.7,23,9.2,28.2
E00069309,49.3,17.2,6,27.6
E00069310,53.8,15.1,6.7,24.4
E00069311,40.6,15.8,5.5,38.2
E00069312,56.4,14.5,7.7,21.4
E00069313,55.7,17.6,5.7,21
E00069314,40.2,19.6,2.1,38.1
E00069315,34.7,24.5,4.1,36.7
E00069316,61.6,10.5,3.5,24.4
E00069317,28.4,30.4,2.9,38.2
E00069318,79.3,9.5,4.3,6.9
E00069319,32.6,25.8,4.5,37.1
E00069320,46.9,24.5,6.1,22.4
E00069321,76.8,11.8,2.6,8.8
E00069322,43,21.5,3.2,32.3
E00069323,44.3,27.8,1.3,26.6
E00069324,49.1,18.4,2.6,29.8
E00069325,86.7,2.5,2.5,8.2
E00069326,79.5,10.6,4,6
E00069327,43.5,18.5,6.5,31.5
E00069328,39.2,23.1,4.6,33.1
E00069329,32.6,27,4.3,36.2
E00069330,23,27.4,5.3,44.2
E00069331,43.3,19.2,10.8,26.7
E00069332,59.3,14.8,3.7,22.2
E00069333,54.2,19.8,2.3,23.7
E00069334,53.3,20.5,8.2,18
E00069335,39.7,15.7,11.6,33.1
E00069336,42.2,31.1,3.3,23.3
E00069337,41.2,21.6,5.9,31.4
E00069338,38.3,23.4,7.5,30.8
E00069339,36.9,27.9,9,26.1
E00069340,48.8,29.3,6.5,15.4
E00069341,42.9,23.8,7.6,25.7
E00069342,53.4,9.7,5.8,31.1
E00069343,58.2,9.6,6.8,25.3
E00130294,88.9,2.2,0,8.9
E00130295,90.3,6.7,0.7,2.2
E00130296,94.1,4.2,0,1.7
E00130297,84.6,5.1,1.5,8.8
E00130298,87.5,7.5,0.8,4.2
E00130299,85.8,5.5,0.8,7.9
E00130300,86.6,8.7,1.6,3.1
E00130301,82.6,9.1,0,8.3
E00130302,89.5,7.3,0.8,2.4
E00130303,89.9,8,0.7,1.4
E00130304,92.2,5.4,0,2.3
E00130305,90.3,6.9,0.7,2.1
E00130306,90.3,5.5,0.7,3.4
E00130307,90.5,4.3,0,5.2
E00130308,86.2,5.7,2.4,5.7
E00130310,95.8,1.4,0.7,2.1
E00130311,94.6,3.1,0,2.3
E00130312,93.4,4.1,0.8,1.7
E00130313,87.6,9.4,0,2.9
E00130314,84.3,11,0.8,3.9
E00130315,88.3,7.8,0.8,3.1
E00130316,86.1,6.6,2.9,4.4
E00130317,98.4,0.8,0.8,0
E00130318,97.7,0.8,0.8,0.8
E00130319,93.2,3.4,0.7,2.7
E00130320,88.3,3.9,1.6,6.3
E00130321,88.7,5.6,2.8,2.8
E00130322,89.7,4.3,0.9,5.1
E00130323,92.7,1.6,2.4,3.2
E00130324,96.5,0.9,0,2.6
E00130325,91.6,5,1.7,1.7
E00130326,87.9,4,4.8,3.2
E00130327,90.4,5.3,1.8,2.6
E00130328,97.9,0,0,2.1
E00130329,92.8,2.9,0.7,3.6
E00130330,92.6,3.3,2.5,1.6
E00130543,97.1,1.4,0,1.4
E00130658,95.9,2,0,2
E00130659,97.7,0.8,0.8,0.8
E00130661,97.2,0.5,0,2.3
E00130662,96.7,0.8,0.8,1.7
E00130667,96.4,0.9,0.9,1.8
E00130668,97.3,0.9,0,1.8
E00130669,98.9,1.1,0,0
E00130670,97.8,1.1,0,1.1
E00130674,97.6,0,0,2.4
E00130675,97,0.8,0,2.3
E00130676,94.5,2.1,0.7,2.7
E00130677,96.8,1.6,0.8,0.8
E00130678,95.2,1.4,0,3.4
E00130680,91,4.5,0,4.5
E00130681,75,12.9,0.8,11.3
E00130689,93.6,1.3,2.6,2.6
E00130690,86.2,7.3,0,6.5
E00130691,95.1,3.7,0,1.2
E00130704,82.4,5.3,1.5,10.7
E00130705,88.2,5.9,0.7,5.1
E00130706,66.1,17.4,1.7,14.8
E00130707,87.1,7.1,1.4,4.3
E00130708,90.6,4.2,0,5.2
E00130709,87.9,6.1,1.5,4.5
E00130710,89,4.8,0,6.2
E00130711,84.1,7.1,4.4,4.4
E00130712,87.2,3.4,1.7,7.7
E00130713,87.5,2.3,1.6,8.6
E00130714,84.2,8.5,1.2,6.1
E00130715,70.9,14.2,0.8,14.2
E00130716,78.9,5.3,0.7,15.1
E00130717,76.7,12.5,0.8,10
E00130718,71.5,10.9,1.5,16.1
E00130719,87.9,3.8,3.8,4.5
E00130720,61.8,18.2,0.9,19.1
E00130721,64.4,15.4,0,20.2
E00130723,84.8,4.3,3.6,7.2
E00130724,90,5,0.7,4.3
E00130725,92.3,2.7,1.4,3.6
E00130726,96.8,1.6,0.8,0.8
E00130727,86.7,7.7,0,5.6
E00130728,88.3,3.3,3.3,5
E00130729,75.2,9.8,1.5,13.5
E00130730,76.5,7.6,1.7,14.3
E00130731,78.2,8.4,1.7,11.8
E00130732,66.4,16.4,3.1,14.1
E00169044,70.8,8,4.4,16.8
E00169046,72.3,12.4,2.9,12.4
E00169048,59.6,11.3,5.7,23.4
E00169049,68.6,13.6,3.4,14.4
E00169051,73.8,11.9,3.2,11.1
E00169052,76.3,8.4,2.3,13
E00169054,57.5,17.3,4.7,20.5
E00169055,61.1,20,1.1,17.9
E00169057,61.5,21.3,6.6,10.7
E00169060,76.4,11.5,1.7,10.3
E00169062,62.1,14.7,7.8,15.5
E00169063,64.3,13,5.2,17.4
E00169065,65.7,15.7,2,16.7
E00169450,70.1,13.4,3.7,12.7
E00169475,19.8,25.5,8.5,46.2
E00169497,56.2,8.1,4.7,31.1
E00169516,17.3,27.9,6.7,48.1
E00169517,17.5,12.3,14,56.1
E00169520,16.9,30,6.9,46.2
E00169522,21.6,21.6,5.2,51.7
E00169523,26,23.1,5.8,45.2
E00169525,20.3,24.1,8.9,46.8
E00169531,22.4,22.4,2,53.1
E00169555,57.5,17.2,2.2,23.1
E00169556,60.9,20,4.3,14.8
E00169558,61.5,16.9,3.4,18.2
E00169559,63.5,15.1,5.6,15.9
E00169561,55.6,17.1,9.4,17.9
E00169562,59.3,16.8,7.1,16.8
E00169573,57.1,19.5,6,17.3
E00173327,87.2,3.5,1.3,7.9
E00173328,90,3.3,3.3,3.3
E00173332,90.6,6.5,0.7,2.2
E00173333,84.2,8.8,1.8,5.3
E00173334,94.8,1.5,0.7,3
E00173335,95.1,0.7,0,4.2
E00173336,93.9,4.3,0,1.8
E00173342,81.6,12.6,1,4.9
E00173348,82.3,11.3,0,6.5
E00173349,95.7,3.3,0,1.1
E00173351,97.7,0,0,2.3
E00178469,62.3,21,2.2,14.5
E00178470,80.2,12.1,1.1,6.6
E00178471,71.8,13,6.1,9.2
E00178474,23.6,22.6,15.1,38.7
E00178475,84.1,6.1,2.4,7.3
E00178476,55.1,26.2,4.7,14
E00178482,88.4,8.1,0,3.5
E00178487,60.3,20.6,7.1,12.1
E00178489,77.4,4.8,8.1,9.7
E00178491,34.1,15.5,6.2,44.2
E00178492,88.3,5.6,2.8,3.4
E00178507,73.6,12.4,7.4,6.6
E00178517,71.7,4.3,3.3,20.7
E00178519,16.5,29.7,8.8,45.1
E00178529,60.9,7.6,2.2,29.3
E00178532,84.3,6.7,0,9
E00178536,20.6,17.5,4.8,57.1
E00178542,30.8,15.4,7.1,46.7
E00178551,51,13.3,6.1,29.6
E00178555,91.6,2.5,1.7,4.2
E00178557,23.5,22.4,15.3,38.8
E00178558,74.3,14,6.4,5.3
E00178559,67.7,18.1,1.3,12.9
E00178562,79.5,6.6,3.3,10.6
E00178566,69.5,9.2,2.1,19.1
E00178567,62,13.3,7.3,17.3
E00178570,79.2,11.7,2.5,6.6
E00178573,20.7,24.1,3.4,51.7
E00178578,30.7,31.4,11.7,26.3
E00178580,21.5,22.4,9.3,46.7
E00178582,25.6,17.8,2.2,54.4
E00178587,65.6,13.3,7.8,13.3
E00178592,37.3,11.9,3.4,47.5
E00178595,80.5,5.7,0.8,13
E00178596,83.8,8.6,2,5.6
E00178601,75.8,6.5,6.5,11.3
E00178607,52.1,18.1,12.8,17
E00178612,34.5,14.9,10.3,40.2
E00178614,77,6.6,2.5,13.9
E00178615,66.2,13.8,4.6,15.4
E00178620,48.8,4.4,1.9,45
E00178624,57.5,15,3.9,23.6
E00178628,69.5,14.6,3.7,12.2
E00178632,20.5,25.3,4.8,49.4
E00178633,96.7,2.2,0.6,0.6
