areacd,heating_type_3a-001,heating_type_3a-002
E00068657,0.7,99.3
E00068658,1.3,98.7
E00068659,1.4,98.6
E00068661,1.6,98.4
E00068664,2.1,97.9
E00068669,3.5,96.5
E00068670,1.4,98.6
E00068671,2.5,97.5
E00068673,2.5,97.5
E00068674,2.4,97.6
E00068676,8.3,91.7
E00068677,2.7,97.3
E00068679,4.3,95.7
E00068681,0.9,99.1
E00068683,4.7,95.3
E00068685,2.6,97.4
E00068686,2.6,97.4
E00068690,1.5,98.5
E00068692,0,100
E00068698,1.4,98.6
E00068784,2.6,97.4
E00068785,2.9,97.1
E00068786,2.1,97.9
E00068787,0.8,99.2
E00068788,0.7,99.3
E00068789,0.8,99.2
E00068790,1.3,98.7
E00068792,0,100
E00068793,1.6,98.4
E00068794,0.6,99.4
E00068795,2.3,97.7
E00068796,1.8,98.2
E00068797,2.9,97.1
E00068798,0.7,99.3
E00068799,2.1,97.9
E00068800,3.8,96.2
E00068801,2.6,97.4
E00068802,1.4,98.6
E00068803,3.8,96.2
E00068804,0.8,99.2
E00068805,0.7,99.3
E00068806,2.8,97.2
E00068807,1.2,98.8
E00068808,1.3,98.7
E00068809,1.5,98.5
E00068810,0.8,99.2
E00068811,3.1,96.9
E00068812,0,100
E00068914,7.2,92.8
E00068915,1.4,98.6
E00068921,3.3,96.7
E00068922,1.5,98.5
E00068929,0.7,99.3
E00068930,2.5,97.5
E00068931,0.8,99.2
E00068932,2.1,97.9
E00068933,4.5,95.5
E00068934,3.1,96.9
E00068935,1.1,98.9
E00068939,0.8,99.2
E00068940,2.2,97.8
E00068941,2.3,97.7
E00068942,2.9,97.1
E00068944,3.8,96.2
E00069125,0.7,99.3
E00069126,2,98
E00069127,2,98
E00069128,2.1,97.9
E00069131,0,100
E00069133,2,98
E00069134,3.3,96.7
E00069136,0,100
E00069137,0,100
E00069138,0,100
E00069140,3.4,96.6
E00069141,0.7,99.3
E00069142,0.6,99.4
E00069144,0,100
E00069147,2.5,97.5
E00069148,0.9,99.1
E00069149,6.7,93.3
E00069150,2.8,97.2
E00069152,0.8,99.2
E00069153,1,99
E00069154,1.8,98.2
E00069155,5.3,94.7
E00069156,2.1,97.9
E00069158,0.8,99.2
E00069159,1,99
E00069215,1.6,98.4
E00069218,0,100
E00069220,3.1,96.9
E00069221,1.8,98.2
E00069222,1.5,98.5
E00069223,2.3,97.7
E00069224,4.9,95.1
E00069225,2.1,97.9
E00069226,2.1,97.9
E00069227,2.3,97.7
E00069228,0.8,99.2
E00069230,5,95
E00069231,2.8,97.2
E00069233,4.2,95.8
E00069234,1,99
E00069235,0.7,99.3
E00069236,1.7,98.3
E00069237,1.5,98.5
E00069238,0,100
E00069239,0.7,99.3
E00069240,4.8,95.2
E00069241,2.9,97.1
E00069242,1,99
E00069243,1.8,98.2
E00069244,2.8,97.2
E00069300,3.5,96.5
E00069303,1.3,98.7
E00069304,1.3,98.7
E00069305,1.2,98.8
E00069306,1.3,98.7
E00069307,0.9,99.1
E00069308,2.9,97.1
E00069309,2.9,97.1
E00069310,2.5,97.5
E00069311,3,97
E00069312,0.9,99.1
E00069313,0,100
E00069314,2.1,97.9
E00069315,2,98
E00069316,2.4,97.6
E00069317,0,100
E00069318,0.9,99.1
E00069319,3.3,96.7
E00069320,0,100
E00069321,1.3,98.7
E00069322,2.2,97.8
E00069323,0,100
E00069324,1.7,98.3
E00069325,0,100
E00069326,2.7,97.3
E00069327,0,100
E00069328,3.1,96.9
E00069329,1.4,98.6
E00069330,0.9,99.1
E00069331,3.3,96.7
E00069332,0,100
E00069333,3,97
E00069334,2.5,97.5
E00069335,5.1,94.9
E00069336,3.4,96.6
E00069337,1,99
E00069338,0,100
E00069339,0,100
E00069340,2.4,97.6
E00069341,1,99
E00069342,2.9,97.1
E00069343,3.4,96.6
E00130294,0,100
E00130295,0,100
E00130296,0,100
E00130297,1.4,98.6
E00130298,0.8,99.2
E00130299,0,100
E00130300,0,100
E00130301,0,100
E00130302,0,100
E00130303,0.7,99.3
E00130304,0.8,99.2
E00130305,0.7,99.3
E00130306,2,98
E00130307,0.8,99.2
E00130308,1.6,98.4
E00130310,0.7,99.3
E00130311,2.3,97.7
E00130312,0.8,99.2
E00130313,0.6,99.4
E00130314,0,100
E00130315,0,100
E00130316,0.7,99.3
E00130317,0.8,99.2
E00130318,3.8,96.2
E00130319,3.4,96.6
E00130320,0.8,99.2
E00130321,0,100
E00130322,0,100
E00130323,1.6,98.4
E00130324,0.9,99.1
E00130325,0,100
E00130326,0,100
E00130327,0.9,99.1
E00130328,1.4,98.6
E00130329,0,100
E00130330,0.8,99.2
E00130543,2.2,97.8
E00130658,1,99
E00130659,2.3,97.7
E00130661,0.5,99.5
E00130662,0.8,99.2
E00130667,0,100
E00130668,0,100
E00130669,1.1,98.9
E00130670,0,100
E00130674,0,100
E00130675,0.8,99.2
E00130676,0,100
E00130677,1.6,98.4
E00130678,0,100
E00130680,0.9,99.1
E00130681,0,100
E00130689,1.3,98.7
E00130690,0,100
E00130691,0,100
E00130704,0,100
E00130705,0.7,99.3
E00130706,0.9,99.1
E00130707,3.5,96.5
E00130708,4.2,95.8
E00130709,0.8,99.2
E00130710,2.1,97.9
E00130711,1.8,98.2
E00130712,0.8,99.2
E00130713,2.4,97.6
E00130714,0,100
E00130715,0.8,99.2
E00130716,0.7,99.3
E00130717,1.7,98.3
E00130718,2.2,97.8
E00130719,0,100
E00130720,0,100
E00130721,0,100
E00130723,1.5,98.5
E00130724,0,100
E00130725,0.4,99.6
E00130726,2.4,97.6
E00130727,0,100
E00130728,2.5,97.5
E00130729,1.5,98.5
E00130730,0,100
E00130731,0.8,99.2
E00130732,0,100
E00169044,0,100
E00169046,0.7,99.3
E00169048,3.5,96.5
E00169049,0.8,99.2
E00169051,5.6,94.4
E00169052,0,100
E00169054,0.8,99.2
E00169055,0,100
E00169057,0.8,99.2
E00169060,1.8,98.2
E00169062,0,100
E00169063,0,100
E00169065,0,100
E00169450,1.5,98.5
E00169475,2.8,97.2
E00169497,1.3,98.7
E00169516,1.9,98.1
E00169517,0,100
E00169520,2.3,97.7
E00169522,1.7,98.3
E00169523,1,99
E00169525,2.6,97.4
E00169531,1,99
E00169555,0.8,99.2
E00169556,0,100
E00169558,0,100
E00169559,1.6,98.4
E00169561,2.7,97.3
E00169562,0,100
E00169573,0,100
E00173327,0.9,99.1
E00173328,0,100
E00173332,0.7,99.3
E00173333,3.4,96.6
E00173334,2.2,97.8
E00173335,0,100
E00173336,0,100
E00173342,0,100
E00173348,0,100
E00173349,0,100
E00173351,0,100
E00178469,0.7,99.3
E00178470,2.2,97.8
E00178471,0.8,99.2
E00178474,0,100
E00178475,0,100
E00178476,1.9,98.1
E00178482,1.2,98.8
E00178487,1.4,98.6
E00178489,0,100
E00178491,0,100
E00178492,0,100
E00178507,0.8,99.2
E00178517,7.6,92.4
E00178519,1.1,98.9
E00178529,5.4,94.6
E00178532,0,100
E00178536,1.6,98.4
E00178542,2.2,97.8
E00178551,0,100
E00178555,3.3,96.7
E00178557,1,99
E00178558,0.6,99.4
E00178559,0.6,99.4
E00178562,0.7,99.3
E00178566,0.7,99.3
E00178567,3.4,96.6
E00178570,2,98
E00178573,3.4,96.6
E00178578,0.7,99.3
E00178580,3.6,96.4
E00178582,1.1,98.9
E00178587,0,100
E00178592,3.5,96.5
E00178595,7.3,92.7
E00178596,0.5,99.5
E00178601,0,100
E00178607,0,100
E00178612,3.4,96.6
E00178614,2.4,97.6
E00178615,0,100
E00178620,1.9,98.1
E00178624,1.6,98.4
E00178628,1.2,98.8
E00178632,0,100
E00178633,1.1,98.9
