areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00068657,35.9,64.1
E00068658,36.8,63.2
E00068659,41.5,58.5
E00068661,38.7,61.3
E00068664,41.8,58.2
E00068669,37.4,62.6
E00068670,41.1,58.9
E00068671,25.6,74.4
E00068673,30.6,69.4
E00068674,31.2,68.8
E00068676,35.2,64.8
E00068677,33.7,66.3
E00068679,32.7,67.3
E00068681,49.6,50.4
E00068683,42.1,57.9
E00068685,26.6,73.4
E00068686,52.2,47.8
E00068690,52,48
E00068692,52.1,47.9
E00068698,37,63
E00068784,63,37
E00068785,50.9,49.1
E00068786,63.3,36.7
E00068787,60.3,39.7
E00068788,51.8,48.2
E00068789,65.8,34.2
E00068790,62,38
E00068792,47.9,52.1
E00068793,53.6,46.4
E00068794,54.1,45.9
E00068795,64.5,35.5
E00068796,56.9,43.1
E00068797,59.4,40.6
E00068798,55.1,44.9
E00068799,60.6,39.4
E00068800,55.3,44.7
E00068801,53.5,46.5
E00068802,61.4,38.6
E00068803,59.4,40.6
E00068804,46.3,53.8
E00068805,55.1,44.9
E00068806,36,64
E00068807,34.1,65.9
E00068808,62.1,37.9
E00068809,61.1,38.9
E00068810,31.3,68.7
E00068811,60.2,39.8
E00068812,53.5,46.5
E00068914,42.1,57.9
E00068915,42.1,57.9
E00068921,58,42
E00068922,39.6,60.4
E00068929,43.7,56.3
E00068930,52.8,47.2
E00068931,40.6,59.4
E00068932,54.6,45.4
E00068933,60.3,39.7
E00068934,54.7,45.3
E00068935,46.9,53.1
E00068939,41.2,58.8
E00068940,48.8,51.2
E00068941,62.4,37.6
E00068942,64.5,35.5
E00068944,63.6,36.4
E00069125,43.2,56.8
E00069126,59.2,40.8
E00069127,48.7,51.3
E00069128,56.3,43.7
E00069131,49.2,50.8
E00069133,39.8,60.2
E00069134,31.9,68.1
E00069136,63.8,36.2
E00069137,59.3,40.7
E00069138,50.9,49.1
E00069140,47.2,52.8
E00069141,48.5,51.5
E00069142,60.5,39.5
E00069144,43.4,56.6
E00069147,44.6,55.4
E00069148,33.8,66.2
E00069149,32.8,67.2
E00069150,46,54
E00069152,59.1,40.9
E00069153,56.5,43.5
E00069154,31.4,68.6
E00069155,50.4,49.6
E00069156,60.8,39.2
E00069158,51.6,48.4
E00069159,58.6,41.4
E00069215,58.8,41.2
E00069218,56.4,43.6
E00069220,43.8,56.2
E00069221,62,38
E00069222,58.7,41.3
E00069223,64.5,35.5
E00069224,60.7,39.3
E00069225,62.2,37.8
E00069226,53.7,46.3
E00069227,60.1,39.9
E00069228,44,56
E00069230,56.9,43.1
E00069231,40.3,59.7
E00069233,52.2,47.8
E00069234,47.4,52.6
E00069235,51.4,48.6
E00069236,64.4,35.6
E00069237,60.6,39.4
E00069238,57.4,42.6
E00069239,54.6,45.4
E00069240,60.2,39.8
E00069241,60.9,39.1
E00069242,65.8,34.2
E00069243,55.8,44.2
E00069244,59.5,40.5
E00069300,57.7,42.3
E00069303,52.8,47.2
E00069304,62.2,37.8
E00069305,54.7,45.3
E00069306,55.9,44.1
E00069307,63.3,36.7
E00069308,55.9,44.1
E00069309,55,45
E00069310,56,44
E00069311,58.6,41.4
E00069312,57,43
E00069313,63.5,36.5
E00069314,57.1,42.9
E00069315,61.3,38.7
E00069316,48.2,51.8
E00069317,59.2,40.8
E00069318,60.5,39.5
E00069319,65.6,34.4
E00069320,62.7,37.3
E00069321,49.5,50.5
E00069322,58.8,41.2
E00069323,65.5,34.5
E00069324,50.4,49.6
E00069325,49.2,50.8
