areacd,heating_type_3a-001,heating_type_3a-002
E00011366,3.8,96.2
E00011531,2.4,97.6
E00011550,0.9,99.1
E00018828,0.7,99.3
E00018829,0.9,99.1
E00018830,0.8,99.2
E00018831,2.7,97.3
E00018832,0,100
E00018833,0.8,99.2
E00018834,0,100
E00021879,0,100
E00021880,1.8,98.2
E00021881,2.7,97.3
E00021884,1.7,98.3
E00021886,0,100
E00021888,0,100
E00021889,2.2,97.8
E00021890,1.4,98.6
E00021891,0.7,99.3
E00021892,2.2,97.8
E00021893,0.6,99.4
E00021894,1.9,98.1
E00021895,0,100
E00021896,0,100
E00021897,0.7,99.3
E00021899,3.5,96.5
E00021916,0,100
E00021919,0.9,99.1
E00021927,1.5,98.5
E00022049,0.7,99.3
E00022050,0.7,99.3
E00022051,0.8,99.2
E00022052,3.5,96.5
E00022053,3,97
E00022060,3.3,96.7
E00022061,1.1,98.9
E00022062,2,98
E00022063,0.7,99.3
E00022064,1.8,98.2
E00022065,2.2,97.8
E00022066,0,100
E00022067,0.9,99.1
E00022068,3.1,96.9
E00022069,1.5,98.5
E00108875,0.8,99.2
E00108876,1.4,98.6
E00108877,2.7,97.3
E00108879,0,100
E00108880,2.4,97.6
E00108881,2.2,97.8
E00108882,0.4,99.6
E00108883,0.8,99.2
E00108884,0,100
E00108885,2.3,97.7
E00108886,0,100
E00108887,0.6,99.4
E00108888,0,100
E00108889,0,100
E00108890,0,100
E00108891,2.2,97.8
E00108892,0,100
E00108893,3.3,96.7
E00108894,0.6,99.4
E00108901,1.3,98.8
E00108902,1.6,98.4
E00108925,0.9,99.1
E00108928,3.2,96.8
E00108932,0,100
E00108933,0,100
E00108934,1.9,98.1
E00108935,2.1,97.9
E00108936,0,100
E00108937,0,100
E00108938,0.8,99.2
E00108939,0,100
E00108940,0,100
E00108941,0,100
E00108942,0.9,99.1
E00108943,0,100
E00108944,0,100
E00108945,1.8,98.2
E00108946,0,100
E00108947,0.8,99.2
E00108948,0.7,99.3
E00108963,0.7,99.3
E00108964,0,100
E00108965,0,100
E00108966,0.7,99.3
E00108967,0,100
E00108968,0,100
E00108969,0.6,99.4
E00108970,0.7,99.3
E00108971,0.7,99.3
E00108972,2.3,97.7
E00108974,2.3,97.7
E00108987,0,100
E00108988,1.7,98.3
E00108989,0,100
E00108991,1.6,98.4
E00108992,0.8,99.2
E00108993,0,100
E00108994,1.7,98.3
E00108995,0,100
E00108997,0,100
E00108998,1.5,98.5
E00108999,0.8,99.2
E00109000,0.9,99.1
E00109001,0,100
E00109002,0,100
E00109003,4.1,95.9
E00109004,0,100
E00109009,0,100
E00109010,0.8,99.2
E00109011,0,100
E00109012,0.7,99.3
E00109032,0.5,99.5
E00109034,2.6,97.4
E00109035,1.5,98.5
E00109036,1.6,98.4
E00109037,2.7,97.3
E00109038,0,100
E00109039,0.7,99.3
E00109040,0,100
E00109041,0.7,99.3
E00109042,0.6,99.4
E00109043,0.7,99.3
E00109044,0.9,99.1
E00109045,0.7,99.3
E00109046,2.3,97.7
E00109047,0.7,99.3
E00109048,2.2,97.8
E00109049,3.9,96.1
E00109050,0.8,99.2
E00109051,3.1,96.9
E00109052,0.8,99.2
E00109053,0,100
E00109054,0,100
E00109055,1.3,98.8
E00109056,0,100
E00109057,0.8,99.2
E00109058,0,100
E00109059,0,100
E00109060,0,100
E00109061,0,100
E00109062,0,100
E00109063,2.8,97.2
E00109064,2.2,97.8
E00109065,0,100
E00109066,0,100
E00109067,0,100
E00109068,0,100
E00109069,0.8,99.2
E00109070,1,99
E00109071,1.9,98.1
E00109072,1.7,98.3
E00109078,0,100
E00109079,1.2,98.8
E00109080,0,100
E00109081,0,100
E00109082,0,100
E00109083,0.8,99.2
E00109084,0.8,99.2
E00109085,0.8,99.2
E00109086,0,100
E00109087,0,100
E00109088,1.3,98.7
E00110429,2.2,97.8
E00110430,1.9,98.1
E00110431,2.8,97.2
E00110432,1,99
E00110433,2.1,97.9
