geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00016675,9.7,47.6,42.7
E00016679,16.9,19.1,64
E00016680,9.3,50,40.7
E00016684,16.5,36.7,46.8
E00016687,8,47,45
E00016689,18.5,30.8,50.8
E00016693,31.1,17.4,51.5
E00016701,19.6,21.6,58.8
E00016706,15.9,40.6,43.5
E00016708,12.7,29.1,58.2
E00016709,29,18.7,52.3
E00016714,25,23.6,51.4
E00016725,7,42.1,50.9
E00016879,14.5,18.8,66.7
E00016881,20.7,29.3,50
E00016884,15.3,23.7,61.1
E00016885,15.7,20.1,64.2
E00016887,13.3,29.5,57.1
E00016889,11.7,24.3,64
E00016890,7.7,35.2,57
E00016893,18.4,26.4,55.2
E00016895,15.8,27.5,56.7
E00016896,12.1,28.8,59.1
E00016898,18.9,25.2,55.9
E00016901,9.7,20.4,69.9
E00016904,14,29,57
E00016908,11.4,43,45.6
E00016911,10.1,34.2,55.7
E00016912,12.3,37.7,50
E00016915,10.8,38.1,51.1
E00016916,11.8,28.1,60.1
E00016918,36.4,16.7,46.9
E00016920,16.2,38.5,45.4
E00016921,21.2,37.3,41.5
E00016922,21.1,31.2,47.7
E00016923,16.6,31.1,52.3
E00016925,18.8,27.8,53.4
E00016926,15.4,24.6,60
E00019685,21.9,30.5,47.7
E00019686,18.3,31.7,50
E00019688,22.8,29.3,48
E00019689,19.6,21.7,58.7
E00019690,28.8,32.4,38.8
E00019691,21.5,28.8,49.7
E00019692,16.6,36.2,47.2
E00019696,8.4,42.7,49
E00019697,20.8,24,55.2
E00019698,14.4,25.5,60.1
E00019699,17.6,36.3,46.1
E00019700,17.3,25.9,56.8
E00019701,21.4,28.2,50.4
E00019702,26.9,28.8,44.4
E00019704,22.6,35.6,41.8
E00019705,19,30.4,50.5
E00019706,21.5,36.2,42.4
E00019707,12.6,37.7,49.7
E00019709,20.2,22,57.8
E00019710,14.2,28.4,57.4
E00019712,11.3,41.7,47
E00019713,10.6,41.3,48.1
E00019714,9.3,20.6,70.1
E00019716,19.4,26.3,54.3
E00019717,13.1,29,58
E00019719,18.4,21.5,60.1
E00019720,14.3,37.3,48.4
E00019721,21.6,22.4,56
E00019730,16.5,44.7,38.8
E00019888,19.5,23,57.5
E00019898,10.7,43.3,46
E00019900,15.6,38.8,45.6
E00019901,12.7,28.5,58.8
E00019902,18.2,20.8,61
E00019903,11,26,63
E00019904,16.5,26.4,57
E00019905,5.6,27.1,67.3
E00019906,17.4,25.2,57.4
E00019907,18.3,28.6,53.2
E00019908,10.1,28.9,61.1
E00019909,8,23.4,68.6
E00019910,8.4,28.2,63.4
E00019911,5.1,26.3,68.6
E00019912,8.5,26.6,65
E00019913,13,31.7,55.3
E00019914,12.7,32.1,55.2
E00019915,4.5,53.9,41.6
E00019916,8.5,30,61.5
E00019920,8.7,26.8,64.5
E00020054,17.2,25.2,57.7
E00020055,18.1,32.3,49.7
