areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00057125,82.7,17.3,0
E00057127,90,10,0
E00057133,93.2,6.8,0
E00057134,100,0,0
E00057137,91,9,0
E00057145,61.8,36.4,1.7
E00057148,92.3,3.8,3.8
E00057149,96.1,3.9,0
E00057150,90.4,9.6,0
E00057151,99.4,0.6,0
E00057154,87,13,0
E00057155,95.4,4.6,0
E00057156,76.9,23.1,0
E00057157,93.6,6.4,0
E00057158,90.4,9.6,0
E00057161,78.2,21.8,0
E00057163,78,22,0
E00057164,63.2,36.8,0
E00057165,82.6,16.5,0.9
E00057171,74.7,25.3,0
E00057172,82.3,17.7,0
E00057173,20.5,79.5,0
E00057175,3.1,96.9,0
E00057176,18.4,81.6,0
E00057182,19.1,80.9,0
E00057186,73.6,26.4,0
E00057188,89.4,10.6,0
E00057189,80.6,17.6,1.8
E00057190,62.7,37.3,0
E00057191,94.2,5.8,0
E00057192,85.1,14.9,0
E00057193,94.9,5.1,0
E00057194,100,0,0
E00057195,82.2,17.8,0
E00057196,100,0,0
E00057197,100,0,0
E00057198,84.5,15.5,0
E00057199,98.6,1.4,0
E00057200,100,0,0
E00057202,82.6,17.4,0
E00057204,61,39,0
E00057205,62,38,0
E00057206,61.4,38.6,0
E00057207,47.3,52.7,0
E00057208,65,35,0
E00057209,83.5,16.5,0
E00057210,72,28,0
E00057211,36.5,63.5,0
E00057212,38.7,61.3,0
E00057213,53.1,46.9,0
E00057214,80.3,19.7,0
E00057215,69.6,30.4,0
E00057216,85.7,14.3,0
E00057217,80,20,0
E00057218,82.1,17.9,0
E00057220,86,14,0
E00057221,40,60,0
E00057222,30.6,69.4,0
E00057223,64.9,31.4,3.6
E00057225,82.9,17.1,0
E00057226,78.6,21.4,0
E00057227,63,37,0
E00057228,54.9,45.1,0
E00057229,82.1,17.9,0
E00057230,67.8,32.2,0
E00057231,78.9,21.1,0
E00057232,44,55.6,0.4
E00057233,78.8,21.2,0
E00057234,47.3,52.7,0
E00057235,57.1,42.9,0
E00057236,66.2,33.8,0
E00057238,47.1,52.9,0
E00057239,99.2,0.8,0
E00057240,37.3,62.7,0
E00057241,61.3,38,0.7
E00057242,96.2,3.8,0
E00057244,62.9,37.1,0
E00057245,80.4,19.6,0
E00057246,2.3,96.9,0.8
E00057247,91.4,8.6,0
E00057248,89,11,0
E00057249,100,0,0
E00057250,75.2,24.8,0
E00057251,98.6,1.4,0
E00057252,78.5,21.5,0
E00057253,98.6,1.4,0
E00057341,78.6,21.4,0
E00057393,86.2,13.8,0
E00057399,79.6,20.4,0
E00057401,90,10,0
E00057564,92.2,7.8,0
E00057565,98.9,1.1,0
E00057567,85.8,14.2,0
E00057568,86.2,13.8,0
E00057570,97.1,2.9,0
E00057571,81,18.3,0.7
E00057573,53.2,46.8,0
E00057574,91.1,8.9,0
E00057575,85.2,14.8,0
E00057576,21.7,76.7,1.6
E00057577,69.3,30.7,0
E00057579,94.2,5.8,0
E00057580,100,0,0
E00057581,71.9,27.3,0.8
E00057583,100,0,0
E00057584,100,0,0
E00057585,100,0,0
E00057586,63.6,36.4,0
E00057587,85.7,14.3,0
E00057590,78.2,21.8,0
E00057591,93,7,0
E00057592,97.5,2.5,0
E00057593,94.1,5.9,0
E00057594,92.4,7.6,0
E00057595,89.9,10.1,0
E00057596,86.2,13.8,0
E00057597,42,57.1,0.9
E00057598,46.6,53.4,0
E00057599,80.4,18.7,0.9
E00057600,82.2,17.8,0
E00057601,65.8,34.2,0
E00057602,91.8,8.2,0
E00057603,82.4,17.6,0
E00057604,72.6,27.4,0
E00057605,80.6,19.4,0
E00057606,39.7,60.3,0
E00057607,76.5,23.5,0
E00057608,80,20,0
E00057609,90.6,9.4,0
E00057610,92.5,7.5,0
E00057611,94.2,5,0.8
E00057612,82.1,17.9,0
E00057613,97.7,2.3,0
E00057614,81,18.3,0.7
E00057615,93.5,6.5,0
E00057616,86.8,11.8,1.3
E00057617,90.1,9.9,0
E00057618,86.3,13.7,0
E00057626,59.9,40.1,0
