areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00057125,67,23.5,7.2,1.5,0.8
E00057127,69.8,21.1,5,2.2,1.9
E00057133,64.4,12,8.6,7.1,8
E00057134,63.7,18,10.7,5.9,1.6
E00057137,68.6,20.7,3.9,5.6,1.1
E00057145,55.7,22.7,6.8,9.3,5.5
E00057148,66.7,8.3,11.7,6.8,6.4
E00057149,66.1,8.4,8.7,8.7,8.1
E00057150,45.7,11,8,26.3,9
E00057151,67.4,23.7,4.8,2.9,1.1
E00057154,73.7,14,8.1,3.1,1.1
E00057155,62.1,9.1,7.1,9.4,12.3
E00057156,73.8,12.9,5.4,3.2,4.7
E00057157,68,15.2,4.4,7.4,5
E00057158,66.9,23,4.6,4.3,1.3
E00057161,62.8,12,9.3,11.2,4.7
E00057163,50.9,15.2,11.6,15.8,6.5
E00057164,71.3,14,10,2.7,2
E00057165,54.2,7.8,11.9,17.6,8.5
E00057171,67.6,17.7,1.4,8.9,4.4
E00057172,76.1,16.9,2,3.8,1.1
E00057173,61.7,25.2,8.5,4.3,0.4
E00057175,53.1,26.4,8.3,9.8,2.4
E00057176,63.4,18.5,6.9,6.3,5
E00057182,74.7,17.4,4.7,1.2,2
E00057186,74.5,15.5,3,5.2,1.8
E00057188,46.6,14.6,14,16.2,8.5
E00057189,47.7,13.8,16.1,15.1,7.3
E00057190,77.3,14.7,6.1,0.7,1.1
E00057191,84.2,7.9,2.9,2.2,2.9
E00057192,88.8,8.9,1.9,0,0.4
E00057193,86.9,11.4,1.3,0.3,0
E00057194,82.3,10.7,3.7,2.3,1
E00057195,87.8,9.8,1.4,1,0
E00057196,81.8,10.4,1.5,3.3,3
E00057197,87.5,11.7,0.7,0,0
E00057198,83.4,12.5,1.8,1.2,1.2
E00057199,79.4,16.5,3.5,0.6,0
E00057200,74,17.7,4.6,2.4,1.2
E00057202,60,26.3,6.1,4.1,3.5
E00057204,60.3,26.5,5,4.8,3.4
E00057205,91.6,5.4,2.3,0.3,0.3
E00057206,80.5,13,3.8,2.7,0
E00057207,82.9,7.3,5.9,3.1,0.7
E00057208,68.7,22,3.3,3.3,2.6
E00057209,64.5,27.2,3.3,0.3,4.7
E00057210,79.8,15.7,2.1,2.1,0.2
E00057211,70,20.9,2.9,3.7,2.6
E00057212,74.2,19.8,4.4,1.6,0
E00057213,72.2,15.4,4.7,5.5,2.2
E00057214,72.8,19.7,3.4,1.3,2.8
E00057215,73.8,20.7,1.8,2.5,1.3
E00057216,66.1,21.2,6.1,3.8,2.8
E00057217,68,19.8,4.5,4,3.8
E00057218,68.7,18.9,3.5,5.9,3
E00057220,61.4,19.8,8.8,5.6,4.4
E00057221,69.2,25.7,1.8,2.7,0.6
E00057222,56.4,27.9,4.7,4.7,6.2
E00057223,55.3,27.9,7.7,5.2,3.9
E00057225,57.2,21.1,9,8.3,4.5
E00057226,59.2,32.8,3.8,2.9,1.3
E00057227,90.2,5.5,1.2,1.8,1.2
E00057228,90.5,8.6,0.6,0.3,0
E00057229,88.1,10.8,0.7,0,0.4
E00057230,87.2,7.7,2.2,2.2,0.7
E00057231,89.3,8.2,1.6,0.9,0
E00057232,83.8,6.9,4,2.4,2.9
E00057233,89.2,7.4,2.2,0.7,0.4
E00057234,82.1,9.9,3.3,2.6,2.2
E00057235,87.3,6.1,2.5,3.2,1
E00057236,76,17.6,2.2,1.9,2.2
E00057238,87.6,10.4,1.1,0.6,0.3
E00057239,83.1,11.4,2.2,0.6,2.8
E00057240,79.8,14.9,2.7,2.1,0.5
