areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00057125,54.6,15.8,14.5,15.1
E00057127,54.7,10.5,9.5,25.3
E00057133,56.3,11.8,20.2,11.8
E00057134,58.2,12,10.1,19.6
E00057137,50,16.4,14.3,19.3
E00057145,54.8,11.6,18.7,14.8
E00057148,61.1,8.3,15.7,14.8
E00057149,57.3,10.7,16.5,15.5
E00057150,63.6,12.7,13.6,10
E00057151,46.4,11.3,11.9,30.5
E00057154,60.7,7.7,15.4,16.2
E00057155,52,11.8,13.7,22.5
E00057156,64.5,8.9,13.7,12.9
E00057157,53.2,16.5,16.5,13.8
E00057158,64.5,4.1,24,7.4
E00057161,67.6,11.4,7.6,13.3
E00057163,50.5,18.7,13.1,17.8
E00057164,52.6,21.8,14.1,11.5
E00057165,45.1,11.3,13.5,30.1
E00057171,50.7,10.4,14.2,24.6
E00057172,54.2,15.5,16.1,14.3
E00057173,55.7,15.7,6.1,22.6
E00057175,60,10.8,10,19.2
E00057176,44.4,15.3,20.2,20.2
E00057182,65.9,12.2,7.3,14.6
E00057186,59.1,13.6,17,10.2
E00057188,45.6,13.3,14.4,26.7
E00057189,46.7,14.6,12.4,26.3
E00057190,50,9,20,21
E00057191,37.7,14.3,38.3,9.7
E00057192,20.4,8.8,63.3,7.5
E00057193,27.6,12.5,51.3,8.6
E00057194,52.7,7.8,30.2,9.3
E00057195,35,10,50.6,4.4
E00057196,47.4,10.9,27,14.6
E00057197,31.7,8.3,53.1,6.9
E00057198,27.7,14.7,48.7,8.9
E00057199,57.7,6.6,23.4,12.4
E00057200,53.5,7.6,15.3,23.5
E00057202,48.4,8.4,21.3,21.9
E00057204,48.7,10.1,25.9,15.2
E00057205,34.9,11,45.3,8.7
E00057206,55.2,14.3,14.3,16.2
E00057207,38.9,10.9,43.1,7.1
E00057208,47.3,10.3,35.4,7
E00057209,37.9,8.1,44.7,9.3
E00057210,34.6,9.2,47.9,8.3
E00057211,41.2,11.8,36,11
E00057212,30.1,8.1,51.2,10.6
E00057213,36.9,15.9,37.4,9.8
E00057214,34.3,11.9,44.1,9.8
E00057215,46.2,11.5,33,9.3
E00057216,41.4,9.9,29.3,19.4
E00057217,44.2,4.6,33.5,17.8
E00057218,45.9,4.5,22.6,27.1
E00057220,44.6,10.4,27.5,17.6
E00057221,38.6,7.4,47.2,6.8
E00057222,51.7,6.8,18.4,23.2
E00057223,44.3,10.2,30.1,15.3
E00057225,44.9,10.7,17.9,26.5
E00057226,48.9,8.4,26.7,16
E00057227,32.9,15.6,46.9,4.5
E00057228,24.4,16.1,58.1,1.4
E00057229,28.3,16.6,50.3,4.8
E00057230,29.9,13.8,51.7,4.6
E00057231,24.1,7.1,60.6,8.2
E00057232,29.2,14.2,52.3,4.3
E00057233,29.9,11.9,50.7,7.5
E00057234,42.4,10.3,40,7.3
E00057235,28.6,7,61.3,3
E00057236,32.8,11.8,48.4,7
E00057238,26.9,10.1,57.2,5.8
E00057239,30.4,10.5,50.3,8.8
E00057240,38.7,13.2,38.7,9.4
E00057241,53.5,12.5,17.4,16.7
E00057242,41.3,11,32.3,15.5
E00057244,33.6,11.3,50.5,4.7
E00057245,40.3,13.1,31.8,14.8
E00057246,46.7,13.3,17.8,22.2
E00057247,28.3,10,57.8,3.9
E00057248,43.8,10.2,29.9,16.1
E00057249,30.9,12,49.1,8
E00057250,47.8,8.9,31.1,12.2
E00057251,37.5,8.7,45.1,8.7
E00057252,32.9,10.1,50.7,6.3
E00057253,40.1,9.3,41.4,9.3
E00057341,27.4,11.1,47.4,14.1
E00057393,31.5,10.2,46.5,11.8
E00057399,30.9,12.2,49.7,7.2
E00057401,34.2,10.5,46.1,9.2
E00057564,42.1,12.1,27.1,18.6
E00057565,43.2,9.5,18.9,28.4
E00057567,42.4,16.8,16.3,24.5
E00057568,46.3,10.1,19.1,24.5
E00057570,54,8.6,15,22.5
E00057571,42,17.8,15.9,24.2
E00057573,56.9,18.6,7.8,16.7
E00057574,55.3,12.6,18.4,13.6
E00057575,50.4,11.6,13.2,24.8
E00057576,35.3,19,24.1,21.6
E00057577,51.2,14,11.6,23.2
E00057579,49.7,11,18.7,20.6
E00057580,47,14.1,21.1,17.8
E00057581,39.7,13.5,31.7,15.1
E00057583,46.5,17.4,17.4,18.8
E00057584,54.5,8.1,19.5,17.9
E00057585,43.5,14.5,9.4,32.6
E00057586,54.3,15.2,17.1,13.3
E00057587,54,13.3,9.7,23
E00057590,49.6,13.4,17.6,19.3
E00057591,55.9,4.7,21.3,18.1
E00057592,58,9.1,11.4,21.6
E00057593,44.1,16.8,10.5,28.7
E00057594,52.8,11.8,14.2,21.2
E00057595,49.4,18.5,9,23
E00057596,40.9,19.3,10.2,29.5
E00057597,48,14.3,22.4,15.3
E00057598,45,8.6,25.8,20.5
E00057599,49.2,9.2,23.8,17.7
E00057600,55.9,11,7.1,26
E00057601,52.6,13.2,11.4,22.8
E00057602,43.3,8.7,22,26
E00057603,44.4,19.4,15.7,20.4
E00057604,65.3,10.2,11.2,13.3
E00057605,52.2,16.9,14,16.9
E00057606,71.6,10.2,11.4,6.8
E00057607,61,13.5,12.1,13.5
E00057608,47.2,15.2,20,17.6
E00057609,45.4,14.8,14.8,25
E00057610,55.1,13.3,18.4,13.3
E00057611,54.5,15.5,10.9,19.1
E00057612,55.5,10.2,14.8,19.5
E00057613,55.1,8.5,11.9,24.6
E00057614,53.5,17.5,11.4,17.5
E00057615,47,13.6,14.4,25
E00057616,52.7,13.7,15.3,18.3
E00057617,55.5,12.7,10.9,20.9
E00057618,53.4,9.3,12.7,24.6
E00057626,50.3,5.7,27.4,16.6
E00057628,46.5,14.1,34.3,5.1
E00057629,54,16,25.3,4.7
E00057630,37.4,13.1,37.4,12.1
E00057631,50,9.5,25,15.5
E00057632,30,10,45.6,14.4
E00057633,41,17.1,31.6,10.3
E00057634,31.7,8.2,52.4,7.7
E00057638,47.5,12.7,30.5,9.3
E00057639,42.8,14.9,36.3,6
E00057641,38.7,10.1,48.8,2.4
E00057642,39.1,14.6,42.1,4.3
E00057643,39.2,12.5,43.8,4.5
E00057646,47.9,9.4,29.9,12.8
E00057647,45.5,17.1,32.5,4.9
E00057648,43.2,22.4,28.8,5.6
E00057649,52,17.6,18.9,11.5
E00057650,42.6,14.2,29.1,14.2
E00057651,49.5,16.5,19.4,14.6
E00057652,49,6.9,36.3,7.8
E00057653,47.4,14,24.6,14
E00057654,38.2,15.6,38.7,7.5
E00057655,41.1,7.7,42.3,8.9
E00057656,35.3,15.7,33.3,15.7
E00057657,39.4,17.3,28.8,14.4
E00057658,50,17.9,21.7,10.4
E00057659,48.4,15.5,27.7,8.4
E00057660,39.7,8.6,37.9,13.8
E00057661,45.4,14.9,32.6,7.1
E00057662,52.4,17.5,22.3,7.8
E00057663,43.5,21.8,29,5.6
E00057664,46.8,14.9,29.8,8.5
E00057665,36.3,14.3,37.4,12.1
E00057666,45.6,13.4,34.2,6.7
E00057667,63.6,11.4,13.6,11.4
E00057668,45.3,12,28,14.7
E00057669,47.5,11.5,33.1,7.9
E00057670,69.4,11.3,17.7,1.6
E00057671,36.8,13.2,36.8,13.2
E00057672,34.5,8.6,47.4,9.5
E00057673,21.4,11.4,61.8,5.5
E00057674,39,7.3,47.2,6.5
E00057675,56.3,7.5,17.5,18.8
E00057676,53.7,5.7,26,14.6
E00057679,36.9,16.4,33.6,13.1
E00057680,52.1,8.3,31.3,8.3
E00057681,33.6,10.6,50,5.8
E00057683,40.2,16.5,40.2,3.1
E00057685,39.2,13.7,40.2,6.9
E00057691,62,9.9,21.8,6.3
E00057692,43.1,13.8,37.9,5.2
E00057693,51.9,16.3,27.9,3.9
E00057696,31.1,14.2,52.7,2
E00057697,39.6,15.2,38.4,6.7
E00057699,38.8,14.3,37.8,9.2
E00057700,45.1,20.1,27.8,6.9
E00057701,49.4,18.1,24.1,8.4
E00057702,42.9,11.6,39.5,6.1
E00057703,46.2,22,25.8,6.1
E00057704,48.4,11,36.3,4.4
E00057833,49.4,8.8,26.3,15.6
E00057845,41.5,14,35.8,8.8
E00057849,48.4,7.9,31.7,11.9
E00057853,55.7,5.7,15.9,22.7
E00057854,37.3,13.3,41.2,8.2
E00057855,47.3,8,26,18.7
E00057856,36.6,10.9,40.6,11.9
E00057857,40.4,14,24.6,21.1
E00057858,44.8,13.6,29.6,12
E00057859,48.3,9,30.9,11.8
E00057892,39,10.7,38.5,11.8
E00057894,48.5,11.4,36.1,4
E00057896,35.2,9.9,45.8,9.2
E00057971,32.7,13.1,43.8,10.5
E00057972,27.5,12.1,54.4,6
E00057973,41.4,10.7,39.6,8.3
E00057974,29.1,15.9,48.1,6.9
E00057975,33.2,10.4,48.5,7.9
E00057976,32.8,8.4,46.2,12.6
E00057977,31,10.6,50.7,7.7
E00057978,37.7,10.2,38.3,13.8
E00057979,40.7,14,36.7,8.7
E00057980,33.7,9.2,47,10
E00057981,23.3,10,55.8,10.8
E00057982,32.7,9.4,47.2,10.7
E00057983,31.7,16.9,45.8,5.6
E00057984,30.2,12.2,50.3,7.4
E00057985,40.2,11.3,36.8,11.8
E00057986,29.1,15.2,45.6,10.1
E00057987,35,12.4,45.3,7.3
E00057988,27.2,15.4,45.1,12.3
E00057989,34.9,11.2,45,8.9
E00057990,20.3,16.8,56.6,6.3
E00057991,30.7,10.7,43.6,15
E00057992,32.5,7.9,53.4,6.3
E00057993,41.3,15.6,32.1,11
E00057994,32.1,16.1,45.3,6.6
E00057995,34.4,10.8,41.9,12.9
E00057996,29.3,13.4,48.4,8.9
E00057997,44.9,8.7,37.7,8.7
E00057998,34.6,4.9,39.5,21
E00057999,30.2,11.9,47.8,10.1
E00058000,46.3,9.3,38.9,5.6
E00058001,29.2,10.3,48.6,11.9
E00058002,39,11,33.9,16.1
E00058003,28.5,13.2,50.3,7.9
E00058004,34,11.9,49.1,5
E00058005,36.3,14.1,40.7,8.9
E00058006,25.2,13.3,55.2,6.3
E00058007,26,15,49.7,9.2
E00058008,35.6,24.4,37.8,2.2
E00058009,29.9,8.7,53.8,7.6
E00058010,28.1,13.8,46.7,11.4
E00058011,52.1,14.6,28.1,5.2
E00058012,32.6,17.8,41.1,8.5
E00058013,37.8,12.4,43.3,6.5
E00058014,30,12.9,48.2,8.8
E00058015,43.6,17.3,27.3,11.8
E00058016,32.3,10.9,44.6,12.3
E00058017,33.5,12.2,41.5,12.8
E00058018,41,7.2,25.3,26.5
E00058019,27.5,17.4,44,11
E00058020,40.6,15.4,35.4,8.6
E00058021,32.1,6.5,54.2,7.1
E00058022,51.6,9.7,21,17.7
E00058023,34.9,15.1,42.2,7.8
E00058024,31.2,14.5,47.4,6.9
E00058025,35.2,9,45.1,10.7
E00058026,46.7,13.3,36.7,3.3
E00058027,39.5,12.2,39.5,8.7
E00058028,34.2,11,44.5,10.3
E00058029,40.6,12.9,34.7,11.9
E00058030,30.3,15.7,45.4,8.6
E00058031,31.9,15.7,41.6,10.8
E00058032,36.6,14.3,39.4,9.7
E00058033,34.5,12.1,41.4,12.1
E00058034,34.3,10.1,47.9,7.7
E00058036,36.3,15,38.1,10.6
E00058037,22.2,9.1,47.7,21
E00058038,53.8,7.6,24.2,14.4
E00058039,35.3,15.9,42.8,6
E00058040,48,9.8,19.5,22.8
E00058041,31.2,12.9,52.1,3.8
E00058226,37.1,14.5,38.7,9.7
E00058227,36.2,15.6,34.8,13.5
E00058228,40.9,12.7,32.7,13.6
E00058229,44.8,10.5,29.5,15.2
E00058230,46.2,14.5,29.9,9.4
E00058231,40.4,11.7,20.2,27.7
E00058232,43.6,14.9,26.7,14.9
E00058233,48.1,14.8,27.2,9.9
E00058243,24.8,12.9,56.4,5.9
E00058245,41.5,15.3,28,15.3
E00058250,28,11.3,54.7,6
E00058253,32.1,13,39.5,15.4
E00058254,45.7,10.5,32.4,11.4
E00058255,51.1,11.1,21.5,16.3
E00058256,49.5,10.7,28.2,11.7
E00058257,40.2,19.6,29.4,10.8
E00058258,51.5,11.1,21.2,16.2
E00058259,41.2,11.5,33.8,13.5
E00058260,46.2,10.3,19.3,24.1
E00058261,40.2,12.1,27.1,20.6
E00058262,38.8,13.3,20.4,27.6
E00058263,43.5,12.9,17.6,25.9
E00058264,35.4,12.4,28.3,23.9
E00058265,49.6,12.1,21.3,17
E00058291,31.4,14.3,44.8,9.5
E00058671,27.6,16,49.7,6.7
E00058672,37.4,6.4,52.9,3.2
E00058673,21.2,7.1,66.7,5.1
E00058675,26.1,16.2,54.1,3.6
E00058676,36.4,9.2,45.1,9.2
E00058677,29.1,11.5,50.9,8.5
E00058678,47.1,8,28.3,16.6
E00058679,36.7,13.5,34.1,15.7
E00058680,26.1,18.3,44.4,11.1
E00058681,28.8,14.8,48,8.3
E00058682,31.7,17,43,8.3
E00058683,27,19,43.7,10.3
E00058684,37.2,15,41.1,6.7
E00058685,35.7,12.6,43.5,8.3
E00058686,27.6,15.9,52.9,3.5
E00058687,26.9,14,50.3,8.8
E00058688,38.9,14.8,41.6,4.7
E00058689,35.6,16.4,41.8,6.2
E00058690,26.1,9.7,58.2,6.1
E00058691,27.7,9.2,57.4,5.6
E00058692,28.1,10.8,54.7,6.5
E00058693,25.6,9.1,59.7,5.7
E00058694,29.5,12.4,46.5,11.6
E00058695,33.3,8.5,49.6,8.5
E00058696,25,12.2,54.7,8.1
E00058697,19.3,21.6,51.1,8
E00058698,31.7,5.9,53.8,8.6
E00058700,33.6,16,42.4,8
E00058701,27.9,10.1,53.1,8.9
E00058703,29.4,12.6,52.8,5.1
E00058704,27.6,14.7,53.4,4.3
E00058705,35.9,13,42.4,8.7
E00058708,26.5,13.5,48.6,11.4
E00058709,21.5,16.7,52.8,9
E00058710,32,10.2,44.9,12.9
E00058711,30.2,11.8,47.9,10.1
E00058713,33.1,11,44.8,11
E00058714,38.8,6.1,38.2,17
E00058715,41.5,9.7,33.2,15.7
E00058716,40.1,14.4,24,21.6
E00058717,36.8,14.9,31.3,16.9
E00058718,38.1,9.4,36.3,16.3
E00058719,47.5,10,27.5,15
E00058720,39.7,8.2,32.6,19.6
E00058721,25.5,16.6,49,8.9
E00058722,45.5,10.2,31.8,12.5
E00058723,29.2,19.6,47.6,3.6
E00058724,34,13.8,47.3,4.8
E00058725,26,17.3,50.4,6.3
E00058726,32.3,10.8,44.6,12.3
E00058727,20.2,17.3,54.8,7.7
E00058728,40.9,10.9,40.9,7.3
E00058729,32.9,9.8,54.5,2.8
E00058730,30.2,17.1,48.8,3.9
E00058731,28.8,8.6,58.3,4.3
E00058732,28.8,20.9,45.8,4.6
E00058733,29.9,21.2,43.1,5.8
E00058800,43.8,9.6,31.5,15.1
E00058801,39.8,14.4,37.3,8.5
E00058802,52.6,10.5,26.3,10.5
E00058803,63.6,5.2,22.1,9.1
E00058805,56.5,13.6,8.2,21.8
E00058806,50.8,20.4,9.4,19.3
E00058807,61.2,15.5,10.7,12.6
E00058808,51.3,12.8,11.5,24.4
E00058809,41.9,20.6,14.8,22.6
E00058810,39.9,20.9,29.1,10.1
E00058811,47.2,17,21.7,14.2
E00058812,48.8,13.6,27.2,10.4
E00058813,61.5,2.1,20.8,15.6
E00058814,32.4,11.3,42.3,14.1
E00058816,67.3,13.1,5.6,14
E00058818,42.3,7.7,40.4,9.6
E00058821,41,16.7,34.7,7.6
E00058823,49,18.4,27.6,5.1
E00058826,42.3,18,30.6,9
E00058827,49.2,20,27.7,3.1
E00058828,43.4,8.2,37.7,10.7
E00058829,47.2,11.1,27.8,13.9
E00058830,51.1,10.6,12.8,25.5
E00058831,47.6,9.5,36.5,6.3
E00058832,51.9,9.8,22.6,15.8
E00058833,55.3,9.2,21.1,14.5
E00058834,53.1,12.2,28.6,6.1
E00058836,62.1,6.1,21.2,10.6
E00058837,40.7,14,33.7,11.6
E00058838,56.7,20.9,10.4,11.9
E00058840,58.4,16.9,20.8,3.9
E00058842,31.2,12.9,49.5,6.5
E00058843,53,12.8,15.4,18.8
E00058844,63.5,5.9,17.6,12.9
E00058847,59.4,18.8,11.6,10.1
E00058849,55.1,17.8,7.6,19.5
E00058850,53.1,9.9,16,21
E00058851,52.9,10,24.3,12.9
E00058852,73.6,6.9,8,11.5
E00058853,51.3,11.8,32.9,3.9
E00058854,68.6,6.6,10.7,14
E00058855,48.6,14,23.4,14
E00058856,35.3,32.4,24.5,7.8
E00058858,56.9,13.8,6.4,22.9
E00058859,44.6,13.5,35.1,6.8
E00058861,48.2,8.4,19.3,24.1
E00058862,57.8,10.9,21.9,9.4
E00058864,51.9,18,7.5,22.6
E00058865,51,16.1,20,12.9
E00058866,28.4,28.4,38.3,5
E00058867,51,8.2,10.2,30.6
E00058869,48.5,21.2,6.1,24.2
E00058870,45.2,8.7,39.4,6.7
E00058871,58.9,14.3,21.4,5.4
E00058872,49.2,11.1,33.3,6.3
E00058873,62.3,23,3.3,11.5
E00058874,52.5,14.1,11.1,22.2
E00058875,44,32,10,14
E00058876,43.2,16,13.6,27.2
E00058877,40.4,17.1,11.6,30.8
E00058878,50.6,7.6,30.4,11.4
E00058879,50.9,22.6,9.4,17
E00058880,52.5,12.3,9,26.2
E00058881,36.3,19.2,36.3,8.2
E00058884,37.7,13.1,44.3,4.9
E00058885,44.3,16.2,35.3,4.2
E00058887,36.9,5.6,50.9,6.5
E00058889,36.6,4.2,40.8,18.3
E00058890,58.1,13.5,21.6,6.8
E00058891,22.2,9.5,60.3,7.9
E00058892,35.6,14.4,45.6,4.4
E00058893,35.5,8.9,49.7,5.9
E00058894,30.7,12,53.2,4.1
E00058904,35.2,10.9,44,9.8
E00058906,39.4,7.1,45.2,8.4
E00058907,34.1,10.2,44.7,11
E00058909,40.2,7.2,44.3,8.2
E00058910,30.4,10.1,55.1,4.4
E00058912,41.8,6.5,44,7.6
E00058913,34.8,7.6,53.3,4.3
E00058914,34.7,10.5,44.7,10
E00058915,26.6,13.9,50.6,8.9
E00058917,31.6,10.7,51.9,5.9
E00058918,60.9,7.2,21.7,10.1
E00058920,30.3,6.1,42.4,21.2
E00058921,35.9,6.8,47,10.3
E00058922,46.8,9.7,27.4,16.1
E00058923,34.8,6.1,50.5,8.6
E00058924,29.4,6.9,55.6,8.1
E00058925,32.3,11.2,47.8,8.7
E00058926,38.9,8.7,47.2,5.2
E00058927,29.8,13.2,52.6,4.4
E00058928,34.1,7.8,50.3,7.8
E00058929,25.8,8,61.3,4.9
E00058930,37.2,9,47.6,6.2
E00058947,37.9,10.9,43.7,7.5
E00058955,38.4,9.6,38.4,13.7
E00058956,39,11,39,11
E00058958,48.4,16.1,27.7,7.7
E00058959,29,8.5,57.5,5
E00058960,34.6,15,36.4,14
E00169587,60.1,10.1,18.2,11.5
E00169589,36.7,11.1,42.2,10
E00169590,30.2,14.5,45.8,9.5
E00169592,27.1,12.5,55.6,4.9
E00169593,29.2,15.3,48.9,6.6
E00169598,41.4,3.4,32.8,22.4
E00169609,28.8,19.2,41.7,10.3
E00169611,41.3,10.9,43.5,4.3
E00169612,37.7,14.2,38.7,9.4
E00169617,36.4,10.9,38,14.7
E00169618,41.1,9.2,43.3,6.4
E00169620,46.8,9.5,21.4,22.2
E00169621,48.1,12.3,14.2,25.3
E00169625,50.6,16.9,21.7,10.8
E00169626,35.2,8,52.8,4
E00169629,49,9.4,35.9,5.7
E00169738,56.4,18.6,10.7,14.3
E00169739,44.7,10.6,20.5,24.2
E00169740,54.2,15.3,13.6,16.9
E00169741,50,11.2,17.3,21.4
E00169742,53.3,8.9,25.6,12.2
E00169744,43.7,15.1,26.9,14.3
E00169745,46.7,6.7,30,16.7
E00169746,29.3,31.5,28.3,10.9
E00169747,51.3,15.4,30.8,2.6
E00169748,35.6,20,38.9,5.6
E00169751,45.5,11.6,21.4,21.4
E00169752,48.3,10.3,27.6,13.8
E00169755,53.8,15.7,19.7,10.8
E00169780,35.8,8.3,53.3,2.5
E00169783,27,15.9,46,11.1
E00170048,38.4,8.8,46.4,6.4
E00170049,49.2,19.7,11.5,19.7
E00170332,57.6,13.6,1.5,27.3
E00170433,46.9,4.9,40.2,8
E00170581,41.3,8.3,39.7,10.7
E00170582,45.2,14.3,34.1,6.3
E00170584,32.7,13.5,33.7,20.2
E00170600,53.1,11.5,14.2,21.2
E00170601,53.7,10.7,14.8,20.8
E00170603,49.2,8.7,21.4,20.6
E00170621,36.7,6.8,49,7.5
E00187025,36,20.7,33.3,10
E00187030,48.8,6.7,38.8,5.8
E00187037,45.8,11.1,36.1,6.9
E00187038,42.5,20,22.5,15
E00187047,37.1,26.7,28.6,7.6
E00187048,41.8,13.9,40.8,3.5
E00187050,34.8,13.4,43.8,8
E00187051,56.7,8.2,33,2.1
E00187057,35.7,23.8,26.2,14.3
E00187062,34.8,21.7,32.6,10.9
E00187067,42.6,11.9,36.6,8.9
E00187083,33.8,14.7,45.6,5.9
E00187093,33.1,9.7,50.3,6.9
E00187113,33.8,4.6,55.4,6.2
E00187119,38.5,38.5,16.7,6.4
E00187120,34,8.8,53.5,3.7
E00187123,24.3,17.1,47.1,11.4
E00187127,52.8,19.4,13.9,13.9
E00187134,40.9,7.6,36.4,15.2
E00187135,37.1,12.9,41.4,8.6
E00187136,35,7.1,54.4,3.5
E00187137,43.2,16.4,31.5,8.9
E00187144,37.7,9,48.4,4.9
E00187145,39.9,8,47.1,5
E00187152,31.3,27.6,36.5,4.7
