areacd,sex-001,sex-002
E00163841,52.5,47.5
E00163842,52.2,47.8
E00163843,57,43
E00163844,51.1,48.9
E00163845,45.8,54.2
E00163846,56.2,43.8
E00163847,49.5,50.5
E00163848,51.3,48.7
E00163849,55.9,44.1
E00163850,51.3,48.7
E00163851,51.5,48.5
E00163852,55.1,44.9
E00163853,53.1,46.9
E00163854,57.4,42.6
E00163855,51,49
E00163856,52.1,47.9
E00163857,52.9,47.1
E00163858,51.4,48.6
E00163859,50.5,49.5
E00163871,49.3,50.7
E00163872,51.1,48.9
E00163873,54.9,45.1
E00163874,52.3,47.7
E00163875,50.7,49.3
E00163876,50.6,49.4
E00163877,56.6,43.4
E00163878,50.4,49.6
E00163879,51.3,48.7
E00163880,49.3,50.7
E00163881,51.9,48.1
E00163882,50.6,49.4
E00163883,50.2,49.8
E00163884,49.3,50.7
E00163885,55.2,44.8
E00163886,49.9,50.1
E00163887,55.8,44.2
E00163888,54.1,45.9
E00163890,51.9,48.1
E00163891,51.5,48.5
E00163892,53.3,46.7
E00163893,55,45
E00163894,47.8,52.2
E00163895,54.3,45.7
E00163896,53,47
E00163897,51,49
E00163898,48.5,51.5
E00163899,48.7,51.3
E00163900,48.2,51.8
E00163901,54.6,45.4
E00163951,54.1,45.9
E00163952,52.7,47.3
E00163953,52.5,47.5
E00163954,49.7,50.3
E00163955,53.1,46.9
E00163956,56.8,43.2
E00163957,49.2,50.8
E00163958,51.2,48.8
E00163959,49.3,50.7
E00163974,52,48
E00163975,54,46
E00163976,55,45
E00163977,57.5,42.5
E00163978,50.7,49.3
E00163979,50.8,49.2
E00163980,49.1,50.9
E00163981,50,50
E00163982,49.3,50.7
E00163983,58.3,41.7
E00163984,50.5,49.5
E00163985,50.8,49.2
E00163986,53.6,46.4
E00163987,52.8,47.2
E00163988,51.3,48.7
E00163989,52.7,47.3
E00163990,46.4,53.6
E00163991,54.4,45.6
E00163992,51.4,48.6
E00163993,51.6,48.4
E00163994,51.3,48.7
E00163995,53.1,46.9
E00163997,48.5,51.5
E00163998,52,48
E00164000,50.6,49.4
E00164001,50.2,49.8
E00164002,50.7,49.3
E00164003,48.6,51.4
E00164004,50.1,49.9
E00164005,49.4,50.6
E00164006,48.3,51.7
E00164007,49.4,50.6
E00164008,51.6,48.4
E00164009,55,45
E00164010,48.7,51.3
E00164011,60.5,39.5
E00164012,51.9,48.1
E00164014,55.7,44.3
E00164015,50.6,49.4
E00164016,52.1,47.9
E00164017,54.7,45.3
E00164018,60.7,39.3
E00164019,51.5,48.5
E00164021,51.5,48.5
E00164022,50.2,49.8
E00164023,46.4,53.6
E00164024,55.3,44.7
E00164025,55.5,44.5
E00164026,48.5,51.5
E00164027,48.8,51.2
E00164028,51.9,48.1
E00164029,53.3,46.7
E00164030,54,46
E00164031,52.6,47.4
E00164032,49.9,50.1
E00164033,52.1,47.9
E00164034,50.2,49.8
E00164035,53.7,46.3
E00164036,57.6,42.4
E00164037,52.5,47.5
E00164039,50.6,49.4
E00164040,48,52
E00164041,55.8,44.2
E00164042,48.3,51.7
E00164043,47.5,52.5
E00164044,50.5,49.5
E00164045,54.9,45.1
E00164047,51.9,48.1
E00164048,49.8,50.2
E00164049,51.8,48.2
E00164050,50.2,49.8
E00164051,54.3,45.7
E00164052,51.7,48.3
E00164054,57.7,42.3
E00164055,48.7,51.3
E00164056,50,50
E00164057,48.8,51.2
E00164058,48.5,51.5
E00164059,51.8,48.2
E00164060,48.4,51.6
E00164062,47.5,52.5
E00164063,50.3,49.7
E00164064,47.5,52.5
E00164065,47.7,52.3
E00164066,51.6,48.4
E00164067,47.6,52.4
E00164068,49.4,50.6
E00164069,52.1,47.9
E00164070,50.1,49.9
E00164073,47.6,52.4
E00164074,49.3,50.7
E00164097,51.2,48.8
E00164098,51.9,48.1
E00164099,50,50
E00164100,47.4,52.6
E00164101,51,49
E00164102,51.5,48.5
E00164103,49.4,50.6
E00164104,50,50
E00164105,52.1,47.9
E00164106,51.2,48.8
E00164107,50.1,49.9
E00164108,55.1,44.9
E00164109,49.7,50.3
E00164110,53.5,46.5
E00164111,52.8,47.2
E00164112,49.6,50.4
E00164114,48.4,51.6
E00164115,49.4,50.6
E00164116,49.6,50.4
E00164117,48.7,51.3
E00164118,48.7,51.3
E00164119,53.7,46.3
E00164385,51.9,48.1
E00164388,50.8,49.2
E00164392,46.5,53.5
E00164393,46.4,53.6
E00164395,48.3,51.7
E00164402,49.4,50.6
E00164403,49.5,50.5
E00164404,51.1,48.9
E00164405,55.1,44.9
E00164406,56.5,43.5
E00164407,52.7,47.3
E00164412,55.1,44.9
E00164414,50.1,49.9
E00164415,49.6,50.4
E00164416,48.5,51.5
E00164417,50.7,49.3
E00164418,52.7,47.3
E00164419,51.7,48.3
E00164420,47.2,52.8
E00164421,54.1,45.9
E00164422,53.7,46.3
E00164423,50,50
E00164424,48.7,51.3
E00164425,49.4,50.6
E00164426,50.5,49.5
E00164427,52.9,47.1
E00164428,41.4,58.6
E00164429,47.9,52.1
