geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00032536,32,24,27.3,16.7
E00032537,34.3,20.8,32.1,12.8
E00032538,40.7,22.5,23.1,13.7
E00032539,35,26.8,25.5,12.7
E00032540,54,1.6,25.4,19
E00032541,42,19.5,27.8,10.7
E00032542,45.6,15,23.1,16.3
E00032543,38.1,20.8,22,19
E00032544,42,22.7,27.6,7.7
E00032545,40.5,25.7,24.3,9.5
E00032546,32.5,25.6,33.3,8.5
E00032547,34.5,24.2,24.8,16.4
E00032548,41.4,21.1,23.7,13.8
E00032549,25.7,23.9,36.7,13.8
E00032550,40.7,22.8,22.8,13.8
E00032551,40.3,23.5,26.1,10.1
E00032552,47.9,20.2,18.1,13.8
E00032553,36.6,22.8,30.3,10.3
E00032554,35.6,21.1,30.9,12.4
E00032555,42.6,15.6,28.4,13.5
E00032557,34.7,26.3,29.3,9.6
E00032558,43.5,18.6,30.4,7.5
E00032559,33.6,20.4,29.6,16.4
E00032560,37,28.5,26.7,7.9
E00032568,45.7,30.4,13,10.9
E00032569,35.3,20.7,30.4,13.6
E00032570,44.7,24.5,10.6,20.2
E00032571,36.5,30.3,15.7,17.4
E00032572,38,25.2,23.9,12.9
E00032573,35.6,18.5,29.6,16.3
E00032574,33,14.8,34.8,17.4
E00032575,44.9,20.2,14.6,20.2
E00032576,32.8,29.6,20,17.6
E00032577,37.8,21.8,19.3,21
E00032578,44.4,28.2,13.7,13.7
E00032579,46,25,11,18
E00032580,48.6,28.4,9.5,13.5
E00032581,38.8,20.4,15.3,25.5
E00032582,43.6,22.8,16.8,16.8
E00032583,43.8,22.5,11.2,22.5
E00032584,53.6,21.6,9.3,15.5
E00032585,37.8,27.7,23.5,10.9
E00032586,43.4,27.3,14.7,14.7
E00032587,46.8,9.9,14.4,28.8
E00032588,50.5,22.1,15.3,12.1
E00032589,44.6,28.9,10.7,15.7
E00032590,36.2,15.2,31.9,16.7
E00032591,44,17.9,19.6,18.5
E00032592,42.6,18.3,26.4,12.7
E00032593,33.6,25.3,29.6,11.6
E00032594,42.9,17.3,20.4,19.4
E00032595,46.9,27.6,9.2,16.3
E00032596,50,14.4,12.5,23.1
E00032597,36.9,27,25.2,10.8
E00032598,42.3,19.4,24,14.3
E00032599,36.8,22.6,23.6,17
E00032600,43.1,19.8,18.1,19
E00032601,39.1,22.6,23.3,15
E00032602,46.8,20.2,18.1,14.9
E00032603,44.3,13.6,25.3,16.7
E00032604,44.2,20.6,18.8,16.4
E00032605,27.3,27.3,0,45.5
E00032606,35.7,19.2,27.5,17.6
E00033082,34.1,13.6,39.4,12.9
E00033083,34.1,14.8,43,8.1
E00033084,39.6,10.8,35.3,14.4
E00033085,41.7,15.7,33.1,9.4
E00033086,35.4,16.8,31.9,15.9
E00033087,44.4,14.4,31.6,9.6
E00033088,50.5,12.8,27.5,9.2
E00033089,48.3,8.4,33.6,9.8
E00033090,47.1,13.5,24.7,14.7
E00033091,51.3,7.3,31.3,10
E00033092,42,19.6,26.1,12.3
E00033093,47.2,13.6,26.7,12.5
E00033094,53,18.2,18.2,10.6
E00033096,35.8,13.8,39,11.4
E00033097,52.3,16.5,18.3,12.8
E00033098,40,17.3,32.7,10
E00033099,37.5,10.4,39.6,12.5
E00033100,41.2,16,27.5,15.3
E00033101,33.6,17.3,36.4,12.7
E00033102,44.4,12.5,28.2,14.8
E00033103,56.8,11.4,18.2,13.6
E00033104,49.1,15.1,22.6,13.2
E00033105,45.7,13.8,28.3,12.3
E00033106,45.7,9.5,26.7,18.1
E00033107,40.2,18.3,30.8,10.7
E00033108,43.7,18.5,21.9,15.9
E00033109,41.3,16.7,23.9,18.1
E00033110,47.9,13.6,28.6,10
E00033113,40.6,15.6,34.4,9.4
E00033114,34.8,13.8,44.2,7.2
E00033115,36.8,12.3,36.8,14
E00033116,35.1,13.5,37.8,13.5
E00033117,32.3,18.9,36,12.8
E00033118,35.1,28.4,26.9,9.7
E00033119,35.1,7.4,45.9,11.5
E00033120,39.6,8.3,36.8,15.3
E00033121,32.9,21.5,35.4,10.1
E00033122,38.5,20,29.6,11.9
E00033123,43.1,13.1,30.8,13.1
E00033125,59,15.4,17.9,7.7
E00033126,36.5,16.3,36.5,10.6
E00033127,41.6,13.1,37.4,7.9
E00033128,47.4,12.9,21.6,18.1
E00033129,44,18.1,30.2,7.8
E00033130,37.8,13.4,40.1,8.7
E00033131,44.2,10.6,29.2,15.9
E00033870,50,10,25,15
E00033994,45.8,17.4,22.2,14.6
E00033995,37.1,21.6,21.6,19.6
E00033996,47.5,19.2,14.1,19.2
E00034014,46.2,18.8,14.5,20.5
E00034017,50,16.1,11.9,22
E00034154,36.7,20.8,21.7,20.8
E00034156,50,19,17.9,13.1
E00034157,62.8,11.6,12.4,13.2
E00034158,42.7,20.1,21.9,15.3
E00034160,49.5,12.6,22.5,15.3
E00034162,40.9,12.1,33.3,13.6
E00034163,46.3,14.7,14.7,24.2
E00034164,47.6,19,23.8,9.5
E00034165,48.6,18.3,22,11
E00034167,49.6,20.3,16.5,13.5
E00034168,49.6,12,16.8,21.6
E00034169,51.8,7.3,30.9,10
E00034170,44,10.1,36.6,9.3
E00034171,56.5,13.7,12.9,16.9
E00034175,46.2,16.5,23.1,14.3
E00034178,45.1,17,24.2,13.7
E00034182,40.4,24.6,26.3,8.8
E00034184,43.3,19.6,21.6,15.5
E00034185,64,8.1,11.6,16.3
E00034187,54.3,24.7,8.6,12.3
E00034188,59.4,9.8,16.1,14.7
E00034189,59.2,13.3,13.3,14.2
E00034190,43.1,18.1,18.1,20.7
E00034191,54.1,18.9,17.6,9.5
E00034192,67.9,6.3,14.3,11.6
E00034193,45.4,26.1,13.4,15.1
E00034194,53,14.8,16.5,15.7
E00034195,64.6,15,8.8,11.5
E00034196,57.1,13.4,15.2,14.3
E00034197,48.4,19.8,14.3,17.5
E00034234,55.6,21.1,12,11.3
E00034235,41.4,23.4,17.2,17.9
E00034236,50.9,27.4,16,5.7
E00034237,61.5,17.7,12.3,8.5
E00034238,42.1,24.6,12.3,21.1
E00034239,45,30,10.8,14.2
E00034240,38.9,24.2,15.8,21.1
E00034241,47.9,23.5,14.3,14.3
E00034242,50.5,21.8,10.9,16.8
E00034243,40,30.3,12.1,17.6
E00034244,50.4,19.5,12.4,17.7
E00034245,40,31.8,18.8,9.4
E00034246,47.5,20,12.5,20
E00034247,41,23.1,19.4,16.4
E00034248,35.6,27.1,20.3,16.9
E00034249,49,22.9,8.3,19.8
E00034250,46.5,20.8,12.5,20.1
E00034251,46.2,19.4,11.8,22.6
E00034252,50,23.9,11.9,14.2
E00034253,51,19.7,15.9,13.4
E00034254,47,22.2,14.5,16.2
E00034255,44.6,20.8,19.2,15.4
E00034256,50.3,20.8,13.2,15.7
E00034257,49.3,30.1,12.5,8.1
E00034258,48.6,24.7,14.9,11.8
E00034259,49.2,23.8,13.9,13.1
E00034260,51.4,19.8,17.1,11.7
E00034261,37.8,25.2,18,18.9
E00034262,34.6,25.2,16.8,23.4
E00034263,44.9,22.9,17.8,14.4
E00034264,43.3,20.2,12.5,24
E00034433,37.4,12.2,37.4,13
E00034434,36,13.5,43.3,7.3
E00034435,33.6,14.1,43,9.4
E00034436,32.4,15.5,45.1,7
E00034437,56.3,16,13.4,14.3
E00034438,37.2,19.1,30.9,12.8
E00034439,36.7,10,46,7.3
E00034440,46.4,17,20.5,16.1
E00034441,40.5,15.2,29.7,14.6
E00034442,39.7,16.2,33.5,10.6
E00034447,33.5,11.7,46.9,7.8
E00034448,32.1,11.7,43.1,13.1
E00034451,41.7,16.5,30.7,11
E00034453,44.6,11.6,33.9,9.8
E00034454,37.8,20,22.2,20
E00034455,42.9,15.9,27,14.3
E00034456,31.5,16.1,43.5,8.9
E00034471,26.7,13,51.4,8.9
E00034472,53.9,9.2,25.5,11.3
E00034473,36.9,9.9,38.7,14.4
E00034474,52.9,14,16.9,16.2
E00034475,42.4,17.6,22.4,17.6
E00034476,46.8,10.6,30.9,11.7
E00034477,36,10.4,39.6,14
E00034478,36.2,13.3,39,11.4
E00034479,39.7,9.5,45.7,5.2
E00034480,42.9,11.9,19,26.2
E00034481,44,11,33,12
E00034482,50,13.6,25,11.4
E00034483,50.9,9.3,25,14.8
E00034484,43.7,14.8,29.6,11.9
E00034485,44.4,13.5,30.1,12
E00165717,30.9,14.5,45.5,9.1
E00165718,48.8,15.9,28.8,6.5
E00172016,34.3,25.6,28,12.1
E00172017,35.9,24.3,27.2,12.5
E00172131,33.1,28.5,25.6,12.8
E00176630,43.3,12.1,31.9,12.8
E00176662,42.6,15.6,27.9,13.9
E00176670,50,15.4,23.1,11.5
E00176671,51.1,15,24.8,9
E00176672,47.1,9.9,32.2,10.7
E00176673,51.1,6.7,23.3,18.9
E00176704,50,17,20.2,12.8
E00176706,47.1,14.4,22.4,16.1
E00176707,43.5,14.8,31.7,10
E00176742,39.2,23.2,29.6,8
E00176743,48.2,15.3,23.4,13.1
E00176745,53.7,15.6,18.8,11.9
E00176765,45.8,19,25.5,9.8
E00182951,36.6,15.1,42.2,6
E00183012,54.8,20.6,12.7,11.9
E00183016,43.6,12.7,34.5,9.1
E00183021,37.3,24,29,9.7
E00183028,36.7,15.8,33.8,13.7
