areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00122064,50.4,35.3,14.3,0,0
E00122065,40.6,36.7,18.8,3.1,0.8
E00122066,61.3,26.9,10.9,0.8,0
E00122067,61.5,26.2,10.7,1.6,0
E00122068,27.6,26.4,43.7,1.1,1.1
E00122069,49.4,33.3,13.6,3.7,0
E00122070,59.5,26.7,13.8,0,0
E00122071,70.9,23.3,5.8,0,0
E00122072,48.5,36.6,12.9,2,0
E00122073,43.2,43.2,12.3,0.7,0.7
E00122074,33.8,36.9,29.2,0,0
E00122075,15.4,30.8,40,10,3.8
E00122077,19.2,21.8,51.9,6.4,0.6
E00122078,30.4,44,22.4,3.2,0
E00122080,13.2,34,50,2.1,0.7
E00122083,24.5,29.6,40.9,5,0
E00122084,31.9,19.3,40,6.7,2.2
E00122085,21.3,32.7,42.2,3.3,0.5
E00122086,10.3,30.1,51.5,7.4,0.7
E00122087,66.7,16.3,17.1,0,0
E00122088,19.8,32.8,42,3.8,1.5
E00122089,29.8,29,41.1,0,0
E00122090,58.3,33.1,8.7,0,0
E00122091,52.7,32.7,12.7,1.8,0
E00122092,28.3,36.7,34.6,0.4,0
E00122093,53,32.5,14.5,0,0
E00122094,41.5,36.2,21.5,0.8,0
E00122095,66.3,20.9,11,1.8,0
E00122096,66.9,26.6,4.8,1.6,0
E00122097,30.3,30.3,31.1,7.6,0.8
E00122098,25,21.6,46.6,6,0.9
E00122099,13,32.5,38.2,15.4,0.8
E00122100,4.6,24.1,56.5,13.9,0.9
E00122101,39.9,33.1,23.6,2,1.4
E00122102,40.3,37,19.3,3.4,0
E00122103,65.4,23.1,10.8,0.8,0
E00122123,68.6,22.3,7.4,1.7,0
E00122124,48.7,31.1,17.6,2.5,0
E00122127,57,31.6,11.4,0,0
E00122137,18.3,64.1,17,0.7,0
E00122138,18.9,69.2,10.5,1.4,0
E00122139,24.6,62.3,11.5,1.5,0
E00122140,3.4,23.9,70.9,1.7,0
E00122141,19.5,39.1,34.6,6,0.8
E00122142,30.4,29.4,38.2,2,0
E00122143,17.9,39.6,38.7,3.8,0
E00122144,20.7,58.7,18.7,2,0
E00122145,16.9,55.9,23.5,3.7,0
E00122147,73.8,19.9,5.7,0.7,0
E00122148,63.6,30,5.7,0.7,0
E00122149,68.3,22.8,7.3,1.6,0
E00122150,65.9,23.9,6.8,3.4,0
E00122151,57.9,33.3,7,1.8,0
E00122152,53.4,16.8,28.2,1.5,0
E00122153,69.9,25.5,4.6,0,0
E00122154,52.8,37,7.9,2.4,0
E00122155,63.6,31,4.7,0.8,0
E00122156,79.8,14.9,4.8,0.6,0
E00122176,47.1,35.3,17.6,0,0
E00122177,26.1,51.5,17.9,4.5,0
E00122178,18.6,61.4,17.1,2.9,0
E00122179,28.2,44.8,21.5,5.5,0
E00122180,34.4,43.3,21.7,0.6,0
E00122181,21.5,58.5,20,0,0
E00122182,26.9,41.8,24.6,5.2,1.5
E00122183,36.3,41.1,20.2,2.4,0
E00122184,26.2,51.1,19.9,2.1,0.7
E00122185,14.9,37.3,43.3,3.7,0.7
E00122186,16.1,34.7,44.9,4.2,0
E00122188,44.5,37.2,16.1,1.5,0.7
E00122189,12.7,56.8,27.1,3.4,0
E00122191,47.7,36,14.5,1.7,0
E00122200,49.6,26.4,23.3,0.8,0
E00122222,36.4,33.3,25.6,3.9,0.8
E00122224,60.6,31,7,0.7,0.7
E00122225,24.1,40.1,34.1,1.3,0.4
E00122227,55.1,26.5,13.8,2.6,2
E00122228,59.6,28.1,8.9,2.7,0.7
E00122229,32.5,50.3,14.1,3.1,0
E00122230,39.1,51.6,8.6,0.8,0
E00122231,12.7,38.9,42.1,5.6,0.8
E00122232,45.2,33.3,21.4,0,0
E00122233,46.3,32.3,21.3,0,0
E00122234,42.9,39.3,17.1,0.7,0
E00122235,57.1,36.1,6,0.8,0
E00122236,41.9,43.4,14.7,0,0
E00122237,28.6,62.7,8.7,0,0
E00122238,50,36.8,13.2,0,0
E00122239,14.4,65.3,19.5,0,0.8
E00122240,40.5,39.2,16.3,3.3,0.7
E00122241,35.1,40.3,23.4,1.3,0
E00122242,29.9,46,21.2,2.9,0
E00122243,60.2,25.2,13,1.6,0
E00122244,35,37.8,25.2,2.1,0
E00122245,28,24,41.6,6.4,0
E00122246,36.1,27.9,34.4,1.6,0
E00122247,30.9,45.6,23.5,0,0
E00122248,32.5,30.1,31.7,5.7,0
E00122249,34.3,54.7,10.9,0,0
E00122250,14.5,40.9,39.9,4.1,0.5
E00122251,54.9,36.1,8.2,0,0.8
E00122252,43.8,35.9,20.3,0,0
E00122253,32.5,35.7,27.8,2.4,1.6
E00122254,27.8,43.6,27.8,0.8,0
E00122255,6.3,24.1,68.4,1.3,0
E00122256,4.4,10.4,80.7,4.4,0
E00122257,31.4,28.1,38,2.5,0
E00122258,12.7,27.3,56,4,0
E00122259,19.4,36.4,40.3,3.9,0
E00122260,16.2,16.9,62.5,3.7,0.7
E00122261,9.9,24.8,59.6,5,0.6
E00122262,10.8,17.1,67.1,3.8,1.3
E00122263,9.8,21.7,62.7,5.3,0.4
E00122264,8.3,26.5,61.4,3.8,0
E00122265,1.7,50.4,46.2,1.7,0
E00122266,28.2,28.2,38.7,4.9,0
E00122267,6.7,28.7,57.3,6.7,0.7
E00122268,26.4,21.7,49.1,1.9,0.9
E00122269,36.2,31,32.8,0,0
E00122270,39.7,24.6,33.3,2.4,0
