areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00122064,15.6,18,52.7,13.8
E00122065,17.8,23,41.9,17.3
E00122066,13.8,15.5,47.4,23.3
E00122067,13.8,24.8,52.4,9
E00122068,12.3,19.3,52.6,15.8
E00122069,13.4,14.3,49.6,22.7
E00122070,13,16.8,48.1,22.1
E00122071,20.6,19.6,47.4,12.4
E00122072,16.8,18.8,53.5,10.9
E00122073,9.9,15.7,60.5,14
E00122074,5.6,16.9,59.6,18
E00122075,17.2,21.3,52.5,9
E00122077,30.4,25.2,40,4.3
E00122078,10.6,22,57.7,9.8
E00122080,18.2,20.9,55.4,5.4
E00122083,11.3,21.3,60.3,7.1
E00122084,10,17.9,66.4,5.7
E00122085,17.9,21.4,51.3,9.4
E00122086,10.9,23.3,58.1,7.8
E00122087,18.9,20.3,48,12.8
E00122088,8.5,21.3,57.4,12.8
E00122089,13.8,12.5,63.8,9.9
E00122090,16.5,20.7,53.7,9.1
E00122091,9.8,15.4,66.7,8.1
E00122092,5.4,20.4,58.5,15.6
E00122093,15.8,19.5,48.9,15.8
E00122094,9,20.1,55.6,15.3
E00122095,13.1,17.8,57,12.1
E00122096,13.2,19,48.8,19
E00122097,21,21.5,51.9,5.5
E00122098,19.1,33,40.4,7.4
E00122099,8.9,34.7,47.5,8.9
E00122100,15.9,39.3,41.1,3.7
E00122101,29.3,22.8,42.4,5.4
E00122102,8.3,16.5,57.8,17.4
E00122103,13.4,18.1,49.7,18.8
E00122123,11.6,18.1,46.4,23.9
E00122124,12.4,26.2,55.9,5.5
E00122127,10.3,22.1,50.8,16.9
E00122137,15.3,25.5,42.9,16.3
E00122138,13.4,31.7,46.3,8.5
E00122139,14,17.4,52.3,16.3
E00122140,15.2,17.4,60.9,6.5
E00122141,14,19.1,55.1,11.8
E00122142,10.6,27.3,50,12.1
E00122143,17.8,17.8,54.2,10.3
E00122144,14.4,19.7,53.8,12.1
E00122145,19.5,21.1,50.8,8.6
E00122147,16.1,21.9,39.4,22.6
E00122148,15.7,15.7,52,16.7
E00122149,11.9,24.8,51.5,11.9
E00122150,7,19.7,60.6,12.7
E00122151,24.2,17.2,45.5,13.1
E00122152,9.2,20.6,58.9,11.3
E00122153,17.7,17.7,49.2,15.3
E00122154,14,14.9,57.9,13.2
E00122155,16,20.8,48.1,15.1
E00122156,13.5,23.3,49.1,14.1
E00122176,14.4,20,58.4,7.2
E00122177,16.1,26.6,49.2,8.1
E00122178,14.6,20.8,53.5,11.1
E00122179,8.6,22.1,58.9,10.4
E00122180,16.2,26.4,47.7,9.6
E00122181,7.6,20.1,60.4,11.8
E00122182,8.5,19,62.7,9.8
E00122183,5.9,27.2,50.7,16.2
E00122184,10.4,26.4,55.7,7.5
E00122185,11.6,22.4,58.5,7.5
E00122186,22.7,22.7,50.7,4
E00122188,9.5,24.6,53.3,12.6
E00122189,8.2,17.3,59.2,15.3
E00122191,12.3,26,49.5,12.3
E00122200,13.8,18.3,54.1,13.8
E00122222,10.2,21,58.6,10.2
E00122224,16.6,27.4,47.4,8.6
E00122225,9.3,18.9,59.6,12.1
E00122227,10.7,19.8,58.1,11.5
E00122228,13.3,25.6,51.8,9.2
E00122229,9.1,23,58.2,9.7
