areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02000984,93.2,6.7,0
E02000985,97,2.9,0.1
E02000986,84.8,15.2,0.1
E02000987,85.8,14.1,0.1
E02000988,82.6,17.4,0
E02000989,94.8,5,0.1
E02000990,91.1,8.9,0
E02000991,95.9,4.1,0
E02000992,92.8,7.1,0.1
E02000993,83,17,0
E02000994,79.9,20,0
E02000995,90.7,9.3,0
E02000996,85,15,0
E02000997,87,12.9,0
E02000998,80.5,19.4,0.1
E02000999,42.4,56.7,0.9
E02001000,84.8,15.2,0
E02001001,87,12.9,0.1
E02001002,92.5,7.4,0
E02001003,96.7,3.2,0
E02001004,76.3,23.6,0.2
E02001005,78.7,21.2,0.1
E02001006,94.6,5.4,0
E02001007,91,9,0
E02001008,87.9,12.1,0
E02001009,82.3,17.6,0.1
E02001010,88.5,11.4,0.1
E02001011,90.2,9.7,0
E02001012,98.2,1.8,0
E02001013,95,5,0
E02001014,86.6,13.4,0
E02001015,72.5,27.4,0.1
E02001016,89.2,10.8,0
E02001017,88.2,11.7,0
E02001018,96.2,3.7,0.2
E02001019,85.8,14.2,0
E02001020,96,4,0
E02001021,92.8,7.1,0.1
E02001022,89.3,10.7,0
E02001023,92.6,7.3,0
E02001024,95.6,4.4,0.1
E02001025,84.7,15.2,0.1
E02001026,75.1,24.7,0.2
E02001027,84.3,15.6,0
E02001028,95.5,4.5,0
E02001029,77.7,22.1,0.1
E02001030,95.8,4.1,0.1
E02001031,81.3,18.7,0
E02001032,96.1,3.8,0
E02001033,90.4,9.6,0
E02001034,67.7,32,0.3
E02001035,93.5,6.5,0
E02001036,89.5,10.5,0
E02001037,86.4,13.6,0
E02001038,77.2,22.8,0
E02001039,84,16,0
E02001040,84.6,15.3,0
E02001041,83.3,16.7,0
E02001042,65,34.9,0.1
E02001043,85.2,14.7,0
E02001044,89.5,10.5,0
E02001045,79.9,20,0.1
E02001046,82.2,17.7,0.1
E02001047,70.8,29.2,0
E02001048,71.9,28.1,0.1
E02001049,90.4,9.6,0
E02001050,78.1,21.7,0.2
E02001051,88.8,11.1,0.1
E02001052,70.8,29.1,0
E02001053,71.3,28.7,0
E02001055,81.7,18.1,0.1
E02001056,79.9,20,0.1
E02001059,72.9,27.1,0
E02001061,82.3,17.7,0.1
E02001062,68.1,31.9,0
E02001063,42.3,57.6,0.1
E02001064,77.2,22.8,0
E02001065,86.3,13.6,0.1
E02001066,53.9,45.9,0.2
E02001067,79.8,20.1,0.1
E02001068,73.3,26.6,0.1
E02001069,81.9,17.8,0.3
E02001070,55,44.8,0.2
E02001072,42.4,57.5,0.1
E02001073,62.4,37.6,0
E02001074,70.3,29.7,0
E02001075,73.7,26.3,0
E02001076,67.9,32,0
E02001077,68.6,31.3,0.1
E02001078,82.4,17.5,0
E02001079,77.7,22.2,0.1
E02001080,63.2,36.7,0.1
E02001081,81.9,18.1,0
E02001082,49.8,50.2,0
E02001083,41.4,58.6,0
E02001084,73.1,26.9,0
E02001085,82.2,17.8,0
E02001086,61.6,38.4,0
E02001087,64.1,35.9,0
E02001088,81.4,18.6,0
E02001089,82.1,17.9,0
E02001090,75.4,24.3,0.3
E02001091,67.5,32.5,0.1
E02001092,69.9,30.1,0
E02001093,75.9,24,0.1
E02001094,76.2,23.7,0.1
E02001095,78.6,21.4,0
E02001096,76.4,23.6,0
E02001097,78.6,21.4,0
E02001098,89,11,0
E02001099,87.2,12.8,0
E02001100,90.2,9.7,0.1
E02001101,96.1,3.9,0
E02001102,96.1,3.9,0
E02001103,86.4,12.8,0.7
E02001104,94.8,5.2,0
E02001105,82.3,17.7,0.1
E02001106,78.5,21.5,0.1
E02001107,94.5,5.5,0
E02001108,88.8,11.1,0
E02001109,76.9,23.1,0
E02001110,91,9,0
E02001111,51.3,48.6,0.1
E02001112,99,1,0
