areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E02000984,9.9,39.7,6.3,42.4,1.7
E02000985,13.1,38.9,6.8,39,2.3
E02000986,16,42.5,6.4,32.8,2.2
E02000987,21.5,41.4,7.8,27.4,1.9
E02000988,24.6,42.9,5.1,24.8,2.6
E02000989,14.5,40.8,8.4,33.9,2.4
E02000990,14.4,40.9,6.9,35.4,2.3
E02000991,18.9,42.4,6.5,30.1,2.1
E02000992,16.7,41.6,8.2,31.4,2.2
E02000993,24.3,43.3,6.5,23.8,2.1
E02000994,32.5,39.1,4.1,20.2,4.1
E02000995,19.1,38.1,5.8,35,2
E02000996,30.3,42.5,6.2,17.9,3.1
E02000997,16.9,38.1,6.4,36.3,2.3
E02000998,27.6,40.4,4.5,22.9,4.6
E02000999,33.5,36.9,3.9,21.7,4
E02001000,25.3,41.4,6.7,23.9,2.7
E02001001,20.1,38.2,4.9,34.3,2.5
E02001002,21.6,44.8,8.4,22.8,2.4
E02001003,14.5,33.5,4.3,45,2.7
E02001004,36.4,36.1,3.7,19.2,4.6
E02001005,32.5,36.4,4.8,23.1,3.2
E02001006,31.6,38.5,3.5,22.7,3.7
E02001007,20.9,46.5,8.6,21.5,2.5
E02001008,32.3,39.4,3.5,20.6,4.3
E02001009,26.3,40,6.6,23.7,3.4
E02001010,26.7,42.5,6.4,21.4,3.1
E02001011,14.7,41.1,7.3,34.5,2.3
E02001012,23.6,41.9,5.5,25.3,3.7
E02001013,16.9,38.7,6.8,34.5,3.1
E02001014,22,43.5,7.2,25.2,2.1
E02001015,27.7,42.6,7.3,19.4,3
E02001016,27.7,44.9,6,19.3,2.2
E02001017,20,46.7,7.4,23.7,2.2
E02001018,13.8,45.5,6.7,32,2
E02001019,14.8,39.6,5.6,37.8,2.2
E02001020,12.4,36.8,6,42.3,2.5
E02001021,11.6,38.9,6,41.6,1.9
E02001022,20.8,40,6.3,30.1,2.8
E02001023,17.2,41.4,5.5,33.4,2.6
E02001024,14,44.3,7.3,31.9,2.4
E02001025,26.1,43.1,5.5,21.5,3.7
E02001026,28.7,39.2,4.3,23.9,3.9
E02001027,19.2,44.9,5.7,27.4,2.7
E02001028,15,40.1,6.8,35,3.1
E02001029,25.1,41,4.7,25.8,3.4
E02001030,14.3,44.1,5.8,33.4,2.3
E02001031,19.9,43,5.8,28.6,2.7
E02001032,19.3,46.4,7.5,24.2,2.6
E02001033,18.6,46.4,6.6,25.3,3
E02001034,26,44.1,6,21.1,2.8
E02001035,15.1,41.7,6,34.7,2.6
E02001036,18.5,44.9,5.9,28.4,2.4
E02001037,15.2,34.9,5,42.3,2.5
E02001038,18.3,38.8,5.4,34.4,3
E02001039,19.9,44,5.7,27.7,2.7
E02001040,17.8,35.8,5.7,38.4,2.3
E02001041,18.3,36.5,3.7,39.1,2.4
E02001042,15.6,34.4,4.4,42.8,2.7
E02001043,18,35.2,4.9,39.5,2.4
E02001044,15.4,41.4,2.8,37.6,2.7
E02001045,29.5,40.4,5.9,21.5,2.7
E02001046,24.7,38,5,29.5,2.8
E02001047,25.7,39.4,6.1,25.9,2.9
E02001048,24.5,36.6,4.5,30.8,3.5
E02001049,23.5,41.7,6.5,25.5,2.9
E02001050,29.7,35.7,4.9,25.6,4.1
E02001051,25.3,39,6,26.6,3.2
E02001052,29.2,35.2,3,28.1,4.5
E02001053,30.9,35.4,4.6,25.4,3.8
E02001055,28.7,37.5,6.7,24.1,2.9
E02001056,30.8,36.3,5.8,23.8,3.3
E02001059,26.2,34.1,4.2,32.4,3.2
E02001061,27.4,37.5,5.1,26.7,3.3
E02001062,20.2,34.3,2.9,39.5,3.1
E02001063,8.9,48.2,1.9,39,2.1
E02001064,28.5,34.7,3.9,28.7,4.2
E02001065,25.7,38.9,6.6,24.5,4.3
E02001066,17.1,45.3,1.9,32.2,3.5
E02001067,28.5,36.3,4.3,27.3,3.6
E02001068,25.8,37.1,2.7,30.9,3.5
E02001069,19.1,40.2,2.7,35.2,2.9
E02001070,15.2,51.4,1.3,29.4,2.7
E02001072,15.1,27.2,2.7,52.5,2.5
E02001073,11.1,23.4,2.3,61.5,1.8
E02001074,22.7,32.6,2.9,39.3,2.5
E02001075,21.1,32.1,2.8,40.5,3.5
E02001076,7,63.7,1,26.8,1.5
E02001077,11.3,24.2,1.9,60.9,1.7
E02001078,19,35,3.3,39.5,3.2
E02001079,17.8,42.4,2.9,34.6,2.3
E02001080,9.1,52.8,1.5,34.9,1.7
E02001081,11,24.5,2.3,60.6,1.6
E02001082,8.1,25.6,1.8,63.1,1.4
E02001083,8.1,19.9,1.6,69,1.3
E02001084,11.2,35.6,2.1,49.8,1.3
E02001085,25.7,39,4.6,27.9,2.8
E02001086,15.2,28.4,2.8,51.2,2.4
E02001087,7.8,21.1,1.7,68.1,1.3
E02001088,23,39.8,4.6,30.4,2.1
E02001089,11.7,27.6,2.7,56,2
E02001090,18.1,33.2,5.1,41.3,2.3
E02001091,19.8,40.7,5.7,31.4,2.4
E02001092,22.7,42.3,5.3,26.9,2.7
E02001093,27.6,38.4,4.7,26.1,3.1
E02001094,30,40.2,5.6,21,3.2
E02001095,26.2,41.7,5.4,24.1,2.5
E02001096,24.7,43.1,5,24.8,2.3
E02001097,27.6,43.1,5.7,20.8,2.7
E02001098,21.5,42.6,9.1,24.2,2.6
E02001099,21.3,44.7,7.9,23.2,2.8
E02001100,19.3,40.8,8.2,28.6,3.1
E02001101,16.8,43,8.4,29.3,2.4
E02001102,16.2,46.9,7.5,27.3,2.1
E02001103,12.8,37.6,6.8,41,1.9
E02001104,18.6,45.1,7,26.5,2.7
E02001105,21,43.8,7.9,24.5,2.9
E02001106,22.8,42.3,7.6,24.4,2.9
E02001107,22.2,41.9,6.9,25.8,3.2
E02001108,25.2,44.9,7.7,19.6,2.6
E02001109,27.3,42.5,7.8,20.3,2.2
E02001110,11.1,35.4,6.2,44.9,2.4
E02001111,36.5,37.7,4.5,18.5,2.7
E02001112,16.1,42.1,7.9,32,1.9
E02001113,35.2,40.9,3.1,17.9,2.9
E02001114,26.5,41.4,6.3,23.1,2.6
E02001115,18.7,44.7,7.5,26.3,2.7
E02001116,31,38.1,5.2,20.3,5.4
E02001117,13.8,36.3,6.4,42,1.5
E02001118,15,40.7,7.8,34.2,2.4
E02001119,36.8,36.9,2.9,19.2,4.1
E02001121,34.6,38.2,3.6,20.1,3.5
E02001123,27.5,41.9,5.6,22.1,2.9
E02001124,28.6,42.6,6,20.1,2.7
E02001125,22.3,44.9,7.6,22.6,2.6
E02001126,30.9,41.4,5.4,18.9,3.4
E02001127,29.7,42.3,6,19.5,2.5
E02001128,23.9,44.5,7.8,21.1,2.7
E02001129,23.6,42.9,7.2,23.8,2.5
E02001130,25.2,42.2,8.5,21.4,2.6
E02001131,22.1,45.1,8.1,21.9,2.8
E02001132,19.5,42.2,7.1,28.9,2.3
E02001133,16.3,42.9,7,31.1,2.7
E02001134,16.2,40.2,7,34.1,2.5
E02001135,29.5,41.2,5.7,20.2,3.4
E02001136,20.2,42.4,6.4,28,3
E02001137,13.5,41.9,6.6,35.8,2.1
E02001138,15.3,37.5,5.9,38.1,3.2
E02001139,32.5,38.9,3.5,21.8,3.3
E02001140,24.4,41.9,5.5,25.3,2.8
E02001141,31,38.3,4.5,22.1,4.1
E02001142,15.9,35.5,5.3,40.4,2.9
E02001143,28.8,40.3,4.6,23.2,3.1
E02001144,20.3,42.9,6.9,27.3,2.6
E02001145,16.8,44,7.8,29,2.4
E02001146,32,36.5,3.4,23.4,4.8
E02001147,23.1,41.8,6,26.2,3
E02001148,23.3,42,6.8,25,2.9
E02001149,27,43.4,6.9,20.1,2.6
E02001150,23.9,45.9,6.9,20.6,2.7
E02001151,19.4,44.7,6.6,26.8,2.5
E02001152,23.3,42.8,6.6,24.9,2.4
E02001153,29.3,40.2,6,22.1,2.3
E02001154,22.2,46,6.9,22.2,2.7
E02001155,24.5,40.5,6.6,25.5,2.8
E02001156,18,41,6.3,32.3,2.4
E02001157,26.3,43.5,6.5,21,2.8
E02001158,27.2,42.3,7.3,20,3.2
E02001159,18.2,41.8,6.1,31.3,2.6
E02001160,23.8,40,6.9,26.5,2.7
E02001161,21.7,40.8,7.5,27.4,2.5
E02001162,23.4,42.2,7.4,24.3,2.7
E02001163,16.3,40.1,7.1,34,2.5
E02001164,21.8,42.3,6.7,26.5,2.7
E02001165,20,42.2,7.5,27.6,2.7
E02001166,26,41.3,3.5,25.1,4
E02001167,20.5,37.7,5.1,33.6,3.1
E02001168,21.6,40.4,6.3,29.3,2.4
E02001169,13.3,38.1,5.6,41.1,1.9
E02001170,12.3,36.5,5.6,43.6,2
E02001171,18.5,42.1,7.1,29.8,2.5
E02001173,22.9,45.6,4.2,24.4,2.9
E02001174,15.9,40,5.3,36.5,2.2
E02001175,22.6,40.9,6.2,28,2.4
E02001176,18.7,33.9,4.6,40.4,2.3
