areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E02000984,47.4,40.9,1.2,10.4
E02000985,51.5,34.5,4.5,9.5
E02000986,41.6,36.4,5.3,16.8
E02000987,30.5,28.4,21.4,19.8
E02000988,30.2,24.9,23.5,21.4
E02000989,51.4,34.3,6.4,7.9
E02000990,38.4,35,8.9,17.7
E02000991,40.2,36.3,6.5,17
E02000992,40.3,36.9,8,14.7
E02000993,14.1,24.4,41.9,19.5
E02000994,22.1,15.9,37.4,24.6
E02000995,39.3,28.8,20.2,11.7
E02000996,19.9,18.2,51.9,10
E02000997,36.2,35.3,16.1,12.5
E02000998,24,19.7,16.4,39.9
E02000999,12.3,8,54.9,24.8
E02001000,29.3,25.6,15.5,29.6
E02001001,36,28.7,9.1,26.2
E02001002,35.2,31.3,21.7,11.9
E02001003,54.6,33.4,2,10.1
E02001004,27.3,11.2,37.8,23.6
E02001005,22.7,20.1,24.9,32.3
E02001006,33.6,22,14.5,29.9
E02001007,43.4,32.3,11.6,12.7
E02001008,24.3,17.6,37.6,20.5
E02001009,28.4,25.9,25.5,20.3
E02001010,25.9,27.4,20.3,26.5
E02001011,42.9,38,5.7,13.4
E02001012,30.1,37.1,18.1,14.7
E02001013,45.6,36.3,6.7,11.5
E02001014,28.9,30.8,24.9,15.4
E02001015,24.8,24.4,29.6,21.2
E02001016,19,27.1,39.7,14.2
E02001017,34.6,33.3,15.5,16.5
E02001018,39.2,44.2,7.2,9.4
E02001019,34.5,34.8,11.8,18.8
E02001020,55.9,32.3,4.2,7.6
E02001021,43.2,40.9,3.6,12.2
E02001022,38.8,33.2,12.8,15.2
E02001023,41,31.7,15.7,11.7
E02001024,42.6,40.2,5.1,12.1
E02001025,23.4,23.9,38,14.8
E02001026,20.3,23.8,17.7,38.2
E02001027,26.2,34.2,12.7,26.9
E02001028,56.6,32.9,4.5,6
E02001029,28.2,28.7,22.3,20.7
E02001030,42.4,42.4,7,8.2
E02001031,30,30.6,21.3,18.1
E02001032,37.2,35.4,9.1,18.4
E02001033,26.5,35.4,14.8,23.3
E02001034,16.6,20.5,38,24.9
E02001035,48.9,36.7,4,10.5
E02001036,31,34.4,14.9,19.7
E02001037,48,36,2.5,13.5
E02001038,27.9,31.5,20.1,20.5
E02001039,24.4,28.9,31.8,14.9
E02001040,41.8,39,3.8,15.5
E02001041,30,33,18.8,18.2
E02001042,32.2,30.6,15.2,22
E02001043,31.8,36.8,18.2,13.3
E02001044,33.7,38.2,5.2,23
E02001045,21.6,20.3,42.3,15.8
E02001046,17.8,29.2,33.2,19.8
E02001047,18.2,22.7,41,18.2
E02001048,27,25,16.4,31.6
E02001049,32.9,29.6,21.7,15.7
E02001050,17.8,19.2,25.5,37.5
E02001051,24.8,24.5,17.6,33.1
E02001052,19.8,20.1,16.9,43.2
E02001053,9.3,12.2,56.9,21.6
E02001055,18.1,20,36.4,25.5
E02001056,12.5,13.2,54.7,19.6
E02001059,10.9,16,40.7,32.3
E02001061,15,21.4,37.7,25.8
E02001062,7.6,14.8,55.5,22.1
E02001063,6.8,10.7,39.2,43.3
E02001064,12.6,20.3,43.4,23.7
E02001065,22.2,21.8,18.9,37
E02001066,10.7,11.3,23.4,54.6
E02001067,8.6,18.7,46.3,26.3
E02001068,8,10.3,55.1,26.6
E02001069,10.9,14.8,30.5,43.8
E02001070,14.1,14.8,23.2,47.9
E02001072,16.2,21.4,20.1,42.3
E02001073,28.4,30.8,9,31.7
E02001074,18.8,22.5,32.9,25.8
E02001075,17.7,27.3,15,40
E02001076,13,13.2,9.7,64.1
E02001077,29.3,32.9,8.8,29
E02001078,30.1,33,13.8,23.1
E02001079,14.3,22,37.1,26.6
E02001080,15.4,15.9,15.7,53.1
E02001081,26.4,37.1,15.7,20.8
E02001082,17.7,23.9,11.4,46.9
E02001083,12.2,28.5,13.8,45.6
E02001084,22.5,27.1,18,32.4
E02001085,14.5,26.2,47.3,11.9
E02001086,19.4,27.7,28,25
E02001087,28.9,30.8,10.7,29.6
E02001088,18.4,26.5,40.1,15
E02001089,36.3,38.9,4.6,20.2
E02001090,30.3,33.2,18,18.5
E02001091,25.5,30,29.2,15.3
E02001092,17.8,26.6,39.9,15.7
E02001093,12.3,20.6,47.3,19.7
E02001094,8.9,12.1,66.1,12.9
E02001095,15.7,21.8,48.4,14.1
E02001096,23.6,25.8,37.4,13.2
E02001097,16.6,21.6,45.1,16.7
E02001098,45.9,27.1,14.4,12.6
E02001099,31.5,29.1,18.5,20.9
E02001100,39.9,32,12.9,15.2
E02001101,47,34.7,7.5,10.8
E02001102,38.9,40.3,5.1,15.7
E02001103,45.1,32.5,10.1,12.3
E02001104,28.5,40.1,18.7,12.7
E02001105,37.6,30.5,21,10.9
E02001106,32.3,30.8,18.1,18.7
E02001107,33.7,33.2,15.5,17.6
E02001108,19,24.3,34.3,22.5
E02001109,22.8,28.7,31.6,16.9
E02001110,46.7,36.2,2.2,15
E02001111,9.1,12.2,60.3,18.3
E02001112,48.8,39.8,1.6,9.8
E02001113,20.5,27.3,27,25.3
E02001114,27.4,30.2,26.7,15.7
E02001115,34.2,33.8,14.9,17
E02001116,26.5,31.2,7.8,34.5
E02001117,47,31.5,9.1,12.4
E02001118,43,35.3,9,12.8
E02001119,33.4,21.5,21.7,23.4
E02001121,21.5,19.7,30.6,28.1
E02001123,21.8,26.1,38.8,13.3
E02001124,19.2,20.9,35,24.9
E02001125,35.3,35.5,12.3,17
E02001126,16.4,24,37.9,21.7
E02001127,21.9,22.9,42.7,12.6
E02001128,33.9,27.6,13.5,25
E02001129,20.4,27.2,25.5,27
E02001130,36.6,30.9,22,10.5
E02001131,41.5,34.8,11.7,12
E02001132,33.5,33,10.7,22.8
E02001133,40,39.9,6.6,13.6
E02001134,42.3,38.7,4.1,15
E02001135,17.5,26.2,41.1,15.2
E02001136,36.3,32.4,12.8,18.5
E02001137,42.5,40.6,2.8,14
E02001138,45.2,34.1,7.6,13.1
E02001139,24.2,25.2,19.1,31.5
E02001140,27.2,29.6,21,22.2
E02001141,19.3,16.5,37.2,27
E02001142,52.9,32.6,3.2,11.3
E02001143,23.2,28.1,28.4,20.2
E02001144,31.5,32.2,17.8,18.5
E02001145,36.5,34.8,12,16.7
E02001146,28.9,18.2,20.3,32.6
E02001147,20.2,30.5,36.3,13
E02001148,32,30.6,16.6,20.8
E02001149,21.6,23.7,31.2,23.6
E02001150,26.5,28.8,32.3,12.5
E02001151,35.1,36.6,9.5,18.8
E02001152,27.2,31.1,24.1,17.6
E02001153,17.3,26.7,43.1,12.9
E02001154,28.6,33.3,17.3,20.8
E02001155,30.6,28,21.8,19.5
E02001156,45,36.5,9.8,8.7
E02001157,15.4,18,51.1,15.6
E02001158,23.3,22.8,33.3,20.5
E02001159,20.3,34.2,23.7,21.9
E02001160,21.4,27.7,38.4,12.6
E02001161,33.8,28,17.4,20.8
E02001162,34.4,25.1,20.5,20
E02001163,33.7,35.2,12.7,18.4
E02001164,21.1,32.3,29.2,17.3
E02001165,28.9,33.5,18.5,19.1
E02001166,22.9,22.2,20.9,34
E02001167,24.1,25.4,19.4,31.1
E02001168,27.7,31.5,23.1,17.6
E02001169,43.6,42.2,3.8,10.3
E02001170,43.3,40.5,4.5,11.7
E02001171,40.6,41.5,4.7,13.2
E02001173,11.5,17.1,42.5,28.9
E02001174,35,34.9,6.2,23.9
E02001175,24.2,33.3,25.7,16.8
E02001176,24.6,30.3,23.1,22
E02001177,20.2,24.2,26.4,29.2
E02001179,21.2,20.4,21.9,36.6
E02001180,5.7,5.9,71,17.4
E02001181,19.1,22.6,42.4,15.9
E02001182,14.5,22.2,43.6,19.7
E02001183,19.7,27.3,22.8,30.2
E02001185,33.1,32.3,21.3,13.4
E02001186,25.1,35.3,22.1,17.5
E02001187,35.4,35.2,12.2,17.3
E02001188,21,32.1,20.6,26.3
E02001189,36.4,37.5,9.4,16.8
E02001190,12.3,23.1,56.5,8.2
E02001191,39.7,34.1,17.9,8.2
E02001192,34,35.5,8,22.5
E02001193,25,31.8,18,25.2
E02001194,40.4,38.6,4.7,16.3
E02001195,39.7,40.5,4.6,15.2
E02001196,44.8,32.1,12.8,10.3
E02001197,37.2,38,13.2,11.5
E02001198,35.9,28.6,25,10.5
E02001199,41.7,38.8,3.1,16.5
E02001200,11,16.7,43.6,28.7
E02001201,33.5,43.5,5.2,17.8
E02001202,18.1,29.4,19.9,32.5
E02001203,53.7,36.5,2.4,7.3
E02001204,31,42.3,11.1,15.6
E02001205,25.8,32.7,22.4,19
E02001206,43.1,36.3,10.9,9.7
E02001207,44.8,38.1,8.4,8.7
E02001208,30.6,36.9,16.7,15.8
E02001209,27.6,37.3,12.1,23
E02001210,28.8,31.7,29.7,9.8
E02001211,40.9,43.9,4.5,10.8
E02001212,16.7,33.8,38.8,10.7
E02001213,34.3,41.9,7,16.8
E02001214,42.2,33.9,12.9,10.9
E02001215,46.3,35.4,9,9.2
E02001216,45.2,36.9,4.5,13.5
E02001217,35.1,33,10,21.8
E02001218,46.4,38.8,7.1,7.7
E02001219,53.7,37.7,0.7,8
E02001220,40.7,38.1,12.4,8.8
E02001221,52.4,39.2,2.6,5.7
E02001222,48.5,40,2.5,9
E02001223,50.2,37.2,1.8,10.9
E02001224,58.6,31.9,2.7,6.8
E02001225,45.1,39.2,4.6,11
E02001226,41.1,40.1,6.7,12.1
E02001227,54,38.3,2,5.7
E02001228,49,40.2,3.7,7
E02001229,32.7,37.1,9.5,20.6
E02001230,48.1,30.5,9.2,12.1
