areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02000984,27.5,72.5
E02000985,27.9,72.1
E02000986,30.3,69.7
E02000987,27.5,72.5
E02000988,34.6,65.4
E02000989,29.5,70.5
E02000990,26.6,73.4
E02000991,31,69
E02000992,26.3,73.7
E02000993,29.3,70.7
E02000994,41.9,58.1
E02000995,30.9,69.1
E02000996,31.6,68.4
E02000997,28,72
E02000998,35.7,64.3
E02000999,38.1,61.9
E02001000,29.5,70.5
E02001001,33.9,66.1
E02001002,30,70
E02001003,32.2,67.8
E02001004,42.9,57.1
E02001005,41.6,58.4
E02001006,42.3,57.7
E02001007,27.1,72.9
E02001008,42.5,57.5
E02001009,34.5,65.5
E02001010,33.7,66.3
E02001011,27.3,72.7
E02001012,37.3,62.7
E02001013,28.7,71.3
E02001014,27,73
E02001015,27.9,72.1
E02001016,31.2,68.8
E02001017,25.5,74.5
E02001018,26.1,73.9
E02001019,26.3,73.7
E02001020,30.8,69.2
E02001021,28.3,71.7
E02001022,29.3,70.7
E02001023,29.3,70.7
E02001024,27.8,72.2
E02001025,30.1,69.9
E02001026,34.8,65.2
E02001027,25.2,74.8
E02001028,28.7,71.3
E02001029,34.7,65.3
E02001030,26.7,73.3
E02001031,29.7,70.3
E02001032,27.5,72.5
E02001033,27.2,72.8
E02001034,29.8,70.2
E02001035,27.9,72.1
E02001036,29.3,70.7
E02001037,31.2,68.8
E02001038,27.4,72.6
E02001039,28.1,71.9
E02001040,26.7,73.3
E02001041,26.6,73.4
E02001042,28.6,71.4
E02001043,26.7,73.3
E02001044,46.3,53.7
E02001045,34.5,65.5
E02001046,30.9,69.1
E02001047,29.9,70.1
E02001048,38,62
E02001049,30.2,69.8
E02001050,35.4,64.6
E02001051,34.1,65.9
E02001052,46.2,53.8
E02001053,37.9,62.1
E02001055,32,68
E02001056,37.5,62.5
E02001059,33.6,66.4
E02001061,33.7,66.3
E02001062,38.9,61.1
E02001063,38.9,61.1
E02001064,39.8,60.2
E02001065,33.6,66.4
E02001066,46,54
E02001067,40.1,59.9
E02001068,41.7,58.3
E02001069,43.1,56.9
E02001070,44.8,55.2
E02001072,30.4,69.6
E02001073,25.4,74.6
E02001074,34.5,65.5
E02001075,35.6,64.4
E02001076,51.2,48.8
E02001077,24.9,75.1
E02001078,36.3,63.7
E02001079,36.4,63.6
E02001080,41.5,58.5
E02001081,23.5,76.5
E02001082,22.7,77.3
E02001083,17,83
E02001084,30.5,69.5
E02001085,35.8,64.2
E02001086,26.2,73.8
E02001087,20.6,79.4
E02001088,30.4,69.6
E02001089,26.4,73.6
E02001090,26.8,73.2
E02001091,27.9,72.1
E02001092,30,70
E02001093,32.1,67.9
E02001094,35.1,64.9
E02001095,29.1,70.9
E02001096,30.2,69.8
E02001097,32.7,67.3
E02001098,28,72
E02001099,26.7,73.3
E02001100,27.6,72.4
E02001101,25.9,74.1
E02001102,24.9,75.1
E02001103,28.1,71.9
E02001104,26.2,73.8
E02001105,28.2,71.8
E02001106,27.2,72.8
E02001107,35.6,64.4
E02001108,30.8,69.2
E02001109,28.6,71.4
E02001110,27.5,72.5
E02001111,42.8,57.2
E02001112,27.2,72.8
E02001113,50.3,49.7
E02001114,32.6,67.4
E02001115,26.7,73.3
E02001116,40.4,59.6
E02001117,30.6,69.4
E02001118,26.3,73.7
E02001119,47.5,52.5
E02001121,44.6,55.4
E02001123,34.7,65.3
E02001124,33.1,66.9
E02001125,26.7,73.3
E02001126,34.6,65.4
E02001127,32.9,67.1
E02001128,27.6,72.4
E02001129,26.6,73.4
E02001130,26.6,73.4
E02001131,25.8,74.2
E02001132,26.7,73.3
E02001133,25.5,74.5
E02001134,25.4,74.6
E02001135,30.5,69.5
E02001136,31.6,68.4
E02001137,26.3,73.7
E02001138,27,73
E02001139,39.8,60.2
E02001140,32.5,67.5
E02001141,37.7,62.3
E02001142,30.2,69.8
E02001143,36.1,63.9
E02001144,25.2,74.8
E02001145,25.3,74.7
E02001146,41.3,58.7
E02001147,28.3,71.7
E02001148,29.4,70.6
E02001149,27.4,72.6
E02001150,27.4,72.6
E02001151,24.4,75.6
E02001152,27.6,72.4
E02001153,28.6,71.4
E02001154,25.8,74.2
E02001155,26.3,73.7
E02001156,26,74
E02001157,33,67
E02001158,29.4,70.6
E02001159,23.4,76.6
E02001160,29,71
E02001161,26.6,73.4
E02001162,26.7,73.3
E02001163,24.4,75.6
E02001164,27.2,72.8
E02001165,26.3,73.7
E02001166,57.9,42.1
E02001167,35.5,64.5
E02001168,25.7,74.3
E02001169,25.1,74.9
E02001170,26.2,73.8
E02001171,24.4,75.6
