areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E02000984,24.2,38.2,17.6,20.1
E02000985,26.8,39.6,16.1,17.6
E02000986,32.5,34.9,13.8,18.8
E02000987,37.9,34,15.2,12.9
E02000988,34.3,26.9,16.1,22.6
E02000989,29.3,39.4,15.7,15.6
E02000990,29.4,37.2,16.7,16.8
E02000991,28.9,33.7,17.5,19.9
E02000992,29.4,36.8,16.8,17
E02000993,32.6,26,18.6,22.9
E02000994,35.9,19.8,14.6,29.7
E02000995,29.7,32.9,16.3,21.1
E02000996,31.2,28.1,17.9,22.7
E02000997,28.4,35.3,17.5,18.9
E02000998,32.6,23.6,15.3,28.4
E02000999,48.8,21.3,10.9,19
E02001000,37.2,32.2,14.5,16.1
E02001001,27.7,28,16.3,28
E02001002,28.5,34.2,17.5,19.8
E02001003,23.8,37.5,15.4,23.3
E02001004,29.4,21.7,13.2,35.7
E02001005,32.6,25.1,12.8,29.5
E02001006,22.8,23.8,17.9,35.5
E02001007,29.7,36,17.4,17
E02001008,24.6,20.1,14.5,40.8
E02001009,32.7,27.3,16.3,23.7
E02001010,30.4,29.3,16.2,24.1
E02001011,28.2,36.7,17.2,17.9
E02001012,21.2,25.2,16.5,37.2
E02001013,25.9,36.4,17,20.8
E02001014,33.1,33.8,16.4,16.7
E02001015,42.3,29.6,14.5,13.7
E02001016,26.9,27.6,18.5,27
E02001017,32.4,30.8,18.3,18.5
E02001018,22.7,36.2,19.9,21.2
E02001019,33.3,35.9,15.6,15.2
E02001020,24.6,41.1,14.8,19.5
E02001021,26.7,37.8,17.6,17.9
E02001022,30.8,35.4,15.4,18.4
E02001023,25.4,35.6,17.3,21.7
E02001024,25.8,36.3,19.2,18.8
E02001025,33.3,29.1,18.1,19.4
E02001026,34.1,27.2,14.1,24.5
E02001027,35.8,30.1,16.7,17.4
E02001028,25.2,40,15.1,19.7
E02001029,30.8,26.6,15.6,27
E02001030,22.8,37.7,18.4,21.1
E02001031,35.1,30.6,14.6,19.7
E02001032,29.7,35.2,16.9,18.2
E02001033,32.8,31.2,18.1,17.9
E02001034,43.4,27.7,14.3,14.6
E02001035,26.7,35.4,16.6,21.2
E02001036,28,33.5,17.6,20.9
E02001037,27.7,38.2,15.2,19
E02001038,39,31.5,15.3,14.2
E02001039,29.2,30.2,18.6,22
E02001040,30.2,33.1,16.6,20.2
E02001041,33.8,33,16.1,17.1
E02001042,37,31.8,13.1,18.1
E02001043,31.2,31.7,18.2,19
E02001044,20.1,24.7,15.4,39.9
E02001045,35.5,27.9,16.5,20.1
E02001046,29.7,27.2,18.5,24.6
E02001047,35.7,26.4,16.1,21.8
E02001048,32.3,25,14.3,28.5
E02001049,28.8,30.6,18.5,22.1
E02001050,33,24.6,15.8,26.7
E02001051,27.6,27.2,19.6,25.5
E02001052,27.1,16.9,13,43
E02001053,34.5,23.3,15.6,26.6
E02001055,36.7,25.4,17.6,20.4
E02001056,33.6,23.9,15.9,26.7
E02001059,33.1,27.8,16.4,22.7
E02001061,32.5,25.4,17.7,24.5
E02001062,34,23.5,15.4,27.1
E02001063,37.9,31.9,14.1,16.1
E02001064,32.4,22.3,15.2,30.1
E02001065,31.5,27.4,18.6,22.6
E02001066,33.1,19.8,14.1,33
E02001067,29.5,21.8,16.8,31.9
E02001068,31.9,22.7,14.4,31
E02001069,28.4,24.1,18.2,29.3
E02001070,33,22.7,11.9,32.3
E02001072,42,26.2,13.6,18.2
E02001073,35.1,31.4,14.2,19.3
E02001074,31.8,25.5,14.4,28.3
E02001075,33.1,26.6,13.9,26.4
E02001076,23.8,21.7,15.2,39.3
E02001077,31.4,30.4,16.1,22
E02001078,26,27.8,15.8,30.4
E02001079,27.7,27.2,16.3,28.8
E02001080,29.7,26.9,13.2,30.2
E02001081,32.4,35,15.1,17.5
E02001082,35.5,34.3,12.9,17.3
E02001083,41.2,36.1,10.4,12.2
E02001084,29.6,29.4,16.9,24.2
E02001085,25.1,25.3,19.6,30
E02001086,35.2,32.7,14.8,17.4
E02001087,35.8,35.7,12.6,15.9
E02001088,31.4,29.2,18.7,20.6
E02001089,26.1,34.3,16.1,23.5
E02001090,36.1,31.6,14.7,17.6
E02001091,36.7,31.7,17.1,14.5
E02001092,34.9,26.8,16.9,21.4
E02001093,30.7,27.4,18.7,23.2
E02001094,30.2,25.8,19.7,24.3
E02001095,31.9,28.3,19.4,20.3
E02001096,32,31.1,18.3,18.5
E02001097,30.4,29.4,19.5,20.7
E02001098,33.8,36.4,14.5,15.2
E02001099,35.9,33.1,17.5,13.5
E02001100,29.7,37,16.6,16.7
E02001101,27.8,37.7,16.6,17.9
E02001102,27.1,34.4,19.5,18.9
E02001103,29.8,36.8,16.1,17.3
E02001104,22.9,32.5,21.6,22.9
E02001105,32.5,35,17,15.5
E02001106,37.3,32,16.3,14.4
E02001107,26.1,28.6,17.7,27.5
E02001108,27.9,29.8,20.7,21.6
E02001109,35.7,30.9,16.6,16.8
E02001110,29.1,39,14.8,17.1
E02001111,41.6,19.5,12.6,26.3
E02001112,23.3,37.6,18.8,20.2
E02001113,19.9,15.8,13.3,51
E02001114,33,28,15.2,23.9
E02001115,31,35.3,16.6,17.1
E02001116,22.1,26.1,13.5,38.2
E02001117,29.7,35.8,16,18.5
E02001118,28.1,37.8,15.8,18.3
E02001119,17.1,13.8,10.6,58.5
E02001121,24.9,18.3,12.8,44
E02001123,30.2,29.3,16.7,23.7
E02001124,36,26.1,15.8,22.2
E02001125,31.6,31.6,17.1,19.7
E02001126,27.4,27.8,18.5,26.2
E02001127,26.5,28.9,18.3,26.2
E02001128,32.8,32.5,18,16.6
E02001129,36.5,32.1,16.5,15
E02001130,32,34.4,17.5,16.2
E02001131,27.7,34.5,19.5,18.3
E02001132,35.1,35,15.4,14.6
E02001133,25.1,37.4,17.3,20.2
E02001134,26.8,38.8,15.9,18.5
E02001135,34.7,23.1,15.6,26.6
E02001136,29.9,34.3,14.8,20.9
E02001137,25.4,38.3,18.5,17.8
E02001138,27.7,37.6,15.6,19.1
E02001139,26.2,20.4,14.5,39
E02001140,29.1,28,16.3,26.6
E02001141,38.9,21,12.5,27.6
E02001142,27,36.9,15.2,20.9
