areacd,sex-001,sex-002
E02000984,50.6,49.4
E02000985,52.1,47.9
E02000986,51.5,48.5
E02000987,51.7,48.3
E02000988,50.4,49.6
E02000989,52,48
E02000990,50.5,49.5
E02000991,51.2,48.8
E02000992,51.5,48.5
E02000993,51.8,48.2
E02000994,49.5,50.5
E02000995,51.2,48.8
E02000996,51.8,48.2
E02000997,51.3,48.7
E02000998,48.9,51.1
E02000999,48.2,51.8
E02001000,49.2,50.8
E02001001,50.4,49.6
E02001002,51.1,48.9
E02001003,50.8,49.2
E02001004,48.8,51.2
E02001005,50.3,49.7
E02001006,50.8,49.2
E02001007,51.2,48.8
E02001008,51.2,48.8
E02001009,50.5,49.5
E02001010,50.3,49.7
E02001011,50.4,49.6
E02001012,50.7,49.3
E02001013,51.5,48.5
E02001014,50.5,49.5
E02001015,51.1,48.9
E02001016,51,49
E02001017,51.5,48.5
E02001018,50.3,49.7
E02001019,50.6,49.4
E02001020,52.3,47.7
E02001021,50.9,49.1
E02001022,51.3,48.7
E02001023,51.1,48.9
E02001024,51.6,48.4
E02001025,51.7,48.3
E02001026,49.6,50.4
E02001027,50.7,49.3
E02001028,51.2,48.8
E02001029,50.3,49.7
E02001030,51.4,48.6
E02001031,51,49
E02001032,51.3,48.7
E02001033,51,49
E02001034,50.2,49.8
E02001035,51,49
E02001036,51.8,48.2
E02001037,50.2,49.8
E02001038,50.9,49.1
E02001039,52.8,47.2
E02001040,49.3,50.7
E02001041,51.5,48.5
E02001042,49.7,50.3
E02001043,51.6,48.4
E02001044,50.2,49.8
E02001045,53.6,46.4
E02001046,51.1,48.9
E02001047,51.1,48.9
E02001048,49.9,50.1
E02001049,52.3,47.7
E02001050,50.5,49.5
E02001051,52,48
E02001052,49.4,50.6
E02001053,51.3,48.7
E02001055,51.7,48.3
E02001056,51.5,48.5
E02001059,50.1,49.9
E02001061,50.9,49.1
E02001062,49.1,50.9
E02001063,51.3,48.7
E02001064,50.4,49.6
E02001065,50.9,49.1
E02001066,49.4,50.6
E02001067,51.1,48.9
E02001068,51.4,48.6
E02001069,50,50
E02001070,49.3,50.7
E02001072,48,52
E02001073,50,50
E02001074,51.5,48.5
E02001075,48.2,51.8
E02001076,51.6,48.4
E02001077,51.4,48.6
E02001078,50.5,49.5
E02001079,52.3,47.7
E02001080,50.3,49.7
E02001081,51.7,48.3
E02001082,51.5,48.5
E02001083,50.5,49.5
E02001084,50.9,49.1
E02001085,52.4,47.6
E02001086,51.5,48.5
E02001087,50.5,49.5
E02001088,52.8,47.2
E02001089,50.8,49.2
E02001090,49.3,50.7
E02001091,52,48
E02001092,50.8,49.2
E02001093,52.5,47.5
E02001094,52.3,47.7
E02001095,52.8,47.2
E02001096,51.4,48.6
E02001097,52.7,47.3
E02001098,50.9,49.1
E02001099,51.4,48.6
E02001100,52.6,47.4
E02001101,50.7,49.3
E02001102,50.9,49.1
E02001103,51.4,48.6
E02001104,51.5,48.5
E02001105,51.9,48.1
E02001106,51.3,48.7
E02001107,51.1,48.9
E02001108,53.1,46.9
E02001109,50.8,49.2
E02001110,51.1,48.9
E02001111,47.9,52.1
E02001112,50.1,49.9
E02001113,49.7,50.3
E02001114,51.7,48.3
E02001115,52.1,47.9
E02001116,51.6,48.4
E02001117,51.9,48.1
E02001118,51.4,48.6
E02001119,49.7,50.3
E02001121,50.6,49.4
E02001123,53.6,46.4
E02001124,49.9,50.1
E02001125,51,49
E02001126,50.5,49.5
E02001127,52.7,47.3
E02001128,51.7,48.3
E02001129,52.1,47.9
E02001130,52.5,47.5
E02001131,52.1,47.9
E02001132,51.3,48.7
E02001133,50.4,49.6
E02001134,50.8,49.2
E02001135,50.7,49.3
E02001136,49.5,50.5
E02001137,51.2,48.8
E02001138,51.8,48.2
E02001139,50,50
E02001140,51.2,48.8
E02001141,49.2,50.8
E02001142,51.6,48.4
E02001143,51.3,48.7
E02001144,51.2,48.8
E02001145,50.9,49.1
E02001146,49.4,50.6
E02001147,52.1,47.9
E02001148,51,49
E02001149,51.2,48.8
E02001150,52.5,47.5
E02001151,50.8,49.2
E02001152,50.9,49.1
E02001153,52.3,47.7
E02001154,51.3,48.7
E02001155,50.5,49.5
E02001156,51.4,48.6
E02001157,53,47
E02001158,51.4,48.6
E02001159,51.7,48.3
E02001160,51.6,48.4
E02001161,51.1,48.9
E02001162,51,49
E02001163,50.7,49.3
E02001164,46.1,53.9
E02001165,51.5,48.5
E02001166,47.2,52.8
E02001167,51.1,48.9
E02001168,51.6,48.4
E02001169,51.2,48.8
E02001170,50.2,49.8
E02001171,50.5,49.5
E02001173,50.3,49.7
E02001174,50.1,49.9
E02001175,51,49
E02001176,48.8,51.2
E02001177,50,50
E02001179,49.4,50.6
E02001180,48.4,51.6
E02001181,49.6,50.4
E02001182,49.8,50.2
E02001183,50.4,49.6
E02001185,51.7,48.3
E02001186,51.2,48.8
E02001187,52.2,47.8
E02001188,50.9,49.1
E02001189,51.7,48.3
E02001190,50.8,49.2
E02001191,51.4,48.6
E02001192,50.1,49.9
E02001193,50.5,49.5
E02001194,50.5,49.5
E02001195,51.4,48.6
E02001196,51.6,48.4
E02001197,51.7,48.3
E02001198,52.7,47.3
E02001199,51,49
E02001200,49.3,50.7
E02001201,51.1,48.9
E02001202,50.7,49.3
E02001203,51.5,48.5
E02001204,51.5,48.5
E02001205,51.3,48.7
E02001206,52,48
E02001207,50.8,49.2
E02001208,52.2,47.8
E02001209,51.7,48.3
E02001210,52.3,47.7
E02001211,51.6,48.4
E02001212,51.6,48.4
E02001213,50.9,49.1
E02001214,52,48
E02001215,51.7,48.3
E02001216,51,49
E02001217,51.5,48.5
E02001218,51.6,48.4
E02001219,51.1,48.9
E02001220,51.2,48.8
E02001221,50.4,49.6
E02001222,51.7,48.3
E02001223,51.9,48.1
E02001224,51.2,48.8
E02001225,52.1,47.9
E02001226,50.8,49.2
E02001227,52,48
E02001228,51.4,48.6
E02001229,50.8,49.2
E02001230,50.1,49.9
E02001231,51.3,48.7
E02001232,52.2,47.8
E02001233,51.1,48.9
E02001234,51.3,48.7
E02001235,49.2,50.8
E02001236,50.6,49.4
E02001237,51.4,48.6
E02001238,50.9,49.1
E02001239,51.5,48.5
E02001240,50.3,49.7
E02001241,48.9,51.1
E02001242,51.6,48.4
E02001243,49.7,50.3
E02001244,50.4,49.6
E02001245,50.2,49.8
E02001246,52.4,47.6
E02001247,51,49
E02001248,51.1,48.9
E02001249,51.7,48.3
E02001250,51.1,48.9
E02001251,50.4,49.6
E02001252,51.4,48.6
E02001253,50.9,49.1
E02001254,51.7,48.3
E02001255,51.7,48.3
E02001256,50.9,49.1
E02001257,52.2,47.8
E02001258,51.6,48.4
E02001259,50,50
E02001260,51.5,48.5
E02001261,50.4,49.6
E02001262,51.1,48.9
E02001263,51.2,48.8
E02001264,51.2,48.8
E02001265,51.9,48.1
E02001266,51.9,48.1
E02001267,51.9,48.1
E02001268,52.1,47.9
E02001269,51.1,48.9
E02001270,51,49
E02001271,52,48
E02001272,50.8,49.2
E02001273,50.1,49.9
E02001274,51.3,48.7
E02001275,52.9,47.1
E02001276,52.5,47.5
E02001277,52.2,47.8
E02001278,50,50
E02001279,50.1,49.9
E02001280,52.3,47.7
E02001281,52.1,47.9
E02001282,51.4,48.6
E02001283,50.6,49.4
E02001284,50.9,49.1
E02001285,52.2,47.8
E02001286,52,48
E02001287,51,49
E02001288,50.7,49.3
E02001289,50.6,49.4
E02001290,51.5,48.5
E02001291,50.9,49.1
E02001292,49.6,50.4
E02001293,51.2,48.8
E02001294,49.5,50.5
E02001295,48.3,51.7
E02001296,51.6,48.4
E02001297,50.2,49.8
E02001298,50.6,49.4
E02001299,50.6,49.4
E02001300,50.7,49.3
E02001301,50.3,49.7
E02001302,50.6,49.4
E02001303,50.5,49.5
E02001304,51,49
E02001305,50.9,49.1
E02001306,50.8,49.2
E02001307,51,49
E02001308,50.8,49.2
E02001309,50.9,49.1
E02001310,50.5,49.5
E02001311,50.7,49.3
E02001312,47.1,52.9
E02001313,50.1,49.9
E02001314,50.5,49.5
E02001315,50.9,49.1
E02001316,48.9,51.1
E02001317,50.5,49.5
E02001318,50.3,49.7
E02001319,49.6,50.4
E02001320,51.8,48.2
E02001321,50.5,49.5
E02001322,51.5,48.5
E02001323,51,49
E02001324,50.2,49.8
E02001325,51.2,48.8
E02001326,50.7,49.3
E02001333,50.7,49.3
E02001335,51.2,48.8
E02001339,52.3,47.7
E02001406,51.7,48.3
E02001407,51.1,48.9
E02001408,49.7,50.3
E02001409,51.1,48.9
E02001410,51.5,48.5
E02001411,51.7,48.3
E02001412,50.9,49.1
E02001413,50.9,49.1
E02001414,51,49
E02001415,50.9,49.1
E02001416,51.2,48.8
E02001417,48.7,51.3
E02001418,51.2,48.8
E02001419,50.6,49.4
E02001420,51,49
E02001421,50.3,49.7
E02001422,49.9,50.1
E02001423,51.2,48.8
E02001425,50.9,49.1
E02001426,51.4,48.6
E02001427,51.3,48.7
E02001428,51.2,48.8
E02001509,51.6,48.4
E02001510,51.1,48.9
E02001511,51.1,48.9
E02001512,52.1,47.9
E02001513,51.4,48.6
E02001515,51,49
E02001516,50.6,49.4
E02001517,50.8,49.2
E02001518,49.9,50.1
E02001519,51.7,48.3
E02001520,51.6,48.4
E02001521,48,52
E02001523,49.8,50.2
E02001524,50.8,49.2
E02001525,49,51
E02001526,50.5,49.5
E02001527,51.1,48.9
E02001529,50.9,49.1
E02001531,49.5,50.5
E02001532,51.5,48.5
E02001535,50.6,49.4
E02001536,51.8,48.2
E02001537,50.5,49.5
E02001538,50.8,49.2
E02001584,50.8,49.2
E02001611,51.2,48.8
E02001612,50.7,49.3
E02001613,51.4,48.6
E02001614,51.5,48.5
E02001615,51.2,48.8
E02001616,51.2,48.8
E02001617,53.9,46.1
E02001618,50.5,49.5
E02001619,51.3,48.7
E02001620,53.1,46.9
E02001621,51.5,48.5
E02001622,51.9,48.1
E02001623,52.1,47.9
E02001624,49.7,50.3
E02001625,52.2,47.8
E02001626,52.3,47.7
E02001627,50.4,49.6
