areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00035073,93.4,6.6
E00035074,93.2,6.8
E00035075,96.4,3.6
E00035076,95.1,4.9
E00035077,90.6,9.4
E00035078,95.9,4.1
E00035079,91.9,8.1
E00035080,96.1,3.9
E00035081,98.9,1.1
E00035082,97.6,2.4
E00035083,91.6,8.4
E00035084,96.2,3.8
E00035085,95.6,4.4
E00035086,94.4,5.6
E00035087,95.5,4.5
E00035088,96.1,3.9
E00035089,94,6
E00035090,98.6,1.4
E00035091,95,5
E00035092,97,3
E00035093,96.9,3.1
E00035094,90.6,9.4
E00035095,95.5,4.5
E00035096,98.7,1.3
E00035097,95.8,4.2
E00035098,95.7,4.3
E00035099,93,7
E00035100,97.4,2.6
E00035101,96.9,3.1
E00035102,98.5,1.5
E00035103,96.1,3.9
E00035104,95.6,4.4
E00035105,85.6,14.4
E00035106,98.4,1.6
E00035107,89.8,10.2
E00035108,93.4,6.6
E00035109,92.3,7.7
E00035110,95.8,4.2
E00035111,94.8,5.2
E00035112,96.5,3.5
E00035113,94.9,5.1
E00035114,94.5,5.5
E00035115,97.2,2.8
E00035116,95.7,4.3
E00035117,96.2,3.8
E00035118,98.3,1.7
E00035119,94.3,5.7
E00035120,90,10
E00035121,93.3,6.7
E00035122,98.1,1.9
E00035123,91.2,8.8
E00035124,96.3,3.7
E00035125,96.7,3.3
E00035126,97.6,2.4
E00035127,95.8,4.2
E00035128,98.5,1.5
E00035129,94.5,5.5
E00035130,92.3,7.7
E00035131,90.8,9.2
E00035132,94.8,5.2
E00035133,93.8,6.2
E00035134,97.3,2.7
E00035135,88.2,11.8
E00035136,93,7
E00035137,94.6,5.4
E00035138,97.7,2.3
E00035139,98.3,1.7
E00035140,94.7,5.3
E00035141,96.7,3.3
E00035142,94.1,5.9
E00035143,98.4,1.6
E00035144,98.4,1.6
E00035145,93.4,6.6
E00035146,94,6
E00035147,98.6,1.4
E00035148,92.2,7.8
E00035149,92.2,7.8
E00035150,94.6,5.4
E00035151,98.6,1.4
E00035152,94.9,5.1
E00035153,94.5,5.5
E00035154,96.7,3.3
E00035155,95.9,4.1
E00035194,94.6,5.4
E00035195,80.8,19.2
E00035196,71.9,28.1
E00035197,80.3,19.7
E00035198,87,13
E00035199,84.7,15.3
E00035200,82.1,17.9
E00035201,95.6,4.4
E00035202,94.3,5.7
E00035203,97.8,2.2
E00035204,96.9,3.1
E00035205,97.4,2.6
E00035206,96.1,3.9
E00035207,92.2,7.8
E00035208,87.5,12.5
E00035209,96,4
E00035210,96,4
E00035211,95.9,4.1
E00035212,95.1,4.9
E00035213,91.6,8.4
E00035214,95.5,4.5
E00035215,92,8
E00035216,94.6,5.4
E00035217,96,4
E00035218,89,11
E00035219,93.6,6.4
E00035220,92.5,7.5
E00035221,79.4,20.6
E00035222,82.1,17.9
E00035223,97.9,2.1
E00035224,78.6,21.4
E00035225,88.9,11.1
