areacd,disability_3a-001,disability_3a-002
E00035073,16.8,83.2
E00035074,22.9,77.1
E00035075,18,82
E00035076,21.6,78.4
E00035077,32.1,67.9
E00035078,22.4,77.6
E00035079,9.7,90.3
E00035080,15.8,84.2
E00035081,21.3,78.7
E00035082,22.2,77.8
E00035083,23.8,76.2
E00035084,24.4,75.6
E00035085,30.6,69.4
E00035086,27.1,72.9
E00035087,26.4,73.6
E00035088,13.2,86.8
E00035089,23.3,76.7
E00035090,21.8,78.2
E00035091,17.8,82.2
E00035092,15.5,84.5
E00035093,12,88
E00035094,20.8,79.2
E00035095,19,81
E00035096,23.9,76.1
E00035097,14.5,85.5
E00035098,21.3,78.7
E00035099,16.9,83.1
E00035100,28.7,71.3
E00035101,17.8,82.2
E00035102,23.6,76.4
E00035103,21.6,78.4
E00035104,22,78
E00035105,28.4,71.6
E00035106,21.5,78.5
E00035107,29.1,70.9
E00035108,21.3,78.7
E00035109,19.6,80.4
E00035110,26.1,73.9
E00035111,27,73
E00035112,20.2,79.8
E00035113,16.1,83.9
E00035114,16.1,83.9
E00035115,14.1,85.9
E00035116,22.6,77.4
E00035117,18.3,81.7
E00035118,25.2,74.8
E00035119,22.8,77.2
E00035120,22.9,77.1
E00035121,20.9,79.1
E00035122,16.5,83.5
E00035123,17.8,82.2
E00035124,22.9,77.1
E00035125,12.5,87.5
E00035126,12.8,87.2
E00035127,19.6,80.4
E00035128,15.6,84.4
E00035129,21,79
E00035130,21.2,78.8
E00035131,19.5,80.5
E00035132,22.4,77.6
E00035133,18.9,81.1
E00035134,18.4,81.6
E00035135,22.1,77.9
E00035136,18.2,81.8
E00035137,15.4,84.6
E00035138,15.1,84.9
E00035139,18.5,81.5
E00035140,23.3,76.7
E00035141,16.3,83.7
E00035142,14.6,85.4
E00035143,13.8,86.2
E00035144,18.2,81.8
E00035145,15.6,84.4
E00035146,16.8,83.2
E00035147,12.5,87.5
E00035148,21.1,78.9
E00035149,30.2,69.8
E00035150,12.2,87.8
E00035151,16.6,83.4
E00035152,22.3,77.7
E00035153,21,79
E00035154,16.4,83.6
E00035155,16.2,83.8
E00035194,37.9,62.1
E00035195,41.8,58.2
E00035196,36.1,63.9
E00035197,28.8,71.2
E00035198,43.1,56.9
E00035199,33,67
E00035200,26.4,73.6
E00035201,24.2,75.8
E00035202,32.8,67.2
E00035203,27.6,72.4
E00035204,21.9,78.1
E00035205,22.2,77.8
E00035206,19.3,80.7
E00035207,25.9,74.1
E00035208,27,73
E00035209,18.3,81.7
E00035210,22.5,77.5
E00035211,37.4,62.6
E00035212,17.3,82.7
E00035213,34.9,65.1
E00035214,40.5,59.5
E00035215,27.8,72.2
E00035216,50.7,49.3
E00035217,29.2,70.8
E00035218,25,75
E00035219,12,88
E00035220,33.9,66.1
E00035221,24.2,75.8
E00035222,42.1,57.9
E00035223,22.4,77.6
E00035224,37.1,62.9
E00035225,33.9,66.1
E00035226,25.6,74.4
E00035227,30.9,69.1
E00035228,34.7,65.3
E00035229,28.1,71.9
E00035230,35.2,64.8
E00035231,33.2,66.8
E00035232,17.4,82.6
E00035233,42.2,57.8
E00035234,24.5,75.5
E00035235,20,80
E00035236,19.2,80.8
E00035237,25.3,74.7
E00035238,37.9,62.1
E00035239,21.1,78.9
E00035240,21.4,78.6
E00035325,27.7,72.3
E00035326,32,68
E00035327,27.6,72.4
E00035328,25.3,74.7
E00035329,24.1,75.9
E00035330,22.9,77.1
E00035331,27.1,72.9
E00035332,20.9,79.1
E00035333,35.9,64.1
E00035334,20.7,79.3
E00035335,10.7,89.3
E00035336,11.4,88.6
E00035337,25.4,74.6
E00035338,17.7,82.3
E00035339,16.8,83.2
E00035341,37.2,62.8
E00035342,20.1,79.9
E00035343,20.1,79.9
E00035344,26.3,73.7
E00035345,30.2,69.8
E00035346,20.8,79.2
E00035347,25.7,74.3
E00035348,21.4,78.6
E00035349,23,77
E00035350,17.6,82.4
E00035351,47.4,52.6
E00035352,28.8,71.2
E00035353,30.4,69.6
E00035354,25.3,74.7
E00035355,32.7,67.3
E00035357,33.2,66.8
E00035358,16.7,83.3
E00035359,36.3,63.7
E00035360,32,68
E00035361,44.1,55.9
E00035362,19.7,80.3
E00035363,20.8,79.2
E00035364,30.8,69.2
E00035365,28.1,71.9
E00035366,23.8,76.2
E00035367,44.9,55.1
E00035368,34.9,65.1
E00035369,16.2,83.8
E00035370,25.4,74.6
E00035371,33.5,66.5
E00035372,15.7,84.3
E00035415,19.3,80.7
E00035416,15.4,84.6
E00035417,25.2,74.8
E00035418,17.5,82.5
E00035419,34,66
E00035420,17.1,82.9
E00035421,20.3,79.7
E00035422,22.1,77.9
E00035423,14.9,85.1
E00035424,13.4,86.6
E00035425,22.8,77.2
E00035426,18.5,81.5
E00035427,17.9,82.1
E00035428,21.8,78.2
E00035429,25.6,74.4
E00035430,11.8,88.2
E00035431,20.9,79.1
E00035432,14.9,85.1
E00035433,20.2,79.8
E00035434,17.8,82.2
E00035435,13.6,86.4
E00035436,16.1,83.9
E00035437,16.3,83.7
E00035438,19.4,80.6
E00035439,20,80
E00035440,17.6,82.4
E00035441,13.6,86.4
E00035442,10.3,89.7
E00035443,19.9,80.1
E00035444,15.6,84.4
E00035445,16.3,83.7
E00035446,13.2,86.8
E00035447,20.2,79.8
E00035448,19.7,80.3
E00035449,19,81
E00035450,15.8,84.2
E00035451,17.6,82.4
E00035452,17.3,82.7
E00035453,14.8,85.2
E00035454,21,79
E00035455,17.1,82.9
E00035456,25.1,74.9
E00035457,18.2,81.8
E00035458,17.9,82.1
E00035459,21,79
E00035460,14.8,85.2
E00035461,25.5,74.5
E00035462,24,76
E00035463,15.9,84.1
E00035464,18.2,81.8
E00035466,15.1,84.9
E00035467,26.2,73.8
E00035468,23.9,76.1
E00035469,20.3,79.7
E00035470,15.5,84.5
E00035471,21.1,78.9
E00035472,17.5,82.5
E00035473,33.6,66.4
E00035474,19.3,80.7
E00035475,19.3,80.7
E00035476,28.5,71.5
E00035477,21.7,78.3
E00035478,16.3,83.7
E00035479,19.3,80.7
E00035480,26.4,73.6
E00035481,19.6,80.4
E00035482,16.9,83.1
E00035483,24.9,75.1
E00035484,19,81
E00035485,18.2,81.8
E00035486,21.4,78.6
E00035487,19.3,80.7
E00035488,19.5,80.5
E00035489,25.6,74.4
E00035490,20.4,79.6
E00035491,17,83
E00035492,38.8,61.2
E00035493,17,83
E00035494,35.8,64.2
E00035495,17.7,82.3
E00035496,25.6,74.4
E00035497,18.7,81.3
E00035498,20.8,79.2
E00035622,18.3,81.7
E00035623,22.1,77.9
E00035624,22.3,77.7
E00035625,19.9,80.1
E00035626,24.9,75.1
E00035627,20.5,79.5
E00035628,14.2,85.8
E00035629,39,61
E00035630,24,76
E00035631,27.6,72.4
E00035632,17.9,82.1
E00035633,17.6,82.4
E00035634,23.2,76.8
E00035635,17.2,82.8
E00035636,21.6,78.4
E00035637,16.1,83.9
E00035638,29.4,70.6
E00035639,20.5,79.5
E00035640,16.5,83.5
E00035641,22.2,77.8
E00035642,18.8,81.2
E00035643,18.6,81.4
E00035644,16.3,83.7
E00035645,17.7,82.3
E00035646,25.8,74.2
E00035647,20.1,79.9
E00035648,19,81
E00035649,20,80
E00035650,26.1,73.9
E00035651,14.1,85.9
E00035652,14.9,85.1
E00035653,16.9,83.1
E00035654,14.6,85.4
E00035655,16.5,83.5
E00035656,23.8,76.2
E00035657,32.4,67.6
E00035658,18.1,81.9
E00035659,12.3,87.7
E00035660,13.9,86.1
E00035661,15.1,84.9
E00035662,16.2,83.8
E00035663,31.9,68.1
E00035664,24.1,75.9
E00035748,19.2,80.8
E00035749,19,81
E00035750,15.9,84.1
E00035751,16.9,83.1
E00035752,17.6,82.4
E00035753,17.2,82.8
E00035754,14.5,85.5
E00035755,20.2,79.8
E00035756,17.5,82.5
E00035757,11.2,88.8
E00035758,24.2,75.8
E00035759,17.5,82.5
E00035760,22.3,77.7
E00035761,25,75
E00035762,22.7,77.3
E00035763,14.8,85.2
E00035764,17.6,82.4
E00035765,18.7,81.3
E00035766,27.6,72.4
E00035767,24.7,75.3
E00035768,41.5,58.5
E00035769,17.9,82.1
E00035770,19.7,80.3
E00035771,21.6,78.4
E00035772,20.9,79.1
E00035773,24.5,75.5
E00035774,16.4,83.6
E00035775,17.6,82.4
E00035776,22.7,77.3
E00035777,16.7,83.3
E00035778,15.5,84.5
E00035779,18.6,81.4
