geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
W00005625,90.5,9.5,0
W00005627,100,0,0
W00005628,96.8,3.2,0
W00005629,74.6,25.4,0
W00005630,84.2,15.8,0
W00005631,91.3,8.7,0
W00005632,15.5,84.5,0
W00005633,73.9,25.2,0.9
W00005634,69.6,30.4,0
W00005635,92.6,7.4,0
W00005636,47,53,0
W00005637,82.5,17.5,0
W00005638,60,40,0
W00005639,71.1,28.9,0
W00005640,79.7,20.3,0
W00005641,44.1,55.9,0
W00005642,76.6,23.4,0
W00005643,79.8,20.2,0
W00005644,78.8,19.7,1.5
W00005645,49.3,50.7,0
W00005646,99,1,0
W00005647,50.3,49.7,0
W00005648,67.7,32.3,0
W00005650,100,0,0
W00005651,97,3,0
W00005652,100,0,0
W00005653,90.9,9.1,0
W00005654,88.5,11.5,0
W00005655,78.8,21.2,0
W00005656,99.1,0.9,0
W00005657,95,5,0
W00005658,37,63,0
W00005659,99.3,0.7,0
W00005660,79.2,20.8,0
W00005661,100,0,0
W00005662,87,13,0
W00005663,67.2,32.8,0
W00005664,86.3,13.7,0
W00005665,97.5,2.5,0
W00005666,43.1,56.9,0
W00005667,86.9,13.1,0
W00005668,93.4,6.6,0
W00005669,69.5,28.9,1.6
W00005670,75.4,24.6,0
W00005671,73.4,26.6,0
W00005672,100,0,0
W00005673,95,5,0
W00005674,27.5,72.5,0
W00005675,100,0,0
W00005676,89.8,10.2,0
W00005677,49,51,0
W00005678,76.2,23.8,0
W00005679,94,6,0
W00005680,83.6,16.4,0
W00005681,98.3,1.7,0
W00005683,49.3,50.7,0
W00005684,79.1,20.9,0
W00005686,83.3,16.7,0
W00005687,96,4,0
W00005688,94.1,5.9,0
W00005689,99.3,0.7,0
W00005690,70.6,29.4,0
W00005691,100,0,0
W00005692,97.6,2.4,0
W00005693,69.2,30.8,0
W00005694,97.5,2.5,0
W00005695,100,0,0
W00005696,85.3,14.7,0
W00005697,90.2,9.8,0
W00005698,71.5,28.5,0
W00005699,79.2,20.8,0
W00005700,60.3,39.7,0
W00005701,94,6,0
W00005702,93.7,6.3,0
W00005703,99.2,0.8,0
W00005704,91.5,8.5,0
W00005705,99.2,0.8,0
W00005706,91.8,8.2,0
W00005707,79.8,20.2,0
W00005708,78.4,21.6,0
W00005709,92.1,7.9,0
W00005710,95.5,4.5,0
W00005711,92.2,7.8,0
W00005712,89.7,10.3,0
W00005713,96.6,3.4,0
W00005714,76.6,23.4,0
W00005715,91.4,8.6,0
W00005716,95.9,4.1,0
W00005717,76.4,23.6,0
W00005718,98.5,1.5,0
W00005740,98.3,0.9,0.9
W00005741,99.2,0.8,0
W00005742,100,0,0
W00005743,95,5,0
W00005744,82.8,17.2,0
W00005745,84.2,15.8,0
W00005746,98.2,1.8,0
W00005747,99.2,0.8,0
W00005748,100,0,0
W00005749,97.2,2.8,0
W00005750,99.2,0,0.8
W00005751,94.2,5.8,0
W00005752,95.1,4.9,0
W00005753,90,10,0
W00005754,98.4,1.6,0
W00005755,77.2,22.8,0
W00005756,91.8,8.2,0
W00005757,90.8,8.4,0.8
W00005758,50,50,0
W00005759,91.7,8.3,0
W00005760,79.5,20.5,0
W00005761,87.5,12.5,0
W00005762,92.3,7.2,0.5
W00005763,99.2,0.8,0
W00005764,65.5,34.5,0
W00005765,96.1,3.9,0
W00005766,100,0,0
W00005767,99.2,0.8,0
W00005768,98.3,1.7,0
W00005769,100,0,0
W00005770,100,0,0
W00005771,99.2,0.8,0
W00005773,81,19,0
W00005774,99.2,0.8,0
W00005775,92.6,7.4,0
W00005776,43.8,56.2,0
W00005777,64.4,35.6,0
W00005778,100,0,0
W00005779,100,0,0
W00005780,46.5,53.5,0
W00005781,96.7,3.3,0
W00005782,100,0,0
W00005783,99.2,0.8,0
W00005784,96,4,0
W00005785,94.7,5.3,0
W00005786,99.3,0.7,0
W00005787,95.8,3.4,0.8
W00005788,55.2,44.8,0
W00005789,61.2,38.8,0
W00005790,96.9,3.1,0
W00005791,99.4,0.6,0
W00005792,64.3,35.7,0
W00005793,88.6,11.4,0
W00005794,95.6,4.4,0
W00005795,100,0,0
W00005796,99.3,0.7,0
W00005797,100,0,0
W00005798,92.7,7.3,0
W00005799,86.4,13.6,0
W00005800,99.1,0.9,0
W00005801,100,0,0
W00005802,100,0,0
W00005803,99.2,0.8,0
W00005804,92.5,7.5,0
W00005805,87.9,11.3,0.8
W00005806,91.8,8.2,0
W00005807,65.3,33.7,1
W00005808,100,0,0
W00005809,86,14,0
W00005810,68.8,31.3,0
W00005811,79.8,19.3,0.8
W00005812,100,0,0
W00005813,96.1,3.9,0
W00005814,92.5,7.5,0
W00005815,20.3,79.7,0
W00005816,96.2,3.8,0
W00005817,80.1,19.9,0
W00005818,97.3,2.7,0
W00005819,99.1,0.9,0
W00005822,100,0,0
W00005823,99.1,0.9,0
W00005824,100,0,0
W00005825,100,0,0
W00005826,100,0,0
W00005827,50.8,49.2,0
W00005828,100,0,0
W00005829,83,17,0
W00005830,77.8,22.2,0
W00005831,78.5,21.5,0
W00005832,87.1,12.9,0
W00005833,97.4,2.6,0
W00005834,22.9,77.1,0
W00005835,75.8,24.2,0
W00005879,98.1,1.9,0
W00005880,97.9,1.1,1.1
W00005881,86.4,13.6,0
W00005882,96.9,3.1,0
W00005884,100,0,0
W00005885,75.8,24.2,0
W00005886,35.8,64.2,0
W00005887,46.6,53.4,0
W00005888,86.4,13.6,0
W00005889,86.5,13.5,0
W00005890,94.3,5.7,0
W00005891,60.3,39.7,0
W00005892,96.1,3.9,0
W00005894,99.2,0.8,0
W00005895,96.2,3.1,0.8
W00005896,89.8,10.2,0
W00005897,90.9,9.1,0
W00005898,98.5,1.5,0
W00005899,100,0,0
W00005929,56.5,43.5,0
W00005930,96.3,3.7,0
W00005931,53,47,0
W00005933,90.9,9.1,0
W00005934,60.9,39.1,0
W00005935,89.3,10.7,0
W00005936,66,34,0
W00005938,88.5,11.5,0
W00005939,64,36,0
W00005940,55.7,44.3,0
W00005941,50,50,0
W00005942,51.2,48.8,0
W00005943,81.1,18.9,0
W00005944,74.5,25.5,0
W00005945,11.5,88.5,0
W00005946,49.3,50.7,0
W00005947,65.7,28,6.3
W00005948,68.1,31.9,0
W00005949,64.3,35.7,0
W00005950,8.8,91.2,0
W00005959,38.3,61.7,0
W00005960,96.7,3.3,0
W00005961,94.2,5.8,0
W00005962,81.7,18.3,0
W00005963,89.8,10.2,0
W00005964,23.7,76.3,0
W00005965,58.7,41.3,0
W00005966,48.4,51.6,0
W00005967,98.4,1.6,0
W00005968,88.6,11.4,0
W00005969,95.4,4.6,0
W00005970,68.6,30.5,0.8
W00005971,100,0,0
W00005972,98.4,1.6,0
W00005973,98.9,1.1,0
W00005975,85.7,14.3,0
W00005976,97.2,2.8,0
W00005977,97.7,2.3,0
W00005978,85,15,0
W00005979,43.8,6.3,50
W00005980,99.3,0.7,0
W00005981,100,0,0
W00005982,97.3,2.7,0
W00005983,98.4,0.8,0.8
W00005984,99.2,0.8,0
W00005985,100,0,0
W00005986,99.1,0.9,0
W00005990,86.9,11.5,1.6
W00005991,94.7,5.3,0
W00005994,100,0,0
W00005995,100,0,0
W00008803,16.3,83.7,0
W00008804,58.5,41.5,0
W00008807,43.7,56.3,0
W00008811,39.4,60.6,0
W00008813,58.9,41.1,0
W00008814,70.5,29.5,0
W00008816,0.5,99.5,0
W00008817,22.8,77.2,0
W00008818,30.4,69.6,0
W00008819,82,18,0
W00008820,82.3,17.7,0
W00008821,97,3,0
W00008822,78.5,21.5,0
W00008823,97.9,2.1,0
W00008824,91.1,8.9,0
W00008825,67.2,32.8,0
W00008826,92.6,7.4,0
W00008827,95,5,0
W00008828,100,0,0
W00008829,76.2,23.8,0
W00008830,70.4,29.6,0
W00008831,75,25,0
W00008832,94.4,5.6,0
W00008833,92.3,7.7,0
W00008834,89.1,10,0.9
W00008835,95.6,4.4,0
W00008836,58.9,41.1,0
W00008837,85.9,14.1,0
W00008838,62,38,0
W00008839,23,77,0
W00008840,82.6,16.7,0.7
W00008841,68,32,0
W00008842,100,0,0
W00008843,47.7,52.3,0
W00008844,92.4,7.6,0
W00008845,73.5,26.5,0
W00008846,29.8,70.2,0
W00008847,90.4,9.6,0
W00008848,77.3,22.7,0
W00008849,88.5,11.5,0
W00008850,98.7,1.3,0
W00008851,82.6,17.4,0
W00008852,53.7,46.3,0
W00008853,82.5,17.5,0
W00008854,86.2,13.8,0
W00008855,56.8,43.2,0
W00008856,91.1,8.9,0
W00008857,74.3,25.7,0
W00008858,97.2,2.8,0
W00008859,77.5,22.5,0
W00008860,85.8,14.2,0
W00008861,98.5,1.5,0
W00008862,84.3,15.7,0
W00008863,89.9,10.1,0
W00008864,61.3,38.8,0
W00008865,69.5,30.5,0
W00008866,87.2,12.8,0
W00008867,79.3,20.7,0
W00008868,59.9,38.9,1.3
W00008869,59.5,40.5,0
W00008870,86.9,13.1,0
W00008871,67.6,32.4,0
W00008872,95.9,4.1,0
W00008873,86.2,13.8,0
W00008874,93.4,6.6,0
W00008875,88.8,11.2,0
W00008877,62.8,37.2,0
W00008878,77.2,22.8,0
W00008879,93,7,0
W00008880,58.8,41.2,0
W00008881,75.4,24,0.6
W00008882,68.9,31.1,0
W00008883,98.5,1.5,0
W00008884,25,75,0
W00008886,98.4,1.6,0
W00008887,55.6,44.4,0
W00008888,40.3,59.7,0
W00008889,76.8,23.2,0
W00008890,97.6,2.4,0
W00008891,89.6,10.4,0
