geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00005625,23,51.6,17.5,7.9
W00005627,11.7,39.2,36.7,12.5
W00005628,28,46.4,18.4,7.2
W00005629,22.2,41.3,29.9,6.6
W00005630,12.4,47.9,28.1,11.6
W00005631,21.5,42.3,26.8,9.4
W00005632,42.2,44.1,8.8,4.9
W00005633,32.2,46.1,16.5,5.2
W00005634,28.4,47.5,18.5,5.6
W00005635,17.2,44.8,31.3,6.7
W00005636,40.7,39,13.6,6.8
W00005637,25.7,46.5,20.8,6.9
W00005638,29.4,45.6,20.6,4.4
W00005639,32.8,47.7,15.6,3.9
W00005640,37.4,35.8,24.4,2.4
W00005641,58.2,29.9,7.5,4.5
W00005642,25.6,40.8,23.2,10.4
W00005643,23.5,39.5,26.9,10.1
W00005644,21.9,43.8,20.3,14.1
W00005645,34.1,39.1,20.3,6.5
W00005646,7.5,50.9,32.1,9.4
W00005647,36.7,39.9,17,6.4
W00005648,36.5,51.6,9.5,2.4
W00005650,10.1,41.9,31.8,16.3
W00005651,11.6,37.8,36,14.6
W00005652,8.1,35.5,39.5,16.9
W00005653,10,68.2,20,1.8
W00005654,22.3,54.1,19.7,3.8
W00005655,23.2,42,25.9,8.9
W00005656,36.4,38.3,20.6,4.7
W00005657,25.9,49.7,18.2,6.3
W00005658,42,48.7,7.6,1.7
W00005659,7.9,41,40.3,10.8
W00005660,23.4,45.2,25,6.5
W00005661,16.7,38.9,28.6,15.9
W00005662,30.2,51.6,15.1,3.1
W00005663,41,40.3,17.2,1.5
W00005664,25.4,44.1,22,8.5
W00005665,17,48.4,24.8,9.8
W00005666,43.1,43.1,12.5,1.4
W00005667,12.3,48.6,26.7,12.3
W00005668,22.8,40.7,28.5,8.1
W00005669,35.9,40.6,19.5,3.9
W00005670,27.9,45,24.8,2.3
W00005671,23,53.2,17.5,6.3
W00005672,14.8,45.2,27,13
W00005673,27,42.8,24.8,5.4
W00005674,66.7,27.9,3.9,1.6
W00005675,8.1,45.9,37.8,8.1
W00005676,22.7,50,21.9,5.5
W00005677,47.1,38.5,11.5,2.9
W00005678,35.7,38.1,19,7.1
W00005679,21.2,51.3,20.4,7.1
W00005680,27,47.4,17.8,7.9
W00005681,27.1,51.7,17.8,3.4
W00005683,43.6,37.9,15.7,2.9
W00005684,24.3,50,22.8,2.9
W00005686,22.5,41.3,26.1,10.1
W00005687,15.1,37.3,33.3,14.3
W00005688,20.8,53.3,20,5.8
W00005689,6.4,47.1,32.9,13.6
W00005690,29.7,27.1,32.2,11
W00005691,11.5,46.9,33.6,8
W00005692,11.9,48.4,27,12.7
W00005693,22.6,49.6,24.8,3
W00005694,10.9,50.4,31.1,7.6
W00005695,9.4,43.6,35.9,11.1
W00005696,23.7,47.3,26,3.1
W00005697,18.5,53.2,25,3.2
W00005698,20.2,51.6,23.4,4.8
W00005699,15,57.5,21.7,5.8
W00005700,30.5,43.8,22.7,3.1
W00005701,17.2,43.1,31,8.6
W00005702,12.7,43.7,37.3,6.3
W00005703,12.1,34.7,37.9,15.3
W00005704,34.8,46.8,12.1,6.4
W00005705,11.6,58.9,21.7,7.8
W00005706,36.1,40.7,18.5,4.6
W00005707,26.1,45.4,20.2,8.4
W00005708,28.2,49.4,19.2,3.2
W00005709,42.2,40.6,14.1,3.1
W00005710,18.7,53.7,20.9,6.7
W00005711,31.3,47.3,15.3,6.1
W00005712,19.7,53.5,20.5,6.3
