geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00018220,84.4,11.2,4.4
E00018250,86.4,9.3,4.2
E00021235,85.7,9.5,4.8
E00021236,84,11,5
E00021260,75.6,13.7,10.6
E00021261,82.6,12.3,5.1
E00021262,81.6,12.9,5.5
E00021263,89.5,7.5,3
E00021273,70.5,15.4,14.2
E00021274,75.9,14.6,9.5
E00021275,78.6,14.9,6.5
E00021277,74.8,12.2,13
E00021278,87.2,7,5.9
E00021279,77,15.2,7.8
E00021280,80,13.9,6.2
E00021282,83.9,11.1,5
E00021286,85,9.7,5.3
E00021288,93.6,4.7,1.7
E00021289,87.4,9.5,3.2
E00021290,78.8,14.2,7.1
E00021292,83.1,12,5
E00021294,78.6,14.8,6.6
E00021295,91.5,5.5,3
E00021296,90.6,5.8,3.5
E00021297,85.4,10.6,4
E00021298,87.3,8.9,3.8
E00021299,84.1,11,4.9
E00021300,89.1,6.9,4
E00021301,86.6,9.7,3.7
E00021302,83.3,9,7.8
E00021303,78.9,14.5,6.6
E00021304,85.4,11.1,3.4
E00021305,89.3,6.9,3.9
E00021306,83.5,11.9,4.6
E00021307,87.6,9.1,3.3
E00021308,88.4,8.4,3.1
E00021309,92.4,5.6,2
E00021310,78.3,15.6,6.2
E00021311,79,14.1,6.9
E00021312,85.6,10.9,3.4
E00021313,85,11.1,3.9
E00021315,51.3,23.8,24.9
E00021316,77,15.4,7.5
E00021317,85.9,11.7,2.4
E00021318,83,12.1,4.9
E00021319,80.9,11.9,7.3
E00021320,81.1,11.4,7.6
E00021321,84.3,9.6,6.1
E00021322,83.7,8.7,7.6
E00021323,78.1,14.2,7.7
E00021324,83.9,11.2,4.9
E00021325,84.8,9.4,5.8
E00021326,81,11.6,7.4
E00021327,85.5,9.1,5.4
E00021328,81.8,13.4,4.8
E00021329,79,13.9,7.1
E00021330,81.5,11.6,6.9
E00021331,81.2,14.9,4
E00021332,81.2,13.8,5
E00021333,75.1,12.8,12.2
E00021334,77.5,12.8,9.8
E00021335,78.8,14.3,7
E00021336,78.9,14.2,6.9
E00021337,72.9,17.2,9.9
E00021339,83.3,10.2,6.5
E00021340,84.2,10.5,5.3
E00021342,86.6,8.3,5.1
E00021344,79,12.7,8.3
E00021345,82.7,9.5,7.7
E00021346,78.9,14.4,6.8
E00021347,83.5,11.9,4.7
E00021349,82.9,12.5,4.6
E00021350,80.2,12,7.8
E00021351,80.1,11.1,8.8
E00021352,85.6,12.5,1.9
E00021353,71,18.8,10.1
E00021354,78.9,12.8,8.3
E00021355,85.5,10.3,4.2
E00021357,79.3,12.7,8
E00021359,69.2,28.2,2.7
E00021360,80.5,13.8,5.7
E00021361,84.6,10.2,5.2
E00021363,82.1,13.9,4
E00021364,80.5,13.9,5.6
E00021365,86.8,7.8,5.4
E00021367,77.3,17.5,5.2
E00021371,85.5,9,5.5
E00021372,84.2,11.7,4.1
E00021375,84,11.3,4.7
E00021377,88.5,7.9,3.7
E00021379,75.1,18.3,6.6
E00021380,77.8,12.8,9.4
E00021382,83.7,10.6,5.7
E00021383,76.4,15.3,8.3
E00021384,91.3,7.1,1.7
E00021386,75.8,17.6,6.7
E00021388,79.4,12.9,7.7
E00021392,79.7,13.2,7.1
E00021393,75.2,14.6,10.2
E00021394,82.1,11.8,6.1
E00021395,81,11.3,7.7
E00021396,73.5,17.4,9.1
E00021397,77.6,13.4,9
E00021398,76.4,12.8,10.8
E00021399,90.3,5,4.7
E00021400,85.1,9.9,5
E00021402,81.4,11.7,6.9
E00021404,92.4,5.6,2
E00021407,84.2,10.5,5.3
E00021408,92,6.4,1.7
E00021409,96.2,2.5,1.3
E00021410,80.1,12.9,7
E00021411,80.4,15.1,4.5
E00021412,82.3,12.9,4.7
E00021413,78.9,10.2,10.9
E00021414,82.4,11.3,6.3
E00021415,82.2,9.4,8.4
E00021416,78,13.3,8.7
E00021417,81.2,12.5,6.3
E00021418,96.7,2.3,0.9
E00021419,86.2,10.2,3.6
E00021420,82.2,13.6,4.3
E00021421,75.4,14.2,10.4
E00021423,79.3,13.4,7.3
E00021424,97.1,1.7,1.2
E00021430,83.1,11.9,5
E00021431,84,12.2,3.8
E00021432,77.9,14.5,7.5
E00021434,83.7,12.2,4.1
E00021437,76.9,16.2,6.9
E00021439,79.4,12.3,8.2
E00021440,83.6,9.2,7.2
E00021444,75.4,13.8,10.8
E00021445,83.2,10.2,6.6
E00021446,80.4,11.1,8.4
E00021447,92.2,6.7,1.2
E00021467,80.1,10.6,9.3
E00021473,89.4,8.1,2.6
E00021474,79.8,12.1,8.1
E00021476,83.3,9.5,7.1
E00021477,87.3,9.5,3.2
E00021479,92.5,6.1,1.4
E00021480,93,5.2,1.8
E00021481,83.7,12.1,4.2
E00021482,85.9,10.7,3.4
E00021484,85.3,8.5,6.2
E00021485,84.6,11.5,3.8
E00021486,85.4,9.8,4.8
E00021488,85.7,8.4,5.9
E00021489,77.9,16.6,5.4
E00021490,82.6,12.1,5.4
E00021492,85.9,9.4,4.8
E00021493,80.5,12.9,6.6
E00021496,83.9,11.3,4.8
E00021497,81.2,12.8,6
E00021498,83.1,13.3,3.6
E00021500,87.6,8.4,4
E00021501,78,13,9
E00021502,74.6,15.9,9.6
E00021503,80.3,13.6,6.1
E00021504,80.8,14.9,4.4
E00021505,70.4,11.7,17.9
E00021506,83.4,10.1,6.4
E00021507,82.6,10.9,6.5
E00021508,85.1,11.9,3
E00021509,79.5,15.7,4.8
E00021559,77.2,12.8,10
E00021560,82.1,12.2,5.7
E00021563,82,9.9,8.1
E00021565,83.9,10,6.1
E00021582,72.2,16,11.8
E00021584,74.1,14.2,11.7
E00021585,80.6,11.6,7.8
E00021591,73.4,16.9,9.7
E00021651,91.3,7.4,1.3
E00021658,90.4,6.8,2.8
E00167085,88.5,9.1,2.4
E00167087,92.9,5.7,1.4
E00167088,86.6,12,1.4
E00167089,89,7.7,3.3
E00167090,87.5,9.6,2.9
E00167091,90.1,9.9,0
E00167092,92.9,3.2,3.9
E00167103,95.8,3.2,0.9
E00167104,91,6.5,2.5
E00167105,70.9,18.9,10.2
E00167106,92.4,6.6,0.9
E00167107,89.1,2.8,8.1
E00167123,79.3,14.3,6.3
E00167124,78.5,12.7,8.7
E00167128,85.3,10.4,4.3
E00167136,84,10.5,5.6
E00167143,87.7,9.6,2.8
E00167144,73.6,16.7,9.7
E00167154,96.1,3.2,0.7
E00167161,82,11.5,6.5
E00167181,88.9,6.9,4.2
E00167184,87.4,9.1,3.5
E00167185,83.9,11,5.1
E00167186,87.7,9.1,3.1
E00167187,87.5,8.8,3.6
E00167189,87.6,9.5,2.8
E00167190,86.9,8.4,4.7
E00167191,95,5,0
E00167192,88,8.8,3.2
E00167193,70.2,15.1,14.7
E00167194,84.6,9.8,5.6
E00167195,91.7,6.7,1.6
E00167196,73.4,15.8,10.8
E00167202,76.2,13.7,10.1
E00167204,94.4,5.6,0
E00167210,92.4,3.8,3.8
E00167212,84.3,11.7,4
E00167213,78.9,16.2,4.8
E00167214,82.4,9.3,8.2
E00167216,82.4,8.6,9.1
E00167217,79.5,12.5,8
E00167218,90.1,7.3,2.5
E00167219,87,7.8,5.2
E00167227,82.2,12.2,5.6
E00167228,83.8,10,6.2
E00167229,84.2,10.8,5
E00167230,95.6,3.9,0.5
E00167231,86.1,9,4.9
E00167233,77.5,13.7,8.9
E00167234,81.3,11.6,7.1
E00167236,92.4,6,1.6
E00167237,95.5,3.9,0.6
E00167238,82.1,13.2,4.6
E00167239,86,9.9,4.1
