areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00089506,90.8,7,2.2
E00089507,86.6,8.4,5
E00089508,90.7,8,1.2
E00089509,89.5,7.9,2.6
E00089510,81.1,7.1,11.8
E00089511,78.1,16,6
E00089512,88.3,9,2.7
E00089513,89,5.9,5.2
E00089514,74.6,14.3,11.1
E00089515,87.6,5.8,6.6
E00089516,92,4.9,3.1
E00089517,79.3,10.5,10.2
E00089518,65.2,13.1,21.7
E00089519,80.8,6.2,12.9
E00089520,72.4,10.6,17.1
E00089521,79.7,16.7,3.5
E00089522,78.9,6.1,15
E00089523,86.9,5.6,7.4
E00089524,81.9,8.3,9.8
E00089525,79.1,11.1,9.8
E00089526,89.8,5,5.2
E00089527,70.3,15.4,14.3
E00089528,87.1,3.5,9.4
E00089529,81.8,7.6,10.6
E00089530,91.8,5.7,2.5
E00089531,83.8,8,8.3
E00089532,92,6.5,1.5
E00089533,76.1,8.2,15.7
E00089534,89.2,4.3,6.6
E00089535,90.3,5.7,3.9
E00089536,85.7,9.4,4.9
E00089537,94,2.8,3.2
E00089538,90.6,6.9,2.5
E00089539,91.8,5.7,2.5
E00089540,94,3.1,2.9
E00089541,89.3,5.5,5.2
E00089542,91.4,6.1,2.5
E00089543,88.9,8.4,2.7
E00089544,68.7,13.7,17.6
E00089545,83.8,10.1,6.1
E00089546,88.3,4.3,7.4
E00089547,78.6,13.3,8.1
E00089548,91,4.2,4.9
E00089549,81.8,12,6.3
E00089550,77.2,13.4,9.4
E00089551,85.8,7.5,6.6
E00089552,85.4,5.8,8.8
E00089553,85.5,7,7.5
E00089554,89.7,5.8,4.5
E00089555,70.1,9.2,20.7
E00089556,74.4,7.4,18.2
E00089557,80.1,4.7,15.1
E00089558,78.8,12.2,9
E00089559,74.7,7.4,17.9
E00089563,87.3,9.1,3.6
E00089564,88.8,6.4,4.8
E00089565,90.1,1.6,8.2
E00089566,84.1,7.6,8.2
E00089567,82.6,2.9,14.5
E00089574,89.7,4.2,6.1
E00089575,85.7,4,10.3
E00089576,94,4.9,1.1
E00089577,85.3,0.9,13.8
E00089578,82.4,7.7,10
E00089579,92.9,3.4,3.6
E00089580,91.9,4,4
E00089581,94,4.4,1.6
E00089595,88.4,8,3.6
E00089597,89.8,7.3,2.9
E00089602,89.2,4.2,6.6
E00089603,87.5,6.1,6.3
E00089604,87.6,6.1,6.3
E00089606,88.5,9.4,2.1
E00089607,91.4,6.1,2.5
E00089609,92.9,5.6,1.5
E00089610,91.6,5.8,2.6
E00089611,82.6,8.2,9.2
E00089612,92.9,1.3,5.8
E00089613,85,3,12
E00089614,89.9,3.8,6.3
E00089615,74,2.8,23.3
E00089616,88.4,4.4,7.1
E00089617,92.2,2.5,5.3
E00089619,91.6,5.3,3.1
E00089620,89.3,8,2.7
E00089621,92.8,4,3.2
E00089622,87.2,8.3,4.5
E00089623,89,8.8,2.2
E00089624,88.2,4.3,7.5
E00089625,91.1,5.1,3.8
E00089626,90.9,4.5,4.5
