areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00089506,92.7,4.8,2.5
E00089507,91.7,7.4,0.9
E00089508,93.1,5.3,1.6
E00089509,89.2,7.5,3.3
E00089510,86.7,10.2,3.1
E00089511,88,7.9,4.1
E00089512,89.4,7.9,2.7
E00089513,90.2,7.2,2.6
E00089514,83.3,12.5,4.3
E00089515,93.1,6.1,0.8
E00089516,94.1,5.1,0.8
E00089517,81.3,11.3,7.4
E00089518,74.3,12.9,12.9
E00089519,83.8,10.9,5.2
E00089520,77.8,15.2,7
E00089521,89.4,7.9,2.7
E00089522,83.6,11.8,4.6
E00089523,93,6.2,0.8
E00089524,89.3,8.6,2.1
E00089525,85.4,13,1.6
E00089526,87.1,10.7,2.2
E00089527,85.5,10.4,4.1
E00089528,76,18.5,5.5
E00089529,78.9,13.6,7.5
E00089530,88,10.8,1.3
E00089531,86.1,11.8,2.1
E00089532,93.8,3.5,2.7
E00089533,84.7,10.8,4.5
E00089534,92.2,6.5,1.3
E00089535,91.1,6.8,2.1
E00089536,92.5,7.1,0.4
E00089537,89.7,8.2,2.1
E00089538,94.1,5.9,0
E00089539,87.8,10.2,2
E00089540,92.3,6.3,1.4
E00089541,93.3,5.2,1.5
E00089542,91.3,7.2,1.5
E00089543,91.6,6.4,2
E00089544,87.2,9.2,3.5
E00089545,81.9,12.4,5.7
E00089546,87.2,11.2,1.5
E00089547,88.8,7.7,3.4
E00089548,91.7,6.8,1.5
E00089549,88.7,9.6,1.6
E00089550,84.2,13.5,2.4
E00089551,88.4,9.5,2
E00089552,92.6,6,1.3
E00089553,88.7,9,2.3
E00089554,90.6,8,1.3
E00089555,70.2,17.2,12.6
E00089556,70.6,18.1,11.3
E00089557,87.3,9.1,3.6
E00089558,86.3,10.8,2.9
E00089559,80.4,13.2,6.3
E00089563,89.1,8.3,2.5
E00089564,91.4,6.2,2.4
E00089565,86.2,11.8,2
E00089566,86.8,10.2,3
E00089567,78,15.3,6.7
E00089574,86.6,10.5,2.9
