areacd,sex-001,sex-002
E00089506,50.5,49.5
E00089507,50.1,49.9
E00089508,50,50
E00089509,49.3,50.7
E00089510,54.7,45.3
E00089511,52,48
E00089512,51.5,48.5
E00089513,48.9,51.1
E00089514,49.6,50.4
E00089515,46.6,53.4
E00089516,49,51
E00089517,47.7,52.3
E00089518,57.6,42.4
E00089519,53.6,46.4
E00089520,54.4,45.6
E00089521,48.4,51.6
E00089522,49.9,50.1
E00089523,50.9,49.1
E00089524,54.2,45.8
E00089525,54.8,45.2
E00089526,50.5,49.5
E00089527,51,49
E00089528,54.5,45.5
E00089529,53.2,46.8
E00089530,49.7,50.3
E00089531,52.9,47.1
E00089532,51.1,48.9
E00089533,51.1,48.9
E00089534,48.2,51.8
E00089535,51.6,48.4
E00089536,50.9,49.1
E00089537,53.5,46.5
E00089538,51.3,48.8
E00089539,53.9,46.1
E00089540,51.4,48.6
E00089541,51.3,48.7
E00089542,53.1,46.9
E00089543,48.8,51.2
E00089544,52.1,47.9
E00089545,51.3,48.7
E00089546,50.4,49.6
E00089547,53.5,46.5
E00089548,52.3,47.7
E00089549,51.1,48.9
E00089550,52.4,47.6
E00089551,49.1,50.9
E00089552,49,51
E00089553,48.5,51.5
E00089554,50,50
E00089555,54.2,45.8
E00089556,54.3,45.7
E00089557,52.8,47.2
E00089558,52.1,47.9
E00089559,54,46
E00089563,51.1,48.9
E00089564,48.8,51.2
E00089565,51.4,48.6
E00089566,49.7,50.3
E00089567,51.7,48.3
E00089574,50.2,49.8
E00089575,50.6,49.4
E00089576,48.9,51.1
E00089577,47.9,52.1
E00089578,57.7,42.3
E00089579,47.6,52.4
E00089580,53.7,46.3
E00089581,48.4,51.6
E00089595,49.4,50.6
E00089597,50.5,49.5
E00089602,48.2,51.8
E00089603,49.2,50.8
E00089604,55.6,44.4
E00089606,48.8,51.2
E00089607,55,45
E00089609,52.7,47.3
E00089610,52,48
E00089611,51.8,48.2
E00089612,48.4,51.6
E00089613,53,47
E00089614,52.1,47.9
E00089615,54.7,45.3
E00089616,53.1,46.9
E00089617,52.3,47.7
E00089619,49,51
E00089620,51.5,48.5
E00089621,51.3,48.7
E00089622,49.2,50.8
E00089623,51.2,48.8
E00089624,55.9,44.1
E00089625,52.6,47.4
E00089626,48.8,51.2
E00089627,52.5,47.5
E00089628,47.7,52.3
E00089629,47.4,52.6
E00089630,49.1,50.9
E00089631,53.2,46.8
E00089632,51.2,48.8
E00089633,59.2,40.8
E00089634,48.3,51.7
E00089635,50.5,49.5
E00089636,53.2,46.8
E00089637,49.1,50.9
E00089638,52.6,47.4
E00089639,47.8,52.2
E00089640,50.4,49.6
E00089641,50.1,49.9
E00089642,50.6,49.4
E00089657,50.9,49.1
E00089665,53.5,46.5
E00089666,51.3,48.7
E00089667,51.6,48.4
E00089668,50.7,49.3
E00089669,47.9,52.1
E00089670,50.7,49.3
E00089671,50.9,49.1
E00089672,53.8,46.2
E00089673,52.9,47.1
E00089674,51.3,48.7
E00089675,48.8,51.2
E00089676,50.3,49.7
E00089677,50.5,49.5
E00089678,52.1,47.9
E00089679,50,50
E00089680,49.6,50.4
E00089681,51.1,48.9
E00089682,50.6,49.4
E00089683,48.8,51.2
E00089685,50.3,49.7
E00089686,55.3,44.7
E00089687,50.3,49.7
E00089688,52.3,47.7
E00089689,58.4,41.6
E00089691,49.7,50.3
E00089693,50.1,49.9
E00089694,48.2,51.8
E00089696,52.6,47.4
E00089697,52.4,47.6
E00089698,52.4,47.6
E00089699,57,43
E00089700,53.3,46.7
E00089701,52.4,47.6
E00089702,53.2,46.8
E00089703,52.4,47.6
E00089704,54,46
E00089705,52.4,47.6
E00089706,55.8,44.2
E00089707,50.6,49.4
E00089709,51.9,48.1
E00089710,51.1,48.9
E00089711,56.3,43.7
E00089712,53.9,46.1
E00089713,48.6,51.4
E00089714,53,47
E00089715,50,50
E00089716,48.7,51.3
E00089717,51,49
E00089718,48.6,51.4
E00089719,52.7,47.3
E00089720,48.7,51.3
E00089721,48.9,51.1
E00089722,51,49
E00089723,53,47
E00089724,49.5,50.5
E00089725,54.4,45.6
E00089726,51.5,48.5
E00089727,54.7,45.3
E00089728,55.3,44.7
E00089729,52.5,47.5
E00089730,50.7,49.3
E00089731,52.8,47.2
E00089733,52.6,47.4
E00089734,51.5,48.5
E00089735,50.8,49.2
E00089736,52.1,47.9
E00089758,49.7,50.3
E00089759,48.8,51.2
E00089760,52.8,47.2
E00089761,52.9,47.1
E00089762,50.7,49.3
E00089763,52.8,47.2
E00089764,52.6,47.4
E00089765,51.7,48.3
E00089766,55.6,44.4
E00089767,50.8,49.2
E00089768,51.7,48.3
E00089769,50.7,49.3
E00089770,51.5,48.5
E00089772,51.8,48.2
E00089773,53.7,46.3
E00089774,52.7,47.3
E00089775,50.7,49.3
E00089776,53.3,46.7
E00089777,51.6,48.4
E00089778,47,53
E00089779,54.7,45.3
E00089780,51.8,48.2
E00089781,51.8,48.2
E00089782,49.4,50.6
E00089786,50.8,49.3
E00089787,52.3,47.7
E00089788,52.1,47.9
E00089789,48,52
E00089790,49.6,50.4
E00089791,50.8,49.2
E00089792,52.4,47.6
E00089793,53.4,46.6
E00089794,44.6,55.4
E00090218,53.2,46.8
E00090226,49.8,50.2
E00090227,52.6,47.4
E00090485,52.2,47.8
E00090487,51,49
E00090490,49.6,50.4
E00090491,50.2,49.8
E00090493,52.8,47.2
E00090494,53.4,46.6
E00090496,54.5,45.5
E00090498,48.9,51.1
E00090499,50.4,49.6
E00090500,50.4,49.6
E00090501,45,55
E00118744,51,49
E00118748,49,51
E00118749,49.1,50.9
E00118750,53.3,46.7
E00118752,50.7,49.3
E00118753,51.3,48.7
E00118755,50.8,49.2
E00118756,53.8,46.2
E00118757,49.6,50.4
E00118758,48.8,51.2
E00118765,51.1,48.9
E00120937,54.6,45.4
E00120940,49.4,50.6
E00120944,52.3,47.7
E00120948,50.8,49.2
E00165835,52.8,47.2
E00165837,51.9,48.1
