areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00051763,11.6,42.1,28.9,17.4
E00051764,25.8,31.5,32.3,10.5
E00051766,7.7,35.7,38.5,18.2
E00051770,12.6,34.5,39.5,13.4
E00051797,6.4,28.8,43.2,21.6
E00051817,34.6,49.6,11.8,3.9
E00051818,9,34.6,41.4,15
E00051847,29.8,51.2,16.5,2.5
E00051848,11.5,44.6,38.5,5.4
E00051855,57.5,27.5,14.2,0.8
E00051856,28.7,44.3,20,7
E00051857,22.9,51.4,20.7,5
E00051858,26.3,46.6,22.9,4.2
E00051859,21.4,54,18.3,6.3
E00051860,32,42.4,16,9.6
E00051861,19.5,35.6,29.7,15.3
E00051862,32.9,45.9,20.5,0.7
E00051863,37.8,42.2,17,3
E00051867,36.3,48.5,12.3,2.9
E00051886,34.1,41.7,18.2,6.1
E00051887,28.5,43.1,19,9.5
E00051888,30,48.2,18.2,3.6
E00051889,62.3,30.5,6.5,0.6
E00051890,45.8,36.7,12.5,5
E00051891,34.2,44.2,19.2,2.5
E00051892,31,47.4,18.1,3.4
E00051893,39.7,45.8,10.7,3.8
E00051894,34.6,43.3,15.7,6.3
E00051895,62.2,35.1,0.9,1.8
E00051896,34.5,40.5,19.8,5.2
E00051897,51.6,40.5,4.8,3.2
E00051898,55,35,5,5
E00051899,27.4,49.3,17.8,5.5
E00051900,29.1,43.3,22.8,4.7
E00051902,42.6,41,14.8,1.6
E00051903,52.7,35.7,8.9,2.7
E00051904,62.2,28.9,7.8,1.1
E00051905,33.9,38.6,24.4,3.1
E00051906,33.3,45,16.3,5.4
E00051908,36.2,45.7,15,3.1
E00051909,35.8,40,18.3,5.8
E00051910,33.1,39.8,21.2,5.9
E00051911,26.9,53.1,15.4,4.6
E00051912,27.6,46.3,17.9,8.2
E00051913,26.2,54.9,18.9,0
E00051914,24.8,44.6,21.5,9.1
E00051915,6.8,55.3,32.6,5.3
E00051916,6.2,47.7,36.2,10
E00051917,37.8,43.2,16.2,2.7
E00051918,39.6,44.6,11.9,4
E00051919,11.2,40.2,37.9,10.7
E00051920,18.9,48.6,23.4,9
E00051921,27.4,45.2,19.4,8.1
E00051922,30.6,52.4,12.1,4.8
E00051923,38.3,48.6,11.2,1.9
E00051929,36.4,45.1,13,5.6
E00051930,24.1,41.7,26.9,7.4
E00051932,12.4,39.5,34.9,13.2
E00051933,48.1,34.1,12.4,5.4
E00051934,25.4,42.5,26.5,5.5
E00051935,35,38.5,19.7,6.8
E00051936,35.5,37.3,22.5,4.7
E00051937,28,36.8,28.8,6.4
E00051938,26.5,47.7,19.9,6
E00051939,29.1,44,20.6,6.4
E00051940,21.7,48.3,21,9.1
E00051941,31,46.7,18.5,3.8
E00051942,29.6,38.2,27.6,4.6
E00051943,51.7,34.1,11.4,2.8
E00051944,33.3,42.9,18.3,5.6
E00051947,32,39.3,23.8,4.9
E00051948,27.7,46.7,19,6.6
E00051949,27.3,40.9,20.9,10.9
E00051950,31.3,42.9,19.7,6.1
E00051951,23.4,50,20.2,6.5
E00051952,20.4,46.9,25.7,7.1
E00051954,16.4,39.7,32.8,11.2
E00051955,16.2,42.3,27,14.4
E00051956,32.4,46.8,16.2,4.5
E00051958,43.1,38.2,14.6,4.1
E00051959,28.9,43.9,20.2,7
E00051960,26.6,37.6,24.3,11.6
E00051961,33.1,42.8,15.9,8.3
E00051962,38.1,41.9,15.6,4.4
E00051963,21.8,50,23.4,4.8
E00051964,45.3,40.2,11.1,3.4
E00051965,26.9,45.4,17.6,10.2
E00051966,30.8,44.4,18.8,6
E00051967,20.1,43.9,22.3,13.7
E00051968,29.3,45.1,20.3,5.3
E00051969,24.6,51.6,15.6,8.2
E00051970,53.1,34,10.2,2.7
E00051971,28.6,42.1,25.6,3.8
E00051972,34.2,36,22.8,7
E00051973,40.1,31.4,24.1,4.4
E00051974,27.1,42.4,21.5,9
E00051975,37.5,39.8,17.6,5.1
E00051976,45.9,40,9.6,4.4
E00051977,45.5,37.4,13,4.1
E00051978,16.5,33.8,36.1,13.5
E00051979,21.3,43.8,23.1,11.9
E00051980,15.1,37.7,34.9,12.3
E00051981,60.6,36.4,3,0
E00051982,22.5,44.4,26.8,6.3
E00051983,16.5,51.1,28.1,4.3
E00051984,12.9,44.8,33.6,8.6
E00051985,73.7,24.6,1.8,0
E00051986,35.3,35.3,18.4,11
E00051987,34.6,47.2,13.4,4.7
E00051988,10.1,32.8,46.2,10.9
E00051989,21.5,34.9,32.2,11.4
E00051990,12.7,38.1,35.6,13.6
E00051991,20.8,35,30,14.2
E00051992,15.3,45,27.9,11.7
E00051993,39.6,44.6,13.7,2.2
E00051994,20.1,38.5,28.4,13
E00051995,20.9,40,31.3,7.8
E00051996,33.6,45.6,16,4.8
E00051997,29.3,34.6,24.1,12
E00051998,33.6,39.8,19.5,7
E00051999,34.7,47.6,14.3,3.4
E00052000,33.9,35.7,20,10.4
E00052001,33.3,43.4,17.8,5.4
E00052002,24.6,49.2,20.6,5.6
E00052003,10.1,45.9,32.4,11.5
E00052004,7.4,34.4,41.8,16.4
E00052005,36.6,41.2,15,7.2
E00052006,47.8,41.6,8.4,2.2
E00052008,16.8,53.3,24.1,5.8
E00052009,31.3,46.3,18.7,3.7
E00052010,26.3,50,19.7,3.9
E00052011,43.2,37.1,15.9,3.8
E00052012,40.3,33.1,18.8,7.8
E00052013,32.7,39.4,20.2,7.7
E00052016,27.9,43.4,25.6,3.1
E00052017,28.1,54.2,13.5,4.2
E00052018,6.7,25.9,44.4,23
E00052019,7,27.2,41.2,24.6
E00052020,3.5,36.8,47.4,12.3
E00052021,4.6,27.8,41.7,25.9
E00052022,5.1,36.4,38.1,20.3
E00052023,7.1,53.1,30.1,9.7
E00052024,13.4,41.2,37.8,7.6
E00052025,19.2,42.3,26,12.5
E00052026,9.8,47.5,36.9,5.7
E00052027,24.2,40.8,25.8,9.2
E00052028,32.1,34.9,22.6,10.4
E00052029,10.8,40,38.5,10.8
E00052030,30.5,36.4,27.1,5.9
E00052031,28.4,43.1,17.2,11.2
E00052032,30.4,42.2,23,4.4
E00052033,24.3,42.3,29.7,3.6
E00052034,21.1,42.2,26.6,10.2
E00052035,32.5,45.2,20.6,1.6
E00052036,38.2,40.2,16.7,4.9
E00052037,32.6,49.6,12.4,5.4
E00052038,41.7,32.5,20,5.8
E00052039,40.2,35.9,17.9,6
E00052040,36,42.3,18.9,2.7
E00052041,29.2,41.6,24.8,4.4
E00052042,48.5,40.4,11.1,0
E00052043,37,37.7,19.5,5.8
E00052044,57.1,37,5.9,0
E00052045,40.5,35,22.7,1.8
E00052046,49,36.9,10.1,4
E00052047,32.7,38.1,23.8,5.4
E00052048,39.3,40.7,14.8,5.2
E00052049,33.8,39,22.8,4.4
E00052050,21.9,44.5,27.1,6.5
E00052051,41.4,50,7.8,0.9
E00052052,43.4,37.1,15.4,4.2
E00052053,10.6,51.2,30.1,8.1
E00052056,10.2,34.6,41.7,13.4
E00052058,7.3,22.5,40.4,29.8
E00052059,6.2,32.3,46.9,14.6
E00052062,3,27.3,49.2,20.5
E00052063,12.4,45,29.5,13.2
E00052064,14,33.8,33.1,19.1
