areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00051763,2.5,19.7,77.9
E00051764,6.3,21.4,72.2
E00051766,2.1,30.5,67.4
E00051770,5.1,25.6,69.2
E00051797,5.6,20.8,73.6
E00051817,3,26.5,70.5
E00051818,6.8,20.3,72.9
E00051847,0.8,19.2,80
E00051848,4.1,22.3,73.6
E00051855,2.5,38.8,58.7
E00051856,8.5,27.1,64.4
E00051857,10.9,21.7,67.4
E00051858,3.4,31.9,64.7
E00051859,5.6,25.4,69
E00051860,6.5,25,68.5
E00051861,6.1,26.3,67.5
E00051862,4,27.3,68.7
E00051863,1.5,31.3,67.2
E00051867,2.9,43.6,53.4
E00051886,1.5,40.3,58.2
E00051887,8.7,30.4,60.9
E00051888,11.5,24.8,63.7
E00051889,2,42,56
E00051890,4.2,32.8,63
E00051891,6.7,26.1,67.2
E00051892,7.6,13.6,78.8
E00051893,3,26.5,70.5
E00051894,7.3,15.3,77.4
E00051895,0.9,75,24.1
E00051896,4.1,21.5,74.4
E00051897,5.6,30.4,64
E00051898,3.8,44.4,51.9
E00051899,6.1,23.8,70.1
E00051900,7.9,18.3,73.8
E00051902,8.1,17.9,74
E00051903,3.7,57.9,38.3
E00051904,6.7,46.7,46.7
E00051905,5.4,18.6,76
E00051906,11.6,18.6,69.8
E00051908,4.1,27.3,68.6
E00051909,8.5,30.5,61
E00051910,3.4,24.4,72.3
E00051911,5.3,19.8,74.8
E00051912,3,48.1,48.9
E00051913,3.3,40,56.7
E00051914,15.1,16,68.9
E00051915,3.8,25.8,70.5
E00051916,9.2,15.4,75.4
E00051917,15.4,16.3,68.3
E00051918,8.7,34,57.3
E00051919,7.1,20.8,72
E00051920,11.4,19.3,69.3
E00051921,8.1,32.3,59.7
E00051922,6.4,25.6,68
E00051923,6.4,22,71.6
E00051929,9.8,31.3,58.9
E00051930,11.9,17.4,70.6
E00051932,6.3,29.1,64.6
E00051933,0.8,55.6,43.7
E00051934,4.4,28.3,67.2
E00051935,10.1,20.2,69.7
E00051936,7.7,19.5,72.8
E00051937,8.3,15.2,76.5
E00051938,7.9,26.3,65.8
E00051939,5,28.4,66.7
E00051940,4.3,21.4,74.3
E00051941,2.2,15.8,82.1
E00051942,5.2,27.1,67.7
E00051943,4.5,32.8,62.7
E00051944,4,24.2,71.8
E00051947,10.7,30.3,59
E00051948,7.1,19.9,73
E00051949,4.6,16.5,78.9
E00051950,4.7,29.7,65.5
E00051951,6.5,25.2,68.3
E00051952,9.7,22.1,68.1
E00051954,4.9,26.8,68.3
E00051955,7.3,18.2,74.5
E00051956,3.6,21.8,74.5
E00051958,3.3,17.9,78.9
E00051959,9.6,19.1,71.3
E00051960,8,24.1,67.8
E00051961,9.8,35.7,54.5
E00051962,5,42.2,52.8
E00051963,5.7,22,72.4
E00051964,4.3,27.8,67.8
E00051965,16.7,14.9,68.4
E00051966,3.7,30.6,65.7
E00051967,5.9,35.6,58.5
E00051968,5.3,26,68.7
E00051969,3.9,21.3,74.8
E00051970,2.8,59.7,37.5
E00051971,2.2,35.6,62.2
E00051972,5.4,28.6,66.1
E00051973,5.1,24.6,70.3
E00051974,7.6,27.1,65.3
E00051975,2.8,21,76.1
E00051976,4.5,35.8,59.7
E00051977,6.4,26.4,67.2
E00051978,6,28.6,65.4
E00051979,5.6,32.5,61.9
E00051980,3.7,26.9,69.4
E00051981,1.5,60,38.5
E00051982,0,36.9,63.1
E00051983,2.1,27.1,70.7
E00051984,2.5,19.5,78
E00051985,0.9,38.9,60.2
E00051986,4.5,41.8,53.7
E00051987,7.3,25,67.7
E00051988,6.8,23.7,69.5
E00051989,7.3,33.8,58.9
E00051990,2.5,16.8,80.7
E00051991,8.3,21.5,70.2
E00051992,4.3,18.3,77.4
E00051993,1.4,39.1,59.4
E00051994,6.3,31,62.6
E00051995,6.2,26.5,67.3
E00051996,7.6,21,71.4
E00051997,5.1,25.7,69.1
E00051998,3.9,30.5,65.6
E00051999,8.1,18.1,73.8
E00052000,8.4,32.8,58.8
E00052001,4.5,24.2,71.2
E00052002,5.6,33.9,60.5
E00052003,2,30.2,67.8
E00052004,5,17.5,77.5
E00052005,5.2,42.2,52.6
E00052006,1.7,53.4,44.8
E00052008,9.5,19.7,70.8
E00052009,6.7,23.9,69.4
E00052010,1.3,23.4,75.3
E00052011,3.1,47.7,49.2
E00052012,8.4,42.2,49.4
E00052013,4.7,33.6,61.7
E00052016,7.6,24.4,67.9
E00052017,7.3,36.5,56.3
E00052018,3.7,21.3,75
E00052019,4.4,13.2,82.5
E00052020,1.8,24.6,73.7
E00052021,1.8,12.8,85.3
E00052022,2.6,20.5,76.9
E00052023,2.6,33,64.3
E00052024,1.7,27.3,71.1
E00052025,0,37.5,62.5
E00052026,4.1,27.3,68.6
E00052027,6,20.7,73.3
E00052028,4.6,25.9,69.4
E00052029,5.4,22.3,72.3
E00052030,5.7,27,67.2
E00052031,8.5,20.5,70.9
E00052032,7.2,29.5,63.3
E00052033,2.7,20.9,76.4
E00052034,7.6,22.9,69.5
E00052035,7.1,27.8,65.1
E00052036,1,26.5,72.5
E00052037,4.7,28.1,67.2
E00052038,5,24.2,70.8
E00052039,2.6,49.6,47.9
E00052040,7.1,20.4,72.6
E00052041,5.2,24.3,70.4
E00052042,0,48.5,51.5
E00052043,4.5,32.5,63
E00052044,0.8,65.3,33.9
E00052045,6.3,31.3,62.5
E00052046,4.1,43.2,52.7
E00052047,2.4,33.9,63.7
E00052048,3.6,36.5,59.9
E00052049,6,20.1,73.9
E00052050,7.8,24.7,67.5
E00052051,2.7,47.8,49.6
E00052052,4.3,47.1,48.6
E00052053,0.8,22.6,76.6
E00052056,1.6,26.8,71.7
E00052058,6,15.3,78.7
E00052059,5.5,21.1,73.4
E00052062,6.1,16.7,77.3
E00052063,3,29.5,67.4
E00052064,3,33.8,63.2
E00052065,4.2,27.1,68.6
E00052066,3.7,20.6,75.7
E00052067,6.1,27.8,66.1
E00052070,0,41.2,58.8
E00052071,3.2,21,75.8
E00052072,4.7,27.3,68
E00052073,8.4,24.4,67.2
E00052075,7.6,34.1,58.3
E00052076,3.5,32.4,64.1
E00052086,4.7,29.7,65.6
E00052135,2.9,39.7,57.4
E00052136,10.9,22.5,66.7
E00052137,11.8,9.2,79
E00052138,5.9,22.7,71.4
E00052139,11.6,9.9,78.5
E00052140,5.4,26.8,67.9
E00052141,8.9,21.8,69.4
E00052142,5.6,56.3,38.2
E00052143,8.4,22.7,68.8
E00052144,1,35.4,63.6
E00052145,4.2,27.8,68.1
E00052146,7.2,19.2,73.6
E00052147,4.6,30,65.4
E00052148,3.4,30.5,66.1
E00052149,4.1,42.3,53.7
E00052150,10.9,35.9,53.1
E00052151,9.6,26.1,64.3
E00052152,9.3,36.4,54.3
E00052153,8.5,43.1,48.4
E00052154,4.5,53.5,42
E00052156,6.8,22,71.2
E00052157,6.7,38.8,54.5
E00052161,3.3,34.7,62
