areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00097035,5.1,83.7,11.2
E00097036,11.2,66.4,22.4
E00097037,9.2,80.5,10.3
E00097038,9.8,79.5,10.7
E00097039,8.7,73,18.3
E00097040,9.9,76.4,13.6
E00097041,9.8,78.3,12
E00097042,8.9,64.4,26.7
E00097043,10,77.5,12.5
E00097044,6.2,70.8,23
E00097045,4.7,73,22.3
E00097046,16.8,56.4,26.7
E00097047,9.1,60.6,30.3
E00097048,10.1,62.8,27.1
E00097049,7.4,66,26.6
E00097137,11,78,11
E00097138,20,71.1,8.9
E00097139,9.8,81.3,8.9
E00097140,11.4,71.4,17.1
E00097142,10.5,76.6,12.9
E00097166,8.5,78.8,12.7
E00097167,12.8,72.8,14.4
E00097173,21.5,60,18.5
E00097174,15.9,75.7,8.4
E00097175,12.4,78.3,9.3
E00097177,11.7,71.9,16.4
E00097178,7.6,76.1,16.3
E00097244,9.6,77.9,12.5
E00097245,15.5,65.9,18.6
E00097570,13.4,73.2,13.4
E00097571,17.8,72.9,9.3
E00097572,7.5,78.2,14.3
E00097573,16.1,70.1,13.8
E00097574,13.3,66.7,20
E00097575,15.1,63.2,21.7
E00097576,15,71.4,13.5
E00097577,8.2,71.4,20.4
E00097578,8.3,80.2,11.6
E00097580,11.7,71.2,17.1
E00097581,11.7,69.4,18.9
E00097582,18.4,58.3,23.3
E00097583,12.6,69.5,18
E00097584,15.4,69.2,15.4
E00097585,9.3,73.2,17.6
E00097586,15.6,68,16.3
E00097587,13.5,67.7,18.8
E00097590,12.8,68.4,18.8
E00097597,7.1,82.9,10
E00097600,12.2,78,9.8
E00097601,10.5,76.2,13.3
E00097602,12.7,72.5,14.7
E00097605,12.4,81.4,6.2
E00097606,15.7,75.7,8.6
E00097607,20.2,68.4,11.4
E00097608,9.9,83.8,6.3
E00097609,6.3,82,11.7
E00097615,9,82,9
E00097616,15.2,71.7,13.1
E00097617,15.7,72.3,11.9
E00097618,16,65.1,18.9
E00097619,9.9,73.9,16.2
E00097621,12.7,71.2,16.1
E00097622,11.8,71.4,16.8
E00097637,7.1,77.6,15.3
E00097638,16,58,26.1
E00097639,5.7,72.4,21.9
E00097641,12.4,73.6,14
E00097642,16.1,72.6,11.3
E00097643,11,79.1,9.9
E00097644,12.7,77.2,10.1
E00097645,10.6,78.7,10.6
E00097646,4.7,89.7,5.6
E00097647,13.5,70.6,15.9
E00097648,4.9,79.5,15.6
E00097649,17.5,75.4,7
E00097650,8.8,70.6,20.6
E00097651,8.7,82.5,8.7
E00097652,14.7,75,10.3
E00097653,4.7,78.5,16.8
E00097654,9,79.3,11.7
E00097655,22.6,66,11.3
E00097656,11.1,79.8,9.1
E00097657,6.2,80,13.8
E00097658,13.7,76.6,9.7
E00097659,16.9,71.8,11.3
E00097660,21.3,66,12.8
E00097661,11.4,82.9,5.7
E00097662,8.4,79.5,12
E00097663,16.7,65,18.3
E00097664,14.3,73.3,12.4
E00097665,14.1,76.8,9.1
E00097670,8.9,78,13
E00097671,15.1,66.9,18
E00097672,3.9,83.5,12.6
E00097673,10.9,75.7,13.4
E00097675,10,74.5,15.5
E00097676,10.2,38.6,51.2
E00097677,9.2,78.5,12.3
E00097678,16.8,66.4,16.8
E00097679,13.5,52.8,33.7
E00097680,10,75.4,14.6
E00097681,12.9,68.8,18.3
E00097682,14.1,55.7,30.2
