areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00097035,30.5,36.2,24.9,8.5
E00097036,26.8,51.2,18.1,3.9
E00097037,5.3,37.7,39.1,17.9
E00097038,17.9,50,25.4,6.7
E00097039,30.8,52.8,12.6,3.8
E00097040,8.3,38.5,44.4,8.8
E00097041,12.6,47.9,29.4,10.1
E00097042,40.7,44.9,10.2,4.2
E00097043,8.4,38,36.1,17.5
E00097044,39.7,48.8,9.9,1.7
E00097045,22.8,57.7,13.4,6
E00097046,19.3,42.9,26.4,11.4
E00097047,14.2,44.7,34.8,6.4
E00097048,16.5,42.4,24.7,16.5
E00097049,26.7,46.7,20,6.7
E00097137,6.3,37.8,40.6,15.4
E00097138,5.2,31,41.4,22.4
E00097139,2.4,33.1,41.1,23.4
E00097140,3.4,35.2,46.6,14.8
E00097142,3.9,30.7,42.5,22.9
E00097166,7.7,38.5,40.2,13.7
E00097167,3.1,32.6,40.3,24
E00097173,5.9,37.6,36.5,20
E00097174,9.6,39,36.8,14.7
E00097175,3.7,33.5,44.5,18.3
E00097177,5.2,30.8,46.5,17.4
E00097178,3.3,37.2,37.2,22.3
E00097244,7.1,31.8,41.6,19.5
E00097245,5.7,27.6,46.6,20.1
E00097570,4.9,40.6,44.1,10.5
E00097571,5.2,31.6,42.6,20.6
E00097572,15.2,41.1,29.1,14.6
E00097573,11.2,45.7,34.5,8.6
E00097574,12.2,46.6,29.8,11.5
E00097575,37.1,41.4,14.7,6.9
E00097576,12.9,45.3,31.7,10.1
E00097577,23.2,48.6,17.6,10.6
E00097578,15.6,52.6,20.7,11.1
E00097580,11.4,43.9,34.8,9.8
E00097581,25.8,52.3,13.6,8.3
E00097582,12.3,43.5,29.9,14.3
E00097583,8.8,41.2,34.8,15.2
E00097584,14.5,52.4,25,8.1
E00097585,12.4,46.6,31.2,9.8
E00097586,9.7,48.6,29.7,11.9
E00097587,5.7,45.6,32.3,16.5
E00097590,6,38,39.1,16.8
E00097597,3.8,37,43.1,16.1
E00097600,1.5,34.3,37.3,26.9
E00097601,5,37.8,36.1,21
E00097602,12,44.4,36.1,7.4
E00097605,12.6,43.2,34.2,9.9
E00097606,5.8,38.8,39.8,15.5
E00097607,1,34.1,50,14.9
E00097608,3.6,45.9,40.2,10.3
E00097609,8.6,50.6,28.6,12.2
E00097615,3.8,31.4,48.6,16.2
E00097616,3.2,31.7,40.3,24.7
E00097617,4.2,34,38.2,23.6
E00097618,5.1,29.2,44.9,20.8
E00097619,6.5,38,40.3,15.3
E00097621,3.4,38.3,38.9,19.5
E00097622,6.1,42.6,39.2,12.2
E00097637,4.3,32.8,38.8,24.1
E00097638,12,40,35.3,12.7
E00097639,4.2,50,33.9,11.9
E00097641,3.2,26.6,39,31.2
E00097642,0,36.3,42.5,21.3
E00097643,2.6,32.5,45.6,19.3
E00097644,3.5,39.8,35.4,21.2
E00097645,2.9,32.4,38.1,26.6
E00097646,2.8,29.6,43.7,23.9
E00097647,4.3,29.3,42.9,23.4
E00097648,7.1,39.7,39.7,13.5
E00097649,7.9,24.7,41.6,25.8
E00097650,5.8,39.8,40.8,13.6
E00097651,9.6,33,36.5,20.9
E00097652,0,34,44.7,21.3
E00097653,5.4,39.6,38.3,16.8
E00097654,15.2,45.7,26.1,13
E00097655,6.3,21.5,39.2,32.9
E00097656,3.9,41.4,31.3,23.4
E00097657,5.9,31.8,37.6,24.7
E00097658,7.2,32.5,37.3,22.9
E00097659,3.5,28.4,49.6,18.4
E00097660,5.5,35.6,46.6,12.3
E00097661,6.2,27.2,38.3,28.4
E00097662,2.7,25.9,54.5,17
E00097663,0,31,43.7,25.4
E00097664,3.2,41.1,41.6,14.1
