geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00048206,42.3,57.7
E00048207,47.1,52.9
E00048208,58.1,41.9
E00048233,54.1,45.9
E00048235,57.9,42.1
E00048236,41.1,58.9
E00048237,48,52
E00048238,42.2,57.8
E00048239,57.3,42.7
E00048240,42.2,57.8
E00048241,53.3,46.7
E00048242,41.2,58.8
E00048243,32.4,67.6
E00048244,38.3,61.7
E00048245,54.4,45.6
E00048246,40,60
E00048247,48.8,51.2
E00048318,56.1,43.9
E00048319,44.4,55.6
E00048321,53.9,46.1
E00048322,45,55
E00048324,40.6,59.4
E00048326,56.9,43.1
E00048327,41,59
E00048330,17.7,82.3
E00048331,48.6,51.4
E00048332,40.3,59.7
E00048334,56.8,43.2
E00048335,66.4,33.6
E00048337,41.2,58.8
E00048338,44.1,55.9
E00048339,46.2,53.8
E00048340,54.2,45.8
E00048341,36.1,63.9
E00048343,60,40
E00048344,42.1,57.9
E00048345,57.1,42.9
E00048346,45.7,54.3
E00048347,25,75
E00048348,60,40
E00048349,56.4,43.6
E00048350,55,45
E00048352,50.6,49.4
E00048353,56.6,43.4
E00048354,45.1,54.9
E00048356,49,51
E00048359,30.2,69.8
E00048360,42.3,57.7
E00048361,27.4,72.6
E00048366,57.9,42.1
E00048367,58.2,41.8
E00048369,18.9,81.1
E00048370,32.2,67.8
E00048371,61.3,38.7
E00048372,46.5,53.5
E00048373,40,60
E00048374,58.4,41.6
E00048375,53.4,46.6
E00048376,64.9,35.1
E00048377,70,30
E00048378,60,40
E00048379,60.6,39.4
E00048380,62.1,37.9
E00048381,63.6,36.4
E00048382,60.9,39.1
E00048383,63.2,36.8
E00048384,53.7,46.3
E00048385,49.3,50.7
E00048386,56.3,43.7
E00048387,57.3,42.7
E00048388,65.3,34.7
E00048389,55.2,44.8
E00048390,65.1,34.9
E00048391,17.7,82.3
E00048392,66.7,33.3
E00048393,50.4,49.6
E00048394,64.6,35.4
E00048395,60.8,39.2
E00048396,27.8,72.2
E00048398,12.2,87.8
E00048399,31.1,68.9
E00048400,25.2,74.8
E00048401,20.6,79.4
E00048402,38.8,61.2
E00048403,62,38
E00048404,40.6,59.4
E00048405,26.1,73.9
E00048406,30,70
E00048407,51.8,48.2
E00048408,26.1,73.9
E00048409,42.4,57.6
E00048410,34.3,65.7
E00048411,49.8,50.2
E00048412,56.7,43.3
E00048413,35.2,64.8
E00048414,50.9,49.1
E00048415,66,34
E00048416,58.1,41.9
E00048417,44.7,55.3
E00048418,54.4,45.6
E00048419,64.9,35.1
E00048420,52.5,47.5
E00048421,33.8,66.2
E00048428,33.9,66.1
E00048445,39.4,60.6
E00048448,39.4,60.6
E00048449,48.2,51.8
E00048452,11.5,88.5
E00048454,44.1,55.9
E00048459,42.7,57.3
E00048461,40.6,59.4
E00048462,29.6,70.4
E00048464,36.3,63.7
E00048466,53.3,46.7
E00048467,50.9,49.1
E00048468,58.1,41.9
E00048469,51,49
E00048470,41.2,58.8
E00048694,22.3,77.7
E00048698,31.7,68.3
E00048699,33.3,66.7
E00048700,43.9,56.1
E00048701,42.8,57.2
E00048702,33.9,66.1
E00048703,37.5,62.5
E00048704,33.2,66.8
E00048705,53,47
E00048706,20.9,79.1
E00048707,28.4,71.6
E00048708,20.4,79.6
E00048709,14.3,85.7
E00048721,45.5,54.5
E00048727,37.8,62.2
E00048728,33,67
E00048729,37.8,62.2
E00048730,46.7,53.3
E00048731,39.7,60.3
E00048732,28.3,71.7
E00048734,48.8,51.2
E00048735,33.5,66.5
E00048736,41.6,58.4
E00048738,37.9,62.1
E00048739,35.1,64.9
E00048740,41.8,58.2
E00048741,44.9,55.1
E00048742,28.1,71.9
E00048743,37,63
E00048744,36.3,63.7
E00048745,40.8,59.2
E00048746,24.5,75.5
E00048747,33.3,66.7
E00048748,34,66
E00048749,35.2,64.8
E00048750,25.2,74.8
E00048751,26.1,73.9
E00048754,36.7,63.3
E00048755,53.7,46.3
E00048758,15.1,84.9
E00048760,30.9,69.1
E00048762,39.9,60.1
E00048765,50.8,49.2
E00048766,52.7,47.3
E00048769,38.7,61.3
E00048770,32.8,67.2
E00048772,22.2,77.8
E00048776,37.4,62.6
E00048783,34.6,65.4
E00048784,24.7,75.3
E00048788,26.7,73.3
E00048796,11.1,88.9
E00048800,37.7,62.3
E00048801,14.5,85.5
E00048802,40.1,59.9
E00048803,59.8,40.2
E00048804,46,54
E00048805,53.8,46.2
E00048806,54.6,45.4
E00048807,42.2,57.8
E00048808,47.7,52.3
E00048809,20.2,79.8
E00048810,44.4,55.6
E00048811,54,46
E00048812,46.6,53.4
E00048813,42.8,57.2
E00048814,47.7,52.3
E00048815,50.5,49.5
E00048816,47.7,52.3
E00048818,45.2,54.8
E00048819,52.5,47.5
E00048820,48.5,51.5
E00048821,47.3,52.7
