geography_code,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00048206,93,1.7,0,5.2
E00048207,96.5,1.4,0,2.1
E00048208,77.2,6.2,11.7,4.9
E00048233,94.4,3.2,1.6,0.8
E00048235,97.7,1.6,0,0.8
E00048236,97.7,0.8,0,1.5
E00048237,89.2,5.4,1.8,3.6
E00048238,98.3,1.7,0,0
E00048239,97.3,0,0,2.7
E00048240,93.9,3,1.5,1.5
E00048241,97.5,0.8,0,1.7
E00048242,87.6,2.9,3.8,5.7
E00048243,91,1.5,0.7,6.7
E00048244,95.8,0.8,0.8,2.5
E00048245,95.1,1.4,3.5,0
E00048246,85.7,2.4,3,8.9
E00048247,84.1,8.7,0,7.2
E00048318,82.4,8.4,0.8,8.4
E00048319,80.6,5.1,0,14.3
E00048321,85.6,7.2,1.3,5.9
E00048322,72.4,12.2,2,13.3
E00048324,80.5,6.3,2.3,10.9
E00048326,77.5,7.8,2,12.7
E00048327,80,7,2,11
E00048330,68.4,7.9,0.9,22.8
E00048331,64.8,10.2,0.8,24.2
E00048332,81.7,8.7,1.9,7.7
E00048334,84.5,4.7,2.3,8.5
E00048335,82,10.2,0.8,7
E00048337,83.3,6.5,1.9,8.3
E00048338,75.3,9,0,15.7
E00048339,73.2,7.1,4.5,15.2
E00048340,89.9,2.9,2.2,5
E00048341,73.9,3.6,0.7,21.7
E00048343,82,9,3.3,5.7
E00048344,81.2,6,2.6,10.3
E00048345,78.8,8,2.2,10.9
E00048346,74.7,6.3,3.2,15.8
E00048347,86.9,2,2,9.2
E00048348,71.8,12.8,2.6,12.8
E00048349,83.2,8.4,1.9,6.5
E00048350,84.4,9.2,0,6.4
E00048352,87.7,4.1,1.4,6.8
E00048353,77.3,10.1,2.5,10.1
E00048354,80.6,8.3,3.7,7.4
E00048356,77.9,12.4,1.8,8
E00048359,78.2,10.6,3.5,7.7
E00048360,75.7,9.3,5.7,9.3
E00048361,89.5,1.9,0,8.6
E00048366,91.5,2.6,1.3,4.6
E00048367,84.9,5.8,0,9.4
E00048369,85.4,8.5,3.7,2.4
E00048370,85.4,4.9,2.1,7.6
E00048371,99.3,0.7,0,0
E00048372,93.5,5,0,1.4
E00048373,92.4,4.8,0,2.8
E00048374,96.1,3.3,0.7,0
E00048375,93.3,5.2,0,1.5
E00048376,92.9,3.5,0.9,2.7
E00048377,86.9,7.5,0.9,4.7
E00048378,85.3,6.2,1.6,7
E00048379,83.5,5.2,0,11.3
E00048380,82.2,12.1,0,5.6
E00048381,84,8.5,0.9,6.6
E00048382,71.4,8.6,1.9,18.1
E00048383,87.4,7.6,0,5
E00048384,88.5,3.3,0,8.2
E00048385,87.1,3.9,1.9,7.1
E00048386,89.8,4.7,0,5.5
E00048387,86.2,3.3,0.8,9.8
E00048388,89.6,5.2,0,5.2
E00048389,90.3,3.5,0.9,5.3
E00048390,88.5,6.2,2.3,3.1
E00048391,93.8,2.3,0,3.8
E00048392,80,9.1,3.6,7.3
E00048393,85.7,5.6,0.8,7.9
E00048394,82.5,8.3,0.8,8.3
E00048395,85.5,6,2.6,6
E00048396,89,5.5,0,5.5
E00048398,90,2.5,0,7.5
E00048399,76.1,11.5,0,12.4
E00048400,80.7,6.1,0.9,12.3
E00048401,89.7,9.3,0,1
E00048402,89.2,4.2,0.8,5.8
E00048403,92.5,4.2,1.7,1.7
E00048404,92.8,2.4,0.8,4
E00048405,79,3.1,2.6,15.4
E00048406,90.4,2.4,0,7.2
E00048407,96.4,2.2,0.7,0.7
E00048408,91,4.5,0,4.5
E00048409,89.5,7,0,3.5
E00048410,88.3,2.7,2.7,6.3
E00048411,98.5,0.7,0,0.7
E00048412,88.7,9.3,1,1
E00048413,91.5,3.9,0.8,3.9
E00048414,95,2.5,0,2.5
E00048415,96.5,2.8,0,0.7
E00048416,93,4.7,0,2.3
E00048417,81.5,10.2,1.9,6.5
E00048418,95.2,1.6,0,3.2
E00048419,86.1,6.5,1.9,5.6
E00048420,41.8,30.9,1.8,25.5
E00048421,59.4,7.3,6.3,27.1
E00048428,64,10.5,7,18.6
E00048445,49.5,11,7.3,32.1
E00048448,68.5,9.7,3.2,18.5
E00048449,36.5,35.2,3.1,25.2
E00048452,78.1,0,0,21.9
E00048454,35.9,23.7,6.1,34.4
E00048459,56.3,16.8,7.6,19.3
E00048461,48.4,18.9,3.3,29.5
E00048462,80.8,6.1,3,10.1
E00048464,58.7,12.6,6.1,22.7
E00048466,36.8,25.7,5.9,31.6
E00048467,47,25,4.5,23.5
E00048468,40.1,34.5,6.3,19
E00048469,45.7,22.9,5,26.4
E00048470,57,14,3.7,25.2
E00048694,85.9,6.3,0,7.8
E00048698,82.5,4.8,3.2,9.5
E00048699,81.7,6.3,1.6,10.3
E00048700,74.2,14.6,2.6,8.6
E00048701,92.7,4.1,0,3.3
E00048702,47,20,3.5,29.6
E00048703,61.3,12.7,2,24
E00048704,77.9,8.2,2.5,11.5
E00048705,62.1,14.6,1,22.3
E00048706,89.3,0.8,0.8,9.1
E00048707,57.5,10.2,0.8,31.5
E00048708,70.6,7.1,2.4,20
E00048709,70.6,5.9,5.2,18.3
E00048721,73.2,14.3,3,9.5
E00048727,65.6,8.6,7.5,18.3
E00048728,78.7,7.4,4.3,9.6
E00048729,75.2,9.2,2.1,13.5
E00048730,73,4.1,3.3,19.7
E00048731,77.1,6.1,3.8,13
E00048732,82.8,6.6,3.3,7.4
E00048734,75.7,6.1,3.9,14.4
E00048735,84.8,2.7,0,12.5
E00048736,82.9,7.9,0.7,8.6
E00048738,83.2,9.2,2.3,5.3
E00048739,76.1,8.7,3.6,11.6
E00048740,57.7,4.7,2.7,34.9
E00048741,81.6,6.4,0,12
E00048742,81.5,8.4,0.8,9.2
E00048743,84.3,3.9,5.5,6.3
E00048744,43.5,24.3,4.3,27.8
E00048745,47.1,19.6,4.2,29.1
E00048746,65,12.9,2.9,19.2
E00048747,77,7.1,8.7,7.1
E00048748,79.7,9.8,2.3,8.3
E00048749,80,8.5,4.6,6.9
E00048750,67.9,7.6,1.1,23.4
E00048751,81.6,4.4,3.5,10.5
E00048754,50,22.7,5.5,21.9
E00048755,37.3,31,4,27.8
E00048758,59.1,15,1.6,24.4
E00048760,68.2,16.4,1.8,13.6
E00048762,58.3,16.5,4.7,20.5
E00048765,32.2,26,6.8,34.9
E00048766,36.2,17.1,9.5,37.1
E00048769,45.3,31.6,3.2,20
E00048770,52.1,13.2,5.8,28.9
E00048772,47.3,9.3,11.5,31.9
E00048776,58,17.5,2.8,21.7
E00048783,61.3,12.9,4.5,21.3
E00048784,68.6,7.9,4.3,19.3
E00048788,58.4,14.2,4.4,23
E00048796,66.7,11.6,1.4,20.3
E00048800,92.1,3.9,0,3.9
E00048801,64.6,7.9,0,27.6
E00048802,94.4,3.2,0,2.4
E00048803,98.4,1.6,0,0
E00048804,94.4,3.2,0.8,1.6
E00048805,92.5,4.1,2.7,0.7
E00048806,88.2,5,1.7,5
E00048807,94.9,3.1,1,1
E00048808,95.8,0,0,4.2
E00048809,73.9,5,0.6,20.6
E00048810,98.4,1.6,0,0
E00048811,92.4,2.9,1,3.8
E00048812,92.3,4.3,2.6,0.9
E00048813,95.2,2.9,0,1.9
E00048814,83.7,6.7,1,8.7
E00048815,91.7,5.6,0,2.8
E00048816,75.4,14.6,3.1,6.9
E00048818,95.2,2.4,0,2.4
E00048819,89,8.3,0,2.8
E00048820,98,1,0,1
E00048821,91.7,4.1,0.8,3.3
E00048822,88.8,5.2,0,6
E00048823,94.1,4,0,2
E00048824,98.1,1.3,0,0.6
E00048825,86.7,3.3,1.1,8.9
E00048826,95.6,4.4,0,0
E00048827,93,1.7,0,5.2
E00048828,59.4,13.2,0,27.4
E00048829,90.2,5.7,1.6,2.4
E00048830,74.1,4.1,2.4,19.4
E00048831,74.8,7,7.8,10.4
E00048832,69.8,6.3,3.2,20.6
E00048833,69.3,9.7,0.6,20.5
E00048834,91.2,5.3,0,3.5
E00048835,80.3,10.3,1.7,7.7
E00048836,88.1,6,1.5,4.5
E00048837,75.4,4.2,5.1,15.3
E00048838,85.8,0,0,14.2
E00048839,70,4.6,10,15.4
E00048840,95.2,2.4,0,2.4
E00048841,97.7,1.6,0,0.8
E00048842,92,3.6,0.7,3.6
E00048843,91.3,2.6,0.9,5.2
E00048844,93.6,1.6,3.2,1.6
E00048845,92.3,3.8,2.3,1.5
E00048846,97,0.8,0,2.3
E00048847,99.1,0,0.9,0
E00048848,90.6,2.9,0.7,5.8
E00048849,92.4,3.8,0.8,3.1
E00048850,95.4,1.3,1.3,2
E00048851,94.1,4,1,1
E00048852,94.8,0.6,1.9,2.6
E00048853,85.3,5.5,0.9,8.3
E00048854,89.2,4.2,3.3,3.3
E00048855,89.4,4.8,0,5.8
E00048856,82.9,7.2,3.6,6.3
E00048914,70.2,13.2,0.8,15.7
E00048915,88.7,1.9,0,9.4
E00048916,80.2,6.9,2,10.9
E00048917,81.4,10.1,1.6,7
E00048918,85.3,6.6,2.9,5.1
E00048919,88.1,5.2,2.2,4.5
E00048920,89.1,2.2,1.4,7.2
E00048923,78.3,5.4,1.1,15.2
E00048924,85.6,4.2,0.8,9.3
E00048925,86.3,8.1,0.8,4.8
E00048926,75.6,9.9,3.8,10.7
E00048927,88.9,7.1,1.6,2.4
E00048928,87.3,5.9,2.5,4.2
E00048929,92.3,3.1,0,4.6
E00048930,81,10.7,2.5,5.8
E00048931,87.6,5.1,0.7,6.6
E00048933,90.2,4.9,0.7,4.2
E00048934,82.6,8.7,1.1,7.6
E00048935,90.7,5.9,1.7,1.7
E00048937,85.8,7.1,1.8,5.3
E00048941,76.6,10.6,1.1,11.7
E00048942,82.1,6.8,2.6,8.5
E00048943,94.3,4.9,0,0.8
E00048944,72.8,8.8,0,18.4
E00048945,87.9,6.5,1.6,4
E00048946,83.5,9.7,1,5.8
E00048947,88.1,7.4,0.7,3.7
E00048948,86.5,7.2,1.8,4.5
E00048949,63.2,10.4,0,26.4
E00048950,83.8,11,0,5.1
E00048951,83.8,8.5,1.5,6.2
E00048952,88.1,6.4,0.9,4.6
E00048953,86.4,4.5,0,9.1
