areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00070609,8.5,39.3,41,11.1
E00070610,19.8,38.8,31,10.3
E00070611,2.1,29.8,40.4,27.7
E00070612,6.3,39.8,33.6,20.3
E00070613,4.5,30.8,40.6,24.1
E00070615,4.8,38.4,41.6,15.2
E00070616,4.1,34.7,42.1,19
E00070620,13.1,49.5,31.8,5.6
E00070622,6.6,40.1,42.3,10.9
E00070623,8.6,29.8,39.7,21.9
E00070624,21.7,51.9,22.6,3.8
E00070625,6.8,44.9,33.9,14.4
E00070626,19.9,50,25.3,4.8
E00070627,21.1,46.8,25.7,6.4
E00070628,19,55,19,7
E00070629,21.3,50,18,10.7
E00070630,9.2,42,33.6,15.3
E00070631,9.4,30.2,45.6,14.8
E00070632,31.9,51.3,14.3,2.5
E00070633,15.1,48.9,24.5,11.5
E00070634,14,59.3,24.7,2
E00070635,20.2,50.9,21.1,7.9
E00070636,27.4,38.5,23.1,11.1
E00070637,37.3,36.4,22.9,3.4
E00070638,36.8,37.6,15,10.5
E00070639,57.3,31.8,8.2,2.7
E00070640,40.2,34,20.6,5.2
E00070641,29.4,45.1,22.2,3.3
E00070642,33,44.3,21.7,0.9
E00070643,48.4,36.9,13.9,0.8
E00070644,21.9,42.1,27.2,8.8
E00070645,23.5,47.1,21.3,8.1
E00070646,23.8,40.5,28.1,7.6
E00070647,24.3,45.8,18.7,11.2
E00070648,23.5,49.6,20.2,6.7
E00070649,28.1,41.3,24.8,5.8
E00070650,32.8,42.4,20,4.8
E00070651,22.9,49.6,22.1,5.3
E00070722,22,46.6,22.9,8.5
E00070723,28.7,48.1,17.1,6.2
E00070743,0,34,40,26
E00070748,9.3,35.2,33.3,22.2
E00070751,6.7,34.6,35.6,23.1
E00070813,1.4,29.7,43.2,25.7
E00070814,8.8,28.1,39.5,23.7
E00070815,4.5,29.1,47.3,19.1
E00070816,9.2,26.4,48.3,16.1
E00070817,6.3,37.2,35.6,20.9
E00070818,7.7,33.8,37.9,20.5
E00070819,9.9,42.3,32.4,15.3
E00070841,6.5,30.6,46.8,16.1
E00070842,5.3,23.3,44,27.3
E00070843,0.7,43.4,31.6,24.3
E00070844,15.1,34.2,34.2,16.4
E00070845,1.9,32.3,42.6,23.2
E00070846,3.4,32.8,39.5,24.4
E00070847,6.1,28.9,41.1,23.9
E00070848,7.3,39.4,31.2,22
E00070849,15,30,28.3,26.7
E00070933,6.1,37.1,34.1,22.7
E00070934,7.1,38.6,37.8,16.5
E00070935,10.4,36.3,34.8,18.5
E00070936,0,23.1,43,33.9
E00070937,4.3,22.5,55.8,17.4
E00070938,5.6,27.2,44.6,22.6
E00070939,7,25.5,32.5,35
E00070940,6.7,40.7,30.4,22.2
E00070941,5.7,23.6,44.3,26.4
E00070942,2.2,26.1,46.3,25.4
E00070957,6.7,25.9,44.4,23
E00070958,6.7,33.7,46.1,13.5
E00070959,2.6,38.5,37.2,21.8
E00070960,5.5,29.1,50.9,14.5
E00070961,0.7,37,37.8,24.4
E00070962,5.5,31.3,31.9,31.3
E00070963,12.3,28.5,37.7,21.5
E00070964,2.2,44.2,34.8,18.8
E00070965,3.4,29.7,39.8,27.1
E00070966,10.9,29.7,35.6,23.8
E00070967,3.8,31.1,37.7,27.4
E00070968,4.5,36,38.2,21.3
E00070980,5.5,30.6,35,29
E00070981,4.3,29.9,34.2,31.6
E00070982,9,37.4,38.1,15.5
E00070983,11.5,42.6,34.4,11.5
E00070984,7.5,30.6,40.8,21.1
E00070985,6.4,29.8,38.3,25.5
E00070986,3.9,30.3,41.4,24.3
E00070987,9.4,45.6,35,10
E00070988,9.6,28.7,38.9,22.8
E00070989,8,25.4,40.6,26.1
E00070990,8.6,25.8,45.2,20.4
E00070991,4,24.4,49.4,22.2
E00070992,4.9,35.8,38.2,21.1
E00070993,6.3,30.6,36.9,26.3
E00070994,9.2,41.3,36.7,12.8
E00070995,4.2,38.1,38.1,19.5
E00070996,6,30.1,45.8,18.1
E00070997,5.6,28.2,39,27.1
E00070998,3.6,37.8,38.7,19.8
E00070999,5.8,23.7,46.2,24.4
E00071001,7.2,35.5,47.1,10.1
E00071002,43.9,37.1,12.1,6.8
E00071003,15.6,51.1,24.1,9.2
E00071004,7.2,45,38.7,9
E00071005,16.7,50.8,23.8,8.7
E00071006,14.4,43.8,30.6,11.3
E00071007,16.4,47.5,31.1,4.9
E00071008,13,42.3,31.3,13.5
E00071009,35.9,47.4,13.5,3.2
E00071011,24.8,49,20.3,5.9
E00071012,9.3,44.1,36.4,10.2
E00071013,9.7,48.4,33.9,8.1
E00071014,10.5,43.9,33.3,12.3
E00071015,16.9,40.1,30.4,12.7
E00071016,20.5,47.2,24.4,7.9
E00071017,7.5,41,38.1,13.4
E00071018,8.9,36.6,45.5,8.9
E00071019,44.7,43.9,8.1,3.3
E00071020,11.9,47.7,25.7,14.7
E00071021,7.9,29.8,36.8,25.4
E00071022,8.7,43.5,37.4,10.4
E00071023,10.3,31.6,39.3,18.8
E00071024,27.6,48.3,19.8,4.3
E00071025,22.7,38.3,28.1,10.9
E00071026,11.2,56,27.6,5.2
E00071027,13.6,56.8,25,4.5
E00071028,9.4,38.6,38.6,13.4
E00071029,36.4,51.9,8,3.7
E00071030,45.5,41.5,10.6,2.4
E00071031,33.3,43.9,15.8,7
E00071032,33.3,44.4,16.1,6.1
E00071033,9.8,44.4,31.6,14.3
E00071034,6.2,48.3,30.3,15.2
E00071035,12.6,40.7,30.4,16.3
E00071036,18.2,51.5,26.3,4
E00071037,12.3,53.1,23.1,11.5
E00071038,10.5,38.6,40.4,10.5
E00071039,19,38.1,32.7,10.2
E00071040,9.1,44.7,34.6,11.5
E00071041,24,42.1,21.1,12.9
E00071042,5.5,50.5,40.1,3.8
E00071044,16.9,46.2,30,6.9
E00071045,14,45.6,29.8,10.5
