areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00070609,29.9,46.2,8.5,15.4
E00070610,35.7,35.7,14.8,13.9
E00070611,23.4,45.7,19.1,11.7
E00070612,28.1,47.7,11.7,12.5
E00070613,19.5,49.6,16.5,14.3
E00070615,25.6,42.4,8.8,23.2
E00070616,28.7,45.9,9.8,15.6
E00070620,32.1,34,15.1,18.9
E00070622,21.5,34.1,23.7,20.7
E00070623,26,27.3,24.7,22
E00070624,56.7,24,14.4,4.8
E00070625,19.3,48.7,14.3,17.6
E00070626,39.7,36.3,13.7,10.3
E00070627,33.3,32.4,19.8,14.4
E00070628,40.4,33.3,13.1,13.1
E00070629,35.7,36.5,18.3,9.5
E00070630,24.4,43.5,16.8,15.3
E00070631,23.8,36.1,20.4,19.7
E00070632,38.2,33.3,13.8,14.6
E00070633,29.5,38.1,11.5,20.9
E00070634,17.6,36.5,20.3,25.7
E00070635,16.7,34.2,21.1,28.1
E00070636,18.3,37.4,26.1,18.3
E00070637,27.4,26.5,29.2,16.8
E00070638,31.3,34.4,17.6,16.8
E00070639,67.9,18.8,4.5,8.9
E00070640,28.6,32.7,15.3,23.5
E00070641,24.2,24.2,19,32.7
E00070642,33,31.3,16.5,19.1
E00070643,42,26.9,25.2,5.9
E00070644,19.3,28.9,18.4,33.3
E00070645,17.8,31.1,25.9,25.2
E00070646,30.3,32.4,12.2,25
E00070647,28.3,31.1,20.8,19.8
E00070648,27,22.6,23.5,27
E00070649,26,23.6,22,28.5
E00070650,24,31.2,23.2,21.6
E00070651,33.1,35.4,16.2,15.4
E00070722,40.2,25.6,15.4,18.8
E00070723,37.2,31.8,15.5,15.5
E00070743,20.8,32.1,15.1,32.1
E00070748,30.2,32.1,20.8,17
E00070751,25,36.5,18.3,20.2
E00070813,12.2,47.3,20.3,20.3
E00070814,19.5,48.7,15.9,15.9
E00070815,21.7,48.1,13.2,17
E00070816,28.4,43.2,12.5,15.9
E00070817,26,42.7,13.5,17.7
E00070818,27.8,42.9,12.1,17.2
E00070819,32.4,39.6,14.4,13.5
E00070841,30.6,46.8,9.7,12.9
E00070842,25.3,42.5,13.7,18.5
E00070843,27,48.7,11.8,12.5
E00070844,31.5,39.7,15.8,13
E00070845,20.5,47.8,14.9,16.8
E00070846,16.7,50.8,18.3,14.2
E00070847,26.1,40.6,11.7,21.7
E00070848,28.2,40.9,10.9,20
E00070849,25,43.3,16.7,15
E00070933,25.6,51.1,11.3,12
E00070934,24.4,46.5,18.1,11
E00070935,30.1,45.6,9.6,14.7
E00070936,17.6,42.9,15.1,24.4
E00070937,21.3,48.5,10.3,19.9
E00070938,21.4,51,12.8,14.8
E00070939,22.4,34,24.4,19.2
E00070940,24.9,52.3,8.8,14
E00070941,21,51.4,9.5,18.1
E00070942,22.6,43.6,18,15.8
E00070957,18.4,43.4,13.2,25
E00070958,29.5,40,18.9,11.6
E00070959,29.5,47.4,10.3,12.8
E00070960,19.3,45.6,21.1,14
E00070961,28.9,38.5,17,15.6
E00070962,25.9,50.6,9.9,13.6
E00070963,30,44.6,13.8,11.5
E00070964,22.3,45.3,18.7,13.7
E00070965,16.2,52.1,14.5,17.1
