areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00070609,95.7,4.3,0
E00070610,75.9,24.1,0
E00070611,87.1,4.3,8.6
E00070612,98.4,1.6,0
E00070613,91.8,1.5,6.7
E00070615,92.6,7.4,0
E00070616,96.7,3.3,0
E00070620,98.1,1.9,0
E00070622,99.2,0.8,0
E00070623,99.3,0,0.7
E00070624,62.6,37.4,0
E00070625,100,0,0
E00070626,76,24,0
E00070627,82.7,17.3,0
E00070628,87,13,0
E00070629,92.9,7.1,0
E00070630,100,0,0
E00070631,99.3,0.7,0
E00070632,65.9,34.1,0
E00070633,85.4,14.6,0
E00070634,100,0,0
E00070635,89.6,10.4,0
E00070636,98.3,1.7,0
E00070637,47.5,51.7,0.8
E00070638,71,28.2,0.8
E00070639,32.1,67.9,0
E00070640,85.6,14.4,0
E00070641,68.9,31.1,0
E00070642,36.8,62.3,0.9
E00070643,21.7,77.5,0.8
E00070644,99.1,0.9,0
E00070645,64.7,35.3,0
E00070646,88.9,11.1,0
E00070647,86.9,13.1,0
E00070648,98.3,1.7,0
E00070649,100,0,0
E00070650,73.6,26.4,0
E00070651,99.2,0.8,0
E00070722,81.4,18.6,0
E00070723,85.3,14.7,0
E00070743,98,0,2
E00070748,96.3,3.7,0
E00070751,93.3,6.7,0
E00070813,100,0,0
E00070814,96.5,3.5,0
E00070815,94.6,4.5,0.9
E00070816,95.4,1.1,3.4
E00070817,95.3,4.7,0
E00070818,88.8,10.7,0.5
E00070819,73,10.8,16.2
E00070841,96.8,3.2,0
E00070842,96.7,3.3,0
E00070843,86.2,4.6,9.2
E00070844,86.9,13.1,0
E00070845,99.4,0.6,0
E00070846,96.6,3.4,0
E00070847,95.4,4,0.6
E00070848,95.4,4.6,0
E00070849,95,5,0
E00070933,94.7,5.3,0
E00070934,87.2,12.8,0
E00070935,90.4,9.6,0
E00070936,98.3,0.8,0.8
E00070937,97.1,1.5,1.5
E00070938,97.4,2,0.5
E00070939,94.2,5.8,0
E00070940,89.3,3.6,7.1
E00070941,94.4,5.6,0
E00070942,92.5,7.5,0
E00070957,93.5,6.5,0
E00070958,95.6,4.4,0
E00070959,89.9,10.1,0
E00070960,87.7,12.3,0
E00070961,97,3,0
E00070962,96.9,3.1,0
E00070963,97.7,2.3,0
E00070964,97.1,2.2,0.7
E00070965,95.8,4.2,0
E00070966,97,3,0
E00070967,97.1,2.9,0
E00070968,94.5,4.4,1.1
E00070980,92.3,7.7,0
E00070981,97.4,1.7,0.9
E00070982,74.2,1.9,23.9
E00070983,86.1,10,3.8
E00070984,93.2,6.1,0.7
E00070985,99.3,0.7,0
E00070986,96.8,2.6,0.6
E00070987,96.2,3.8,0
E00070988,95.8,3.6,0.6
E00070989,97.8,1.4,0.7
E00070990,97.9,2.1,0
E00070991,98.9,1.1,0
E00070992,99.2,0,0.8
E00070993,97.5,2.5,0
E00070994,83.3,16.7,0
E00070995,97.5,1.7,0.8
E00070996,100,0,0
E00070997,98.3,1.1,0.6
E00070998,98.2,0.9,0.9
E00070999,97.5,2.5,0
E00071001,99.3,0.7,0
E00071002,70.9,29.1,0
E00071003,78,22,0
E00071004,99.1,0,0.9
E00071005,88.2,11.8,0
E00071006,81.9,6.9,11.3
E00071007,100,0,0
E00071008,79.9,9.1,11
E00071009,44.7,55.3,0
E00071011,64.1,35.9,0
E00071012,93.3,6.7,0
E00071013,78.7,21.3,0
E00071014,89.8,10.2,0
E00071015,86.3,13.8,0
E00071016,56.7,42.5,0.8
E00071017,100,0,0
E00071018,100,0,0
E00071019,54.8,45.2,0
E00071020,100,0,0
E00071021,99.1,0.9,0
E00071022,87.7,12.3,0
E00071023,98.3,1.7,0
E00071024,72.2,27.8,0
E00071025,95.3,4.7,0
E00071026,91.4,8.6,0
E00071027,81.3,15.7,3
E00071028,93.1,6.9,0
E00071029,23.5,76.5,0
E00071030,35.2,64.8,0
E00071031,54.7,43.6,1.7
E00071032,47.2,52.8,0
E00071033,100,0,0
E00071034,99.3,0.7,0
E00071035,94.7,5.3,0
E00071036,99,1,0
E00071037,97.7,2.3,0
E00071038,92.2,7.8,0
E00071039,82.8,17.2,0
E00071040,99,1,0
E00071041,73.4,26.6,0
E00071042,100,0,0
E00071044,96.9,3.1,0
E00071045,90.5,9.5,0
E00071046,59.3,40.7,0
E00071047,14.4,84.9,0.7
E00071048,51.5,48.5,0
E00071049,58.6,41.4,0
E00071050,71.2,28.8,0
E00071051,48.4,51.6,0
E00071052,91.4,7.8,0.9
E00071053,94.7,5.3,0
E00071054,90.4,9.6,0
E00071055,99.1,0.9,0
E00071056,48.4,51.6,0
E00071057,100,0,0
E00071058,89.6,10.4,0
E00071059,100,0,0
E00071060,99.2,0.8,0
E00071061,98.1,1.9,0
E00071062,50,50,0
E00071063,96.3,3.7,0
E00071064,93.2,6.8,0
E00071065,41.8,58.2,0
E00071067,70.7,29.3,0
E00071068,14,86,0
E00071069,71.2,28.8,0
E00071070,19.4,80.6,0
E00071072,74.1,25.9,0
E00071095,83.4,16.6,0
E00071096,100,0,0
E00071097,96.2,3.4,0.4
E00071098,86.7,12.6,0.7
E00071154,34.1,65.9,0
E00071155,69.9,30.1,0
E00071168,100,0,0
E00071169,99,1,0
E00071170,85.3,14,0.7
E00071171,97.6,2.4,0
E00071172,100,0,0
E00071173,75.5,24,0.5
E00071174,76,24,0
E00071175,93.9,6.1,0
E00071176,94.9,5.1,0
E00071195,99.2,0.8,0
E00071196,97.1,1,1.9
E00071205,70.7,29.3,0
E00071206,90.4,9.6,0
E00071207,93.8,6.3,0
E00113000,67,6.2,26.8
E00113018,93.5,4,2.4
E00113046,99.2,0.8,0
E00113110,100,0,0
E00113111,100,0,0
E00113112,95.9,4.1,0
E00113113,99.2,0.8,0
E00113114,94.2,5.8,0
E00113115,96.6,2.6,0.9
E00113118,100,0,0
E00113119,97.3,2.7,0
E00113120,89.1,10.9,0
E00113122,96.3,3,0.7
E00113123,97.8,2.2,0
E00113124,92.3,2.1,5.6
E00113125,96.7,2.4,0.8
E00113126,95.8,2.8,1.4
E00113150,100,0,0
E00113151,94.7,5.3,0
E00113152,95.3,4.7,0
E00113153,91.2,8.8,0
E00113154,99.4,0.6,0
E00113155,99.4,0,0.6
E00113156,97.6,2.4,0
E00113157,78.4,21.6,0
E00113158,86.4,13.1,0.5
E00113159,94,6,0
E00113160,99.2,0.8,0
E00113161,96.4,3.6,0
E00113162,100,0,0
E00168505,90.8,4.6,4.6
E00168522,77.4,22.6,0
E00168524,96.3,3.7,0
E00168525,77.5,22.5,0
E00168527,98.2,0.9,0.9
E00168528,76.8,3.7,19.5
E00168530,100,0,0
E00168531,100,0,0
E00187156,90.5,9.5,0
E00187157,97.7,0.8,1.6
E00187184,75.2,24.8,0
E00187241,83.1,16.9,0
E00187285,82.4,17.6,0
E00187294,23,77,0
E00187314,90.8,1.7,7.5
E00187315,23.9,75.4,0.7
W00008169,98.7,0.7,0.7
