areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00070609,0,29.4,70.6
E00070610,0.9,35.7,63.5
E00070611,6.4,23.4,70.2
E00070612,7,27.9,65.1
E00070613,4.6,19.1,76.3
E00070615,4.1,24.6,71.3
E00070616,2.5,28.9,68.6
E00070620,7.6,30.5,61.9
E00070622,2.2,21.6,76.1
E00070623,6.6,25.8,67.5
E00070624,2.9,56.3,40.8
E00070625,4.2,19.5,76.3
E00070626,2.7,39.5,57.8
E00070627,3.7,34.3,62
E00070628,2,40.4,57.6
E00070629,5.5,33.9,60.6
E00070630,4.5,24.1,71.4
E00070631,2.7,22.3,75
E00070632,4.1,38.8,57
E00070633,7.2,29.7,63
E00070634,8.8,17.6,73.6
E00070635,11.7,17.1,71.2
E00070636,8.5,17.8,73.7
E00070637,7.8,26.7,65.5
E00070638,9.1,31.1,59.8
E00070639,4.5,67.9,27.7
E00070640,4.2,28.4,67.4
E00070641,3.2,23.7,73.1
E00070642,7,32.2,60.9
E00070643,5.8,43.8,50.4
E00070644,8.8,18.6,72.6
E00070645,8,17.5,74.5
E00070646,3.2,30.1,66.7
E00070647,5.6,28,66.4
E00070648,7.6,26.3,66.1
E00070649,5.8,25,69.2
E00070650,3.1,25.2,71.7
E00070651,6.7,31.9,61.5
E00070722,7.7,41,51.3
E00070723,8.5,36.9,54.6
E00070743,12,22,66
E00070748,9.3,27.8,63
E00070751,7.5,24.5,67.9
E00070813,5.4,12.2,82.4
E00070814,11.4,18.4,70.2
E00070815,9.2,23.9,67
E00070816,5.7,28.4,65.9
E00070817,6.3,25.5,68.2
E00070818,3.6,28.1,68.4
E00070819,2.6,31.6,65.8
E00070841,0,31.1,68.9
E00070842,5.8,23.9,70.3
E00070843,5.3,25.8,68.9
E00070844,4.1,30.8,65.1
E00070845,5.7,19.7,74.5
E00070846,4.2,14.3,81.5
E00070847,5.7,26.3,68
E00070848,8.3,27.8,63.9
E00070849,5,25,70
E00070933,4.4,25.2,70.4
E00070934,0.8,24.2,75
E00070935,3.7,30.1,66.2
E00070936,11.2,17.2,71.6
E00070937,3,22,75
E00070938,2.6,21,76.4
E00070939,9.7,22.6,67.7
E00070940,5.7,25,69.3
E00070941,6.7,18.1,75.2
E00070942,6.6,22.1,71.3
E00070957,9.5,18.2,72.3
E00070958,3.3,28.6,68.1
E00070959,1.2,28.4,70.4
E00070960,7.1,19.6,73.2
E00070961,9.6,28.9,61.5
E00070962,6.8,26.1,67.1
E00070963,7.5,29.3,63.2
E00070964,5.8,22.5,71.7
E00070965,7.3,16.3,76.4
E00070966,5,28,67
E00070967,4,23.8,72.3
E00070968,10,35.6,54.4
E00070980,6.6,25.7,67.8
E00070981,6,20.5,73.5
E00070982,2.5,30.4,67.1
E00070983,4.7,25.9,69.3
E00070984,3.4,29.3,67.3
E00070985,4.2,23.9,71.8
E00070986,5.2,24.8,69.9
E00070987,1.1,41.5,57.4
E00070988,7.8,22.2,70.1
E00070989,2.9,20.3,76.8
E00070990,11.4,30.3,58.4
E00070991,3.9,16.8,79.3
E00070992,4.1,27.6,68.3
E00070993,7.1,23.2,69.7
E00070994,2.8,31.2,66.1
E00070995,6.7,29.4,63.9
E00070996,2.4,20.1,77.5
E00070997,6.7,21.3,71.9
E00070998,8.7,20,71.3
E00070999,6.4,23.7,69.9
E00071001,1.5,26.3,72.3
E00071002,3,55.6,41.4
E00071003,3.5,41,55.6
E00071004,6.3,22.5,71.2
E00071005,2.4,41.6,56
E00071006,2.5,18.6,78.9
E00071007,2.4,35,62.6
E00071008,6.1,28.6,65.3
E00071009,4.5,59.1,36.4
E00071011,3.9,52.3,43.8
E00071012,5,29.4,65.5
E00071013,2.4,32.8,64.8
E00071014,4.3,34.5,61.2
E00071015,0.9,32.8,66.4
E00071016,0.8,47.2,52
E00071017,3.8,26.3,69.9
E00071018,4.1,26,69.9
E00071019,2.3,45.3,52.3
E00071020,8.3,33.9,57.8
E00071021,5.4,23.2,71.4
E00071022,5.3,31,63.7
E00071023,10.5,15.8,73.7
E00071024,3.4,40.5,56
E00071025,7,21.1,71.9
E00071026,0,29.6,70.4
E00071027,6,33.1,60.9
E00071028,0.8,24.2,75
E00071029,3.6,55.8,40.6
E00071030,4.8,54,41.3
E00071031,2.3,56.4,41.3
