areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00070609,28.4,22,32.1,17.4
E00070610,48.5,25.3,12.1,14.1
E00070611,24.8,23.8,40.6,10.9
E00070612,24.8,22.1,38.1,15
E00070613,36.7,17.3,31.7,14.4
E00070615,36.4,17.1,32.6,14
E00070616,28.7,21.3,31.1,18.9
E00070620,60.8,13.5,12.2,13.5
E00070622,50,16.3,14,19.8
E00070623,45.3,14.6,23.6,16.5
E00070624,55.9,14.4,18.9,10.8
E00070625,61.1,11.1,16,11.8
E00070626,56.5,12.5,14.7,16.3
E00070627,59,18,12.2,10.8
E00070628,54.1,25.7,5.5,14.7
E00070629,63.8,15.6,9.2,11.3
E00070630,51,10.3,20.7,17.9
E00070631,47.8,17.7,20.3,14.2
E00070632,72.8,10.4,10.4,6.4
E00070633,58.9,10.8,17.1,13.3
E00070634,73,11.2,4.5,11.2
E00070635,60.2,15.5,6.2,18
E00070636,62.1,13.1,8.3,16.6
E00070637,63.7,12.9,6.5,16.9
E00070638,67.2,12,5.6,15.2
E00070639,62.9,8.1,12.9,16.1
E00070640,62.6,17.2,9.1,11.1
E00070641,66.3,12.2,7.8,13.7
E00070642,69.3,11.4,3.4,15.9
E00070643,68.8,15.1,4.3,11.8
E00070644,66.2,11.7,9,13.1
E00070645,66.9,8.6,9.1,15.4
E00070646,66.2,15.6,6.8,11.4
E00070647,54.5,16.3,12.2,17.1
E00070648,64.2,12.7,7.5,15.7
E00070649,56.5,16.3,7.5,19.7
E00070650,66.9,9.7,8.1,15.3
E00070651,67.3,14.3,6.8,11.6
E00070722,47,14.6,26.2,12.2
E00070723,48.6,12.7,28.9,9.9
E00070743,8.3,35.7,44,11.9
E00070748,17.5,27,39.7,15.9
E00070751,10.6,25.2,52.8,11.4
E00070813,16.8,27.1,42.1,14
E00070814,28.6,12,38.3,21.1
E00070815,44.8,11.2,30.4,13.6
E00070816,34,9.6,38.3,18.1
E00070817,29.4,18.9,33.8,18
E00070818,27.1,20.6,35.5,16.8
E00070819,40,16.2,22.9,21
E00070841,11.9,30.5,39,18.6
E00070842,19,24,38.5,18.4
E00070843,13.2,23,50.7,13.2
E00070844,26.6,30.6,24.2,18.5
E00070845,19.1,24.7,44.3,11.9
E00070846,13,30.8,43.8,12.3
E00070847,21.4,22.9,36.5,19.3
E00070848,16.5,36.7,31.7,15.1
E00070849,6.3,27,50.8,15.9
E00070933,18.2,23.5,44.7,13.6
E00070934,23.2,25.4,36.2,15.2
E00070935,17.8,28.8,35.6,17.8
E00070936,7.9,37.5,41.4,13.2
E00070937,9.4,26.5,48.2,15.9
E00070938,14.6,29.3,42.4,13.6
E00070939,15.7,23.9,42.1,18.3
E00070940,19.5,33.7,27.4,19.5
E00070941,16.5,26,43.3,14.2
E00070942,10.7,22.5,45.6,21.3
E00070957,14.5,22.4,44.2,18.8
E00070958,20.2,29.4,33,17.4
E00070959,17.6,25.9,43.5,12.9
E00070960,11.1,31.7,41.3,15.9
E00070961,16.9,19.5,48.1,15.6
E00070962,16.8,31.1,34.7,17.4
E00070963,15.6,33.3,38.5,12.6
E00070964,16.8,23.8,31.5,28
E00070965,10.3,30.9,46.3,12.5
E00070966,11.3,33,39.6,16
E00070967,8.7,39.4,39.4,12.6
E00070968,10.2,31.5,44.4,13.9
E00070980,10.7,26.9,47.7,14.7
E00070981,14.7,33.6,36.2,15.5
E00070982,17.3,32.4,37.4,12.9
E00070983,20.9,30.8,33.2,15.2
E00070984,17.9,27.1,37.9,17.1
E00070985,7.7,26.3,50,16
E00070986,10.5,32.2,41.5,15.8
E00070987,25.6,27.2,29.6,17.6
E00070988,16.4,29.1,38.2,16.4
E00070989,12.8,34.9,34.3,18
