areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00118745,8.9,32.2,3,53.4,2.5
E00118754,10.7,46.2,3.8,37.6,1.7
E00118759,10.1,45,5.4,38.3,1.3
E00118760,18.9,37,6.3,36.6,1.2
E00118761,13.9,41,4.6,37,3.5
E00118762,13,37.6,4.3,43.8,1.2
E00118763,14.4,49.2,7.6,27.6,1.2
E00118764,15.7,36.5,7.4,36.8,3.7
E00118900,9.5,33,5.6,49.8,2.1
E00118901,16.2,36.8,4.7,39.6,2.8
E00118902,8.4,38.5,6.2,46.5,0.4
E00118903,9.1,38.6,3.6,47.3,1.4
E00118904,11.7,32.5,4.4,50,1.5
E00118905,9.3,40.2,3.7,46.3,0.4
E00118906,24.1,34.5,6,33.2,2.2
E00118907,12,40,4,40.6,3.4
E00118908,9.2,36.5,3.8,48.5,2
E00118909,16.5,41,6.2,33.3,2.9
E00118910,17.4,47.4,7.9,24.2,3.2
E00118911,18.1,37.2,7,35.3,2.3
E00118912,10.2,42.1,6.5,39.4,1.9
E00118915,26.7,36.9,5.8,27.6,3.1
E00118916,13.8,40.1,5.9,38.8,1.4
E00118917,7.4,40.7,3.4,48.5,0
E00119499,13.4,42.8,4.6,37.8,1.4
E00119614,18.5,33.5,5.1,39.8,3.1
E00119621,15.7,51.1,3.8,27.2,2.1
E00119622,17.1,40.3,7.6,33.5,1.5
E00119623,14.2,44.8,4.3,34.9,1.9
E00119624,8.5,41.1,1.9,46.3,2.2
E00119626,12,49.2,4,33.1,1.7
E00119628,14.8,33.6,7.8,39.8,3.9
E00119629,28.6,31.3,3.9,33.9,2.4
E00119630,19.7,44,3.5,30.5,2.3
E00119631,18,33,6.7,38.6,3.7
E00119632,16.8,39.6,4,33.2,6.4
E00119633,16.3,36.5,7.1,36.9,3.2
E00119635,15.3,36.2,4.9,39.7,3.8
E00119636,13.9,38.4,6.9,40.4,0.4
E00119637,12.3,43.5,3.5,38.1,2.7
E00119639,13.8,37.9,6.3,37.9,4.2
E00119640,16,36.3,3.3,44.4,0
E00119641,13.3,40.7,8,37.6,0.4
E00119642,7.3,43.3,6.5,40.5,2.4
E00119645,10.3,34.6,7.5,45.3,2.3
E00119647,14.6,37.6,2.2,45.1,0.4
E00119648,27.3,33.7,5.3,29.9,3.7
E00119649,12.5,32.7,5.4,47.5,1.9
E00119651,16.1,28.3,8.5,43.5,3.6
E00119652,14,32.7,4.7,46.2,2.3
E00119653,10,39.7,1.4,47,1.8
E00119656,10.1,40.4,2.8,45.7,0.9
E00119657,23.6,36.9,3.6,33.3,2.7
E00119658,8.7,37.8,2.3,49.8,1.3
E00119659,9.5,35,4.2,48.4,2.8
E00119660,4.9,39.2,6.4,46.8,2.6
E00119661,11.7,37.9,2.2,46.1,2.2
E00119662,20.1,33.3,4.9,39.2,2.4
E00119663,18.8,33.8,4.1,42.4,0.9
E00119664,12.4,37.8,4.9,41.9,3
E00119665,15.2,33.8,12.3,35.3,3.3
E00119666,17.1,41.4,4.8,33.9,2.8
E00119667,22.9,44.2,7.1,22.5,3.3
E00119668,20.6,37.8,4.9,34.5,2.2
E00119669,9.9,33.3,3,50.5,3.3
E00119671,12.6,42.7,6.3,37.1,1.4
E00119672,16.6,37.7,7.3,35.2,3.2
E00119673,22.1,40.3,5.2,30.5,2
E00119674,9.7,31.8,4.7,51.5,2.4
E00119675,8.4,34.6,7,47.2,2.8
E00119676,19.2,43.2,6,28.9,2.6
E00119677,19,40.9,3.6,34.1,2.4
E00119678,7.7,31.2,2.2,56.2,2.7
E00119679,6.7,33.4,4.9,52,3
E00120438,23.9,36.4,4.3,30.4,4.9
E00120441,17.1,41,5.5,34.5,2
E00120445,14.9,38.3,4.7,40.4,1.8
E00120447,18.8,31.6,6,41.4,2.3
E00120449,14.1,40.1,5.6,36.6,3.5
E00120450,13.6,45.7,4.9,32.1,3.7
E00120451,14.8,40.7,3.4,39.1,2.1
E00120452,10.4,39,7.2,40.6,2.8
E00120455,13.1,41.4,5.2,35.4,4.9
E00120506,7.6,37.3,4.5,47.8,2.9
E00120507,15.6,32.2,3.6,46,2.5
E00120508,8.4,36.7,2.4,49.8,2.7
E00120509,8.2,36.9,2.6,48.9,3.4
