areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00118745,96.5,3.5,0
E00118754,97.8,2.2,0
E00118759,100,0,0
E00118760,98.7,1.3,0
E00118761,97.1,2.4,0.5
E00118762,99.7,0.3,0
E00118763,98.7,1,0.3
E00118764,95.9,4.1,0
E00118900,97.3,2.4,0.3
E00118901,99.2,0.5,0.3
E00118902,100,0,0
E00118903,99.2,0.8,0
E00118904,98.5,1.5,0
E00118905,94.6,5.4,0
E00118906,97.7,1.5,0.8
E00118907,99.5,0.5,0
E00118908,96.2,3.8,0
E00118909,94.7,5,0.3
E00118910,97.9,1.7,0.4
E00118911,99.2,0.8,0
E00118912,96.6,3.1,0.4
E00118915,94.4,5.6,0
E00118916,97.4,2.3,0.3
E00118917,99.2,0.8,0
E00119499,77.9,17.6,4.5
E00119614,89.3,10.1,0.7
E00119621,92.5,5.5,2.1
E00119622,93.7,5.1,1.2
E00119623,92.3,5.8,1.9
E00119624,88.4,10.3,1.2
E00119626,95.6,3.9,0.6
E00119628,91.8,6.9,1.3
E00119629,92.5,6.3,1.2
E00119630,91.2,7.9,0.9
E00119631,85.8,12.7,1.6
E00119632,92,6.4,1.6
E00119633,94.7,5,0.3
E00119635,88.3,11,0.7
E00119636,87,11,1.9
E00119637,85.6,12.5,1.8
E00119639,73.5,24.4,2.2
E00119640,85.6,12.8,1.6
E00119641,94.6,4.5,1
E00119642,95.7,3.9,0.4
E00119645,86.6,12.1,1.2
E00119647,90.1,9.5,0.4
E00119648,88.6,10,1.5
E00119649,83.1,15.6,1.3
E00119651,81.5,15.1,3.5
E00119652,90.4,8.9,0.7
E00119653,97.2,2.8,0
E00119656,97.4,2.6,0
E00119657,84.9,14,1.1
E00119658,95.8,3.3,0.9
E00119659,88.8,10,1.2
E00119660,96.2,3.2,0.6
E00119661,93.5,5.8,0.7
E00119662,88.2,9.2,2.6
E00119663,92,7,1
E00119664,95.3,4,0.7
E00119665,88.1,9.7,2.2
E00119666,93.8,5.2,0.9
E00119667,90.1,9.3,0.7
E00119668,93.4,5.7,0.9
E00119669,87.4,10.6,2
E00119671,92.4,7,0.6
E00119672,87.9,11.7,0.3
E00119673,86.7,12.1,1.2
E00119674,95.9,4.1,0
E00119675,98.6,1.4,0
E00119676,89.1,10,0.9
E00119677,85.5,12.6,1.9
E00119678,88.9,9,2.1
E00119679,95.9,4.1,0
E00120438,97.2,2.4,0.5
E00120441,95.1,3.4,1.4
E00120445,98,2,0
