geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00062000,2.3,31.8,45.5,20.5
E00062001,18.2,50,26.6,5.2
E00062002,8.9,38,43,10.1
E00062003,35.6,44.1,16.9,3.4
E00062202,7.6,44.9,33.9,13.6
E00062203,10.3,45.5,35.2,9.1
E00062204,6.6,33.9,45.5,14
E00062205,6.4,42.4,42.4,8.7
E00062206,10.7,42.1,37.2,9.9
E00062379,5.6,32.3,37.9,24.2
E00062380,7.6,30.3,48.5,13.6
E00062381,13.5,44.2,34.6,7.7
E00062383,2.4,35.7,40.5,21.4
E00104958,8.2,34.4,39.9,17.5
E00104959,20.6,41.3,30.2,7.9
E00104960,10,38.5,37.7,13.8
E00104961,38,42.6,16.2,3.2
E00104962,10.1,38,35.2,16.8
E00104963,31.1,41,19.7,8.2
E00104965,6.8,40.7,50,2.5
E00104966,31.3,41.8,22.4,4.5
E00104967,6.6,38.7,35.8,19
E00104968,16.4,42.2,32.8,8.6
E00104969,23,41.4,30.9,4.6
E00104970,58.5,36.6,4.2,0.7
E00104971,6.5,55.2,31.8,6.5
E00104972,11.1,58.5,25.2,5.2
E00104973,35.2,34.4,23.4,7
E00104974,30.5,40.2,21.3,7.9
E00104975,33.6,45.8,14.5,6.1
E00104976,38.9,45.8,13.8,1.5
E00104977,21.4,46.8,24.6,7.1
E00104978,12.8,46.6,32.3,8.3
E00104979,22.7,44.5,26.6,6.3
E00104980,23.9,52.2,20.4,3.5
E00104981,46.7,42.4,8.5,2.4
E00104982,45.5,39.8,13,1.6
E00104983,52.4,37.4,9.5,0.7
E00104984,24.8,44.4,22.2,8.5
E00104985,12.4,48.1,28.7,10.9
E00104986,28.8,50.4,17.6,3.2
E00104987,28.7,50.8,13.9,6.6
E00104988,28,43.9,23.4,4.7
E00104989,20.9,35.7,31.8,11.6
E00104990,60.7,35.5,2.8,0.9
E00105010,15.2,47.1,29.7,8
E00105011,4.1,44.7,41.5,9.8
E00105012,20,32.9,35,12.1
E00105013,40,44.3,12.1,3.6
E00105014,23.5,43.4,25.7,7.4
E00105015,25,53.9,18.8,2.3
E00105016,16.7,53.4,23,6.9
E00105017,49.2,36.3,9.7,4.8
E00105018,18.1,45.8,24.5,11.6
E00105020,21.9,43,29.7,5.5
E00105021,19.8,48,25.1,7
E00105022,36.3,41.9,16.9,4.8
E00105023,28,44.6,23.6,3.8
E00105024,11.5,38.3,42.7,7.5
E00105025,30.5,46.4,20.5,2.6
E00105026,20.7,56.4,17.9,5
E00105027,22.1,57.1,13.6,7.1
E00105028,4.5,38.9,35,21.7
E00105029,3.4,39.8,42.4,14.4
E00105030,4.1,31,45.5,19.3
E00105031,19.8,51.2,20.3,8.7
E00105032,7.9,40.2,34.6,17.3
E00105033,30.2,47.3,15.5,7
E00105034,16.1,40.7,36.4,6.8
E00105035,5.7,28.5,52.8,13
E00105037,26.1,47.8,20.5,5.6
E00105038,6.2,38.9,39.8,15
E00105039,19.5,43.8,25,11.7
E00105040,24.1,51.8,17.9,6.3
E00105041,54.5,31.4,9.1,5
E00105042,10.9,46.2,31.4,11.5
E00105043,15.6,46.7,31.1,6.7
E00105044,20.3,42,26.8,10.9
E00105045,22.3,54,18,5.8
E00105046,24.8,45,24.8,5.4
E00105047,20.8,42.4,29.6,7.2
E00105048,7.9,43.9,40.3,7.9
E00105053,28.9,41.5,20.4,9.2
E00105055,25.6,45.1,20.3,9
E00105056,20.8,43.1,27.7,8.5
E00105062,28.1,43.2,18.7,10.1
E00105063,9.8,37.9,39.9,12.4
E00105064,48.2,40.2,8.9,2.7
E00105065,17.5,45.2,31.1,6.1
