geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00062000,63.2,24.8,10.5,1.5,0
E00062001,28.1,41.8,29.4,0.7,0
E00062002,47.8,36.9,10.8,4.5,0
E00062003,38.3,40.8,10,9.2,1.7
E00062202,57.3,36.8,6,0,0
E00062203,48.5,25.5,24.8,1.2,0
E00062204,66.4,23.5,10.1,0,0
E00062205,57.9,28.7,12.3,1.2,0
E00062206,71.1,16.5,11.6,0.8,0
E00062379,57.4,27.8,14.2,0.6,0
E00062380,59.1,36.4,3,1.5,0
E00062381,65.4,26.9,5.8,1.9,0
E00062383,66.7,21.4,7.1,4.8,0
E00104958,67.6,23.1,8.8,0,0.5
E00104959,43.5,44.6,11.9,0,0
E00104960,50.8,37.7,10.8,0.8,0
E00104961,18.7,51.6,28.3,1.4,0
E00104962,57,35.2,7.8,0,0
E00104963,36.4,33.7,29.3,0.5,0
E00104965,60.5,31.9,7.6,0,0
E00104966,27.1,51.1,20.3,1.5,0
E00104967,60,34.1,5.2,0.7,0
E00104968,51.9,32.6,12.4,3.1,0
E00104969,35.5,47.4,16.4,0.7,0
E00104970,10.6,44.4,45.1,0,0
E00104971,48.7,39.6,11,0.6,0
E00104972,37.3,55.2,7.5,0,0
E00104973,33.1,48,17.3,1.6,0
E00104974,35.2,50.3,12.7,1.8,0
E00104975,25.8,44.7,26.5,3,0
E00104976,15.5,40,42.5,1.5,0.5
E00104977,40.8,40,19.2,0,0
E00104978,49.3,37.5,12.5,0.7,0
E00104979,35.9,46.9,15.6,1.6,0
E00104980,31.9,48.7,18.6,0,0.9
E00104981,19.3,25.9,53.6,1.2,0
E00104982,25.8,29.2,44.2,0.8,0
E00104983,9.7,63.4,24.1,1.4,1.4
E00104984,41.9,46.2,11.1,0.9,0
E00104985,51.9,35.7,11.6,0.8,0
E00104986,45.5,34.1,18.7,1.6,0
E00104987,19.7,37.7,40.2,2.5,0
E00104988,25.2,57,15.9,1.9,0
E00104989,45.2,27.8,26.2,0.8,0
E00104990,5.5,72.5,22,0,0
E00105010,42.1,39.3,17.9,0.7,0
E00105011,49.2,42.7,7.3,0.8,0
E00105012,42.4,39.6,18,0,0
E00105013,25.7,26.4,47.9,0,0
E00105014,40.7,44.4,14.1,0.7,0
E00105015,40.9,41.7,16.5,0.8,0
E00105016,37.2,47.1,15.7,0,0
E00105017,44,32.8,20,3.2,0
E00105018,41.9,33.5,23.9,0.6,0
E00105020,32,42.2,21.1,4.7,0
E00105021,34.2,49.4,15.6,0.9,0
E00105022,28.2,37.1,29.8,4,0.8
E00105023,24.5,42.8,30.8,1.9,0
E00105024,37.7,53.9,8.3,0,0
E00105025,31.8,39.1,25.8,3.3,0
E00105026,20.7,57.1,22.1,0,0
E00105027,26.5,46.5,26.5,0.6,0
E00105028,58.1,34.2,7.7,0,0
E00105029,46.6,39,13.6,0.8,0
E00105030,59.9,30.6,9.5,0,0
E00105031,21.4,54.3,23.1,1.2,0
E00105032,58.7,31.7,9.5,0,0
E00105033,21.7,41.9,32.6,3.1,0.8
E00105034,33.1,47.5,18.6,0.8,0
