areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
W00006099,88.9,3,1.9,6.3
W00006100,88.3,4.9,3,3.8
W00006101,91.2,6.2,1.5,1.1
W00006102,89.1,5.4,2.7,2.7
W00006103,88.4,6,1.9,3.6
W00006252,87.2,5.8,2.6,4.4
W00006253,86.6,3.1,3.1,7.3
W00006254,91,3.1,2.5,3.4
W00006255,86.9,4.3,3.4,5.4
W00006257,88.2,6,1.4,4.4
W00006259,83.2,5,3.3,8.5
W00006262,92.3,1.9,0.5,5.3
W00006264,86,6.5,1.9,5.5
W00006419,89.3,3.2,2.5,5
W00006420,84.3,6.5,2.3,6.9
W00006421,87.5,1.9,3.9,6.8
W00006422,89,1.9,4.2,4.8
W00006423,88,4.7,2.7,4.7
W00006424,87.5,3.8,3.8,4.8
W00006425,88.1,0.6,3.2,8
W00006426,86.5,3.1,4.9,5.4
W00006427,87.4,3.6,3.1,5.8
W00006428,86.9,2.4,4.8,6
W00006767,88.4,5.4,3.9,2.3
W00006768,90,4.8,1.5,3.7
W00006769,90.7,4.3,2.3,2.7
W00006770,85.6,2.6,5.2,6.6
W00006772,88.7,3.2,2.3,5.8
W00006773,89.2,5.1,2.1,3.6
W00006774,89.9,4.8,1.9,3.4
W00006775,89.3,3.5,4.2,3
W00006776,87.3,6.8,2.9,3.1
W00006777,88.5,3.1,3.1,5.2
W00006779,87.4,6.1,3,3.5
W00006780,87.8,4.4,2.9,4.9
W00006781,88.1,3.8,3.8,4.2
W00006782,88.9,2.2,4.8,4.1
W00006783,85.4,1.4,6.1,7
W00006784,90.3,3,2.2,4.5
W00006785,85,5.5,2.4,7.1
W00006786,84.6,9.1,0.3,6
W00006787,88.2,5,4.2,2.7
W00006788,92,5.1,0.8,2.1
W00006789,92.4,2.8,1.4,3.5
W00006790,92.1,2.3,2.6,3
W00006791,89.3,5,2.3,3.3
W00006792,92.2,3,3,1.9
W00006793,86.4,4.5,3.3,5.8
W00006794,87.5,6.7,2.2,3.6
W00006795,93.4,1.7,2.1,2.8
W00006796,85.1,3.8,2.3,8.8
W00006797,92.3,1.3,4.3,2.1
W00006798,88.4,5.3,3.2,3.2
W00006799,87,4,2.3,6.6
W00006800,87.5,8.4,1.9,2.2
W00006801,83.7,4.7,3.5,8.2
W00006802,89.1,4.7,2.6,3.6
W00006803,86.3,4.1,3.8,5.8
W00006804,90.5,2.5,1.9,5.1
W00006805,91.7,3.9,2.2,2.2
W00006806,90.9,3.5,2.4,3.1
W00006807,88,2.8,4,5.2
W00006808,88.2,5.6,2.8,3.4
W00006809,86.6,5.8,3.1,4.5
W00006810,88.7,1.6,3.2,6.5
W00006811,90.4,2.1,3.1,4.5
W00006812,89.3,5.2,2,3.6
W00006813,89.9,0.8,4.3,5.1
W00006814,91.4,0.9,3.1,4.6
W00006815,89.4,2.3,3.7,4.6
W00006816,86.6,3.1,4.4,5.9
W00006817,93.9,2.2,0,3.9
W00006818,89.8,3.7,2,4.5
W00006819,83.5,5.6,2.4,8.4
W00006820,90,2.9,2.5,4.7
W00006821,91.3,2.2,1.1,5.4
W00006822,92.4,1.4,2.5,3.7
W00006823,89.1,4.5,2.6,3.9
W00006824,89.4,2,4.6,4
W00006825,89.3,1.2,3.2,6.3
W00006826,89.3,3.5,3.8,3.5
W00006840,94.7,1.4,1.4,2.4
W00006841,90,1.4,5.9,2.7
W00006842,89.8,3.7,1.7,4.8
W00006843,88,5.2,3,3.9
W00006844,87.1,6.7,3.1,3.1
W00006845,92.9,3.2,1.4,2.5
W00006846,85.7,6.1,4.1,4.1
W00006847,92.7,4.3,1.3,1.7
W00006848,85.3,7.6,1.4,5.8
W00006849,89.9,4.3,2.9,2.9
W00006850,91.6,2.1,4.2,2.1
W00006851,88.6,4.8,4,2.6
W00006852,88.7,1.4,3.4,6.5
W00006853,88.2,6.1,2.3,3.4
W00006854,90.9,2.9,2.9,3.3
W00006855,94.8,1.1,2.2,1.9
W00006856,81.8,4.9,3.1,10.1
W00006857,91.4,1,3.1,4.5
W00006858,89.9,3.6,3.3,3.3
W00006859,88.8,3.3,3.6,4.4
W00006860,90,1.6,3.4,5
W00006861,87.7,5.2,2.6,4.5
W00006862,92.8,2.2,2.9,2.2
