areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
W00006099,69,20.4,10.6
W00006100,79.6,12.2,8.1
W00006101,88.2,9.6,2.1
W00006102,83,12,5.1
W00006103,77.2,15.9,6.9
W00006252,72.5,18.7,8.8
W00006253,75.1,18.1,6.8
W00006254,79.2,13.8,7
W00006255,75.2,14.5,10.3
W00006257,82.3,12.6,5.1
W00006259,72.6,14.6,12.9
W00006262,62.4,19.7,17.9
W00006264,78.8,12,9.2
W00006419,63.2,23.3,13.5
W00006420,60.8,23.4,15.8
W00006421,69.6,16.1,14.3
W00006422,69.1,20.6,10.3
W00006423,69.6,22,8.4
W00006424,73.4,18.4,8.2
W00006425,66,20.9,13.2
W00006426,64,17.8,18.2
W00006427,61.2,20.7,18.1
W00006428,66.9,18.8,14.3
W00006767,77.4,15.1,7.5
W00006768,80.1,13,6.9
W00006769,78.1,15.2,6.7
W00006770,66,15.6,18.4
W00006772,75.5,14.3,10.2
W00006773,77.6,15.6,6.8
W00006774,85.9,10.6,3.5
W00006775,78,13,9
W00006776,81.3,12.7,6
W00006777,57.8,24.8,17.5
W00006779,82.8,12.4,4.8
W00006780,64.8,18.3,16.9
W00006781,71.9,18,10.1
W00006782,68.2,17.2,14.5
W00006783,73.4,12.2,14.4
W00006784,79.2,14.9,5.9
W00006785,77.6,15.6,6.8
W00006786,80.9,13.6,5.5
W00006787,81.3,13.7,5
W00006788,73.3,15.5,11.2
W00006789,73.9,15.5,10.6
W00006790,76.6,13.4,10
W00006791,72.9,15.8,11.4
W00006792,81.5,12.3,6.2
W00006793,76.8,11.4,11.8
W00006794,73.9,13.2,12.8
W00006795,75.3,15.1,9.7
W00006796,64.4,19.9,15.7
W00006797,77,12.7,10.3
W00006798,74.9,13.2,11.9
W00006799,61.2,22.6,16.3
W00006800,83.9,12.2,4
W00006801,68,16.7,15.2
W00006802,85.9,9.6,4.5
W00006803,79.7,13.2,7.1
W00006804,73.5,15.7,10.8
W00006805,71.7,17.6,10.7
W00006806,77.5,15.2,7.3
W00006807,72,19,9
W00006808,81.3,11.4,7.3
W00006809,67,16.3,16.7
W00006810,58,21,21
W00006811,68.4,16.7,14.9
W00006812,82,12.2,5.9
W00006813,79.1,14.3,6.6
W00006814,75.4,15.4,9.2
W00006815,71.7,16.1,12.2
W00006816,74.6,14.5,10.9
W00006817,81.4,10.3,8.2
W00006818,77.3,10.4,12.3
W00006819,66.4,23,10.6
W00006820,68.1,16.9,14.9
W00006821,71.6,14.7,13.7
W00006822,76.5,13.1,10.4
W00006823,75.8,13.5,10.7
W00006824,71.6,13.8,14.7
W00006825,62.9,20.5,16.5
W00006826,76.2,12.9,10.9
W00006840,52.1,31.3,16.6
W00006841,67.6,16.4,16
W00006842,76.3,15.4,8.3
W00006843,74.3,15.5,10.2
W00006844,78.8,14.5,6.7
W00006845,78.9,17,4.1
W00006846,81.8,12.1,6.2
W00006847,84.1,11.3,4.6
W00006848,78.6,13,8.4
W00006849,77.8,16.9,5.3
W00006850,62.1,26.2,11.8
W00006851,69.2,21.3,9.4
W00006852,70.7,15,14.3
W00006853,76.7,17.2,6.1
W00006854,80.5,13,6.5
W00006855,79.7,12.7,7.5
W00006856,66.6,18.9,14.6
W00006857,68.8,17.5,13.6
W00006858,72.1,15.6,12.2
W00006859,77.8,12.9,9.3
W00006860,69.3,17.5,13.2
W00006861,71.5,15.5,13
W00006862,77,16.4,6.6
W00006863,68.4,18.2,13.3
W00006864,74.6,17.2,8.2
W00006865,79.7,10.7,9.7
W00006866,81.1,13.9,5
W00006867,80,10,10
W00006868,76.3,13.7,10
W00006869,78.9,14.6,6.5
W00006870,81.5,13.7,4.8
W00006871,67.2,18.4,14.3
W00006890,79.6,13.5,6.9
W00006891,72.2,16.3,11.5
W00006892,73.7,17.2,9.1
W00006893,68.6,19.4,12
W00006894,85.5,9.8,4.8
W00006895,77.9,13.4,8.7
W00006896,74.4,19.6,6
W00006897,86.7,10.1,3.2
W00006898,53.4,23.6,23
W00006899,76.5,16.1,7.4
W00006900,79.9,13.9,6.2
W00006901,81.4,11.5,7.2
W00006902,75.6,16,8.4
W00006903,76.4,18.3,5.3
W00006904,63.4,20.5,16.1
W00006905,79.1,13.6,7.3
W00006906,81,12.6,6.4
W00006907,77.4,15,7.6
W00006909,80.3,16.8,2.9
W00006910,66.1,19.7,14.2
W00006931,83.3,11.7,5
W00006932,78.9,14.2,6.9
W00006933,70.7,15.4,13.8
W00006934,79.5,10.6,9.9
W00006935,70.1,19.4,10.4
W00006936,79.9,13.8,6.4
W00006937,72.8,17.8,9.4
W00006938,77.2,12.3,10.5
W00006940,79.6,12.6,7.8
W00006941,66.7,19,14.3
W00006942,73.5,16.9,9.5
W00009771,82.4,9.9,7.7
W00009912,87.6,9.9,2.6
W00009916,71.4,14.3,14.3
W00009917,63.2,24.4,12.3
W00010109,88.5,7.8,3.8
W00010110,89.7,7.2,3.1
W00010111,80.7,14.6,4.7
W00010268,77.9,16.5,5.6
W00010274,69.9,18.3,11.8
W00010281,40.2,24.5,35.3
W00010287,87,6.1,6.9
W00010299,88.9,7.1,4
W00010301,83.6,10.7,5.7
W00010302,81.2,9.4,9.4
