areacd,in_full_time_education-001,in_full_time_education-002
E00000135,27.1,72.9
E00000136,22.8,77.2
E00000137,24.6,75.4
E00000138,33.9,66.1
E00000139,31.7,68.3
E00000140,26.4,73.6
E00000141,40.8,59.2
E00000142,35.5,64.5
E00000143,30.3,69.7
E00000144,23.1,76.9
E00000145,13.2,86.8
E00000146,25.8,74.2
E00000147,25.1,74.9
E00000148,14.3,85.7
E00000149,21.4,78.6
E00000150,25.7,74.3
E00000151,24.6,75.4
E00000152,22.2,77.8
E00000153,17.3,82.7
E00000154,25.3,74.7
E00000155,22.8,77.2
E00000156,26.9,73.1
E00000157,34.3,65.7
E00000158,28.2,71.8
E00000159,28.4,71.6
E00000160,31.8,68.2
E00000161,35.9,64.1
E00000162,22,78
E00000163,38.4,61.6
E00000164,43.6,56.4
E00000165,32.2,67.8
E00000166,20,80
E00000183,18.4,81.6
E00000186,20.6,79.4
E00000482,30.1,69.9
E00000483,24.3,75.7
E00000510,26.8,73.2
E00000545,21.8,78.2
E00000547,29.8,70.2
E00000548,32.8,67.2
E00000549,21.2,78.8
E00000550,29.6,70.4
E00000551,27.1,72.9
E00000552,31.2,68.8
E00000553,34.6,65.4
E00000560,23.2,76.8
E00000561,24.3,75.7
E00000562,24.5,75.5
E00000563,19.3,80.7
E00000564,27.7,72.3
E00000565,25.9,74.1
E00000566,25.7,74.3
E00000567,24.9,75.1
E00000568,31.9,68.1
E00000569,27.9,72.1
E00000570,22.5,77.5
E00000571,29.6,70.4
E00000572,24.9,75.1
E00000573,21.2,78.8
E00000574,18.3,81.7
E00000575,31.5,68.5
E00011202,27.4,72.6
E00011203,25.2,74.8
E00011204,21.6,78.4
E00011208,20,80
E00011209,28.2,71.8
E00011210,31.4,68.6
E00011211,28.4,71.6
E00011212,26.3,73.7
E00011214,25.6,74.4
E00011215,25.5,74.5
E00011216,32.8,67.2
E00011217,18,82
E00011218,18.7,81.3
E00011219,17.9,82.1
E00011220,17.3,82.7
E00011221,20.5,79.5
E00011222,16.8,83.2
E00011223,17.3,82.7
E00011224,22.9,77.1
E00011225,27.2,72.8
E00011226,18.2,81.8
E00011229,12.9,87.1
E00011230,23.2,76.8
E00011231,16.9,83.1
E00011232,24.8,75.2
E00011233,23.2,76.8
E00011234,22.2,77.8
E00011235,33.6,66.4
E00011237,27.5,72.5
E00011238,18.4,81.6
E00011240,17.1,82.9
E00011241,17.2,82.8
E00011242,19.3,80.7
E00011243,22.3,77.7
E00011244,20.6,79.4
E00011493,25.3,74.7
E00011494,28.5,71.5
E00011496,23.3,76.7
E00011498,23.5,76.5
E00011499,19,81
E00011500,23.4,76.6
E00011501,26.8,73.2
E00011502,21.8,78.2
E00011503,21,79
E00011504,22.3,77.7
E00011505,23.3,76.7
E00011506,23.9,76.1
E00011507,24.8,75.2
E00011508,17.5,82.5
E00011509,22,78
E00011510,17.5,82.5
E00011511,12.5,87.5
E00011512,24.2,75.8
E00011513,25.5,74.5
E00011515,25.3,74.7
E00011516,14,86
E00011517,20.1,79.9
E00011518,19.6,80.4
E00011519,15.3,84.7
E00011520,18.4,81.6
E00011521,29.5,70.5
E00011523,18.2,81.8
E00011525,24.2,75.8
E00011526,22.2,77.8
E00011527,12.2,87.8
E00011528,20.4,79.6
E00011530,25.9,74.1
E00011611,22.7,77.3
E00011612,11.7,88.3
E00011613,20.5,79.5
E00011614,19.1,80.9
E00011615,24.8,75.2
E00011616,20.6,79.4
E00011617,19.9,80.1
E00011618,13.1,86.9
E00011619,22.5,77.5
E00011620,18.2,81.8
E00011621,22.1,77.9
E00011622,27.1,72.9
E00011623,18.4,81.6
E00011624,22.9,77.1
E00011625,23.8,76.2
E00011626,18.2,81.8
E00011627,21.1,78.9
E00011628,22.5,77.5
E00011629,17.4,82.6
