areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00000135,64.4,24.1,4.8,4.2,2.5
E00000136,62.9,23.6,6.5,4.1,3
E00000137,58.7,28.4,4.9,3.7,4.2
E00000138,68.6,21,7.1,2.4,1
E00000139,66.3,25.2,4.4,2.5,1.6
E00000140,53.8,28.5,9.8,4.4,3.4
E00000141,74.9,19,2.1,1.6,2.4
E00000142,76.3,15.4,4.6,1.3,2.4
E00000143,59,29.7,4.8,4.2,2.3
E00000144,61.7,29.7,3.8,2.2,2.6
E00000145,53.1,33.8,8.3,1.3,3.5
E00000146,53.7,34.4,1.7,4.1,6.1
E00000147,61.3,27.1,7.1,2.8,1.7
E00000148,68.1,27.1,2.4,0.6,1.8
E00000149,58.9,26.5,8.6,4.8,1.2
E00000150,71.7,23.7,1.6,2.3,0.7
E00000151,62.7,25,7.3,1.9,3
E00000152,69.8,24.4,2.6,1.3,1.9
E00000153,65.2,21,7.2,4.3,2.3
E00000154,52.6,23.1,14.2,7,3.1
E00000155,51.1,23,14.5,8,3.4
E00000156,70.7,15.1,8.9,3.7,1.5
E00000157,65.1,21,5.7,4.9,3.3
E00000158,73.4,18.2,3.6,2.6,2.1
E00000159,63.2,22.7,8,4,2
E00000160,80.6,13.7,3.8,1.7,0.2
E00000161,54.8,30.3,9.7,2.2,3
E00000162,54.7,31.1,7.3,5.7,1.2
E00000163,64.8,27.9,4.2,1.8,1.3
E00000164,63.6,28.9,1.7,3,2.8
E00000165,61.6,26.2,7.1,2.7,2.4
E00000166,62.2,27,4.9,4.9,1.1
E00000183,67.3,21.9,7.2,2.9,0.7
E00000186,73.5,16.9,3.6,3.3,2.7
E00000482,59.2,26.2,8.8,4,1.8
E00000483,59,28.1,4.7,5.7,2.5
E00000510,61.7,19,7.4,9.8,2.1
E00000545,59.8,23,7.9,6.1,3.2
E00000547,64.3,23.7,7.7,2.8,1.6
E00000548,55.4,19.1,9,6.6,9.9
E00000549,51.2,26.3,10.9,6.7,4.9
E00000550,63.4,20.9,7.6,5.9,2.3
E00000551,66,21.9,5.6,4.6,1.9
E00000552,56.8,27.5,8.9,3.4,3.4
E00000553,63,22.2,6.9,4.2,3.6
E00000560,57.1,25.1,9.4,3.8,4.6
E00000561,59.4,26.7,5.6,4.5,3.7
E00000562,66.9,19.3,5.5,4.3,4.1
E00000563,63.9,29.6,2.2,1.1,3.3
E00000564,65,24,5,4.7,1.2
E00000565,61.5,22.9,8.8,1.5,5.3
E00000566,55.8,27.8,8,4,4.4
E00000567,47,19.3,17.7,5.1,10.8
E00000568,41.1,22.7,13.8,15.1,7.3
E00000569,55.7,23.2,13.7,5.1,2.3
E00000570,62.8,27.2,5.6,2.5,1.9
E00000571,62.2,23.7,5,3.2,5.9
E00000572,47.6,31.3,9.5,6.1,5.6
E00000573,51.4,23.2,12.3,8.6,4.4
E00000574,59.5,22.7,5.5,8.1,4.2
E00000575,47.1,23.6,10.8,9.3,9.3
E00011202,66.8,19,7.3,3.2,3.7
E00011203,66.2,20,6.2,1.8,5.8
E00011204,83.4,12.6,2.5,0.6,0.9
E00011208,64.8,12.9,8.2,11,3
E00011209,68.3,22.4,3.8,1.4,4.2
E00011210,68.8,17.3,6.5,4.1,3.3
E00011211,78,13.9,5.4,1.8,0.9
E00011212,68.8,23.6,2.9,0.9,3.8
E00011214,69,19.4,6.9,2.8,1.9
E00011215,73.4,14.9,6,3.8,1.8
E00011216,86.3,11.2,0.3,2,0.3
E00011217,73.4,16.2,2.9,4.9,2.6
E00011218,84.3,12.4,1.1,2.2,0
E00011219,60.6,19.9,8.8,7.6,3.1
E00011220,74,14.6,5.7,3.5,2.2
E00011221,78.7,14.3,3.9,1.7,1.4
E00011222,72.4,14.7,6.5,4.4,2.1
E00011223,66.2,18.5,7.4,5.3,2.6
E00011224,71.2,21.4,3.7,2.4,1.4
E00011225,81.8,12.1,2.9,1.6,1.6
E00011226,75,14.7,5.3,2,3
E00011229,76.6,19.2,3.6,0.6,0
E00011230,67.9,17.3,8.3,4.1,2.4
E00011231,76.8,17.9,2.4,2.7,0.3
E00011232,64,17.2,6.9,7.9,4
E00011233,73.2,15.9,5.9,4.3,0.5
E00011234,69.6,19.5,6.5,1.5,2.9
E00011235,76.6,15.6,4.7,0.9,2.1
E00011237,59.8,25.9,7,4,3.3
E00011238,70,19.8,7,1.5,1.7
E00011240,73.5,18.1,3.6,1.5,3.3
E00011241,80.4,13.4,3.7,1.5,1
E00011242,71.4,15.9,6.3,4.9,1.4
E00011243,70.2,17.3,5.7,4.3,2.5
E00011244,67.7,14.7,12.5,3.8,1.4
E00011493,75.3,16.9,5,1.7,1.1
E00011494,74.2,18.4,4.9,0,2.5
E00011496,84.7,13.8,0.3,0.3,0.9
E00011498,72.7,19.2,5.2,2,0.9
E00011499,82.6,13.7,0.8,2.2,0.6
E00011500,82.4,15.2,1.1,0,1.3
E00011501,87.5,11.3,1,0,0.2
E00011502,86.4,10.1,1.6,1.6,0.3
E00011503,80.6,14,3.8,1,0.6
E00011504,81.4,11.3,5.5,1.3,0.5
E00011505,86.5,9.2,2.7,1.6,0
E00011506,89.4,6.4,1.7,1.1,1.4
E00011507,86,8.5,3,1.8,0.6
E00011508,83.3,11.2,3.7,1.2,0.6
E00011509,83.5,12.8,2.9,0.5,0.3
E00011510,80.8,14.7,3.1,1.4,0
E00011511,79.6,12,2.5,2.2,3.7
E00011512,79.8,9.1,4.7,5.1,1.2
