areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00046507,96,0,3.4,0.6
E00046508,96.3,0,3.7,0
E00046512,92.7,0,6.9,0.4
E00046515,94.2,0,5.8,0
E00046519,94.4,0,5.6,0
E00046520,95.2,0,4.8,0
E00046522,91.1,0,7.5,1.3
E00046524,95.1,0,4.9,0
E00046525,92.1,0,7.9,0
E00046528,92.5,0,7.5,0
E00163864,86.8,0.3,12.9,0
E00163870,95.6,0,4,0.4
E00163920,95,0.5,4.5,0
E00163931,92.8,0,6.9,0.3
E00164076,89.9,0,10.1,0
E00164078,96.8,0,3.2,0
E00164079,96.4,0.3,2.8,0.5
E00164080,95.3,0.9,3.4,0.4
E00164081,93.5,0.5,5.7,0.3
E00164082,93,0.3,6.7,0
E00164083,91.2,0,8.8,0
E00164084,89.8,0.3,9.9,0
E00164086,94.8,0.3,4.9,0
E00164087,95.5,0,4.5,0
E00164088,89.3,0.3,10.4,0
E00164089,96.1,0,3.5,0.4
E00164090,93.9,0,6.1,0
E00164091,91.8,0,7.9,0.3
E00164092,90.6,0,9.4,0
E00164093,92.6,0,7.4,0
E00164094,91.9,0,8.1,0
E00164096,93.4,0.3,6.3,0
E00164113,95.1,0,4.7,0.2
